,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
42,0.4194131,0.46513993,"('unreliable', 'reliable')",-0.38401738,-0.2586262,-3.149618,-2.983121,-1.0380741,-0.9255358,-0.1125383
62,-0.40859523,-0.17693889,"('incompetent', 'brilliant')",1.5790035,1.347061,-0.4143864,0.08687415,0.2520073,0.4189988,-0.1669915
13,-0.39680943,-0.30647928,"('impolite', 'polite')",1.1798832,1.203291,-0.34363598,-0.038456682,0.1464793,0.2861184,-0.1396391
40,-0.39255938,-0.5123656,"('stingy', 'generous')",-0.4242001,-0.47294587,-1.6824478,-2.1094294,-0.8330691,-1.0315803,0.1985112
49,-0.3810472,-0.06243718,"('unable', 'able')",-0.03816262,-0.012235042,-0.4856188,-0.14801401,-0.3016095,-0.0742287,-0.2273808
33,-0.38006213,-0.46020025,"('wrong', 'right')",0.19923426,-0.0077993535,-0.50777835,-0.71914756,-0.2295354,-0.3957157,0.1661803
32,0.3650219,0.5504248,"('unkind', 'kind')",0.71527696,0.8245962,1.1294134,1.3183336,0.7365708,0.8977849,-0.1612141
79,-0.34808806,-0.18911904,"('wavering', 'unwavering')",-0.9942849,-0.79631585,0.3399588,0.21130013,-0.3341381,-0.2580449,-0.0760932
63,-0.33784086,-0.029344603,"('unperceptive', 'insightful')",1.06684,1.118676,0.7654959,0.8998796,0.4981651,0.6630703,-0.1649052
3,-0.33592376,-0.25467327,"('repellent', 'pleasant')",-0.4234277,-0.34172344,0.046182103,0.29963368,-0.2377231,-0.098921,-0.1388021
44,0.29755333,-0.05491526,"('prejudiced', 'unprejudiced')",-1.2022724,-1.3320023,-1.6821449,-1.5042044,-0.862288,-0.9637073,0.1014193
19,-0.29205927,-0.13656184,"('inhospitable', 'hospitable')",-0.79739076,-0.72355616,0.30112684,0.298995,-0.2627744,-0.187041,-0.0757334
7,0.29123196,0.39475846,"('insensitive', 'sensitive')",0.75985825,0.8363982,0.6917034,0.6666141,0.5809312,0.6325902,-0.051659
59,-0.27382955,-0.14296158,"('foolish', 'wise')",-0.7514514,-0.6617149,0.37193766,0.35519046,-0.2177811,-0.1498287,-0.0679524
77,0.26785928,0.22347456,"('unmotivated', 'motivated')",-0.68302196,-0.5782268,-1.6843915,-1.5850078,-0.6998514,-0.6465867,-0.0532647
87,0.26119918,0.17581809,"('unsuccessful', 'successful')",1.110451,0.71891975,0.31535658,0.23415941,0.5623356,0.3762991,0.1860365
74,0.25839758,0.6248807,"('undedicated', 'dedicated')",1.7340723,1.7579954,0.19208102,0.10173336,0.7281837,0.8282031,-0.1000194
66,-0.25287378,-0.63585824,"('inactive', 'active')",-1.3103039,-1.567817,0.78210694,0.21460488,-0.2603569,-0.6630235,0.4026666
50,-0.24663962,0.041566737,"('clumsy', 'skillful')",-0.74907315,-0.55633956,0.2663257,0.2488457,-0.243129,-0.0886424,-0.1544866
17,0.24262041,0.15188785,"('nasty', 'nice')",-0.41695753,-0.5474099,-0.599911,-0.6010701,-0.2580827,-0.3321974,0.0741147
2,-0.23869787,0.09312035,"('unlikable', 'likable')",0.3331232,0.38694638,0.43253195,0.7074747,0.1756524,0.3958472,-0.2201948
58,-0.19573209,-0.22748241,"('undiscriminating', 'discriminating')",0.5733032,0.09562947,0.44567162,0.028136257,0.2744143,-0.0345722,0.3089865
70,-0.19459414,-0.32675034,"('lethargic', 'energetic')",0.006661251,-0.03533728,0.2196945,0.5303153,0.0105872,0.0560759,-0.0454887
81,-0.17280184,-0.24201345,"('submissive', 'aggressive')",0.8705639,0.84333163,-1.0394393,-0.6521135,-0.1138924,-0.0169318,-0.0969606
88,-0.17095134,-0.21527547,"('low', 'eminent')",-0.040233072,-0.28121382,0.4040592,0.3234371,0.0642916,-0.0576841,0.1219757
60,0.16810113,0.24807836,"('inefficient', 'efficient')",2.6951532,2.5090206,-0.5335215,-0.12111801,0.7765776,0.8786603,-0.1020827
37,0.16017738,0.034784738,"('fake', 'genuine')",0.09019326,-0.05825763,0.4346393,0.5180044,0.2283367,0.1648438,0.0634929
69,0.12820569,0.077644825,"('lazy', 'industrious')",-0.49333775,-0.63711905,-0.69726855,-1.0594856,-0.3541335,-0.5396533,0.1855198
0,-0.11258391,-0.2413364,"('unsociable', 'sociable')",2.0197992,1.6894891,-0.6641835,-0.76647866,0.414344,0.2272247,0.1871193
65,-0.10932449,0.0304544,"('insecure', 'secure')",1.3607675,1.3520154,-0.34361464,-0.038399678,0.3026095,0.4480234,-0.1454139
4,-0.08187504,0.10087434,"('disliked', 'liked')",-0.68274933,-0.5896965,-6.6310143,-6.826844,-2.4652128,-2.4385554,-0.0266574
23,0.07546703,0.303492,"('insincere', 'sincere')",1.0792208,1.1733996,6.090509,6.465047,2.4150656,2.6473128,-0.2322472
12,-0.075355075,0.09224537,"('unsupportive', 'supportive')",0.95450497,1.0418475,-1.6549059,-1.6784025,-0.2585853,-0.1814366,-0.0771487
47,-0.07460692,0.012085311,"('stupid', 'smart')",0.58186334,0.5562132,5.204081,5.6556454,1.9037792,2.0746479,-0.1708687
46,0.052857697,0.1761075,"('uncompetitive', 'competitive')",0.39002317,0.3779881,-0.877887,-0.61406165,-0.145002,-0.0199887,-0.1250133
20,0.05200351,0.062445614,"('rough', 'thoughtful')",0.8254705,0.5899037,0.6569379,0.60673714,0.5114706,0.4196955,0.0917751
34,-0.03948824,0.2241967,"('mean', 'honorable')",0.7111449,0.8127021,6.198882,6.4569855,2.2901796,2.4979614,-0.2077818
51,-0.007821452,-0.005259866,"('uneducated', 'educated')",0.12259804,0.19263381,0.69407356,0.53639966,0.2696167,0.2412579,0.0283588
