,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,-1.7650386,-2.006916,"('unaffectionate', 'affectionate')",0.08061452,0.16529647,-0.842212,-0.9208098,0.0785978
36,-1.2226113,-1.6637623,"('hostile', 'amicable')",-0.18916619,-0.39550158,-0.7058887,-1.029632,0.3237433
39,1.1898859,1.0177416,"('exploitative', 'cooperative')",-0.053817213,-0.091186896,0.5680343,0.4632773,0.104757
73,1.187229,1.1384941,"('helpless', 'self-reliant')",-3.2240536,-2.9215894,-1.0184124,-0.8915476,-0.1268648
9,-1.1130054,-1.591258,"('unaffectionate', 'caring')",0.85004497,0.8980497,-0.1314802,-0.3466042,0.215124
80,1.0631127,1.2822251,"('dominated', 'dominating')",-0.8950636,-0.902488,0.0840246,0.1898686,-0.105844
1,-1.0123726,-1.3766164,"('unfriendly', 'friendly')",1.4214342,1.3813965,0.2045308,0.0023901,0.2021407
18,-0.9931301,-1.0561789,"('disagreeable', 'welcoming')",-0.5774285,-0.5012507,-0.7852793,-0.7787148,-0.0065645
6,-0.98271734,-1.3861938,"('distant', 'open')",-0.06465422,-0.054138973,-0.5236858,-0.7201664,0.1964806
60,0.9053851,1.0399785,"('inefficient', 'efficient')",0.3871968,0.47630084,0.646291,0.7581397,-0.1118487
53,-0.867294,-1.1677058,"('uncreative', 'creative')",0.804812,0.79396945,-0.031241,-0.1868682,0.1556272
19,-0.8631543,-1.1410587,"('inhospitable', 'hospitable')",-0.10358547,-0.14503223,-0.4833699,-0.6430454,0.1596755
5,-0.84037673,-1.1340164,"('distant', 'outgoing')",-0.63532484,-0.4255035,-0.7378508,-0.7797599,0.0419091
48,0.83739734,0.99346805,"('unintelligent', 'intelligent')",1.0670016,1.0369887,0.9521995,1.0152284,-0.0630289
38,-0.83666396,-0.83539605,"('untruthful', 'truthful')",-0.01566494,0.15082866,-0.4261644,-0.3422837,-0.0838807
41,-0.8013423,-0.92834795,"('unforgiving', 'forgiving')",0.060146816,-0.04360605,-0.3705977,-0.485977,0.1153793
4,-0.7988161,-0.8848329,"('disliked', 'liked')",-6.378876,-6.197847,-3.5888462,-3.5413399,-0.0475063
15,-0.79530597,-0.84904,"('boring', 'funny')",0.2624267,0.4137351,-0.2664396,-0.2176524,-0.0487872
61,0.77366596,0.51049614,"('illogical', 'logical')",0.4165052,0.2029617,0.5950856,0.3567289,0.2383567
83,0.7668246,0.56965184,"('powerless', 'powerful')",-0.5732788,-0.7012346,0.0967729,-0.0657914,0.1625643
33,0.7578232,0.46669632,"('wrong', 'right')",-0.7665889,-0.7590246,-0.0043828,-0.1461641,0.1417813
31,-0.75271535,-0.81402427,"('evil', 'good')",-1.482936,-1.4860481,-1.1178257,-1.1500362,0.0322105
10,-0.75000256,-0.7965873,"('unsympathetic', 'sympathetic')",0.14000522,0.02938872,-0.3049987,-0.3835993,0.0786006
17,-0.7462878,-0.79216933,"('nasty', 'nice')",-0.5402237,-0.5639526,-0.6432558,-0.678061,0.0348052
35,-0.73103285,-0.7830689,"('corrupt', 'incorrupt')",-0.48127413,-0.5382829,-0.6061535,-0.6606759,0.0545224
0,-0.71747065,-0.93040043,"('unsociable', 'sociable')",-0.22500859,-0.31990027,-0.4712396,-0.6251503,0.1539107
56,0.69691265,0.80465084,"('impractical', 'practical')",0.42727306,0.66074723,0.5620928,0.732699,-0.1706062
57,-0.6906381,-0.6344507,"('unimaginative', 'imaginative')",-2.5146317,-2.5312324,-1.6026349,-1.5828415,-0.0197934
45,-0.6841518,-0.37599808,"('incompetent', 'competent')",-0.15545598,-0.12924741,-0.4198039,-0.2526228,-0.1671811
76,0.669987,0.65666837,"('anxious', 'daring')",0.6525407,0.5755165,0.6612638,0.6160924,0.0451714
54,-0.6680945,-0.83327633,"('incapable', 'capable')",1.0571364,1.2183429,0.194521,0.1925333,0.0019877
49,-0.6387561,-0.45355445,"('unable', 'able')",-0.056730155,0.1144205,-0.3477431,-0.169567,-0.1781761
52,-0.58727515,-0.65164286,"('irrational', 'rational')",-0.5302866,-0.60707676,-0.5587809,-0.6293598,0.0705789
28,-0.55805457,-0.80257344,"('disloyal', 'loyal')",0.74184227,0.691874,0.0918939,-0.0553497,0.1472436
62,0.54631186,0.99352884,"('incompetent', 'brilliant')",0.44366324,0.93093574,0.4949875,0.9622323,-0.4672448
43,-0.501994,-0.6403447,"('irresponsible', 'responsible')",0.730897,0.69232655,0.1144515,0.0259909,0.0884606
23,-0.4754181,-0.36604163,"('insincere', 'sincere')",6.08717,6.208641,2.805876,2.9212997,-0.1154237
16,-0.46917638,-0.6185944,"('unpopular', 'popular')",0.45756182,0.18255502,-0.0058073,-0.2180197,0.2122124
72,-0.4587561,-0.3287148,"('unambitious', 'ambitious')",-0.957466,-0.5776082,-0.708111,-0.4531615,-0.2549495
87,0.45014176,0.34658846,"('unsuccessful', 'successful')",1.0097994,0.9583571,0.7299706,0.6524728,0.0774978
81,0.41511208,0.82083637,"('submissive', 'aggressive')",-0.18416925,0.013888262,0.1154714,0.4173623,-0.3018909
66,-0.4063701,-0.8140321,"('inactive', 'active')",0.9317214,0.47316527,0.2626756,-0.1704334,0.433109
69,0.39121002,0.10945272,"('lazy', 'industrious')",-0.731851,-0.7626261,-0.1703205,-0.3265867,0.1562662
14,0.39084956,0.44979575,"('antisocial', 'social')",-0.599397,-0.5957881,-0.1042737,-0.0729962,-0.0312775
27,-0.38267612,-0.5018805,"('hardhearted', 'softhearted')",1.4797722,1.2975904,0.548548,0.3978549,0.1506931
32,-0.38170248,-0.52984613,"('unkind', 'kind')",0.90109456,0.8528142,0.259696,0.161484,0.098212
58,0.3776307,0.28154677,"('undiscriminating', 'discriminating')",0.22903931,0.060591873,0.303335,0.1710693,0.1322657
44,0.35378766,0.2618601,"('prejudiced', 'unprejudiced')",-1.5981458,-1.7613406,-0.6221791,-0.7497402,0.1275611
20,0.3516388,0.5766151,"('rough', 'thoughtful')",1.2895004,1.2371776,0.8205696,0.9068964,-0.0863268
7,-0.3490665,-0.2153452,"('insensitive', 'sensitive')",0.9370957,1.0462549,0.2940146,0.4154548,-0.1214402
13,-0.34856126,-0.32540807,"('impolite', 'polite')",0.016896173,-0.0023521297,-0.1658325,-0.1638801,-0.0019524
79,-0.34826952,-0.5613181,"('wavering', 'unwavering')",0.05524762,0.111000344,-0.146511,-0.2251589,0.0786479
75,-0.3432726,-0.17862105,"('meek', 'impulsive')",-0.49608582,-0.23567218,-0.4196792,-0.2071466,-0.2125326
78,0.34147623,0.34952033,"('nonresilient', 'resilient')",0.5469302,0.4285809,0.4442032,0.3890506,0.0551526
3,-0.32714674,-0.22841522,"('repellent', 'pleasant')",0.04902575,0.09154248,-0.1390605,-0.0684364,-0.0706241
84,0.311499,0.54293025,"('inferior', 'superior')",0.9752701,0.9322798,0.6433846,0.737605,-0.0942204
40,0.30402622,0.38928717,"('stingy', 'generous')",-1.3586514,-1.2678168,-0.5273126,-0.4392648,-0.0880478
