,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
63,-0.30159405,-0.20961864,"('unperceptive', 'insightful')",1.6402212,1.6003261,0.6693136,0.6953537,-0.0260401
29,-0.29944772,-0.14763747,"('unfair', 'fair')",-0.51916337,-0.5582149,-0.4093055,-0.3529262,-0.0563793
34,0.28501618,0.17046563,"('mean', 'honorable')",6.499804,6.3321524,3.39241,3.2513089,0.1411011
85,0.27509102,-0.339049,"('insignificant', 'prestigious')",0.40471452,-0.0028816722,0.3399028,-0.1709653,0.5108681
37,-0.25070673,-0.13672975,"('fake', 'genuine')",0.40828133,0.5614003,0.0787873,0.2123353,-0.133548
59,-0.23446141,-0.14960408,"('foolish', 'wise')",0.10952601,0.14710882,-0.0624677,-0.0012476,-0.0612201
68,-0.2056581,0.016013578,"('dependent', 'independent')",0.08539614,0.045285877,-0.060131,0.0306497,-0.0907807
88,-0.20432976,-0.27466637,"('low', 'eminent')",0.23861139,0.23585737,0.0171408,-0.0194045,0.0365453
42,0.19699237,0.07160201,"('unreliable', 'reliable')",-2.670888,-2.6490672,-1.2369478,-1.2887325,0.0517847
25,-0.18259388,-0.7580888,"('egoistic', 'altruistic')",1.2909248,1.1435204,0.5541655,0.1927158,0.3614497
65,0.18112798,0.43543577,"('insecure', 'secure')",-0.03976845,0.08626802,0.0706798,0.2608519,-0.1901721
70,-0.17523043,-0.027907198,"('lethargic', 'energetic')",1.1292449,1.2226101,0.4770072,0.5973514,-0.1203442
12,-0.16963893,-0.26331687,"('unsupportive', 'supportive')",-1.6706408,-1.7236205,-0.9201399,-0.9934687,0.0733288
2,0.16147757,-0.06563411,"('unlikable', 'likable')",0.43699846,0.5103955,0.299238,0.2223807,0.0768573
46,-0.15098676,-0.091116615,"('uncompetitive', 'competitive')",-0.290167,-0.52440554,-0.2205769,-0.3077611,0.0871842
77,0.13366532,-0.18999177,"('unmotivated', 'motivated')",-0.7961874,-0.79838145,-0.331261,-0.4941866,0.1629256
11,0.12749356,0.16408917,"('unhelpful', 'helpful')",1.8473148,1.8208448,0.9874042,0.992467,-0.0050628
21,0.12199058,0.01954282,"('immoral', 'moral')",-0.37506014,-0.5344181,-0.1265348,-0.2574376,0.1309028
71,0.11044521,-0.17162672,"('diffident', 'self-confident')",0.5912807,0.41987303,0.350863,0.1241232,0.2267398
51,0.10120275,0.16299947,"('uneducated', 'educated')",1.4375842,1.2221551,0.7693934,0.6925773,0.0768161
74,-0.09117584,-0.09814708,"('undedicated', 'dedicated')",0.3885104,0.10739233,0.1486673,0.0046226,0.1440447
26,0.08272334,-0.25180414,"('hardhearted', 'benevolent')",1.3150814,0.98309517,0.6989024,0.3656455,0.3332569
55,0.080490865,0.3214946,"('incompetent', 'clever')",0.252674,0.17033847,0.1665824,0.2459165,-0.0793341
47,0.07861486,0.37344027,"('stupid', 'smart')",5.599036,5.8361497,2.8388255,3.104795,-0.2659695
67,-0.064004995,-0.0020242482,"('doubtful', 'determined')",-0.72931486,-0.66195923,-0.3966599,-0.3319917,-0.0646682
64,-0.05702067,-0.09299502,"('shy', 'confident')",-6.2244444,-6.1063085,-3.1407325,-3.0996518,-0.0410807
22,0.052997865,0.19294369,"('untrustworthy', 'trustworthy')",-0.72514594,-0.42256117,-0.336074,-0.1148087,-0.2212653
24,-0.04729196,-0.17482801,"('dishonest', 'honest')",0.9562746,1.1788656,0.4544913,0.5020187,-0.0475274
30,0.038306013,0.23287444,"('intolerant', 'tolerant')",1.2332182,1.2679588,0.6357621,0.7504166,-0.1146545
82,-0.030397104,0.06827351,"('poor', 'rich')",6.3569536,6.480884,3.1632783,3.2745788,-0.1113005
50,-0.009392319,0.12201743,"('clumsy', 'skillful')",0.21969633,0.08817294,0.105152,0.1050952,5.68e-05
86,-0.007971302,-0.31562436,"('uninfluential', 'influential')",0.28020027,0.041455857,0.1361145,-0.1370842,0.2731987
