,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.2655113,-1.9230591,"('distant', 'open')",-0.17144105,-0.13110578,-1.2184762,-1.0270824,-0.1913938
79,-1.9989643,-1.7042,"('wavering', 'unwavering')",-0.08128053,-0.03762596,-1.0401224,-0.870913,-0.1692094
60,1.8958048,1.4287317,"('inefficient', 'efficient')",0.21556097,-0.003106555,1.0556829,0.7128125,0.3428704
36,-1.7901022,-1.3280182,"('hostile', 'amicable')",0.41208756,0.5740166,-0.6890073,-0.3770008,-0.3120065
66,-1.7641305,-1.6166816,"('inactive', 'active')",0.5076072,0.4753554,-0.6282616,-0.5706631,-0.0575985
5,-1.5746057,-1.2769445,"('distant', 'outgoing')",-0.46072218,-0.40460536,-1.017664,-0.840775,-0.176889
19,-1.5561857,-1.1869665,"('inhospitable', 'hospitable')",-0.03301862,0.30395025,-0.7946022,-0.4415081,-0.3530941
31,-1.5388025,-1.0032697,"('evil', 'good')",-0.8511223,-0.57414895,-1.1949624,-0.7887093,-0.4062531
8,-1.4424027,-1.065887,"('unaffectionate', 'affectionate')",0.6465627,0.84116316,-0.39792,-0.1123619,-0.2855581
85,-1.3783478,-0.92344314,"('insignificant', 'prestigious')",0.9017697,1.0221267,-0.238289,0.0493418,-0.2876308
52,-1.3379582,-1.0461534,"('irrational', 'rational')",0.04000105,0.21368526,-0.6489786,-0.4162341,-0.2327445
9,-1.213734,-0.99812317,"('unaffectionate', 'caring')",0.998902,1.0823165,-0.107416,0.0420967,-0.1495127
16,-1.2053895,-1.2150443,"('unpopular', 'popular')",0.36007515,0.37695518,-0.4226572,-0.4190446,-0.0036126
54,-1.18257,-1.1316783,"('incapable', 'capable')",1.1265459,1.1592407,-0.028012,0.0137812,-0.0417932
4,-1.1229033,-1.022075,"('disliked', 'liked')",-5.696191,-5.539846,-3.4095471,-3.2809606,-0.1285865
48,1.1092451,0.8959886,"('unintelligent', 'intelligent')",1.2332821,1.207759,1.1712636,1.0518738,0.1193898
18,-1.0649319,-0.85376245,"('disagreeable', 'welcoming')",-0.4241724,-0.2357626,-0.7445521,-0.5447625,-0.1997896
81,1.0125707,0.5344596,"('submissive', 'aggressive')",-0.5988549,-0.83548206,0.2068579,-0.1505112,0.3573691
1,-0.9743867,-0.6568581,"('unfriendly', 'friendly')",1.6769192,1.8302895,0.3512663,0.5867157,-0.2354494
21,0.9594523,0.8955996,"('immoral', 'moral')",-0.4622628,-0.49429387,0.2485947,0.2006529,0.0479418
59,-0.9535327,-0.77718794,"('foolish', 'wise')",0.24076475,0.26823553,-0.356384,-0.2544762,-0.1019078
35,-0.9414164,-0.6375381,"('corrupt', 'incorrupt')",-0.05953403,0.14672399,-0.5004752,-0.245407,-0.2550682
56,0.9381141,0.60920244,"('impractical', 'practical')",-0.5290291,-0.7515535,0.2045425,-0.0711755,0.275718
53,-0.923122,-0.8362982,"('uncreative', 'creative')",0.8308026,0.9688338,-0.0461597,0.0662678,-0.1124275
50,-0.75311315,-0.6719746,"('clumsy', 'skillful')",0.3549292,0.41895324,-0.199092,-0.1265107,-0.0725813
61,0.72344965,0.6750451,"('illogical', 'logical')",0.11976981,0.22451381,0.4216097,0.4497795,-0.0281698
86,-0.7087984,-0.69854873,"('uninfluential', 'influential')",-0.12074806,-0.019183416,-0.4147732,-0.3588661,-0.0559071
82,-0.6961156,-0.80328965,"('poor', 'rich')",5.5249357,5.230806,2.4144101,2.213758,0.2006521
30,0.66867054,0.5422896,"('intolerant', 'tolerant')",1.0207678,1.0204895,0.8447192,0.7813895,0.0633297
45,-0.6542405,-0.7785382,"('incompetent', 'competent')",-0.43910506,-0.47047052,-0.5466728,-0.6245044,0.0778316
29,-0.653953,-0.6192007,"('unfair', 'fair')",-0.60144454,-0.5154477,-0.6276988,-0.5673242,-0.0603746
20,0.64424086,0.67748547,"('rough', 'thoughtful')",1.2477565,1.4405085,0.9459987,1.0589969,-0.1129982
67,0.64013016,0.6134216,"('doubtful', 'determined')",-0.8680357,-0.77327126,-0.1139528,-0.0799248,-0.034028
84,0.59229726,0.558271,"('inferior', 'superior')",1.1464269,1.1116574,0.8693621,0.8349642,0.0343979
80,0.58451915,0.23062608,"('dominated', 'dominating')",-1.489043,-1.5955869,-0.4522619,-0.6824804,0.2302185
17,-0.57557034,-0.58251077,"('nasty', 'nice')",-0.6814388,-0.50843,-0.6285046,-0.5454704,-0.0830342
39,0.5647935,0.76423347,"('exploitative', 'cooperative')",-0.077685036,0.058672525,0.2435542,0.411453,-0.1678988
38,-0.5624205,-0.5470205,"('untruthful', 'truthful')",-0.18419354,-0.28861278,-0.373307,-0.4178166,0.0445096
65,0.560216,0.3011476,"('insecure', 'secure')",-0.33873358,-0.53368574,0.1107412,-0.1162691,0.2270103
75,-0.55908054,-0.3990409,"('meek', 'impulsive')",-0.24055469,-0.20443586,-0.3998176,-0.3017384,-0.0980792
62,0.55163944,0.20777555,"('incompetent', 'brilliant')",-0.0791013,-0.23545633,0.2362691,-0.0138404,0.2501095
13,0.54736996,0.3998664,"('impolite', 'polite')",-0.79804593,-0.8377712,-0.125338,-0.2189524,0.0936144
11,0.5425056,0.3297645,"('unhelpful', 'helpful')",1.5301781,1.3613898,1.0363419,0.8455771,0.1907648
73,0.53953165,0.6765884,"('helpless', 'self-reliant')",-2.6104803,-2.4755144,-1.0354743,-0.899463,-0.1360113
24,-0.5291223,-0.39254674,"('dishonest', 'honest')",0.20459068,0.33488306,-0.1622658,-0.0288318,-0.133434
55,0.5284602,0.20276052,"('incompetent', 'clever')",-0.079868555,-0.01665446,0.2242958,0.093053,0.1312428
14,0.4920311,0.44417572,"('antisocial', 'social')",-0.81270605,-0.8192615,-0.1603375,-0.1875429,0.0272054
83,0.4772327,0.38492587,"('powerless', 'powerful')",-0.96280205,-0.9610694,-0.2427847,-0.2880718,0.0452871
42,-0.45879126,-0.63682246,"('unreliable', 'reliable')",-3.365236,-3.3549113,-1.9120136,-1.9958669,0.0838533
74,-0.4522189,-0.25028422,"('undedicated', 'dedicated')",0.054767568,0.16955319,-0.1987257,-0.0403655,-0.1583602
40,-0.43286026,-0.42971715,"('stingy', 'generous')",-1.3165069,-1.132459,-0.8746836,-0.7810881,-0.0935955
15,-0.43208072,-0.24127136,"('boring', 'funny')",0.20560174,0.20299473,-0.1132395,-0.0191383,-0.0941012
26,-0.42584282,0.053093772,"('hardhearted', 'benevolent')",1.6186929,1.9085088,0.5964251,0.9808013,-0.3843762
88,-0.4044616,-0.15757996,"('low', 'eminent')",0.39673078,0.37567267,-0.0038654,0.1090464,-0.1129118
12,-0.39822194,-0.3460051,"('unsupportive', 'supportive')",-1.5897485,-1.580411,-0.9939852,-0.963208,-0.0307772
46,0.39440072,0.042275492,"('uncompetitive', 'competitive')",-0.47751474,-0.53276837,-0.041557,-0.2452464,0.2036894
72,-0.39409682,-0.40855193,"('unambitious', 'ambitious')",-1.0783508,-1.0236074,-0.7362238,-0.7160797,-0.0201441
10,-0.36046454,-0.53570783,"('unsympathetic', 'sympathetic')",-0.5582063,-0.55211323,-0.4593354,-0.5439105,0.0845751
76,0.35896,0.15908593,"('anxious', 'daring')",-0.15563123,-0.21081042,0.1016644,-0.0258622,0.1275266
58,0.35148174,0.37406605,"('undiscriminating', 'discriminating')",0.2859629,0.37202457,0.3187223,0.3730453,-0.054323
25,-0.35034323,-0.23135802,"('egoistic', 'altruistic')",1.6748537,1.7456403,0.6622552,0.7571411,-0.0948859
33,-0.34828186,-0.14685664,"('wrong', 'right')",-0.8227273,-0.70685416,-0.5855046,-0.4268554,-0.1586492
28,-0.33934265,-0.33813018,"('disloyal', 'loyal')",0.73965335,0.7814864,0.2001553,0.2216781,-0.0215228
57,-0.32685876,-0.49927923,"('unimaginative', 'imaginative')",-2.3380456,-2.254961,-1.3324522,-1.3771201,0.0446679
43,-0.2937458,-0.47140217,"('irresponsible', 'responsible')",0.052891035,-0.031635,-0.1204274,-0.2515186,0.1310912
47,0.28594732,0.20267138,"('stupid', 'smart')",4.910164,4.553675,2.5980556,2.3781734,0.2198822
37,-0.26131696,-0.116712466,"('fake', 'genuine')",0.07847533,0.05786774,-0.0914208,-0.0294224,-0.0619984
44,0.25915766,0.12619835,"('prejudiced', 'unprejudiced')",-1.3307621,-1.455122,-0.5358022,-0.6644619,0.1286597
2,-0.23036636,-0.06738579,"('unlikable', 'likable')",0.6015512,0.7403011,0.1855924,0.3364576,-0.1508652
41,-0.19423227,0.03799869,"('unforgiving', 'forgiving')",-0.0065794736,0.21072696,-0.1004059,0.1243628,-0.2247687
64,0.16512354,0.020852268,"('shy', 'confident')",-6.0435987,-5.936433,-2.9392376,-2.9577904,0.0185528
49,-0.15430507,-0.36250475,"('unable', 'able')",0.11200752,-0.01226636,-0.0211488,-0.1873856,0.1662368
51,-0.1230595,-0.27850595,"('uneducated', 'educated')",0.861182,0.81152385,0.3690612,0.2665089,0.1025523
78,0.11488245,-0.11688888,"('nonresilient', 'resilient')",0.7707716,0.621135,0.442827,0.2521231,0.1907039
