,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
26,3.0016303,3.058875,"('hardhearted', 'benevolent')",1.4442395,1.4849974,2.222935,2.2719362,-0.0490012
45,-1.6395973,-1.5941834,"('incompetent', 'competent')",-0.263672,-0.2954655,-0.9516346,-0.9448245,-0.0068101
3,-1.5675995,-1.5370312,"('repellent', 'pleasant')",0.37634432,0.5116401,-0.5956276,-0.5126956,-0.082932
22,-1.4960285,-1.5804548,"('untrustworthy', 'trustworthy')",-0.78275,-0.9219381,-1.1393893,-1.2511965,0.1118072
77,-1.4047596,-1.1796945,"('unmotivated', 'motivated')",-1.5657732,-1.448848,-1.4852664,-1.3142712,-0.1709952
29,-1.3908424,-1.3199329,"('unfair', 'fair')",-0.6559575,-0.63597095,-1.0233999,-0.9779519,-0.045448
42,-1.3328865,-1.3816808,"('unreliable', 'reliable')",-3.1680667,-3.265099,-2.2504766,-2.32339,0.0729134
54,-1.2728214,-1.1758502,"('incapable', 'capable')",0.8694491,0.9425538,-0.2016862,-0.1166482,-0.085038
50,-1.2259074,-1.2997715,"('clumsy', 'skillful')",0.29706192,0.24871182,-0.4644228,-0.5255299,0.0611071
16,-1.1317888,-1.1870183,"('unpopular', 'popular')",0.15598287,0.10744307,-0.487903,-0.5397876,0.0518846
70,-1.0750102,-1.2131938,"('lethargic', 'energetic')",0.704236,0.54519695,-0.1853871,-0.3339984,0.1486113
76,-1.063782,-1.2319211,"('anxious', 'daring')",0.51136684,0.36456674,-0.2762076,-0.4336772,0.1574696
82,-1.0508736,-1.3130255,"('poor', 'rich')",5.5614705,5.494619,2.2552984,2.0907967,0.1645017
9,1.049342,1.250079,"('unaffectionate', 'caring')",1.3763137,1.4384073,1.2128279,1.3442432,-0.1314153
64,-1.0481057,-1.0462707,"('shy', 'confident')",-6.4803567,-6.511324,-3.7642312,-3.7787974,0.0145662
10,-1.019031,-1.184158,"('unsympathetic', 'sympathetic')",-0.3269735,-0.42432493,-0.6730022,-0.8042414,0.1312392
72,0.9914535,1.0119585,"('unambitious', 'ambitious')",-0.2925133,-0.36127254,0.3494701,0.325343,0.0241271
33,0.97691673,1.0741885,"('wrong', 'right')",-0.27337223,-0.20594601,0.3517722,0.4341212,-0.082349
73,0.9472976,0.9739512,"('helpless', 'self-reliant')",-3.8099465,-3.7816637,-1.4313245,-1.4038563,-0.0274682
46,-0.93056345,-1.0171826,"('uncompetitive', 'competitive')",-0.5715274,-0.75435376,-0.7510455,-0.8857682,0.1347227
69,0.89007217,1.1296186,"('lazy', 'industrious')",-0.56142485,-0.4444629,0.1643237,0.3425779,-0.1782542
81,-0.8704139,-1.2783949,"('submissive', 'aggressive')",-0.35560238,-0.666888,-0.6130081,-0.9726415,0.3596334
51,-0.8127742,-1.2816933,"('uneducated', 'educated')",0.90118676,0.6220123,0.0442063,-0.3298405,0.3740468
23,-0.78635895,-0.9262777,"('insincere', 'sincere')",6.672207,6.666889,2.942924,2.8703058,0.0726182
0,-0.75768983,-0.86038864,"('unsociable', 'sociable')",-0.37843156,-0.46150652,-0.5680607,-0.6609476,0.0928869
44,-0.75262016,-0.63179576,"('prejudiced', 'unprejudiced')",-0.83433986,-0.7858553,-0.79348,-0.7088255,-0.0846545
15,0.7442023,0.7124734,"('boring', 'funny')",0.18801065,0.09430171,0.4661065,0.4033875,0.062719
88,0.7339219,0.51721907,"('low', 'eminent')",0.6026481,0.47047925,0.668285,0.4938492,0.1744358
36,0.72202265,1.1021376,"('hostile', 'amicable')",0.44095996,0.55294114,0.5814913,0.8275393,-0.246048
71,0.70080763,0.9139499,"('diffident', 'self-confident')",0.852035,1.040709,0.7764213,0.9773295,-0.2009082
56,0.68532544,0.54603744,"('impractical', 'practical')",0.28771746,0.17421761,0.4865215,0.3601275,0.126394
78,-0.6755268,-0.4521532,"('nonresilient', 'resilient')",0.006039325,0.13411675,-0.3347437,-0.1590182,-0.1757255
58,0.6675704,0.68459207,"('undiscriminating', 'discriminating')",0.03207151,0.05212356,0.349821,0.3683578,-0.0185368
27,0.6640627,0.8414447,"('hardhearted', 'softhearted')",1.0945818,1.1804688,0.8793223,1.0109568,-0.1316345
48,0.6541876,0.5760074,"('unintelligent', 'intelligent')",0.34056428,0.29074183,0.497376,0.4333746,0.0640014
25,0.647127,0.90369844,"('egoistic', 'altruistic')",0.5490932,0.66265756,0.5981101,0.783178,-0.1850679
63,-0.63862866,-0.7548019,"('unperceptive', 'insightful')",1.0405502,0.93020296,0.2009608,0.0877005,0.1132603
68,-0.6367367,-0.7810563,"('dependent', 'independent')",-0.21524265,-0.2429221,-0.4259897,-0.5119892,0.0859995
18,-0.6332633,-0.74546903,"('disagreeable', 'welcoming')",-0.114312276,-0.100989655,-0.3737878,-0.4232293,0.0494415
75,-0.5945603,-0.57009053,"('meek', 'impulsive')",-0.32335553,-0.3821097,-0.4589579,-0.4761001,0.0171422
19,-0.57268125,-0.6545801,"('inhospitable', 'hospitable')",-0.23789623,-0.22492388,-0.4052888,-0.439752,0.0344632
1,0.5716383,1.004707,"('unfriendly', 'friendly')",1.2405024,1.4521353,0.9060704,1.2284212,-0.3223508
8,0.5645054,0.7247259,"('unaffectionate', 'affectionate')",0.6699959,0.668248,0.6172507,0.6964869,-0.0792362
41,-0.550106,-0.58781105,"('unforgiving', 'forgiving')",0.15582792,0.06961991,-0.197139,-0.2590956,0.0619566
74,-0.5258325,-0.42496616,"('undedicated', 'dedicated')",0.041668925,0.008728523,-0.2420818,-0.2081188,-0.033963
34,0.50404894,0.45457616,"('mean', 'honorable')",5.980355,5.9680953,3.2422018,3.2113357,0.0308661
85,0.49110004,0.82456744,"('insignificant', 'prestigious')",-0.3567751,-0.23214114,0.0671625,0.2962132,-0.2290507
67,-0.48431835,-0.69499767,"('doubtful', 'determined')",-0.18625502,-0.35491234,-0.3352867,-0.524955,0.1896683
52,-0.48089868,-0.5038252,"('irrational', 'rational')",-0.35835263,-0.41583854,-0.4196256,-0.4598319,0.0402063
86,0.4761551,0.31940657,"('uninfluential', 'influential')",-0.18305112,-0.23730808,0.146552,0.0410492,0.1055028
31,-0.45255122,-0.08283448,"('evil', 'good')",-1.56804,-1.3503453,-1.0102956,-0.7165899,-0.2937057
79,-0.44823,-0.32889792,"('wavering', 'unwavering')",0.27047455,0.35286552,-0.0888777,0.0119838,-0.1008615
49,-0.44635725,-0.4072339,"('unable', 'able')",-0.29392928,-0.17727956,-0.3701433,-0.2922567,-0.0778866
84,0.4154967,0.4992798,"('inferior', 'superior')",0.76043105,0.73673606,0.5879639,0.6180079,-0.030044
87,-0.39984375,-0.5084509,"('unsuccessful', 'successful')",0.77254647,0.684301,0.1863514,0.087925,0.0984264
12,0.39487618,0.45739272,"('unsupportive', 'supportive')",-1.4702307,-1.474276,-0.5376773,-0.5084416,-0.0292357
14,-0.37080833,-0.6290378,"('antisocial', 'social')",0.067609675,0.006900616,-0.1515993,-0.3110686,0.1594693
4,0.3630317,0.48368865,"('disliked', 'liked')",-6.985887,-7.0764017,-3.3114276,-3.2963564,-0.0150712
11,-0.36204827,-0.5549462,"('unhelpful', 'helpful')",2.479507,2.3239741,1.0587294,0.884514,0.1742154
43,-0.3416327,-0.20888698,"('irresponsible', 'responsible')",0.51222074,0.4812762,0.085294,0.1361946,-0.0509006
20,-0.3315426,-0.39239228,"('rough', 'thoughtful')",0.73349863,0.7297338,0.200978,0.1686708,0.0323072
13,-0.313706,-0.60004425,"('impolite', 'polite')",0.11175178,-0.082926236,-0.1009771,-0.3414852,0.2405081
7,0.2885259,0.30122706,"('insensitive', 'sensitive')",0.46693912,0.4141333,0.3777325,0.3576802,0.0200523
35,-0.28704253,-0.14170258,"('corrupt', 'incorrupt')",-0.28665447,-0.20305018,-0.2868485,-0.1723764,-0.1144721
66,-0.2680951,-0.27127653,"('inactive', 'active')",1.3862573,1.4453678,0.5590811,0.5870457,-0.0279646
5,0.24529234,0.5504799,"('distant', 'outgoing')",-0.65615004,-0.465513,-0.2054289,0.0424834,-0.2479123
17,0.22995628,0.10349394,"('nasty', 'nice')",-0.60935676,-0.6380744,-0.1897002,-0.2672902,0.07759
47,-0.22918618,-0.28463563,"('stupid', 'smart')",5.398645,5.3832455,2.5847294,2.549305,0.0354244
40,0.22050805,0.18621801,"('stingy', 'generous')",-2.2382886,-2.3367043,-1.0088903,-1.0752431,0.0663528
62,0.21270998,0.11157593,"('incompetent', 'brilliant')",0.27089697,0.12314029,0.2418035,0.1173581,0.1244454
55,-0.20886903,-0.41699126,"('incompetent', 'clever')",-0.31815794,-0.44161478,-0.2635135,-0.429303,0.1657895
60,0.2008449,0.07334562,"('inefficient', 'efficient')",0.1833221,0.09315052,0.1920835,0.0832481,0.1088354
61,-0.17591217,-0.114813775,"('illogical', 'logical')",0.070889205,0.09141527,-0.0525115,-0.0116993,-0.0408122
37,0.16618535,0.023328155,"('fake', 'genuine')",0.693958,0.5722293,0.4300717,0.2977787,0.132293
65,-0.16305546,-0.3095115,"('insecure', 'secure')",0.016002245,-0.08998533,-0.0735266,-0.1997484,0.1262218
28,-0.13045631,-0.0028343974,"('disloyal', 'loyal')",1.1692761,1.2029608,0.5194099,0.6000632,-0.0806533
38,0.12930042,0.2176274,"('untruthful', 'truthful')",0.49946237,0.48973855,0.3143814,0.353683,-0.0393016
53,0.12757921,0.38581705,"('uncreative', 'creative')",-0.0787473,0.013111042,0.024416,0.1994641,-0.1750481
32,0.11548817,0.026873559,"('unkind', 'kind')",0.84161365,0.77408695,0.4785509,0.4004803,0.0780706
30,-0.088767044,-0.45581672,"('intolerant', 'tolerant')",0.6246599,0.44106135,0.2679464,-0.0073777,0.2753241
2,0.08467146,0.14854698,"('unlikable', 'likable')",0.5798374,0.47320133,0.3322544,0.3108742,0.0213802
83,0.08010884,-0.0150921345,"('powerless', 'powerful')",-0.7543454,-0.7398117,-0.3371183,-0.3774519,0.0403336
59,-0.06147685,0.050861448,"('foolish', 'wise')",0.27015528,0.2818494,0.1043392,0.1663554,-0.0620162
39,0.061297536,0.17383659,"('exploitative', 'cooperative')",0.36033595,0.3479153,0.2108167,0.2608759,-0.0500592
57,-0.021939747,0.08156027,"('unimaginative', 'imaginative')",-3.458037,-3.4198065,-1.7399883,-1.6691231,-0.0708652
21,0.021231882,-0.288209,"('immoral', 'moral')",0.047431335,-0.10467678,0.0343316,-0.1964429,0.2307745
80,-0.012832299,-0.24603273,"('dominated', 'dominating')",-0.24071935,-0.41310704,-0.1267758,-0.3295699,0.2027941
6,-0.010414779,0.3520491,"('distant', 'open')",-0.19036448,0.010743342,-0.1003896,0.1813962,-0.2817858
24,-0.0067957044,-0.02539951,"('dishonest', 'honest')",0.99465966,0.93302685,0.493932,0.4538137,0.0401183
