,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
71,1.9287424,2.0809615,"('diffident', 'self-confident')",2.149088,2.0888562,0.67951554,0.6634284,1.5857819,1.6110821,-0.0253002
10,-1.8813363,-1.8093495,"('unsympathetic', 'sympathetic')",-0.6990432,-0.6327326,-0.13556929,-0.05025324,-0.9053163,-0.8307784,-0.0745379
69,1.8365453,1.9997743,"('lazy', 'industrious')",1.5318186,1.6491015,-0.7262721,-0.6227197,0.8806973,1.0087186,-0.1280213
81,-1.7609961,-2.121599,"('submissive', 'aggressive')",-0.45535985,-0.79630566,-0.6804559,-0.8447964,-0.965604,-1.2542337,0.2886297
70,-1.63325,-1.6037809,"('lethargic', 'energetic')",-0.66422945,-0.74778986,0.5981058,0.8015253,-0.5664579,-0.5166818,-0.0497761
3,-1.579255,-1.5339228,"('repellent', 'pleasant')",-0.4071166,-0.170214,0.20649129,0.2664395,-0.5932934,-0.4792325,-0.1140609
57,-1.5659376,-1.5463344,"('unimaginative', 'imaginative')",-0.26792493,-0.35158557,-2.4946322,-2.2969677,-1.4428317,-1.3982959,-0.0445358
1,1.4768814,1.9093202,"('unfriendly', 'friendly')",1.3263377,1.5037549,1.5972873,1.5929667,1.4668355,1.6686805,-0.201845
82,-1.4419782,-1.2062533,"('poor', 'rich')",-1.5064155,-1.2310674,5.701319,5.800837,0.9176418,1.1211721,-0.2035303
65,-1.4153872,-1.4448475,"('insecure', 'secure')",-0.81494766,-0.84536713,-0.42532474,-0.5131821,-0.8852198,-0.9344656,0.0492458
33,1.3372602,1.5433099,"('wrong', 'right')",0.6833666,0.76464117,-0.9923724,-0.8177759,0.3427515,0.496725,-0.1539735
30,-1.3190689,-1.2050167,"('intolerant', 'tolerant')",-1.329283,-1.4489591,0.7430935,0.7339643,-0.6350861,-0.6400039,0.0049178
45,-1.2809606,-1.1471183,"('incompetent', 'competent')",0.48759693,0.43235302,-0.34188908,-0.32749388,-0.3784176,-0.3474197,-0.0309979
77,-1.1249824,-1.275741,"('unmotivated', 'motivated')",0.031475678,-0.1254046,-1.04954,-0.92692685,-0.714349,-0.7760242,0.0616752
85,1.106824,1.3190765,"('insignificant', 'prestigious')",0.863245,0.8581389,0.7767042,0.79369324,0.9155911,0.990303,-0.0747119
25,1.075137,1.2594662,"('egoistic', 'altruistic')",0.8183568,0.7548524,1.5043259,1.3824791,1.1326066,1.1322659,0.0003407
26,1.0637584,1.4269189,"('hardhearted', 'benevolent')",1.5443348,1.5755143,1.7603601,1.7236228,1.4561512,1.575352,-0.1192008
36,1.0539329,1.0577195,"('hostile', 'amicable')",0.90233254,0.83441556,0.35950202,0.15492493,0.7719225,0.6823533,0.0895692
51,-1.0476059,-1.0662432,"('uneducated', 'educated')",-0.061721336,-0.19857648,0.43994427,0.63849664,-0.2231276,-0.2087743,-0.0143533
42,-0.9999445,-0.89315885,"('unreliable', 'reliable')",-0.30422246,-0.34735864,-3.0734742,-3.0100687,-1.4592137,-1.416862,-0.0423517
9,0.96623963,1.2328132,"('unaffectionate', 'caring')",0.65398014,0.72309685,0.8399042,0.8873975,0.8200413,0.9477692,-0.1277279
55,-0.9624692,-1.0658422,"('incompetent', 'clever')",-0.24592645,-0.35572714,0.2463294,0.23444873,-0.3206888,-0.3957069,0.0750181
53,0.94265443,1.0731807,"('uncreative', 'creative')",0.04537846,0.19845197,0.91336983,0.9388388,0.6338009,0.7368238,-0.1030229
14,-0.9287428,-0.8577299,"('antisocial', 'social')",0.46922234,0.36565265,-0.75828695,-0.8022986,-0.4059358,-0.4314586,0.0255228
5,0.90785205,0.8213566,"('distant', 'outgoing')",0.76960963,0.533236,-0.36627883,-0.4374199,0.4370609,0.3057242,0.1313367
58,0.9006294,0.8649536,"('undiscriminating', 'discriminating')",1.4756544,1.4611751,0.32947147,0.2861691,0.9019184,0.8707659,0.0311525
35,0.8839905,0.97740465,"('corrupt', 'incorrupt')",0.587463,0.5190636,-0.113417566,-0.27756897,0.4526787,0.4062998,0.0463789
60,-0.869677,-0.89642954,"('inefficient', 'efficient')",0.4122346,0.370191,-0.088826805,0.09316613,-0.1820897,-0.1443575,-0.0377322
28,-0.8354279,-0.43471983,"('disloyal', 'loyal')",-0.3338392,-0.24161643,0.8337251,0.8585158,-0.1118473,0.0607265,-0.1725738
87,0.81397104,0.85907114,"('unsuccessful', 'successful')",1.8579575,1.8760504,0.94839376,1.1240162,1.2067741,1.2863792,-0.0796051
72,-0.7954059,-0.9046912,"('unambitious', 'ambitious')",-0.34671804,-0.5240678,-1.3032105,-1.3378466,-0.8151115,-0.922202,0.1070905
22,-0.79187167,-0.49717498,"('untrustworthy', 'trustworthy')",0.14144543,0.18580805,-1.0962274,-1.0301996,-0.5822179,-0.4471889,-0.135029
50,-0.7345764,-0.6219509,"('clumsy', 'skillful')",-0.3383779,-0.077598944,0.22681151,0.3337881,-0.2820476,-0.1219206,-0.160127
31,0.7244798,0.7597223,"('evil', 'good')",0.26726735,0.2938047,-0.93914294,-1.1023266,0.0175347,-0.0162665,0.0338012
16,-0.7006016,-0.7571873,"('unpopular', 'popular')",-0.8721621,-0.70950276,0.44407055,0.5380332,-0.376231,-0.3095523,-0.0666787
54,0.66436654,0.6660129,"('incapable', 'capable')",1.1406701,1.1523094,1.1945221,1.2721201,0.9998529,1.0301475,-0.0302946
29,0.6638875,0.5989215,"('unfair', 'fair')",0.29292047,0.28909096,-0.44067842,-0.5853645,0.1720432,0.1008826,0.0711606
2,0.6615187,0.58661777,"('unlikable', 'likable')",1.009994,0.8320741,0.49512208,0.2695676,0.7222116,0.5627532,0.1594584
46,-0.6584339,-0.8494502,"('uncompetitive', 'competitive')",0.611364,0.55657035,-0.06294812,0.066429086,-0.0366727,-0.0754836,0.0388109
0,-0.62994534,-0.6036955,"('unsociable', 'sociable')",0.26215518,0.16398022,-0.46240205,-0.40707093,-0.2767307,-0.2822621,0.0055314
13,-0.6251699,-0.7151573,"('impolite', 'polite')",-0.28998327,-0.47200426,-0.44627437,-0.3252733,-0.4538092,-0.5041449,0.0503357
38,-0.61983895,-0.41161343,"('untruthful', 'truthful')",-0.10565066,-0.050878793,-0.26863417,-0.26313484,-0.3313746,-0.2418757,-0.0894989
52,0.604619,0.4280701,"('irrational', 'rational')",-0.6087551,-0.58393395,-0.14987893,-0.34084058,-0.0513383,-0.1655681,0.1142298
17,-0.6043156,-0.68783456,"('nasty', 'nice')",0.970303,1.0564396,-0.5029686,-0.41635397,-0.0456604,-0.0159163,-0.0297441
23,-0.59889543,-0.54958004,"('insincere', 'sincere')",-0.3441729,-0.26762614,5.5440907,5.4305305,1.5336741,1.5377747,-0.0041006
21,-0.59519464,-0.6288057,"('immoral', 'moral')",0.41373524,0.35262573,-0.80604315,-0.76821846,-0.3291675,-0.3481328,0.0189653
64,-0.5735954,-0.7964946,"('shy', 'confident')",-0.47168913,-0.75545794,-6.664357,-6.6714797,-2.5698805,-2.7411442,0.1712637
8,0.5650038,0.76798296,"('unaffectionate', 'affectionate')",0.30326745,0.38807008,0.3335977,0.32237512,0.400623,0.4928094,-0.0921864
86,-0.5570225,-0.28463602,"('uninfluential', 'influential')",0.1256434,0.21505213,-0.13545072,0.020799585,-0.1889433,-0.0162614,-0.1726819
84,0.5478335,0.5897434,"('inferior', 'superior')",0.51206386,0.454501,1.309493,1.3140612,0.7897968,0.7861018,0.003695
39,0.54318184,0.8760236,"('exploitative', 'cooperative')",1.3767977,1.535255,0.19674145,0.26814288,0.7055736,0.8931405,-0.1875669
27,-0.5202127,-0.42248031,"('hardhearted', 'softhearted')",-0.84237856,-0.6988543,1.2246617,1.3428042,-0.0459765,0.0738232,-0.1197997
11,-0.5168484,-0.60379755,"('unhelpful', 'helpful')",5.2325428e-05,0.070319355,1.7318549,1.7240808,0.4050196,0.3968675,0.0081521
78,0.49318027,0.41540277,"('nonresilient', 'resilient')",1.1985451,1.1271968,1.0081813,1.3111671,0.8999689,0.9512556,-0.0512867
61,0.48400134,0.5188864,"('illogical', 'logical')",0.81418943,0.85934675,0.2979138,0.26050654,0.5320349,0.5462466,-0.0142117
43,-0.47752652,-0.38518465,"('irresponsible', 'responsible')",-0.24921174,-0.24543017,0.3480261,0.31116864,-0.1262374,-0.1064821,-0.0197553
7,-0.43901673,-0.34548604,"('insensitive', 'sensitive')",-0.4347149,-0.4448421,0.53976387,0.67383033,-0.1113226,-0.0388326,-0.07249
73,0.4382358,0.5650485,"('helpless', 'self-reliant')",-0.14755327,-0.11644013,-3.2357173,-3.2055373,-0.9816782,-0.9189763,-0.0627019
68,-0.43498424,-0.5554034,"('dependent', 'independent')",-0.6751641,-0.72843206,-0.47780156,-0.37255758,-0.5293166,-0.552131,0.0228144
76,-0.43360955,-0.5880684,"('anxious', 'daring')",0.6177101,0.52703834,0.71766657,0.5775809,0.300589,0.1721836,0.1284054
83,0.41924286,0.23397407,"('powerless', 'powerful')",0.6832082,0.52372515,-0.61778456,-0.87284285,0.1615555,-0.0383812,0.1999367
18,-0.417509,-0.30765957,"('disagreeable', 'welcoming')",-1.1486828,-1.1600577,-0.72242516,-0.7056106,-0.7628723,-0.7244426,-0.0384297
32,-0.4006125,-0.06773267,"('unkind', 'kind')",-0.16284421,-0.038018182,0.44300184,0.55555654,-0.0401516,0.1499352,-0.1900868
20,0.39781886,0.31176993,"('rough', 'thoughtful')",1.0960879,1.1380141,1.4077808,1.4661454,0.9672292,0.9719764,-0.0047472
62,-0.39610007,-0.5744424,"('incompetent', 'brilliant')",0.20589592,0.010740954,0.049707696,-0.03411188,-0.0468322,-0.1992711,0.1524389
12,0.39313206,0.51274204,"('unsupportive', 'supportive')",0.6277601,0.56563985,-1.8365576,-1.7005472,-0.2718885,-0.2073884,-0.0645001
74,0.37826452,0.3783692,"('undedicated', 'dedicated')",1.2235008,1.0372524,0.48172688,0.41796407,0.6944974,0.6111952,0.0833022
75,-0.3727381,-0.6951346,"('meek', 'impulsive')",-0.055311285,-0.17361224,-0.31452447,-0.48703372,-0.2475246,-0.4519269,0.2044023
4,-0.3589428,-0.32556105,"('disliked', 'liked')",0.9317042,0.78556734,-6.3509135,-6.3965626,-1.9260507,-1.9788521,0.0528014
15,0.3450105,0.26194423,"('boring', 'funny')",-0.21225372,-0.41198793,0.11535812,0.06857236,0.082705,-0.0271571,0.1098621
66,0.33773783,0.21398194,"('inactive', 'active')",0.52211225,0.21410094,1.275215,1.2015882,0.7116884,0.5432237,0.1684647
19,0.267582,0.31312433,"('inhospitable', 'hospitable')",-0.13483444,0.00987473,-0.2620959,-0.09673707,-0.0431161,0.0754207,-0.1185368
67,0.25154752,0.119028,"('doubtful', 'determined')",0.19254163,0.04654786,-0.68676823,-0.90395945,-0.080893,-0.2461279,0.1652349
24,-0.234047,0.21653667,"('dishonest', 'honest')",-0.6381551,-0.48692,0.37588215,0.2733419,-0.16544,0.0009862,-0.1664262
37,-0.23349781,-0.08727315,"('fake', 'genuine')",-0.0054133497,0.0515915,0.095407985,0.18496811,-0.0478344,0.0497622,-0.0975966
40,-0.1893171,0.05081225,"('stingy', 'generous')",-0.6839781,-0.5756363,-1.5107763,-1.3824309,-0.7946905,-0.6357516,-0.1589389
88,0.1783992,0.3258571,"('low', 'eminent')",0.078590885,-0.025381334,0.06443602,-0.02828432,0.107142,0.0907305,0.0164115
44,-0.16402456,-0.27099556,"('prejudiced', 'unprejudiced')",-0.18104003,-0.095093705,-1.3243815,-1.3395526,-0.556482,-0.5685473,0.0120653
56,-0.14426719,-0.17568767,"('impractical', 'practical')",0.86121047,0.6695396,-0.366302,-0.38282716,0.1168804,0.0370082,0.0798722
63,0.1392922,0.14893073,"('unperceptive', 'insightful')",1.188961,1.047864,1.1390308,1.2514365,0.8224281,0.8160771,0.006351
41,-0.1268859,-0.14273,"('unforgiving', 'forgiving')",1.0855187,0.9413166,-0.20420384,-0.25806293,0.2514763,0.1801745,0.0713018
48,-0.10726985,-0.2406585,"('unintelligent', 'intelligent')",-0.11572361,-0.14571828,0.2295693,0.32530394,0.0021919,-0.0203576,0.0225495
