,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
39,1.768416,1.6458603,"('exploitative', 'cooperative')",0.3158254,0.15076151,0.20547411,0.14789352,0.3022128,0.19852425,0.6479821,0.5357599,0.1122222
33,1.6407709,1.6033406,"('wrong', 'right')",1.760982,1.8151083,-0.008319877,0.3083656,0.054400705,0.11823423,0.8619584,0.9612622,-0.0993038
45,-1.4974581,-0.6747416,"('incompetent', 'competent')",-2.1861508,-1.9392941,-0.97766864,-0.61059463,-0.81974006,-0.60236686,-1.3702545,-0.9567493,-0.4135052
51,-1.4944355,-1.0543802,"('uneducated', 'educated')",-1.077704,-1.0614195,-0.2943616,-0.11264004,0.29202768,0.42975226,-0.6436183,-0.4496719,-0.1939464
10,-1.4923149,-0.6536325,"('unsympathetic', 'sympathetic')",-2.034095,-1.8519046,-1.7895879,-1.3700747,0.22566916,0.3305948,-1.2725822,-0.8862543,-0.3863279
8,1.4718324,1.518883,"('unaffectionate', 'affectionate')",1.1769509,1.1574605,-0.17435569,-0.21907249,1.8318008,1.6182618,1.076557,1.0188832,0.0576738
73,1.4231888,1.2024573,"('helpless', 'self-reliant')",1.6674274,1.5421044,1.4207253,1.1991781,-3.349115,-3.2988238,0.2905567,0.161229,0.1293277
69,1.3827137,0.8083996,"('lazy', 'industrious')",1.7301708,1.4820917,1.4834893,1.3716943,-1.3251234,-1.5154996,0.8178126,0.5366715,0.2811411
81,-1.3033738,-0.9050385,"('submissive', 'aggressive')",-1.9597191,-1.9698219,-0.098564796,-0.044181958,-0.8004122,-0.6432013,-1.0405176,-0.8905609,-0.1499567
57,-1.2871839,-0.8588709,"('unimaginative', 'imaginative')",-1.3550466,-1.5307918,-1.1830721,-1.1271482,-2.7789612,-2.6598141,-1.6510659,-1.5441563,-0.1069096
9,1.0457289,1.4291737,"('unaffectionate', 'caring')",1.1138989,1.2326943,-0.25750512,-0.27386302,2.0551772,1.9774327,0.989325,1.0913594,-0.1020344
85,1.0025727,0.73657656,"('insignificant', 'prestigious')",2.8156455,2.5713093,0.5571139,0.3014651,0.52042824,0.2637338,1.22394,0.9682712,0.2556688
52,0.97802806,0.853052,"('irrational', 'rational')",1.78609,1.6758522,-0.42928135,-0.6295442,0.58751005,0.47423896,0.7305868,0.5933997,0.1371871
70,-0.97633827,-0.095335454,"('lethargic', 'energetic')",-2.339142,-1.8463488,-1.0915108,-0.40280744,0.6785014,0.9240198,-0.9321224,-0.355118,-0.5770044
75,0.9495918,0.45635128,"('meek', 'impulsive')",1.4569873,1.1244643,0.52097297,0.16497153,-0.42503864,-0.49186233,0.6256284,0.3134812,0.3121472
77,-0.9421095,-0.7419425,"('unmotivated', 'motivated')",-0.19896005,-0.37833157,-0.4280076,-0.46700886,-1.574942,-1.4204602,-0.7860048,-0.7519358,-0.034069
13,-0.93980473,-0.17784789,"('impolite', 'polite')",-1.0217472,-0.7506932,-1.008596,-0.21182115,-0.51185256,-0.22864613,-0.8705001,-0.3422521,-0.528248
60,-0.9325641,-0.22121727,"('inefficient', 'efficient')",-2.20488,-1.9572955,-0.5474885,0.0041571185,-0.3592426,0.085087836,-1.0110438,-0.522317,-0.4887268
59,0.92770445,0.8905074,"('foolish', 'wise')",2.395845,2.1510563,0.017179651,-0.052519556,0.42102584,0.3048021,0.9404387,0.8234616,0.1169771
0,-0.91859645,-0.8658797,"('unsociable', 'sociable')",-0.7571142,-1.0470177,0.18385382,0.2573277,-0.39830795,-0.166424,-0.4725412,-0.4554984,-0.0170428
26,0.9176355,1.3271967,"('hardhearted', 'benevolent')",1.5501808,1.4057118,1.8209168,2.0453727,1.4231919,1.4504678,1.4279813,1.5571873,-0.129206
30,-0.8916176,-0.57047546,"('intolerant', 'tolerant')",-1.855321,-2.036285,-0.12988797,-0.04136234,0.4709249,0.46221823,-0.6014755,-0.5464761,-0.0549994
68,-0.828788,-0.93735546,"('dependent', 'independent')",-1.3832246,-1.4322195,-1.477944,-1.4471052,-1.0855308,-1.0120513,-1.1938719,-1.2071829,0.013311
64,-0.82301384,-0.6064678,"('shy', 'confident')",-1.1290199,-1.1708227,0.23070145,0.39826575,-6.7700334,-6.4236956,-2.1228414,-1.9506801,-0.1721613
54,0.8132984,0.6894277,"('incapable', 'capable')",1.3147496,1.1916007,0.02054068,-0.011694409,1.3598493,1.2578322,0.8771095,0.7817916,0.0953179
3,-0.8091542,-0.46742502,"('repellent', 'pleasant')",-1.0401291,-0.8453187,0.0882716,0.0634044,0.63114154,0.86010724,-0.2824675,-0.097308,-0.1851595
22,-0.7978072,-0.047262914,"('untrustworthy', 'trustworthy')",-1.2678765,-0.9817352,-0.7752669,-0.1302217,-1.408383,-1.0889013,-1.0623335,-0.5620303,-0.5003032
82,-0.7900174,-0.51304114,"('poor', 'rich')",-0.8337307,-0.76678306,0.36875457,0.5408455,6.588168,6.516112,1.3332937,1.4442832,-0.1109895
31,-0.77974874,-0.4800256,"('evil', 'good')",0.4759307,0.75685245,-0.63516665,-0.39870197,-0.4800587,-0.51862097,-0.3547609,-0.160124,-0.1946369
15,0.75337124,0.6523065,"('boring', 'funny')",0.65930206,0.68412703,0.38656676,0.44058093,0.78551453,0.5397006,0.6461886,0.5791788,0.0670098
5,0.7424211,0.74021405,"('distant', 'outgoing')",1.5684794,1.4824947,0.23536152,0.28400552,0.46075806,0.15159547,0.751755,0.6645775,0.0871775
4,-0.73150647,-0.38213146,"('disliked', 'liked')",0.84218687,0.7907974,0.21277553,0.12899077,-7.439298,-7.228988,-1.7789606,-1.6728328,-0.1061278
84,0.71704286,0.6763584,"('inferior', 'superior')",1.2881131,1.1489077,0.24627957,0.14992335,0.23526332,0.14294301,0.6216747,0.5295331,0.0921416
42,-0.7065499,-0.2974436,"('unreliable', 'reliable')",-2.3152957,-2.1743064,-0.99763155,-0.6749194,-2.9357858,-2.771605,-1.7388157,-1.4795686,-0.2592471
25,0.66907096,0.9098091,"('egoistic', 'altruistic')",0.78045017,1.0622619,1.3517804,1.6172692,0.91211313,0.9743471,0.9283537,1.1409218,-0.2125681
71,0.65684354,0.7780993,"('diffident', 'self-confident')",0.9773622,0.8398032,-0.25772882,-0.023010388,0.6050247,0.51333976,0.4953754,0.527058,-0.0316826
87,0.64593834,0.26741043,"('unsuccessful', 'successful')",0.43879816,0.28959927,1.6507951,1.5342991,0.20567432,0.40838227,0.7353015,0.6249228,0.1103787
21,-0.64192754,0.015773393,"('immoral', 'moral')",-0.83726877,-0.7399239,-0.6390119,-0.34384954,-1.0619057,-0.7773954,-0.7950284,-0.4613489,-0.3336795
35,0.63803107,0.07511038,"('corrupt', 'incorrupt')",1.9977129,1.6999243,0.5736126,0.2114489,0.02156184,-0.400462,0.8077295,0.3965054,0.4112241
67,0.6233588,0.27412885,"('doubtful', 'determined')",0.6332747,0.32222328,0.7509925,0.61252767,-0.57425416,-0.5158471,0.358343,0.1732582,0.1850848
28,-0.60971767,-0.23755649,"('disloyal', 'loyal')",0.22931865,0.03648724,-0.19161414,-0.47855136,1.1921358,0.90814584,0.1550307,0.0571313,0.0978994
1,0.54275155,1.058202,"('unfriendly', 'friendly')",1.167893,1.3057208,0.14671817,0.32160926,1.7798984,1.8247886,0.9093153,1.1275802,-0.2182649
29,0.52760005,0.4238324,"('unfair', 'fair')",0.86404383,0.6848367,-0.95483816,-1.056133,-0.18910253,-0.31452522,0.0619258,-0.0654973,0.1274231
55,-0.52345407,-0.16578332,"('incompetent', 'clever')",-2.0849335,-1.925509,-0.35806462,-0.20238778,-0.26446578,-0.062966235,-0.8077295,-0.5891616,-0.2185679
88,-0.51242733,-0.111868605,"('low', 'eminent')",0.40559083,0.36817145,0.08150071,-0.028357688,-0.02806686,0.0891586,-0.0133507,0.0792759,-0.0926266
49,-0.50873816,-0.46482146,"('unable', 'able')",-0.014770612,-0.18939392,-1.2115955,-1.0576892,-0.39922723,-0.42108232,-0.5335829,-0.5332467,-0.0003362
86,-0.5065991,0.26596487,"('uninfluential', 'influential')",-0.46661392,-0.22411214,-0.8518925,-0.16079344,0.15677556,0.54239887,-0.4170825,0.1058645,-0.522947
65,-0.46959388,-0.22350673,"('insecure', 'secure')",-1.9145043,-1.7305013,-0.5147841,-0.23804644,-0.6733762,-0.40380627,-0.8930646,-0.6489652,-0.2440994
7,-0.45939437,0.24497186,"('insensitive', 'sensitive')",-0.8651886,-0.6529079,-1.2625667,-0.89731413,0.9251561,1.0416296,-0.4154984,-0.0659052,-0.3495932
18,-0.44562572,-0.038310356,"('disagreeable', 'welcoming')",0.14409971,0.32112572,-0.677127,-0.35000873,-0.12012704,-0.027058464,-0.274695,-0.023563,-0.251132
83,0.43370345,0.21554862,"('powerless', 'powerful')",1.3598163,0.9704252,0.17426553,-0.12667379,-0.87973624,-0.8596311,0.2720122,0.0499172,0.222095
37,-0.42521164,-0.0506828,"('fake', 'genuine')",-0.9585336,-0.56647414,-1.1309029,-0.68123996,0.37568957,0.34444255,-0.5347396,-0.2384886,-0.296251
17,-0.4184345,-0.6014913,"('nasty', 'nice')",-0.5187981,-0.4741473,-0.8589809,-0.56289953,-1.0180694,-1.1017586,-0.7035707,-0.6850742,-0.0184965
80,0.4175119,0.20185627,"('dominated', 'dominating')",-0.8199387,-0.9007095,0.41498578,0.24733436,-0.90225416,-0.7213517,-0.2224238,-0.2932177,0.0707939
27,-0.41308862,0.19059782,"('hardhearted', 'softhearted')",-0.540663,-0.21817298,-1.3455043,-0.5499708,1.6984375,1.6850655,-0.1502046,0.2768799,-0.4270845
23,-0.40411642,0.32600847,"('insincere', 'sincere')",-0.83283913,-0.5518572,-1.0541596,-0.7027152,5.6944017,5.6500235,0.8508216,1.1803648,-0.3295432
16,-0.37468886,-0.7199756,"('unpopular', 'popular')",0.6590866,0.5416367,-0.26465198,-0.36627316,0.21211256,0.40481514,0.0579646,-0.0349492,0.0929138
11,-0.37427503,0.009531826,"('unhelpful', 'helpful')",-0.51410085,-0.485385,-0.65118086,-0.3852852,1.0219615,1.0241904,-0.1293988,0.040763,-0.1701618
47,-0.34733054,-0.25194737,"('stupid', 'smart')",-0.9770487,-1.0136303,-0.36688423,0.17666426,5.011576,4.9826365,0.8300782,0.9734308,-0.1433526
2,0.3405914,0.75085455,"('unlikable', 'likable')",0.8839237,0.8805381,1.4372835,1.4994059,0.47131935,0.54362804,0.7832795,0.9186066,-0.1353271
56,0.31726044,0.5684067,"('impractical', 'practical')",-0.9724549,-1.1081321,-0.44366938,-0.25295997,-0.51457155,-0.5110359,-0.4033588,-0.3259303,-0.0774285
44,-0.31503618,-0.6661724,"('prejudiced', 'unprejudiced')",-0.76449853,-0.8640976,0.10883976,-0.1085197,-1.3871282,-1.5204247,-0.5894558,-0.7898036,0.2003478
34,-0.31376126,-0.006971076,"('mean', 'honorable')",-0.74512243,-0.54335713,-0.5135096,0.005659938,4.7339296,4.6780753,0.7903841,1.0333518,-0.2429677
61,0.30921847,0.6968409,"('illogical', 'logical')",0.42084157,0.3616284,-0.7574234,-0.30677322,0.24936861,0.29709136,0.0555013,0.2621969,-0.2066956
38,-0.304347,0.36664942,"('untruthful', 'truthful')",0.851748,1.0480603,-0.25099722,-0.066610396,-0.2335839,-0.19434051,0.015705,0.2884397,-0.2727347
41,-0.28658018,0.5512007,"('unforgiving', 'forgiving')",-0.63614815,-0.46311238,-0.3197108,0.008755673,0.2522189,0.15672293,-0.247555,0.0633917,-0.3109467
12,0.2855797,0.9216335,"('unsupportive', 'supportive')",-0.5271815,-0.29169503,-1.161684,-0.7106484,-1.7342937,-1.5001773,-0.7843949,-0.3952218,-0.3891731
36,-0.2814803,-0.5855573,"('hostile', 'amicable')",1.1344204,0.89959216,0.18496567,-0.31176943,0.17896101,-0.10141541,0.3042167,-0.0247875,0.3290042
