,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
57,-0.8906296,-0.7553669,"('unimaginative', 'imaginative')",0.21177724,0.14868097,-0.7025183,-0.42616183,-0.4604568,-0.3442826,-0.1161742
27,-0.8849397,-0.83611065,"('hardhearted', 'softhearted')",-0.40353578,-0.50649446,0.05124723,-0.25705674,-0.4124094,-0.5332206,0.1208112
0,-0.86539483,-0.81733334,"('unsociable', 'sociable')",0.031583246,-0.10232629,-0.88608503,-0.90373415,-0.5732989,-0.6077979,0.034499
85,-0.8622109,-1.4210303,"('insignificant', 'prestigious')",-0.61487293,-1.0062598,0.740847,0.2613802,-0.2454123,-0.7219699,0.4765576
47,-0.8561549,-0.53961843,"('stupid', 'smart')",-0.79184544,-0.51566654,3.4758997,3.151815,0.6092998,0.6988433,-0.0895435
52,-0.85592055,-1.4005488,"('irrational', 'rational')",-0.71254814,-0.9944795,0.48954433,0.04383326,-0.3596415,-0.7837317,0.4240902
31,-0.8539519,-1.1054728,"('evil', 'good')",-0.07408547,-0.28335032,0.58118063,0.38680103,-0.1156189,-0.3340074,0.2183885
63,-0.81730413,-0.419023,"('unperceptive', 'insightful')",0.4862395,0.6930859,0.71931297,0.90402585,0.1294161,0.3926963,-0.2632802
15,-0.78410393,-0.935984,"('boring', 'funny')",0.15511438,-0.01351659,-0.0026694424,-0.012026183,-0.210553,-0.3205089,0.1099559
49,-0.76935506,-0.7612328,"('unable', 'able')",-0.855505,-0.7392229,-1.066442,-0.9481589,-0.8971007,-0.8162049,-0.0808958
23,-0.7217493,-0.3910035,"('insincere', 'sincere')",-0.41764736,-0.23585948,3.3364768,2.7995288,0.73236,0.7242219,0.0081381
43,-0.7194501,-0.3738996,"('irresponsible', 'responsible')",0.11929664,0.4589753,0.6658271,0.73499936,0.0218912,0.2733583,-0.2514671
20,-0.71833575,-0.49391258,"('rough', 'thoughtful')",0.095295295,0.26513728,1.1508579,1.0730482,0.1759392,0.2814243,-0.1054851
28,-0.71556383,-0.91654575,"('disloyal', 'loyal')",-0.54573524,-0.73281133,0.8053344,0.48407876,-0.1519882,-0.3884261,0.2364379
72,-0.6980449,-0.53687876,"('unambitious', 'ambitious')",-0.38605663,-0.15476307,0.7409934,0.9716459,-0.1143694,0.0933347,-0.2077041
64,0.6931828,0.8529195,"('shy', 'confident')",0.5150533,0.6355191,-4.020639,-3.2207334,-0.9374676,-0.5774316,-0.360036
26,-0.6920178,-0.9300594,"('hardhearted', 'benevolent')",1.8330505,1.5841465,2.9821336,2.8698797,1.3743887,1.1746556,0.1997331
2,-0.6916572,-0.4718694,"('unlikable', 'likable')",0.7184685,0.9574191,0.2549966,0.46211803,0.093936,0.3158892,-0.2219532
11,-0.69072175,-0.35523996,"('unhelpful', 'helpful')",-0.1674372,0.025466152,0.74331176,0.5731411,-0.0382824,0.0811224,-0.1194048
21,-0.65940046,-0.24796858,"('immoral', 'moral')",-0.5673209,-0.32402238,-1.7739227,-1.4927865,-1.0002147,-0.6882591,-0.3119556
87,0.64057565,0.73109853,"('unsuccessful', 'successful')",1.5274218,1.6521894,1.7152531,1.9907987,1.2944168,1.4580288,-0.163612
3,-0.63800246,-0.43363264,"('repellent', 'pleasant')",-0.5110516,-0.4814143,-0.51743597,-0.50953555,-0.5554967,-0.4748608,-0.0806359
80,0.61978585,0.8991299,"('dominated', 'dominating')",0.07819486,0.23762049,0.1866704,0.6415968,0.2948837,0.5927824,-0.2978987
71,0.6147609,0.33256143,"('diffident', 'self-confident')",0.79912055,0.7399944,0.77815557,0.7441161,0.730679,0.6055573,0.1251217
35,0.61467725,0.200839,"('corrupt', 'incorrupt')",-0.32215628,-0.6546768,0.28570426,-0.061964534,0.1927418,-0.1719341,0.3646759
68,-0.58108944,-0.5657688,"('dependent', 'independent')",-0.5122506,-0.4907711,-1.2779917,-1.3171128,-0.7904439,-0.7912176,0.0007737
38,-0.5772982,-0.5317045,"('untruthful', 'truthful')",-0.5169103,-0.49891183,0.45069742,0.2658302,-0.2145037,-0.2549287,0.040425
66,-0.5344041,-0.57230043,"('inactive', 'active')",1.1500908,1.0565568,0.9563273,0.7899311,0.5240047,0.4247292,0.0992755
16,-0.53265405,-0.6597924,"('unpopular', 'popular')",0.16540617,0.09553316,-0.119177826,-0.3158019,-0.1621419,-0.2933537,0.1312118
73,0.519067,0.5109173,"('helpless', 'self-reliant')",0.60311854,0.6846671,-1.3668863,-0.9367613,-0.0815669,0.0862744,-0.1678413
5,-0.51392,-0.6700488,"('distant', 'outgoing')",0.023630455,0.040470436,0.7971133,0.59422123,0.1022746,-0.0117857,0.1140603
51,-0.49478006,-0.16848443,"('uneducated', 'educated')",0.02265267,0.2793321,-0.40709117,-0.24476041,-0.2930729,-0.0446376,-0.2484353
24,-0.48269093,-0.4325105,"('dishonest', 'honest')",-0.2587598,-0.20119584,0.2553953,0.28511307,-0.1620185,-0.1161978,-0.0458207
75,0.468493,0.44302416,"('meek', 'impulsive')",0.040482935,0.104180284,-0.5941567,-0.66652125,-0.0283936,-0.0397723,0.0113787
58,-0.4563924,-0.34011644,"('undiscriminating', 'discriminating')",1.0005058,0.92135316,1.140331,1.1861917,0.5614815,0.5891428,-0.0276613
56,0.4256328,0.8792306,"('impractical', 'practical')",0.8263175,1.2185737,-0.05207064,0.43024054,0.3999599,0.8426816,-0.4427217
82,-0.4193275,-0.025228007,"('poor', 'rich')",-1.410699,-1.0691279,3.394035,3.0922167,0.5213362,0.6659536,-0.1446174
44,0.39199632,0.44424072,"('prejudiced', 'unprejudiced')",-0.11239786,0.09815866,-1.3910942,-1.3052844,-0.3704986,-0.254295,-0.1162036
81,0.39122275,0.8185446,"('submissive', 'aggressive')",-0.33145565,-0.0147244185,-1.6276839,-1.2550678,-0.5226389,-0.1504159,-0.372223
83,-0.38803777,-0.40184516,"('powerless', 'powerful')",-0.17566249,-0.05195362,-0.5480572,-0.40199372,-0.3705858,-0.2852642,-0.0853216
14,0.36750582,0.70735973,"('antisocial', 'social')",1.1350521,1.259696,0.3821816,0.8858086,0.6282465,0.9509548,-0.3227083
79,-0.34758896,-0.554248,"('wavering', 'unwavering')",-0.09494081,-0.19682907,0.38190278,0.12715945,-0.020209,-0.2079725,0.1877635
39,0.33494902,0.27169836,"('exploitative', 'cooperative')",0.63280356,0.5098639,0.5658927,0.74454564,0.5112151,0.5087026,0.0025125
12,-0.29503497,0.000440215,"('unsupportive', 'supportive')",0.2945268,0.35382026,-0.7429973,-0.47719395,-0.2478352,-0.0409778,-0.2068574
29,0.26098078,0.20160091,"('unfair', 'fair')",-0.03804656,-0.08743387,-0.11637424,-0.23624605,0.03552,-0.040693,0.076213
78,-0.25402525,-0.086724676,"('nonresilient', 'resilient')",0.5384779,0.74091697,0.81572217,0.7173685,0.3667249,0.4571869,-0.090462
65,-0.25189206,0.18107136,"('insecure', 'secure')",0.045587063,0.30329147,-0.085011445,0.3257128,-0.0971055,0.2700252,-0.3671307
62,-0.25071368,0.4036681,"('incompetent', 'brilliant')",0.2905453,0.7121785,-0.0050970837,0.48686177,0.0115782,0.5342361,-0.5226579
54,-0.23711964,-0.31306556,"('incapable', 'capable')",-0.017925538,0.09166856,0.49772736,0.3737334,0.0808941,0.0507788,0.0301153
61,-0.22261119,-0.19638816,"('illogical', 'logical')",0.09625589,0.083581835,0.765124,0.77270335,0.2129229,0.2199657,-0.0070428
7,0.20756955,0.33104557,"('insensitive', 'sensitive')",0.19740522,0.2860844,0.569012,0.63543797,0.3246622,0.4175227,-0.0928605
30,-0.20007081,-0.06227884,"('intolerant', 'tolerant')",0.26431578,0.29605383,-0.04388967,0.08497456,0.0067851,0.1062498,-0.0994647
59,-0.18441194,-0.4198546,"('foolish', 'wise')",-0.15317124,-0.2749269,0.5095385,0.15227853,0.0573184,-0.1808343,0.2381527
70,-0.18110569,0.4617199,"('lethargic', 'energetic')",0.36231026,0.7239455,-0.16295516,0.17214449,0.0060831,0.4526033,-0.4465202
13,-0.18082443,0.070697285,"('impolite', 'polite')",0.65971136,0.78501,-0.98684484,-0.63019717,-0.1693193,0.07517,-0.2444893
67,0.17347735,0.21190307,"('doubtful', 'determined')",0.025982741,0.16302562,-0.6804158,-0.56486756,-0.1603186,-0.063313,-0.0970056
55,-0.16834612,0.18737474,"('incompetent', 'clever')",-0.7328858,-0.69106865,-0.59614986,-0.45592812,-0.4991272,-0.319874,-0.1792532
60,-0.1540481,0.4726223,"('inefficient', 'efficient')",0.25551313,0.72375053,-0.8996646,-0.35869217,-0.2660665,0.2792269,-0.5452934
33,-0.1389702,-0.3605626,"('wrong', 'right')",0.9286586,0.6035173,0.8078074,0.506295,0.5324986,0.2497499,0.2827487
50,-0.12143658,-0.07136796,"('clumsy', 'skillful')",-0.46283215,-0.3988936,-0.19918036,-0.35776645,-0.2611497,-0.2760093,0.0148596
69,0.10746883,-0.16643488,"('lazy', 'industrious')",1.7156932,1.6457747,0.8124156,0.68702996,0.8785259,0.7221233,0.1564026
37,0.10377858,0.1570596,"('fake', 'genuine')",-0.35335797,-0.38730815,0.68580645,0.59758437,0.145409,0.1224453,0.0229637
45,0.07488641,0.4027911,"('incompetent', 'competent')",0.4696306,0.5492393,0.93351984,1.1379557,0.492679,0.696662,-0.203983
74,-0.071889505,0.19356574,"('undedicated', 'dedicated')",0.7385499,1.0601636,1.0714183,1.4047252,0.5793595,0.8861515,-0.306792
22,-0.062799826,0.28559917,"('untrustworthy', 'trustworthy')",0.13956794,0.29016775,-0.40197453,-0.087931335,-0.1084021,0.1626119,-0.271014
42,0.045400098,0.35207832,"('unreliable', 'reliable')",-0.07733046,0.3107879,-1.8685187,-1.2607477,-0.633483,-0.1992938,-0.4341892
84,-0.041725688,-0.13423274,"('inferior', 'superior')",0.4619119,0.4762106,0.6383337,0.52666205,0.3528399,0.2895466,0.0632933
4,0.041342624,-0.06516621,"('disliked', 'liked')",0.14433372,0.05045779,-3.3906372,-2.696193,-1.0683203,-0.9036338,-0.1646865
46,0.021070033,0.4450612,"('uncompetitive', 'competitive')",0.43803245,0.6679223,-0.7312982,-0.43219852,-0.0907319,0.2269283,-0.3176602
76,0.017153524,0.6107387,"('anxious', 'daring')",0.33524087,0.75638765,-0.8645161,-0.44016907,-0.1707072,0.3089857,-0.4796929
17,0.003981419,0.03970199,"('nasty', 'nice')",-0.9931592,-1.0651624,-0.9700813,-1.146844,-0.6530863,-0.7241015,0.0710152
