,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
10,-2.64395,-2.7935085,"('unsympathetic', 'sympathetic')",-1.7268672,-1.6928529,-1.1616155,-1.2408073,-1.5943469,-1.5470097,-0.08482778,-0.13379394,-1.4423215,-1.4815945,0.039273
57,-2.5382278,-2.358885,"('unimaginative', 'imaginative')",-1.3517245,-1.1575967,-1.4095714,-1.3266032,-1.0564497,-0.8616998,-3.3581307,-3.2946146,-1.9428207,-1.79988,-0.1429407
0,-2.5128772,-2.5449326,"('unsociable', 'sociable')",-0.42402145,-0.49690935,0.40031573,0.32623732,-0.32361907,-0.40085787,0.071268976,0.014479186,-0.5577866,-0.6203967,0.0626101
60,-2.409824,-2.3497796,"('inefficient', 'efficient')",-1.6444926,-1.4374769,-0.35454452,-0.34803754,-1.8977914,-1.6948465,-0.7678738,-0.6933245,-1.4149053,-1.304693,-0.1102123
48,-2.1248047,-2.3861957,"('unintelligent', 'intelligent')",-1.103925,-1.1531407,-1.0967951,-1.3169173,-1.7426968,-1.8078462,-0.52872455,-0.6360682,-1.3193892,-1.4600336,0.1406444
35,2.1150105,2.2487328,"('corrupt', 'incorrupt')",1.3171437,1.2378005,0.21115352,0.45860702,0.78033495,0.8419611,-0.23631337,0.010508478,0.8374659,0.959522,-0.1220561
65,-2.1095688,-1.9974723,"('insecure', 'secure')",-2.140158,-2.0260057,-0.050655603,-0.06701468,-1.9055781,-1.8260878,-0.19692248,-0.15748341,-1.2805766,-1.2148129,-0.0657637
86,-2.024991,-1.9660134,"('uninfluential', 'influential')",-0.14596395,-0.13161366,-0.40013453,-0.46115214,-0.91684467,-0.8741229,-0.08252836,-0.10088408,-0.7140925,-0.7067573,-0.0073352
41,-1.9911013,-1.9691697,"('unforgiving', 'forgiving')",-1.5195025,-1.4939251,-0.19641274,-0.27420384,-1.347853,-1.3788229,0.25724983,0.097383015,-0.959524,-1.0037477,0.0442237
45,-1.966056,-1.8787808,"('incompetent', 'competent')",-2.05197,-1.8602409,-0.013707869,0.110510305,-1.6044073,-1.5216216,-0.64773935,-0.57223684,-1.256776,-1.144474,-0.112302
61,-1.9601009,-1.8753438,"('illogical', 'logical')",0.5745089,0.611796,0.19796932,0.23133656,-0.07530135,-0.014320137,-0.4035109,-0.25748014,-0.333287,-0.2608023,-0.0724847
43,-1.9510055,-1.8699393,"('irresponsible', 'responsible')",-0.92829734,-0.8491701,-0.9347492,-1.1004779,-1.5703881,-1.4386892,-0.14146605,-0.06518321,-1.1051812,-1.064692,-0.0404892
55,-1.8698051,-1.8969162,"('incompetent', 'clever')",-2.2914145,-2.1493025,0.08303164,-0.01042817,-2.769909,-2.6905077,-0.19768506,-0.31421807,-1.4091564,-1.4122745,0.0031181
46,-1.8232143,-1.8612539,"('uncompetitive', 'competitive')",-1.1211259,-0.91818875,-0.5312639,-0.60821086,-1.5416949,-1.4096768,-0.5447916,-0.72117716,-1.1124181,-1.1037014,-0.0087167
14,-1.7913693,-1.5788593,"('antisocial', 'social')",-1.0382628,-0.89447945,0.97852296,0.9370251,-0.25455108,-0.20705089,-0.0012010932,-0.0013296846,-0.4213723,-0.3489389,-0.0724334
69,1.6499392,1.7219512,"('lazy', 'industrious')",1.3241789,1.2080188,0.8273223,0.99492645,1.6436619,1.5348151,-0.48395988,-0.3581687,0.9922285,1.0203086,-0.0280801
70,-1.6243249,-1.5674773,"('lethargic', 'energetic')",-1.3449208,-1.222015,-0.43683174,-0.5019835,-1.717265,-1.6165776,0.26789176,0.27159306,-0.9710901,-0.9272921,-0.043798
53,-1.6146364,-1.5788729,"('uncreative', 'creative')",0.49815056,0.5165503,-0.20402488,-0.25165832,-0.13297859,-0.10648612,0.656814,0.65208894,-0.1593351,-0.1536756,-0.0056595
58,-1.6013262,-1.5346375,"('undiscriminating', 'discriminating')",0.6006365,0.70593655,-0.6797763,-0.67769647,0.50089324,0.49548486,0.20947337,0.13296777,-0.1940199,-0.175589,-0.0184309
1,-1.5457999,-1.6748562,"('unfriendly', 'friendly')",1.482942,1.2660874,-0.07577866,-0.21570721,0.9919499,0.7891069,1.7730947,1.755439,0.5252816,0.384014,0.1412676
27,-1.514239,-1.4652858,"('hardhearted', 'softhearted')",-0.43172273,-0.47046876,-1.2733008,-1.1289634,-0.8015624,-0.7215396,0.5851627,0.6926076,-0.6871325,-0.6187299,-0.0684026
22,-1.4924735,-1.2128395,"('untrustworthy', 'trustworthy')",-2.338597,-2.1752217,0.8041943,0.7942401,-2.418669,-2.3119357,-0.72350436,-0.71187264,-1.2338099,-1.1235259,-0.110284
85,1.4782422,0.96735764,"('insignificant', 'prestigious')",2.1881287,1.8159684,0.24727651,-0.036463264,2.8700976,2.5131536,0.27454495,0.17406179,1.4116579,1.0868156,0.3248423
62,-1.4436228,-1.2310675,"('incompetent', 'brilliant')",-1.7531413,-1.4600711,-1.0265841,-1.0072415,-2.1023002,-1.8991865,-0.79270655,-0.61770284,-1.423671,-1.2430539,-0.1806171
82,-1.3315791,-1.1795033,"('poor', 'rich')",-1.1229085,-1.048287,0.67230743,0.5236748,-1.5180879,-1.4448986,6.239872,6.28704,0.5879208,0.6276052,-0.0396844
3,-1.3227164,-1.5409552,"('repellent', 'pleasant')",-1.0060647,-0.9379527,-0.32529455,-0.4691385,-0.56886965,-0.58594763,0.6092673,0.4311449,-0.5227356,-0.6205698,0.0978342
21,-1.3187207,-1.5506376,"('immoral', 'moral')",-0.24149466,-0.32222587,0.13783059,-0.045359243,-0.5881058,-0.674875,-0.36080715,-0.55670846,-0.4742595,-0.6299612,0.1557017
77,-1.3088048,-1.3126628,"('unmotivated', 'motivated')",-1.3782362,-1.3532592,-0.8250036,-0.7713942,-0.9680756,-0.95012355,-0.88848823,-0.9984434,-1.0737217,-1.0771767,0.003455
7,-1.306963,-1.560944,"('insensitive', 'sensitive')",-0.47096226,-0.51531225,0.5540237,0.28479463,-0.8013719,-0.9330462,0.14044932,0.11768775,-0.3769648,-0.521364,0.1443992
