,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.7227957,-1.5615573,"('unsympathetic', 'sympathetic')",-0.41486558,-0.6672852,1.0072825,0.7428274,-0.3767929,-0.4953384,0.1185455
27,-1.4779766,-1.3240908,"('hardhearted', 'softhearted')",-1.1943815,-0.98913634,0.88942045,0.6625423,-0.5943125,-0.5502283,-0.0440842
85,1.4553138,1.2358128,"('insignificant', 'prestigious')",0.26910248,0.33986992,-0.9060849,-0.5849282,0.2727771,0.3302515,-0.0574744
75,1.3443108,1.0994098,"('meek', 'impulsive')",0.5988088,0.59847367,-0.47353572,-0.15147284,0.4898612,0.5154702,-0.025609
42,-1.2505836,-0.9541017,"('unreliable', 'reliable')",-0.78475696,-0.67490524,-2.6680405,-2.2990162,-1.5677937,-1.309341,-0.2584527
56,1.2210864,1.3408818,"('impractical', 'practical')",1.8436544,1.6686556,0.8688017,1.1350607,1.3111808,1.3815327,-0.0703519
71,1.1978709,1.1967343,"('diffident', 'self-confident')",1.5058752,1.5306462,0.25320628,0.378874,0.9856508,1.0354182,-0.0497674
29,1.1865151,1.3042878,"('unfair', 'fair')",0.05904655,0.12533858,-0.61730456,-0.7491228,0.209419,0.2268345,-0.0174155
65,-1.1799866,-0.93475956,"('insecure', 'secure')",-0.21539246,-0.31281132,0.34887978,0.047545977,-0.3488331,-0.4000083,0.0511752
81,-1.1782143,-0.8635211,"('submissive', 'aggressive')",0.26157087,0.36292216,0.050231576,-0.044013873,-0.288804,-0.1815376,-0.1072664
73,1.1747622,1.1477125,"('helpless', 'self-reliant')",0.12277241,0.11135521,-3.5143425,-3.0600138,-0.7389359,-0.6003154,-0.1386205
84,1.1298434,1.089604,"('inferior', 'superior')",0.88256174,0.7494021,1.0345669,1.2375085,1.0156573,1.0255049,-0.0098476
18,-1.0671576,-1.2140561,"('disagreeable', 'welcoming')",-1.5783495,-1.4764781,-0.7258311,-0.8871616,-1.1237794,-1.1925653,0.0687859
22,-1.0106378,-0.93103266,"('untrustworthy', 'trustworthy')",-0.22222187,-0.33948126,-0.73911786,-0.9331646,-0.6573258,-0.7345595,0.0772337
17,-1.0046842,-0.94855195,"('nasty', 'nice')",-0.8604996,-0.62628746,-1.2655334,-1.0291092,-1.0435724,-0.8679829,-0.1755895
44,-1.0002728,-0.8182654,"('prejudiced', 'unprejudiced')",-0.9229451,-0.8351787,-1.738501,-1.6599851,-1.2205729,-1.1044764,-0.1160965
67,0.99953616,1.0894282,"('doubtful', 'determined')",0.6490725,0.68966985,-0.37379003,-0.49500626,0.4249396,0.4280306,-0.003091
33,0.9966875,0.96233046,"('wrong', 'right')",0.38498628,0.4175446,-1.3334332,-1.3862926,0.0160802,-0.0021392,0.0182194
83,0.9609663,0.7812399,"('powerless', 'powerful')",0.75875986,0.65162104,-0.6608815,-0.6300472,0.3529482,0.2676046,0.0853436
34,0.9378578,0.9522924,"('mean', 'honorable')",0.96371746,0.91631055,6.396221,6.3859515,2.7659321,2.7515182,0.0144139
57,-0.88349617,-1.0104362,"('unimaginative', 'imaginative')",-0.76287866,-0.92171055,-2.150573,-1.7926892,-1.2656493,-1.241612,-0.0240373
5,0.8403254,0.67002594,"('distant', 'outgoing')",-0.30050048,-0.11038841,-1.0144277,-0.8257704,-0.1582009,-0.0887109,-0.06949
55,-0.8267958,-0.757892,"('incompetent', 'clever')",-0.10180375,-0.3931972,0.93453944,0.32189438,0.0019799,-0.2763983,0.2783782
1,0.80121964,0.5250954,"('unfriendly', 'friendly')",0.27867955,0.22661151,1.3792541,1.2213267,0.8197177,0.6576779,0.1620398
45,-0.7629811,-0.8258704,"('incompetent', 'competent')",0.09786699,-0.26816964,0.8622998,0.45117548,0.0657286,-0.2142882,0.2800168
13,-0.7583394,-0.6138502,"('impolite', 'polite')",-0.14650851,-0.28728738,0.57363605,0.39459714,-0.110404,-0.1688468,0.0584428
74,0.74959534,0.6082297,"('undedicated', 'dedicated')",0.6635094,0.5487255,0.801352,0.8424069,0.7381523,0.6664541,0.0716982
59,0.6668282,0.48128664,"('foolish', 'wise')",-0.2552135,-0.22372699,-0.38089657,-0.39950678,0.0102394,-0.0473157,0.0575551
62,-0.65681237,-0.5948375,"('incompetent', 'brilliant')",-0.13498539,-0.45245457,1.2046331,0.9749909,0.1376118,-0.0241004,0.1617122
14,-0.65218717,-0.52937514,"('antisocial', 'social')",0.29275337,0.1940968,-0.510307,-0.61116534,-0.2899136,-0.3154812,0.0255676
39,-0.63385546,-0.44387698,"('exploitative', 'cooperative')",-0.47995067,-0.3820056,-0.35473594,-0.3208256,-0.489514,-0.382236,-0.107278
49,-0.6102183,-0.59867096,"('unable', 'able')",-0.5861142,-0.60511494,-0.16296914,-0.09805496,-0.4531005,-0.433947,-0.0191535
0,-0.5886181,-0.62280595,"('unsociable', 'sociable')",0.6190925,0.29144222,0.32240358,-0.06035501,0.117626,-0.1305729,0.2481989
68,-0.5832008,-0.5118976,"('dependent', 'independent')",-0.89453906,-0.9061028,-0.11371243,-0.22631739,-0.5304841,-0.548106,0.0176219
28,-0.5501775,-0.6033682,"('disloyal', 'loyal')",-0.19777136,-0.34979516,1.703545,1.5431944,0.318532,0.196677,0.121855
41,-0.5319627,-0.6468622,"('unforgiving', 'forgiving')",-0.5164595,-0.4230002,-0.5581393,-0.5709443,-0.5355205,-0.5469356,0.0114151
66,-0.5193268,-0.7422584,"('inactive', 'active')",-0.35905433,-0.33555424,0.1326924,0.2096273,-0.2485629,-0.2893951,0.0408322
88,-0.5163036,-0.26733616,"('low', 'eminent')",-0.57989186,-0.3358703,0.48959327,0.58130807,-0.2022007,-0.0072995,-0.1949012
76,-0.49497294,-0.20852622,"('anxious', 'daring')",0.4698944,0.38998938,1.1702716,1.2074957,0.381731,0.4629863,-0.0812553
77,0.47884095,0.4469807,"('unmotivated', 'motivated')",1.2346132,1.0024971,-0.1848481,-0.21062478,0.5095354,0.412951,0.0965844
78,-0.4715118,-0.7980222,"('nonresilient', 'resilient')",1.1079981,0.67514837,0.9651378,0.9448395,0.5338747,0.2739885,0.2598862
70,-0.4681455,-0.4439448,"('lethargic', 'energetic')",0.4002859,0.24684653,1.4434872,1.4345822,0.4585425,0.4124947,0.0460478
7,-0.45408213,-0.2675794,"('insensitive', 'sensitive')",-0.4369045,-0.4494285,1.2033163,1.0681697,0.1041099,0.1170539,-0.012944
6,0.4524662,0.27370307,"('distant', 'open')",-0.8679476,-0.6861369,-0.44683528,-0.27605897,-0.2874389,-0.2294976,-0.0579413
31,-0.4293974,-0.6115133,"('evil', 'good')",-1.4258065,-1.071914,-2.2923198,-2.3157523,-1.382508,-1.3330599,-0.0494481
15,0.4190001,0.47760224,"('boring', 'funny')",-0.12972996,0.14495033,-0.26043233,0.01872417,0.0096126,0.2137589,-0.2041463
80,-0.41838583,-0.34557423,"('dominated', 'dominating')",-0.00043070316,-0.25937837,-0.71024084,-0.7844001,-0.3763525,-0.4631176,0.0867651
86,0.41698706,0.31641334,"('uninfluential', 'influential')",0.95623237,0.7121544,0.69308907,0.5723896,0.6887695,0.5336525,0.155117
79,0.39556476,0.09052559,"('wavering', 'unwavering')",-0.02908013,-0.08076496,-0.14808242,0.08249999,0.0728007,0.0307535,0.0420472
9,0.38400045,0.22274283,"('unaffectionate', 'caring')",-0.047661297,-0.17392562,0.68332577,0.4011121,0.3398883,0.1499764,0.1899119
30,-0.3809626,-0.23909077,"('intolerant', 'tolerant')",-0.5110072,-0.597948,1.0683905,1.1139128,0.0588069,0.0922914,-0.0334845
4,0.3740917,0.25373596,"('disliked', 'liked')",0.46025744,0.5589157,-6.53002,-5.684559,-1.898557,-1.6239691,-0.2745879
16,0.37027466,0.107462645,"('unpopular', 'popular')",-0.1492842,-0.29524234,0.44878024,0.31175837,0.2232569,0.0413262,0.1819307
48,-0.36706555,-0.4907198,"('unintelligent', 'intelligent')",0.4460535,0.33993247,1.0730249,0.7134549,0.3840043,0.1875559,0.1964484
2,0.35374075,0.34775588,"('unlikable', 'likable')",0.2363958,0.16618083,0.5010294,0.4899891,0.363722,0.3346419,0.0290801
50,-0.33345556,-0.4883472,"('clumsy', 'skillful')",0.16872033,-0.028356872,0.5738989,0.4790372,0.1363879,-0.0125556,0.1489435
8,-0.32666102,-0.54540765,"('unaffectionate', 'affectionate')",-0.8423368,-0.9128761,-0.2281715,-0.5157979,-0.4657231,-0.6580273,0.1923042
3,-0.3243657,-0.31118307,"('repellent', 'pleasant')",-0.030781012,-0.2954336,0.5983266,0.46236026,0.08106,-0.0480855,0.1291455
52,0.30245268,0.023144785,"('irrational', 'rational')",-0.9213613,-0.94097465,-1.171123,-1.306769,-0.5966772,-0.741533,0.1448558
37,-0.28842953,-0.23578566,"('fake', 'genuine')",-0.24848223,-0.42490253,0.8455929,0.67662334,0.1028937,0.0053117,0.097582
12,0.26150706,0.13764782,"('unsupportive', 'supportive')",0.58515114,0.44506496,-1.2348247,-1.1505419,-0.1293888,-0.1892764,0.0598876
19,0.2577914,0.24003194,"('inhospitable', 'hospitable')",0.36631328,0.45526987,-0.2232811,0.07834202,0.1336079,0.2578813,-0.1242734
23,0.25479504,0.25432524,"('insincere', 'sincere')",0.76118875,0.5018887,6.6527104,6.112725,2.5562315,2.2896461,0.2665854
20,-0.25325432,-0.19484812,"('rough', 'thoughtful')",0.22146729,0.19849277,1.0059872,0.9694923,0.3247334,0.324379,0.0003544
43,0.24737653,0.24585803,"('irresponsible', 'responsible')",0.52830166,0.21065684,1.6021434,1.4391816,0.7926071,0.6318988,0.1607083
61,-0.24205981,-0.09825881,"('illogical', 'logical')",0.14502579,0.14912805,0.44729435,0.18730417,0.1167534,0.0793911,0.0373623
64,-0.23925766,-0.10593401,"('shy', 'confident')",0.13538842,0.2375617,-5.9965186,-5.632518,-2.0334627,-1.8336301,-0.1998326
24,-0.20453936,0.17636059,"('dishonest', 'honest')",-0.3252998,-0.18523587,1.2622977,1.0488275,0.2441529,0.3466508,-0.1024979
72,0.20280786,0.21047541,"('unambitious', 'ambitious')",-0.53553885,-0.6618689,-0.35275045,-0.6588094,-0.2284938,-0.3700676,0.1415738
21,-0.19855411,-0.18297516,"('immoral', 'moral')",0.890197,0.6036776,0.0012915116,-0.28137177,0.2309781,0.0464435,0.1845346
38,0.19356938,0.17691183,"('untruthful', 'truthful')",0.3923759,0.3078263,0.5173111,0.5153661,0.3677521,0.3333681,0.034384
32,-0.16376278,-0.11762359,"('unkind', 'kind')",0.31509432,0.24662915,1.3895489,1.2216272,0.5136268,0.4502109,0.0634159
54,-0.16280615,-0.36797357,"('incapable', 'capable')",-0.009607524,-0.15756232,1.0961969,0.9924049,0.3079277,0.155623,0.1523047
35,0.1613682,0.23845094,"('corrupt', 'incorrupt')",-0.48290864,-0.06938362,-1.3117138,-1.1868926,-0.5444181,-0.3392751,-0.205143
82,0.13089444,0.006619444,"('poor', 'rich')",0.7502989,0.51918584,7.013484,6.564795,2.6315591,2.3635335,0.2680256
46,0.1295943,-0.0856006,"('uncompetitive', 'competitive')",1.2415473,0.6357872,1.1583669,1.0605724,0.8431695,0.5369197,0.3062498
40,-0.12404676,-0.3186089,"('stingy', 'generous')",-0.607241,-0.62918144,-1.8579625,-1.7992604,-0.8630834,-0.9156836,0.0526002
87,-0.11760411,-0.17867729,"('unsuccessful', 'successful')",0.64589036,0.35311386,0.858644,0.86675924,0.4623101,0.3470653,0.1152448
26,-0.11344964,-0.25930658,"('hardhearted', 'benevolent')",-0.4562424,-0.27110344,0.74917686,0.77481264,0.0598283,0.0814675,-0.0216392
47,-0.08822608,-0.0387026,"('stupid', 'smart')",0.48327318,0.4545762,5.3143044,5.0421968,1.9031172,1.8193568,0.0837604
69,0.087458044,0.085935645,"('lazy', 'industrious')",-0.19303097,0.11957006,-1.6545466,-1.1387532,-0.5867065,-0.3110825,-0.275624
36,0.07702243,-0.20817786,"('hostile', 'amicable')",-0.73538715,-0.71927565,-1.2268417,-1.0109403,-0.6284022,-0.6461313,0.0177291
53,0.06973524,-0.04931609,"('uncreative', 'creative')",-0.21238731,-0.26696563,1.1981031,1.2457727,0.351817,0.3098303,0.0419867
58,0.056460403,-0.17725833,"('undiscriminating', 'discriminating')",0.19849984,0.058200214,0.30365363,0.4904887,0.1862046,0.1238102,0.0623944
60,0.045614764,0.42195904,"('inefficient', 'efficient')",1.0271249,0.8738343,1.7666249,1.6178937,0.9464548,0.971229,-0.0247742
11,-0.043819163,-0.10987486,"('unhelpful', 'helpful')",0.7076773,0.3883421,3.2125902,3.1873024,1.2921495,1.1552565,0.136893
51,0.021462366,-0.16789305,"('uneducated', 'educated')",1.0827588,0.8254253,1.1691766,1.2136228,0.7577992,0.6237183,0.1340809
25,-0.021005716,-0.15429583,"('egoistic', 'altruistic')",-0.75748,-0.6834781,0.6192225,0.6039786,-0.0530877,-0.0779318,0.0248441
63,-0.0062437914,-0.31228045,"('unperceptive', 'insightful')",1.2804296,0.7948429,1.8507861,1.6806014,1.0416573,0.7210546,0.3206027
