,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,2.0566216,2.5191317,"('unfriendly', 'friendly')",1.5063448,1.8165373,1.7814832,2.1678345,-0.3863513
71,2.007316,1.696567,"('diffident', 'self-confident')",0.57084924,0.52921736,1.2890826,1.1128922,0.1761904
26,1.8374673,2.2806408,"('hardhearted', 'benevolent')",1.5913099,1.7657502,1.7143886,2.0231955,-0.3088069
12,1.7817224,1.6768891,"('unsupportive', 'supportive')",-1.5735077,-1.681617,0.1041074,-0.002364,0.1064714
53,1.6223875,1.7690387,"('uncreative', 'creative')",0.6827712,0.8366041,1.1525793,1.3028214,-0.1502421
33,1.5904623,1.7116346,"('wrong', 'right')",-0.50174665,-0.42489824,0.5443578,0.6433682,-0.0990104
66,-1.5309533,-0.9777076,"('inactive', 'active')",0.3831911,0.5534477,-0.5738811,-0.21213,-0.3617511
23,1.5188295,1.239447,"('insincere', 'sincere')",6.0384116,6.036541,3.7786205,3.6379941,0.1406264
39,1.4531671,1.1479741,"('exploitative', 'cooperative')",0.31067505,0.30683705,0.8819211,0.7274056,0.1545155
44,-1.4418715,-1.8120027,"('prejudiced', 'unprejudiced')",-1.2518759,-1.3211722,-1.3468738,-1.5665874,0.2197136
4,-1.3859413,-0.9738559,"('disliked', 'liked')",-6.8456254,-6.7849894,-4.1157832,-3.8794227,-0.2363605
17,-1.3509663,-1.0828656,"('nasty', 'nice')",-0.765928,-0.549531,-1.0584471,-0.8161983,-0.2422488
9,1.3469276,1.7466694,"('unaffectionate', 'caring')",0.71542954,1.0033473,1.0311786,1.3750083,-0.3438297
56,1.3373876,0.9078345,"('impractical', 'practical')",-0.45968592,-0.71463436,0.4388508,0.0966001,0.3422507
85,1.2031683,1.876619,"('insignificant', 'prestigious')",0.41893086,0.89236856,0.8110496,1.3844938,-0.5734442
54,1.1909946,1.1265852,"('incapable', 'capable')",1.2735305,1.4244046,1.2322626,1.2754949,-0.0432323
45,-1.1368613,-0.98472416,"('incompetent', 'competent')",-0.5072496,-0.6273404,-0.8220555,-0.8060323,-0.0160232
29,-1.067202,-0.79875034,"('unfair', 'fair')",-0.25226644,-0.27497852,-0.6597342,-0.5368644,-0.1228698
35,-1.0221769,-0.5315312,"('corrupt', 'incorrupt')",-0.43314472,-0.072427526,-0.7276608,-0.3019794,-0.4256814
75,-1.006663,-0.712448,"('meek', 'impulsive')",-0.48823908,-0.2660378,-0.747451,-0.4892429,-0.2582081
64,-0.99637973,-1.4177508,"('shy', 'confident')",-6.3625555,-6.544587,-3.6794677,-3.981169,0.3017013
84,0.9639125,1.1311055,"('inferior', 'superior')",0.9712115,1.0020545,0.967562,1.0665801,-0.0990181
36,-0.9563602,-0.2487562,"('hostile', 'amicable')",-0.20438087,0.111926675,-0.5803705,-0.0684148,-0.5119557
32,0.92821884,0.7577806,"('unkind', 'kind')",1.0492116,0.9976058,0.9887152,0.8776932,0.111022
57,-0.90306985,-0.9578876,"('unimaginative', 'imaginative')",-2.6850374,-2.882588,-1.7940536,-1.9202378,0.1261842
74,0.89444244,0.99423116,"('undedicated', 'dedicated')",0.0034669945,-0.06648371,0.4489547,0.4638737,-0.014919
72,0.83274615,0.9933072,"('unambitious', 'ambitious')",-0.72828466,-0.5181437,0.0522307,0.2375817,-0.185351
61,0.8315434,0.79144585,"('illogical', 'logical')",0.261097,0.22803739,0.5463202,0.5097416,0.0365786
16,-0.7750607,-0.6357696,"('unpopular', 'popular')",0.2668764,0.40521017,-0.2540922,-0.1152797,-0.1388125
24,0.7626862,0.9188131,"('dishonest', 'honest')",0.86325246,0.99066603,0.8129693,0.9547396,-0.1417703
81,-0.69415665,-1.0711684,"('submissive', 'aggressive')",-1.1025982,-1.3553255,-0.8983774,-1.2132469,0.3148695
69,-0.68183094,-0.54160047,"('lazy', 'industrious')",-0.7664876,-0.67588794,-0.7241592,-0.6087442,-0.115415
