,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
71,2.6784883,2.6220067,"('diffident', 'self-confident')",2.3494787,2.2673156,0.67324424,0.8301414,1.9004037,1.9064879,-0.0060842
85,2.5648153,2.1743393,"('insignificant', 'prestigious')",0.9153544,0.61864185,1.0393853,1.0620028,1.5065184,1.2849946,0.2215238
1,2.4800906,2.0856,"('unfriendly', 'friendly')",1.449616,1.27956,1.7640467,1.828756,1.8979177,1.7313053,0.1666124
26,2.3589365,2.0225134,"('hardhearted', 'benevolent')",1.2346995,0.99418545,1.4806491,1.3247513,1.6914283,1.4471501,0.2442782
12,2.1927416,2.3312325,"('unsupportive', 'supportive')",0.92155325,1.0701697,-1.2987669,-1.187607,0.6051761,0.7379317,-0.1327556
53,1.9698452,1.7383311,"('uncreative', 'creative')",1.2161752,1.1697966,1.1192198,0.97104305,1.4350801,1.293057,0.1420231
3,-1.8772504,-1.8275399,"('repellent', 'pleasant')",-0.6286848,-0.58997434,-0.06975162,-0.012771253,-0.8585623,-0.8100952,-0.0484671
33,1.8246186,1.528754,"('wrong', 'right')",1.0104504,1.0910852,-0.424575,-0.426055,0.803498,0.7312614,0.0722366
87,1.6695604,1.9863086,"('unsuccessful', 'successful')",2.0599809,2.1814802,0.9383602,1.1953806,1.5559672,1.7877231,-0.2317559
9,1.6306031,1.399008,"('unaffectionate', 'caring')",1.2269046,1.2120605,1.1536863,1.2140056,1.3370647,1.2750247,0.06204
81,-1.590786,-1.1599717,"('submissive', 'aggressive')",-0.13608603,-0.034597293,-0.8492743,-0.90291774,-0.8587154,-0.6991622,-0.1595532
19,1.5479577,1.2408488,"('inhospitable', 'hospitable')",0.24757655,0.08730068,0.56728816,0.47220272,0.7876075,0.6001174,0.1874901
75,-1.4581517,-1.4729944,"('meek', 'impulsive')",-1.2626113,-1.2635189,-0.3740606,-0.4123489,-1.0316079,-1.0496208,0.0180129
73,1.425633,1.4005817,"('helpless', 'self-reliant')",0.92233926,1.0546706,-3.2297168,-3.0061274,-0.2939149,-0.1836251,-0.1102898
5,1.4215436,1.0631909,"('distant', 'outgoing')",0.31993374,0.27178228,-0.030922942,0.087215394,0.5701848,0.4740629,0.0961219
84,1.3881718,1.2247889,"('inferior', 'superior')",0.25894314,0.15133919,0.9566468,0.9730028,0.8679206,0.7830436,0.084877
57,-1.3104793,-1.187695,"('unimaginative', 'imaginative')",-0.9764516,-0.76136094,-2.6321957,-2.5976856,-1.6397088,-1.5155805,-0.1241283
2,1.2611611,0.94340986,"('unlikable', 'likable')",0.91709673,0.75909215,0.8187639,0.4919281,0.9990073,0.7314767,0.2675306
8,1.1700511,0.87080294,"('unaffectionate', 'affectionate')",0.23144463,0.19054222,0.70869505,0.738417,0.703397,0.5999207,0.1034763
25,1.1589369,0.85308826,"('egoistic', 'altruistic')",0.3355558,0.32489422,1.5165671,1.4485054,1.0036866,0.8754959,0.1281907
69,1.155932,0.83977085,"('lazy', 'industrious')",0.64688635,0.43751812,-0.65739524,-0.6735169,0.3818077,0.2012573,0.1805504
78,1.1507208,1.1410282,"('nonresilient', 'resilient')",1.2379587,1.4382308,0.90778756,1.0513005,1.0988224,1.2101865,-0.1113641
44,-1.1199641,-0.703306,"('prejudiced', 'unprejudiced')",0.15798894,0.32805532,-1.5782051,-1.4525847,-0.8467267,-0.6092785,-0.2374482
