,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
61,1.6596475,1.8188303,"('illogical', 'logical')",0.18574093,0.20300944,-0.6556687,-0.87939554,-0.0831129,-0.28403315,0.2766517,0.2146027,0.062049
75,-1.6103132,-1.3280109,"('meek', 'impulsive')",-1.8896923,-1.7075753,-0.22404969,0.007999385,-0.48929426,-0.13299534,-1.0533373,-0.7901456,-0.2631917
45,1.6052076,1.4370916,"('incompetent', 'competent')",1.3691496,1.3114163,-0.29976252,-0.51955706,-0.2886206,-0.5352972,0.5964935,0.4234135,0.17308
51,1.5650873,1.71459,"('uneducated', 'educated')",1.197735,0.85416245,-0.034368806,-0.002914656,0.35891357,0.23121098,0.7718418,0.6992621,0.0725797
86,1.5544426,1.417171,"('uninfluential', 'influential')",0.70432436,0.6985373,-0.47373885,-0.67077285,-0.43160784,-0.7068993,0.3383551,0.1845091,0.153846
64,1.5090274,1.1876761,"('shy', 'confident')",-0.021815144,-0.07022567,-0.06704164,-0.21632643,-5.5742936,-5.6462297,-1.0385308,-1.1862764,0.1477456
17,-1.464407,-1.653216,"('nasty', 'nice')",-0.25253046,-0.60757965,-1.4238749,-1.4282966,-0.84943384,-0.9020139,-0.9975616,-1.1477765,0.1502149
0,1.4401671,1.3054155,"('unsociable', 'sociable')",2.052709,2.1247847,0.23648816,0.0016044974,-0.33663857,-0.5129498,0.8481814,0.7297137,0.1184677
7,1.4044245,1.2609311,"('insensitive', 'sensitive')",1.2707814,1.8517004,-0.23284894,-0.4259666,0.99359393,0.7462825,0.8589877,0.8582369,0.0007508
59,-1.304089,-1.5318892,"('foolish', 'wise')",-3.4205656,-3.3379693,-0.1414663,-0.03543766,0.30558327,0.3630795,-1.1401343,-1.1355542,-0.0045801
39,1.2982736,1.3521802,"('exploitative', 'cooperative')",1.5524405,1.8476814,1.2108666,1.1508927,0.18607278,0.14967623,1.0619134,1.1251076,-0.0631942
23,1.2822993,1.4495369,"('insincere', 'sincere')",2.364836,2.7865868,-0.016167246,0.042992875,4.8472924,4.9853888,2.119565,2.3161263,-0.1965613
48,1.241089,1.2543561,"('unintelligent', 'intelligent')",0.9300323,1.0859853,0.2571621,0.07044959,0.41163224,0.2241556,0.7099789,0.6587367,0.0512422
67,1.2323227,1.2910292,"('doubtful', 'determined')",0.60064673,0.67467254,0.6864083,0.83153653,-0.051118832,-0.012655178,0.6170647,0.6961458,-0.0790811
16,-1.2241277,-1.2728598,"('unpopular', 'popular')",-2.546181,-2.4782782,-0.13425122,-0.18068396,0.49687922,0.38363695,-0.8519201,-0.8870462,0.0351261
27,-1.1736273,-1.4058847,"('hardhearted', 'softhearted')",-0.29238617,-0.23767754,-0.73696417,-0.8291242,1.0638212,0.8630115,-0.2847891,-0.4024188,0.1176297
50,-1.1621802,-1.3324687,"('clumsy', 'skillful')",-2.5814848,-2.7580547,-0.70370096,-0.6277266,0.253612,0.30004978,-1.0484384,-1.1045501,0.0561117
19,-1.1572862,-1.0019996,"('inhospitable', 'hospitable')",-1.0086648,-1.0793812,-1.2988899,-1.0809181,-0.527122,-0.3918927,-0.9979907,-0.8885479,-0.1094428
2,1.1180277,1.082862,"('unlikable', 'likable')",-0.04181996,0.11311378,0.6515164,0.70962065,0.39294696,0.4596336,0.5301678,0.5913075,-0.0611397
30,1.1147231,1.270318,"('intolerant', 'tolerant')",1.7872295,2.5575156,0.622664,0.6496236,1.4090025,1.3694504,1.2334049,1.4617269,-0.228322
8,-1.1100574,-1.3966275,"('unaffectionate', 'affectionate')",-1.6634095,-1.5352924,-0.7143233,-0.7287534,0.33685648,0.34932718,-0.7877334,-0.8278366,0.0401032
42,1.1048292,0.7878799,"('unreliable', 'reliable')",0.29118204,0.5268913,-0.2894046,-0.31289628,-2.5123534,-2.559723,-0.3514367,-0.389462,0.0380253
49,-1.097442,-0.9699437,"('unable', 'able')",-0.61703205,-0.44195625,-0.5778758,-0.45767155,-0.54519403,-0.32542184,-0.709386,-0.5487483,-0.1606377
54,-1.0945481,-0.97180194,"('incapable', 'capable')",-0.61998093,-0.33054012,-0.12545082,0.08806042,0.87097764,1.1340152,-0.2422506,-0.0200666,-0.222184
22,1.0313777,1.1028342,"('untrustworthy', 'trustworthy')",1.3211211,1.6300473,-0.024566226,-0.09144062,-0.998733,-0.95975333,0.3322999,0.4204219,-0.088122
63,1.0135683,1.1733114,"('unperceptive', 'insightful')",0.041372705,0.5412938,0.2631297,0.31933317,1.1728914,1.1832081,0.6227405,0.8042866,-0.1815461
12,0.9950206,1.0014482,"('unsupportive', 'supportive')",0.42480162,0.34087613,-0.3647658,-0.36433566,-1.3877468,-1.4582756,-0.0831726,-0.1200717,0.0368991
77,0.99177516,1.0475316,"('unmotivated', 'motivated')",0.43326887,0.8720896,0.036723968,-0.08391412,-0.6189991,-0.64383876,0.2106922,0.2979671,-0.0872749
32,0.94248414,1.1318941,"('unkind', 'kind')",0.2286376,0.7711461,-0.49225265,-0.49315926,0.79864955,0.8314831,0.3693796,0.560341,-0.1909614
83,0.8582568,0.5868287,"('powerless', 'powerful')",-0.70237,-0.58400315,0.0163991,0.10987568,-0.40305147,-0.47442567,-0.0576914,-0.0904311,0.0327397
66,-0.8271801,-0.8704717,"('inactive', 'active')",-0.83990884,-1.236253,0.68484193,0.7745136,1.3240865,1.2212783,0.0854599,-0.0277332,0.1131931
18,-0.80252635,-0.95624924,"('disagreeable', 'welcoming')",-0.72843176,-0.7168282,0.6833347,0.84934705,-0.45487106,-0.46403676,-0.3256236,-0.3219418,-0.0036818
28,0.79374695,0.63087034,"('disloyal', 'loyal')",0.34388527,0.62669903,-0.28566456,-0.3661907,0.63870937,0.6138005,0.3726693,0.3762948,-0.0036255
11,0.75875443,0.74804944,"('unhelpful', 'helpful')",0.70902544,0.9840647,-0.26663962,-0.17656884,1.8593608,1.9097598,0.7651253,0.8663262,-0.1012009
25,-0.72892755,-0.7645154,"('egoistic', 'altruistic')",-1.0419537,-0.96192265,0.21918006,0.1355362,1.3050725,1.2996619,-0.0616571,-0.07281,0.0111529
40,0.6964633,0.4364324,"('stingy', 'generous')",0.07451102,0.25904202,-0.058967233,-0.1334494,-1.055628,-1.2449026,-0.0859052,-0.1707194,0.0848142
74,0.6906084,0.70890063,"('undedicated', 'dedicated')",0.06391415,0.5205535,-0.04116507,0.039857443,0.010895846,-0.18672374,0.1810633,0.270647,-0.0895837
44,-0.65923554,-0.9138757,"('prejudiced', 'unprejudiced')",-1.0523423,-1.3902625,0.17909943,0.15551871,-1.3349884,-1.3535069,-0.7168667,-0.8755316,0.1586649
47,0.6552505,0.98680884,"('stupid', 'smart')",0.19505516,0.30914584,-0.08726102,0.038065158,4.6578164,4.840704,1.3552153,1.5436809,-0.1884656
57,0.63571584,0.43852255,"('unimaginative', 'imaginative')",1.2755933,1.1726876,-0.99767715,-1.2848618,-2.016914,-2.3107898,-0.2758205,-0.4961103,0.2202898
72,0.5576631,0.62856543,"('unambitious', 'ambitious')",1.2715272,1.2851021,-0.5269067,-0.1955998,-0.94077927,-0.5729118,0.0903761,0.286289,-0.1959129
87,0.5560392,0.5031852,"('unsuccessful', 'successful')",-0.595352,-0.46746892,1.3369516,1.4272187,1.0814646,1.0101447,0.5947759,0.6182699,-0.023494
29,-0.481568,-0.53406876,"('unfair', 'fair')",-0.30418178,-0.36584502,-0.9493115,-1.0195614,-0.86873865,-1.0118233,-0.65095,-0.7328246,0.0818746
78,-0.45628598,-0.4790633,"('nonresilient', 'resilient')",-0.26591724,-0.19066177,0.06945712,0.089980476,0.980137,0.8485567,0.0818477,0.067203,0.0146447
20,0.45343643,0.4240046,"('rough', 'thoughtful')",0.8974031,1.0680068,0.043907322,0.093283534,1.1789668,1.112182,0.6434284,0.6743692,-0.0309408
34,-0.4503632,-0.07457716,"('mean', 'honorable')",-0.8229398,-0.6397196,0.35790962,0.45721465,5.39012,5.4839334,1.1186817,1.3067129,-0.1880312
84,0.4378966,0.4169122,"('inferior', 'superior')",0.096714266,0.5177441,0.8207852,0.82490766,1.2125002,1.2550999,0.6419741,0.7536659,-0.1116918
58,0.40048033,0.24610971,"('undiscriminating', 'discriminating')",0.2014848,0.39827073,-0.20262696,-0.28937644,0.12805684,-0.02098541,0.1318488,0.0835046,0.0483442
3,0.37754765,0.45893574,"('repellent', 'pleasant')",0.99143195,1.1445991,-0.7123929,-0.87096536,-0.0060926042,-0.19407885,0.1626235,0.1346226,0.0280009
9,-0.33088762,-0.40179667,"('unaffectionate', 'caring')",-0.7632569,-0.3361949,-0.23636006,-0.22931707,1.0135612,0.9792262,-0.0792359,0.0029794,-0.0822153
73,-0.26746008,-0.30592078,"('helpless', 'self-reliant')",0.3521378,0.50784975,0.2047762,0.46798754,-2.84907,-2.6494853,-0.639904,-0.4948922,-0.1450118
33,-0.2030599,-0.43777296,"('wrong', 'right')",-1.0384318,-0.8560864,0.7861732,0.6923968,-0.38175482,-0.44142216,-0.2092683,-0.2607212,0.0514529
88,-0.18584496,-0.20183751,"('low', 'eminent')",-1.5162843,-1.2859949,0.32760653,0.25617334,0.36274078,0.38259044,-0.2529455,-0.2122672,-0.0406783
68,0.1651577,0.18813735,"('dependent', 'independent')",0.37771362,0.49376068,-0.60564077,-0.6046023,-0.86738104,-0.9270957,-0.2325376,-0.21245,-0.0200876
71,0.15860637,0.07268984,"('diffident', 'self-confident')",-1.0293483,-1.3153665,1.0174228,1.0551819,0.5703093,0.45347837,0.1792475,0.0664959,0.1127516
41,-0.097775355,-0.21217412,"('unforgiving', 'forgiving')",0.28975266,0.6147461,-0.15039527,-0.32245603,0.09893127,-0.074893326,0.0351283,0.0013057,0.0338226
15,-0.06732001,-0.19585271,"('boring', 'funny')",-0.3179161,-0.51103514,0.51177025,0.47155836,0.37804234,0.36270213,0.1261441,0.0318432,0.0943009
53,-0.048555396,0.091214955,"('uncreative', 'creative')",-0.78536034,-0.6696861,-0.80333877,-0.83500177,0.9745178,0.93788916,-0.1656842,-0.1188959,-0.0467883
82,-0.026170857,0.5846713,"('poor', 'rich')",-0.14677243,0.26717624,-0.90690804,-0.65498745,5.0475116,5.4043546,0.991915,1.4003036,-0.4083886
38,-0.0028589666,0.19485262,"('untruthful', 'truthful')",0.1656796,0.30366278,-0.6318842,-0.4207061,-0.028302133,0.23779823,-0.1243414,0.0789019,-0.2032433
