,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,3.5431674,3.6417727,"('submissive', 'aggressive')",2.8936632,2.9559386,0.40759522,0.39869922,-0.2651536,-0.15754634,1.6448181,1.7097161,-0.064898
55,3.5358412,3.341049,"('incompetent', 'clever')",3.7353094,3.640924,-0.54058754,-0.79558706,-0.05674219,-0.36804342,1.6684552,1.4545856,0.2138696
60,3.4365213,3.7645657,"('inefficient', 'efficient')",3.5232763,4.1439147,1.1241028,1.2199831,0.3647537,0.52976346,2.1121635,2.4145567,-0.3023932
21,3.1803913,3.3631978,"('immoral', 'moral')",1.2566314,1.9971364,0.10485834,-0.0048048254,-0.7148923,-0.9316879,0.9567472,1.1059605,-0.1492133
36,-3.158622,-3.3339133,"('hostile', 'amicable')",-4.1924176,-4.5645094,0.23450609,0.10291973,-0.14811176,-0.22064635,-1.8161614,-2.0040374,0.187876
62,2.9169123,3.0825186,"('incompetent', 'brilliant')",2.5191743,2.8955266,0.53056186,0.6607826,0.29481253,0.51993436,1.5653653,1.7896906,-0.2243253
80,2.8535182,2.6663475,"('dominated', 'dominating')",2.6163177,2.9258964,-0.061362747,-0.13409768,-0.89999694,-1.0194386,1.1271192,1.109677,0.0174422
31,-2.8530302,-3.1595807,"('evil', 'good')",-3.5643988,-3.961696,-0.6805282,-0.86370724,-1.1570908,-1.3422631,-2.0637619,-2.3318117,0.2680498
85,-2.7556927,-3.038034,"('insignificant', 'prestigious')",-5.0122137,-5.7311068,-0.36845914,-0.42236,0.57466584,0.45740983,-1.8904247,-2.1835227,0.293098
14,2.4475484,2.073785,"('antisocial', 'social')",1.018664,1.0096371,0.75393206,0.639534,-0.26251274,-0.40570235,0.9894079,0.8293135,0.1600944
13,2.4465325,2.5201147,"('impolite', 'polite')",2.1148217,2.660463,1.349603,1.2845488,0.28652388,0.28526473,1.5493703,1.6875978,-0.1382275
35,-2.4158597,-2.648481,"('corrupt', 'incorrupt')",-3.1049345,-3.274374,-0.430306,-0.39717308,-0.26720417,-0.24513605,-1.554576,-1.641291,0.086715
46,2.3965678,2.3621495,"('uncompetitive', 'competitive')",2.2542565,2.8869655,-0.12863325,-0.35130727,-0.20699954,-0.48526365,1.0787981,1.1031359,-0.0243378
6,-2.3386035,-2.4750023,"('distant', 'open')",-2.8029509,-3.1262867,-0.4022523,-0.27694786,0.22553757,0.3426814,-1.3295672,-1.3838888,0.0543216
70,2.3240619,2.5486343,"('lethargic', 'energetic')",2.5070062,2.6134663,0.5225891,0.3772686,1.0311742,1.0374084,1.5962079,1.6441945,-0.0479866
5,-2.3010452,-2.471964,"('distant', 'outgoing')",-2.9852235,-3.3445427,-0.3858855,-0.20709166,-0.29317725,-0.08066985,-1.4913329,-1.526067,0.0347341
76,2.1690702,2.460561,"('anxious', 'daring')",2.818093,2.882515,0.91977453,0.95996016,0.6099994,0.72633827,1.6292343,1.7573435,-0.1281092
10,2.1543508,2.3085146,"('unsympathetic', 'sympathetic')",3.0175374,3.5580046,-1.109584,-1.2678765,0.15650403,-0.082819596,1.0547022,1.1289557,-0.0742535
24,2.119536,2.3625734,"('dishonest', 'honest')",1.0834074,1.6444794,0.056478083,0.09145731,0.35210422,0.44725215,0.9028814,1.1364406,-0.2335592
1,-2.0101998,-1.993527,"('unfriendly', 'friendly')",-1.9642786,-1.8558342,0.12255277,0.053645015,1.4251089,1.3412287,-0.6067041,-0.6136219,0.0069178
79,-1.9773166,-2.0432894,"('wavering', 'unwavering')",-2.1195877,-2.3098428,-0.7955424,-0.67080504,-0.061300576,0.06919938,-1.2384368,-1.2386844,0.0002476
69,-1.9388515,-2.3062859,"('lazy', 'industrious')",-3.2473514,-3.9366128,1.6515424,1.55036,-0.050442427,-0.104336604,-0.8962758,-1.199219,0.3029432
26,-1.8989165,-2.078587,"('hardhearted', 'benevolent')",-0.77686936,-0.8709794,1.7771474,1.5236526,1.7273147,1.4805139,0.2071691,0.01365,0.1935191
4,-1.8921436,-2.2561853,"('disliked', 'liked')",-2.830001,-3.2619894,-0.44932687,-0.42187542,-5.6382604,-5.750687,-2.7024331,-2.9226842,0.2202511
52,-1.8870413,-2.0509865,"('irrational', 'rational')",-3.3649564,-3.1736996,-1.2177228,-1.134103,-0.28540012,-0.31825146,-1.6887802,-1.6692601,-0.0195201
65,1.877493,1.9464674,"('insecure', 'secure')",2.494945,2.9396014,0.2601878,0.13724487,-0.49315542,-0.36571488,1.0348675,1.1643996,-0.1295321
43,1.774125,1.7811307,"('irresponsible', 'responsible')",2.8247616,3.0736406,-0.0980018,-0.20130621,0.4798154,0.48431855,1.245175,1.2844459,-0.0392709
56,1.759145,1.9105622,"('impractical', 'practical')",3.0651886,3.7851036,1.1561656,1.2302203,-0.030742291,0.07648985,1.4874393,1.750594,-0.2631547
37,1.694441,1.5914447,"('fake', 'genuine')",0.7621021,0.9755166,-0.5911549,-0.60138905,0.5253096,0.5202079,0.5976744,0.6214451,-0.0237707
