,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
22,-0.41563576,-0.6280357,"('untrustworthy', 'trustworthy')",-0.31135616,-0.17674813,-1.0735756,-1.0172606,-0.6001892,-0.6073481,0.0071589
2,0.40202954,0.14743638,"('unlikable', 'likable')",1.1505815,1.2320051,0.8058225,0.67767787,0.7861445,0.6857065,0.100438
65,0.390947,0.058913946,"('insecure', 'secure')",0.29202896,-0.38068166,-0.11398625,-0.41264722,0.1896633,-0.244805,0.4344683
52,-0.38504258,-0.5251769,"('irrational', 'rational')",-0.40332207,-0.580944,0.38520733,0.26093727,-0.1343858,-0.2817279,0.1473421
78,-0.380568,-0.42219523,"('nonresilient', 'resilient')",-0.7209028,-0.7610777,-0.21836758,-0.14104706,-0.4399461,-0.44144,0.0014939
64,0.33733964,0.40331775,"('shy', 'confident')",-0.015104827,0.10769256,-7.034338,-6.959934,-2.2373678,-2.1496414,-0.0877264
16,-0.33685425,-0.384154,"('unpopular', 'popular')",0.030661225,-0.024393532,0.7296273,0.6847749,0.1411448,0.0920758,0.049069
69,0.29206058,0.39524645,"('lazy', 'industrious')",0.03673098,0.57840973,-1.1753441,-1.3329849,-0.2821842,-0.1197762,-0.162408
40,-0.28368512,-0.10634501,"('stingy', 'generous')",-0.51316464,-0.32625958,-2.4312813,-2.1766086,-1.0760437,-0.8697377,-0.206306
68,-0.27077696,0.041555826,"('dependent', 'independent')",-1.1581887,-0.6612335,-0.9025586,-0.65555716,-0.7771748,-0.4250783,-0.3520965
45,-0.26323223,-0.22717625,"('incompetent', 'competent')",-0.16005602,0.09136458,0.11760698,-0.04684621,-0.1018938,-0.060886,-0.0410078
24,-0.26122147,-0.24416584,"('dishonest', 'honest')",-0.52103823,-0.22972293,1.1292002,1.3152521,0.1156468,0.2804544,-0.1648076
23,-0.25658432,-0.5147101,"('insincere', 'sincere')",0.122049585,0.063840516,7.0455394,6.903952,2.3036682,2.1510275,0.1526407
88,0.24514017,0.21034384,"('low', 'eminent')",-0.34695613,0.10480592,0.13735744,0.1941015,0.0118472,0.1697504,-0.1579032
57,-0.22644398,-0.36118463,"('unimaginative', 'imaginative')",-0.47540823,-0.7486496,-3.5637906,-3.4451752,-1.4218809,-1.5183365,0.0964556
33,0.21769533,0.18087342,"('wrong', 'right')",-0.24363366,-0.26687744,-0.12706366,0.040499877,-0.0510007,-0.015168,-0.0358327
29,-0.20845303,-0.096993454,"('unfair', 'fair')",-0.92248976,-0.45124853,-1.0902559,-1.0101445,-0.7403995,-0.5194621,-0.2209374
47,0.20796314,0.009679101,"('stupid', 'smart')",0.32514882,0.025360648,6.09569,6.004004,2.2096006,2.0130146,0.196586
43,0.18751955,-0.038428158,"('irresponsible', 'responsible')",0.055144638,-0.09870574,0.7769006,0.67270195,0.3398549,0.1785227,0.1613322
49,0.16657862,0.22970973,"('unable', 'able')",-0.12112886,0.19402477,0.0682641,0.18814099,0.0379046,0.2039585,-0.1660539
48,-0.15251893,0.04738262,"('unintelligent', 'intelligent')",0.28292888,0.4494829,0.31589517,0.54849863,0.1487684,0.3484547,-0.1996863
55,0.14835243,-0.055254675,"('incompetent', 'clever')",0.724358,0.2732193,0.10315347,-0.037826553,0.325288,0.060046,0.265242
70,-0.14478862,-0.17624025,"('lethargic', 'energetic')",-0.18814404,-0.24168672,0.11164318,0.19962247,-0.0737632,-0.0727682,-0.000995
75,0.122179754,0.14544211,"('meek', 'impulsive')",-0.020163573,-0.20459482,-0.7142601,-0.61344904,-0.2040813,-0.2242006,0.0201193
4,0.11520457,0.3669788,"('disliked', 'liked')",0.018752892,0.42231104,-7.1534014,-6.9220304,-2.3398147,-2.0442468,-0.2955679
59,-0.110708736,0.047939762,"('foolish', 'wise')",-0.7036198,-0.3345611,0.5856347,0.7460058,-0.0762313,0.1531281,-0.2293594
12,0.10762853,0.04013445,"('unsupportive', 'supportive')",-0.48860845,-0.42155746,-1.706661,-1.5239509,-0.6958803,-0.6351246,-0.0607557
71,0.1028896,0.17956208,"('diffident', 'self-confident')",-0.15644215,-0.09051206,0.7148389,0.58477324,0.2204288,0.2246077,-0.0041789
72,0.09636873,0.08408892,"('unambitious', 'ambitious')",-0.2603997,-0.2959488,0.17043625,0.3575553,0.0021351,0.0485651,-0.04643
32,-0.09094535,-0.2664025,"('unkind', 'kind')",0.7808917,0.8427764,1.4309949,1.4485424,0.7069804,0.6749721,0.0320083
74,-0.08550127,-0.28321275,"('undedicated', 'dedicated')",0.12263326,-0.16647762,-0.14752483,-0.31528276,-0.0367976,-0.2549911,0.2181935
50,-0.045559388,-0.106987394,"('clumsy', 'skillful')",-0.96311176,-0.573089,0.47048226,0.45541447,-0.1793963,-0.0748873,-0.104509
42,0.04353118,0.016209165,"('unreliable', 'reliable')",-0.09024896,0.1866125,-3.10589,-2.9902527,-1.0508693,-0.9291437,-0.1217256
34,-0.043313935,-0.0821235,"('mean', 'honorable')",0.38170132,0.7862307,5.524038,5.5252357,1.9541418,2.0764476,-0.1223058
63,-0.02600301,0.062060446,"('unperceptive', 'insightful')",0.0056868084,0.4880966,0.92289543,1.1710494,0.3008597,0.5737355,-0.2728758
13,0.018865649,-0.107933626,"('impolite', 'polite')",-0.5937504,-0.7328423,0.57141054,0.5404383,-0.0011581,-0.1001126,0.0989545
15,0.015228679,0.13987254,"('boring', 'funny')",-0.26009127,-0.17812413,0.13635163,0.20626894,-0.0361703,0.0560058,-0.0921761
7,0.013949698,0.0877573,"('insensitive', 'sensitive')",-0.9656457,-0.5781747,0.21252728,0.38186702,-0.2463896,-0.0361835,-0.2102061
46,0.012618333,-0.15971147,"('uncompetitive', 'competitive')",-0.048950553,-0.38835245,-0.96591985,-1.0516236,-0.334084,-0.5332292,0.1991452
51,0.0017404407,0.005924627,"('uneducated', 'educated')",0.35639423,0.69262147,0.3093639,0.5249258,0.2224995,0.407824,-0.1853245
83,0.00026784837,0.13272238,"('powerless', 'powerful')",-0.45417812,-0.1326856,-0.94714755,-0.8546312,-0.4670193,-0.2848648,-0.1821545
