,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
67,0.5086196,0.5169509,"('doubtful', 'determined')",-0.022070687,-0.11234132,0.2432745,0.2023048,0.0409697
55,0.5056456,0.854925,"('incompetent', 'clever')",0.9297304,0.9778348,0.717688,0.9163799,-0.1986919
58,0.5017196,0.49408454,"('undiscriminating', 'discriminating')",0.16241303,0.10738666,0.3320663,0.3007356,0.0313307
50,-0.4998871,-0.5429387,"('clumsy', 'skillful')",0.10161543,0.13209905,-0.1991358,-0.2054198,0.006284
36,-0.48151287,-0.9838357,"('hostile', 'amicable')",-0.5584409,-0.72126675,-0.5199769,-0.8525512,0.3325743
24,0.47896755,0.5155974,"('dishonest', 'honest')",0.8789542,0.62248904,0.6789609,0.5690432,0.1099177
6,-0.46517554,-1.0006753,"('distant', 'open')",-1.4766647,-1.9556167,-0.9709201,-1.4781461,0.507226
4,-0.42177272,-0.3670809,"('disliked', 'liked')",-6.52362,-6.0319757,-3.4726963,-3.1995282,-0.2731681
20,0.41202343,0.59097624,"('rough', 'thoughtful')",0.66378343,0.61373913,0.5379034,0.6023577,-0.0644543
70,-0.40165457,-0.12206887,"('lethargic', 'energetic')",0.36188364,0.30951682,-0.0198855,0.093724,-0.1136095
77,0.38558018,0.4810642,"('unmotivated', 'motivated')",-0.9147298,-0.722897,-0.2645748,-0.1209164,-0.1436584
16,-0.37637395,-0.5688974,"('unpopular', 'popular')",0.4368227,0.33296755,0.0302244,-0.1179649,0.1481893
57,-0.37448883,-0.12456473,"('unimaginative', 'imaginative')",-2.8071108,-2.474818,-1.5907998,-1.2996913,-0.2911085
49,0.36473083,0.6637718,"('unable', 'able')",-0.4743333,-0.022575736,-0.0548012,0.320598,-0.3753992
8,0.34869087,-0.005336566,"('unaffectionate', 'affectionate')",-0.15393683,-0.30740067,0.097377,-0.1563686,0.2537456
80,0.33879584,0.6147551,"('dominated', 'dominating')",-0.22013864,-0.06453449,0.0593286,0.2751103,-0.2157817
34,0.3321516,0.48122045,"('mean', 'honorable')",4.9470377,4.906309,2.6395946,2.6937647,-0.0541701
73,0.3292016,0.25380796,"('helpless', 'self-reliant')",-3.7590668,-3.54189,-1.7149326,-1.6440409,-0.0708917
64,-0.29392827,-0.22477359,"('shy', 'confident')",-5.5593295,-5.254155,-2.9266288,-2.7394643,-0.1871645
18,-0.28889194,-0.30710346,"('disagreeable', 'welcoming')",-1.1049618,-1.2173629,-0.6969268,-0.7622331,0.0653063
0,0.2858356,0.46744505,"('unsociable', 'sociable')",-0.2124942,-0.25578383,0.0366707,0.1058306,-0.0691599
69,0.2813951,-0.019557467,"('lazy', 'industrious')",-1.613016,-1.568139,-0.6658105,-0.7938482,0.1280377
81,0.27921012,0.8039105,"('submissive', 'aggressive')",-0.15259327,0.037068233,0.0633084,0.4204894,-0.357181
88,0.26321605,0.263059,"('low', 'eminent')",0.50936115,0.5350418,0.3862886,0.3990504,-0.0127618
10,0.23973486,0.6228725,"('unsympathetic', 'sympathetic')",0.27306578,0.15503058,0.2564003,0.3889515,-0.1325512
78,0.21786061,0.25308245,"('nonresilient', 'resilient')",-0.045645673,0.09662777,0.0861075,0.1748551,-0.0887476
46,0.18852913,0.51568097,"('uncompetitive', 'competitive')",-0.28593987,-0.17518221,-0.0487054,0.1702494,-0.2189548
52,-0.16585265,-0.8590376,"('irrational', 'rational')",-0.5265757,-0.85666007,-0.3462142,-0.8578488,0.5116346
22,0.15436853,0.3455262,"('untrustworthy', 'trustworthy')",-0.7881693,-0.73387736,-0.3169004,-0.1941756,-0.1227248
43,0.13662967,0.34656492,"('irresponsible', 'responsible')",0.77826,0.76737607,0.4574448,0.5569705,-0.0995257
76,0.13490687,0.38893542,"('anxious', 'daring')",0.77127194,0.75214696,0.4530894,0.5705412,-0.1174518
5,-0.115983784,-0.5922714,"('distant', 'outgoing')",-1.8384031,-2.166294,-0.9771935,-1.3792827,0.4020892
19,0.11253108,-0.06703964,"('inhospitable', 'hospitable')",-0.5464616,-0.38302973,-0.2169653,-0.2250347,0.0080694
15,0.06868344,0.043756224,"('boring', 'funny')",0.3355865,0.58355314,0.202135,0.3136547,-0.1115197
41,-0.06465537,0.16043675,"('unforgiving', 'forgiving')",0.3236603,0.48357758,0.1295025,0.3220072,-0.1925047
13,-0.033920992,0.478124,"('impolite', 'polite')",-0.045120277,0.22253215,-0.0395206,0.3503281,-0.3898487
82,0.010313321,0.2991047,"('poor', 'rich')",6.148257,5.9296703,3.0792851,3.1143875,-0.0351024
59,0.00018525124,-0.44647637,"('foolish', 'wise')",-0.3676836,-0.5357431,-0.1837492,-0.4911097,0.3073605
