,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
86,-1.9470986,-1.9321414,"('uninfluential', 'influential')",-2.2876973,-2.2569618,0.10487204,0.18531136,-1.3766413,-1.3345973,-0.042044
88,-1.5742497,-1.5349932,"('low', 'eminent')",-1.1085081,-1.1009402,-0.25146377,-0.20038407,-0.9780739,-0.9454392,-0.0326347
1,-1.5707958,-1.5002987,"('unfriendly', 'friendly')",0.41167417,0.14818111,1.8408064,1.7173307,0.2272282,0.1217377,0.1054905
28,-1.398532,-1.5468774,"('disloyal', 'loyal')",-0.6295523,-0.6086337,1.2850997,1.1463916,-0.2476615,-0.3363732,0.0887117
9,-1.3777511,-1.3772048,"('unaffectionate', 'caring')",0.5727223,0.35888553,2.1534703,2.0128508,0.4494805,0.3315105,0.11797
53,-1.3392317,-1.155343,"('uncreative', 'creative')",0.09782607,0.108212546,-0.35577634,-0.28782952,-0.532394,-0.4449867,-0.0874073
8,-1.3156259,-1.2969047,"('unaffectionate', 'affectionate')",0.38457695,0.23882383,1.2886477,1.1786469,0.1191996,0.0401887,0.0790109
83,-1.1808933,-1.2498615,"('powerless', 'powerful')",0.10916128,0.09792215,-0.3767507,-0.4642562,-0.4828276,-0.5387319,0.0559043
0,-1.1685803,-1.1283474,"('unsociable', 'sociable')",-0.74426544,-0.69912267,0.37512785,0.3741177,-0.5125726,-0.4844508,-0.0281218
6,-1.1485492,-0.9429892,"('distant', 'open')",0.91024244,0.84299153,0.018865587,-0.034288865,-0.0731471,-0.0447622,-0.0283849
5,-1.0792726,-1.0371965,"('distant', 'outgoing')",0.81168836,0.73075193,-0.5180382,-0.58320373,-0.2618742,-0.2965494,0.0346752
58,-1.0412954,-1.2454543,"('undiscriminating', 'discriminating')",-0.41888124,-0.387912,-0.44456452,-0.4079555,-0.6349138,-0.6804406,0.0455268
10,-1.0382051,-0.9825508,"('unsympathetic', 'sympathetic')",-2.0357919,-1.9825447,0.43761075,0.5521884,-0.8787955,-0.8043024,-0.0744931
57,-1.026295,-0.8012558,"('unimaginative', 'imaginative')",-0.49570328,-0.30582857,-2.9533458,-2.7013369,-1.4917812,-1.2694737,-0.2223075
