,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.8208379,-2.048663,"('uninfluential', 'influential')",-0.38308346,-0.5559436,-1.1019607,-1.3023033,0.2003426
10,-1.6229228,-1.6506516,"('unsympathetic', 'sympathetic')",-0.1563428,0.07862204,-0.8896328,-0.7860148,-0.103618
19,-1.5834339,-1.4247572,"('inhospitable', 'hospitable')",-0.8799908,-0.955089,-1.2317123,-1.189923,-0.0417893
9,-1.4675477,-1.6094573,"('unaffectionate', 'caring')",1.0586106,0.92048967,-0.2044685,-0.3444838,0.1400153
1,-1.410837,-1.6983137,"('unfriendly', 'friendly')",1.4251555,0.9065468,0.0071592,-0.3958835,0.4030427
38,-1.3365346,-1.2422068,"('untruthful', 'truthful')",-0.5523236,-0.38054597,-0.9444291,-0.8113764,-0.1330527
45,-1.2259694,-1.103953,"('incompetent', 'competent')",-0.0747724,0.02784964,-0.6503709,-0.5380517,-0.1123192
53,-1.2232254,-1.3221854,"('uncreative', 'creative')",0.40428823,0.16630833,-0.4094686,-0.5779386,0.16847
73,1.1232697,1.1039997,"('helpless', 'self-reliant')",-2.9937148,-3.173904,-0.9352226,-1.0349522,0.0997296
63,-1.1171306,-1.0279951,"('unperceptive', 'insightful')",0.44263393,0.59216404,-0.3372484,-0.2179155,-0.1193329
12,-1.1169376,-1.2148186,"('unsupportive', 'supportive')",-2.0029328,-1.9085796,-1.5599352,-1.5616992,0.001764
0,-1.0809147,-1.2453444,"('unsociable', 'sociable')",0.032605164,-0.08345309,-0.5241548,-0.6643987,0.1402439
8,-1.0779012,-1.2300532,"('unaffectionate', 'affectionate')",0.73034775,0.5136608,-0.1737767,-0.3581962,0.1844195
52,-1.0448303,-1.3315929,"('irrational', 'rational')",0.1329576,-0.4206637,-0.4559364,-0.8761283,0.4201919
6,-1.0183027,-1.1238813,"('distant', 'open')",-0.6664058,-0.9771247,-0.8423542,-1.050503,0.2081488
69,1.0062207,0.7520012,"('lazy', 'industrious')",-0.4369529,-0.9412327,0.2846339,-0.0946157,0.3792496
11,-1.0017663,-0.9805024,"('unhelpful', 'helpful')",1.4003316,1.8386784,0.1992826,0.429088,-0.2298054
23,-0.9897404,-1.1061981,"('insincere', 'sincere')",5.498778,5.826201,2.2545187,2.3600016,-0.1054829
46,-0.97037596,-0.9891219,"('uncompetitive', 'competitive')",-0.8677726,-0.7661605,-0.9190743,-0.8776412,-0.0414331
44,0.9519775,1.0361656,"('prejudiced', 'unprejudiced')",-1.1976386,-1.1613926,-0.1228306,-0.0626135,-0.0602171
36,-0.9211662,-1.0081227,"('hostile', 'amicable')",-0.22000428,-0.7922221,-0.5705853,-0.9001724,0.3295871
39,0.9074139,0.8260347,"('exploitative', 'cooperative')",0.42968798,0.4422331,0.668551,0.6341339,0.0344171
24,-0.8734524,-0.87942183,"('dishonest', 'honest')",0.29863462,0.3727708,-0.2874089,-0.2533255,-0.0340834
43,-0.85092056,-0.88134074,"('irresponsible', 'responsible')",0.4477596,0.70658433,-0.2015805,-0.0873782,-0.1142023
61,-0.84582955,-0.98754424,"('illogical', 'logical')",0.45262355,0.19150087,-0.196603,-0.3980217,0.2014187
16,-0.82752055,-0.89245343,"('unpopular', 'popular')",0.20237964,-0.16194624,-0.3125705,-0.5271999,0.2146294
85,-0.81201327,-1.0509096,"('insignificant', 'prestigious')",-0.036485262,-0.6882957,-0.4242493,-0.8696027,0.4453534
79,-0.7945411,-0.6800179,"('wavering', 'unwavering')",-0.7854563,-0.73780614,-0.7899987,-0.708912,-0.0810867
13,-0.78450346,-0.62735075,"('impolite', 'polite')",-0.9414966,-0.7864672,-0.863,-0.7069089,-0.1560911
3,-0.7819882,-0.8666617,"('repellent', 'pleasant')",0.67364097,0.7800442,-0.0541736,-0.0433088,-0.0108648
72,-0.74165267,-0.6813482,"('unambitious', 'ambitious')",-0.3935556,-0.071267165,-0.5676041,-0.3763077,-0.1912964
66,-0.71130043,-0.8711652,"('inactive', 'active')",-0.102493905,-0.37445784,-0.4068972,-0.6228116,0.2159144
57,-0.7077691,-0.70959556,"('unimaginative', 'imaginative')",-2.6971827,-2.8125355,-1.7024759,-1.7610655,0.0585896
28,-0.68540037,-0.98935425,"('disloyal', 'loyal')",1.0336145,0.92740023,0.1741071,-0.030977,0.2050841
70,-0.6741916,-0.5412424,"('lethargic', 'energetic')",0.19344692,0.50272274,-0.2403723,-0.0192598,-0.2211125
82,-0.6725229,-0.52075386,"('poor', 'rich')",5.933395,6.0128417,2.6304359,2.7460439,-0.115608
78,-0.6599964,-0.8474078,"('nonresilient', 'resilient')",0.32154602,0.21134575,-0.1692252,-0.318031,0.1488058
71,-0.64250493,-0.71650344,"('diffident', 'self-confident')",0.377995,0.37783942,-0.132255,-0.169332,0.037077
54,-0.6420699,-0.79942304,"('incapable', 'capable')",0.63129306,0.63006765,-0.0053884,-0.0846777,0.0792893
51,-0.63892007,-0.40291387,"('uneducated', 'educated')",-0.015078716,0.11562468,-0.3269994,-0.1436446,-0.1833548
