,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
17,-0.62952185,-0.37739232,"('nasty', 'nice')",-0.61570305,-0.6099569,-0.6226125,-0.4936746,-0.1289379
5,-0.60428476,-0.6054814,"('distant', 'outgoing')",-0.84867257,-1.0565696,-0.7264787,-0.8310255,0.1045468
31,-0.5797324,-0.51185346,"('evil', 'good')",-0.7909972,-1.2993778,-0.6853648,-0.9056156,0.2202508
68,-0.56042695,-0.6818271,"('dependent', 'independent')",-0.8502502,-1.1791917,-0.7053386,-0.9305094,0.2251708
60,0.5401441,0.49431732,"('inefficient', 'efficient')",0.21306738,0.66322947,0.3766057,0.5787734,-0.2021677
18,-0.5025634,-0.39438552,"('disagreeable', 'welcoming')",-0.42702973,-0.6858023,-0.4647966,-0.5400939,0.0752973
7,-0.44575515,-0.4335916,"('insensitive', 'sensitive')",0.61253667,0.7293759,0.0833908,0.1478921,-0.0645013
77,-0.44220495,-0.7241844,"('unmotivated', 'motivated')",-1.0290946,-1.1147218,-0.7356498,-0.9194531,0.1838033
27,-0.4383951,-0.64073825,"('hardhearted', 'softhearted')",1.2356832,1.0051663,0.398644,0.182214,0.21643
41,-0.423335,-0.26738936,"('unforgiving', 'forgiving')",0.011396347,-0.05653,-0.2059693,-0.1619597,-0.0440096
4,-0.4134902,-0.12182624,"('disliked', 'liked')",-6.959232,-7.243376,-3.6863611,-3.682601,-0.0037601
48,-0.40759066,-0.56661713,"('unintelligent', 'intelligent')",1.0377967,1.1663882,0.3151031,0.2998855,0.0152176
14,0.39994043,0.6955499,"('antisocial', 'social')",0.2281208,0.2993779,0.3140306,0.4974639,-0.1834333
42,0.39418122,0.69267356,"('unreliable', 'reliable')",-3.1688223,-2.9337761,-1.3873205,-1.1205513,-0.2667692
25,-0.39402637,-0.7967888,"('egoistic', 'altruistic')",1.4729681,0.8036221,0.5394709,0.0034167,0.5360542
33,-0.39133394,-0.51268005,"('wrong', 'right')",-0.75256276,-0.98535585,-0.5719483,-0.749018,0.1770697
26,0.38703206,0.42379448,"('hardhearted', 'benevolent')",1.8040723,1.5557795,1.0955522,0.989787,0.1057652
62,-0.38472083,-0.13843578,"('incompetent', 'brilliant')",0.29776183,0.7181215,-0.0434795,0.2898429,-0.3333224
83,-0.36722493,-0.27723628,"('powerless', 'powerful')",-1.0920163,-0.79363215,-0.7296206,-0.5354342,-0.1941864
47,-0.36373138,-0.33401638,"('stupid', 'smart')",5.268963,5.506273,2.4526157,2.5861282,-0.1335125
35,0.3430945,0.31783894,"('corrupt', 'incorrupt')",-0.35159126,-0.7380997,-0.0042484,-0.2101304,0.205882
37,0.34284595,0.3464126,"('fake', 'genuine')",0.28352213,0.26294485,0.313184,0.3046787,0.0085053
58,-0.32204655,-0.38257492,"('undiscriminating', 'discriminating')",0.18892458,-0.050654076,-0.066561,-0.2166145,0.1500535
64,0.31114036,0.33778393,"('shy', 'confident')",-6.2019854,-5.982648,-2.9454224,-2.822432,-0.1229904
34,-0.28922176,-0.33733916,"('mean', 'honorable')",5.377898,5.4598756,2.5443382,2.5612683,-0.0169301
55,-0.28845423,-0.3587091,"('incompetent', 'clever')",0.61594987,0.621944,0.1637478,0.1316175,0.0321303
81,0.2737049,0.44947147,"('submissive', 'aggressive')",-0.46121222,-0.013141036,-0.0937537,0.2181652,-0.3119189
29,-0.27249047,-0.2859481,"('unfair', 'fair')",-0.5422358,-0.6918393,-0.4073631,-0.4888937,0.0815306
40,-0.26077804,-0.44844103,"('stingy', 'generous')",-1.5932994,-2.0853364,-0.9270387,-1.2668887,0.33985
56,0.2349928,0.4858411,"('impractical', 'practical')",-0.53032136,-0.05503626,-0.1476643,0.2154024,-0.3630667
59,-0.21652399,-0.16650681,"('foolish', 'wise')",0.16875184,0.0778039,-0.0238861,-0.0443515,0.0204654
76,0.21037705,0.34700036,"('anxious', 'daring')",-0.39088002,-0.10380688,-0.0902515,0.1215967,-0.2118482
87,0.16510536,0.1337475,"('unsuccessful', 'successful')",0.68251526,0.44960934,0.4238103,0.2916784,0.1321319
20,-0.14755106,-0.20908347,"('rough', 'thoughtful')",1.093354,0.94365096,0.4729015,0.3672838,0.1056177
80,0.13325487,0.24016134,"('dominated', 'dominating')",-0.9345228,-0.68019885,-0.400634,-0.2200187,-0.1806153
22,-0.12628333,0.08337436,"('untrustworthy', 'trustworthy')",-0.87881106,-0.6600612,-0.5025472,-0.2883434,-0.2142038
21,0.10890477,0.12315574,"('immoral', 'moral')",-0.2551053,-0.2430902,-0.0731003,-0.0599672,-0.0131331
32,-0.07735556,-0.0058376323,"('unkind', 'kind')",0.5735301,0.7812336,0.2480873,0.387698,-0.1396107
50,-0.058401383,-0.07928052,"('clumsy', 'skillful')",0.072750285,0.11549494,0.0071745,0.0181072,-0.0109327
49,-0.05684329,-0.05043643,"('unable', 'able')",-0.16305192,-0.059210524,-0.1099476,-0.0548235,-0.0551241
88,-0.056489084,-0.10257787,"('low', 'eminent')",-0.36698097,-0.25446486,-0.211735,-0.1785214,-0.0332136
84,-0.03994602,-0.08080552,"('inferior', 'superior')",1.045827,1.0184407,0.5029405,0.4688176,0.0341229
75,0.033085376,0.27333206,"('meek', 'impulsive')",-1.0160689,-0.9205666,-0.4914918,-0.3236173,-0.1678745
15,0.029166412,0.3275742,"('boring', 'funny')",0.013779348,0.0022979267,0.0214729,0.1649361,-0.1434632
30,0.027621318,0.25590464,"('intolerant', 'tolerant')",1.0102098,1.208158,0.5189155,0.7320313,-0.2131158
2,-0.009392873,0.09850801,"('unlikable', 'likable')",0.53041834,0.46928144,0.2605127,0.2838947,-0.023382
74,0.008859949,-0.016637707,"('undedicated', 'dedicated')",-0.14802662,-0.197068,-0.0695833,-0.1068529,0.0372696
65,0.0064626513,-0.002623422,"('insecure', 'secure')",-0.07056789,0.18487406,-0.0320526,0.0911253,-0.1231779
67,0.0042919656,0.051158957,"('doubtful', 'determined')",-0.6008065,-0.39535695,-0.2982573,-0.172099,-0.1261583
