,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
7,-0.8339576,-0.7530765,"('insensitive', 'sensitive')",-0.23453507,-0.32983473,0.3725445,0.28098407,0.52446884,0.7414692,-0.0428698,-0.0151145,-0.0277553
54,-0.7983694,-0.9288966,"('incapable', 'capable')",0.52672696,0.41254228,0.1892072,0.12867531,0.9597468,1.0965619,0.2193279,0.1772207,0.0421072
70,-0.7809634,-0.6252066,"('lethargic', 'energetic')",0.1680987,0.21267161,0.62555295,0.76482207,0.40014094,0.73690194,0.1032073,0.2722973,-0.16909
48,-0.7660802,-0.7482277,"('unintelligent', 'intelligent')",0.14874324,-0.07356654,-0.55613136,-0.6776479,0.34234938,0.2532287,-0.2077797,-0.3115534,0.1037737
88,-0.7340337,-0.83982456,"('low', 'eminent')",-0.113221906,-0.27065852,0.29319748,0.20030914,0.18026507,0.12192409,-0.0934483,-0.1970624,0.1036141
2,0.7282466,0.66980124,"('unlikable', 'likable')",1.109784,1.0671945,1.4188498,1.5133897,0.7526606,0.8775525,1.0023853,1.0319844,-0.0295991
68,-0.7038681,-0.73794776,"('dependent', 'independent')",-1.243668,-1.2935191,-0.06209615,-0.21020043,-0.4934261,-0.6082799,-0.6257645,-0.7124868,0.0867223
12,0.6990608,0.63550496,"('unsupportive', 'supportive')",2.9891186,3.2329104,1.8139397,1.8272471,-1.425805,-1.3403718,1.0190785,1.0888226,-0.0697441
55,-0.6987891,-0.6824348,"('incompetent', 'clever')",-1.0964828,-1.4045551,-0.24819541,-0.31787884,-0.35229847,-0.2254401,-0.5989414,-0.6575772,0.0586358
27,-0.6952984,-0.73863226,"('hardhearted', 'softhearted')",0.57851386,0.8326049,0.6364901,0.7752042,1.9010959,1.8108854,0.6052004,0.6700156,-0.0648152
63,-0.6944344,-0.8296141,"('unperceptive', 'insightful')",0.8469971,0.88558894,1.8751911,1.8596333,0.7896278,0.9763658,0.7043454,0.7229935,-0.0186481
33,0.6884334,0.54298645,"('wrong', 'right')",1.1391312,1.0143481,1.3513525,1.2738211,-0.14138702,-0.32947522,0.7593825,0.6254202,0.1339623
26,-0.65313154,-0.7293044,"('hardhearted', 'benevolent')",1.3798425,1.3132737,0.9683293,0.97214794,1.82519,1.7657642,0.8800576,0.8304704,0.0495872
0,-0.6381248,-0.85694945,"('unsociable', 'sociable')",0.22687575,-0.15316837,0.31908152,0.08657999,-0.64623934,-0.61904067,-0.1846017,-0.3856446,0.2010429
73,0.6376191,0.72338206,"('helpless', 'self-reliant')",1.0075676,1.0696973,-0.02339966,0.0050108656,-2.9770021,-2.9269867,-0.3388038,-0.2822241,-0.0565797
61,-0.63717705,-0.76370645,"('illogical', 'logical')",-0.14642128,-0.3651934,0.97231257,0.7402707,0.0957483,0.04233306,0.0711156,-0.086574,0.1576896
9,-0.62695396,-0.84078515,"('unaffectionate', 'caring')",1.3991754,1.4709705,0.6218833,0.47639906,1.3947544,1.359142,0.6972148,0.6164316,0.0807832
81,-0.62474763,-0.59529,"('submissive', 'aggressive')",0.18188348,-0.2604516,0.32092196,0.35068646,-1.0842024,-0.84451365,-0.3015361,-0.3373922,0.0358561
71,0.61184365,0.51627374,"('diffident', 'self-confident')",2.6858993,2.75565,1.8547959,1.9062258,0.76343954,0.85228205,1.4789946,1.5076079,-0.0286133
52,-0.6093643,-0.74138695,"('irrational', 'rational')",0.26186258,0.2142511,0.054903932,-0.089569464,0.2522624,-0.033218104,-0.0100838,-0.1624808,0.152397
43,-0.59588134,-0.79593205,"('irresponsible', 'responsible')",1.4729322,1.4131986,0.23504196,0.269325,0.19994862,0.40641397,0.3280104,0.3232514,0.004759
87,0.5925389,0.53544104,"('unsuccessful', 'successful')",0.23573732,0.080404975,0.8181941,0.96488434,0.33104593,0.5647709,0.494379,0.5363753,-0.0419963
14,-0.5744489,-0.44330537,"('antisocial', 'social')",0.010752286,-0.18790567,0.055451233,0.09456628,-1.2119675,-0.8476627,-0.4300532,-0.3460768,-0.0839764
67,0.5700129,0.6798149,"('doubtful', 'determined')",0.031098658,-0.055037554,0.61648345,0.69739944,-0.8994446,-0.69558686,0.0795376,0.1566475,-0.0771099
49,-0.554725,-0.5963046,"('unable', 'able')",-0.24463871,-0.1793268,0.07189641,0.22609173,-0.41375235,-0.25448626,-0.2853049,-0.2010065,-0.0842984
18,-0.5292393,-0.42000473,"('disagreeable', 'welcoming')",-0.30240795,-0.27489206,0.14271289,0.135533,-0.03337984,-0.06624209,-0.1805786,-0.1564015,-0.0241771
36,-0.5139766,-0.6415747,"('hostile', 'amicable')",-0.15170386,0.10101298,-0.61061704,-0.650854,0.9471394,0.56473,-0.0822895,-0.1566714,0.0743819
25,-0.49669364,-0.7176596,"('egoistic', 'altruistic')",0.2888943,0.32612473,0.77469003,0.6027988,1.7636881,1.6233803,0.5826447,0.4586611,0.1239836
37,-0.49058697,-0.34675205,"('fake', 'genuine')",0.4475397,0.41922596,0.34552434,0.39905572,0.3659762,0.5506909,0.1671133,0.2555551,-0.0884418
51,-0.4903162,-0.4666794,"('uneducated', 'educated')",0.093131006,-0.08149696,0.2842244,0.28566,0.16668993,0.22189827,0.0134323,-0.0101545,0.0235868
22,-0.4801451,-0.43444514,"('untrustworthy', 'trustworthy')",0.49482656,0.2772946,0.62503254,0.5679535,-0.84080994,-0.80440885,-0.050274,-0.0984015,0.0481275
47,-0.47030094,-0.40559128,"('stupid', 'smart')",1.4465725,1.3963605,0.7873843,0.90298116,5.4318857,5.5713143,1.7988853,1.8662663,-0.067381
41,-0.46321625,-0.5211369,"('unforgiving', 'forgiving')",0.6692909,0.580315,0.7611234,0.7997906,0.42305437,0.4008687,0.3475631,0.3149593,0.0326038
13,0.4552371,0.2902125,"('impolite', 'polite')",0.7183444,0.38168374,0.91353774,1.0759553,-0.2685863,-0.13735348,0.4546332,0.4026245,0.0520087
84,0.44107383,0.5099529,"('inferior', 'superior')",1.0015038,0.8960716,0.53451896,0.4643286,1.0174925,0.8897078,0.7486473,0.6900152,0.0586321
64,0.4325716,0.37413403,"('shy', 'confident')",0.3631585,0.12073187,0.60720843,0.56869245,-6.3738904,-6.258437,-1.242738,-1.2987196,0.0559816
46,-0.42779547,-0.50554746,"('uncompetitive', 'competitive')",0.08833283,-0.04937717,0.49349454,0.36691988,-0.85351676,-0.8279614,-0.1748712,-0.2539915,0.0791203
80,0.42057842,0.43747392,"('dominated', 'dominating')",-0.46624085,-0.6152983,0.6154264,0.831193,-1.6397121,-1.4511383,-0.267487,-0.1994424,-0.0680446
72,-0.39141047,-0.45712408,"('unambitious', 'ambitious')",0.5150635,0.24987034,-0.79174465,-0.96000916,-1.2427708,-1.1231542,-0.4777156,-0.5726043,0.0948887
62,-0.3866124,-0.37491345,"('incompetent', 'brilliant')",-0.0035963692,0.012576383,0.76732457,0.88417566,-0.48518914,-0.12120432,-0.0270183,0.1001586,-0.1271769
11,-0.38267288,-0.40278578,"('unhelpful', 'helpful')",0.0914495,0.04934302,1.547173,1.6506066,1.537497,1.629533,0.6983616,0.7316742,-0.0333126
21,-0.3779254,-0.44650853,"('immoral', 'moral')",1.1725345,0.85937566,0.7304565,0.6562166,-0.92953396,-0.6773782,0.1488829,0.0979264,0.0509565
38,-0.36588278,-0.45766416,"('untruthful', 'truthful')",0.944479,1.0602007,0.49028456,0.5106056,0.20508575,0.2018519,0.3184916,0.3287485,-0.0102569
44,0.3597936,0.4232478,"('prejudiced', 'unprejudiced')",-0.48739713,-0.28238133,0.08237245,0.26733032,-1.2970978,-1.2826303,-0.3355822,-0.2186084,-0.1169738
32,0.35582355,0.20141254,"('unkind', 'kind')",1.9140106,1.8305781,0.8610096,0.8932494,0.8861549,1.0661341,1.0042497,0.9978435,0.0064062
78,-0.34778792,-0.3959411,"('nonresilient', 'resilient')",1.3240947,1.5829805,1.6329648,1.7821105,0.21403623,0.3256564,0.7058269,0.8237016,-0.1178747
3,-0.3469236,-0.36598998,"('repellent', 'pleasant')",-1.3309047,-1.3202659,0.056923646,-0.16052978,-0.009443998,-0.03653287,-0.4075872,-0.4708296,0.0632424
83,-0.31802142,-0.34109038,"('powerless', 'powerful')",0.026052631,0.09551351,-0.44721073,-0.39736366,-1.226102,-1.115937,-0.4913204,-0.4397194,-0.051601
66,-0.30600613,-0.30212578,"('inactive', 'active')",-0.22318749,-0.0071250945,0.08215509,0.2840014,1.2252637,1.2548666,0.1945563,0.3074043,-0.112848
76,-0.27177018,-0.23678766,"('anxious', 'daring')",-0.5989205,-0.705474,-0.21507546,-0.018158894,-0.20219164,0.055304024,-0.3219894,-0.2262791,-0.0957103
77,-0.2531121,-0.41632164,"('unmotivated', 'motivated')",-0.10713479,-0.38265425,0.8074729,0.6749024,-1.3865374,-1.2556474,-0.2348279,-0.3449302,0.1101023
40,0.24279064,0.2975273,"('stingy', 'generous')",0.874269,0.87573266,0.18645611,0.020103235,-1.2152388,-1.3181672,0.0220692,-0.031201,0.0532702
16,-0.2087883,-0.087193,"('unpopular', 'popular')",-0.2963534,-0.124162525,0.280364,0.30272415,0.5903126,0.5052826,0.0913837,0.1491628,-0.0577791
30,-0.19647065,-0.10437885,"('intolerant', 'tolerant')",0.30901903,0.11714116,1.0335523,1.0577792,0.8591894,0.9996797,0.5013225,0.5175553,-0.0162328
19,-0.19134656,-0.32419106,"('inhospitable', 'hospitable')",0.40117985,0.5844469,-0.20809484,-0.10041529,0.34344715,0.24944149,0.0862964,0.1023205,-0.0160241
6,-0.18639708,-0.31127286,"('distant', 'open')",0.7686389,1.094569,-0.008005455,0.07186544,0.73101467,0.632588,0.3263128,0.3719374,-0.0456246
34,-0.17290285,-0.15715954,"('mean', 'honorable')",0.5885577,0.6866561,-0.0109747,0.03498134,5.9384947,6.0893264,1.5857937,1.6634511,-0.0776574
15,-0.17074743,-0.21778187,"('boring', 'funny')",0.47748753,0.37369868,0.09629534,0.24835455,0.28375652,0.44205323,0.171698,0.2115811,-0.0398831
24,-0.15486307,-0.29351777,"('dishonest', 'honest')",0.85430986,0.49773297,-0.7658813,-0.93083096,0.6969014,0.7606505,0.1576167,0.0085087,0.149108
50,0.1245054,0.2845215,"('clumsy', 'skillful')",0.8150522,1.0223682,0.82904005,0.9639324,0.30038366,0.28282169,0.5172453,0.6384109,-0.1211656
59,0.09997229,0.15040092,"('foolish', 'wise')",1.8093998,1.9510074,0.9810173,1.0058968,0.6331214,0.496542,0.8808777,0.9009618,-0.0200841
74,0.08722505,0.12881374,"('undedicated', 'dedicated')",0.78178006,0.855505,0.7151793,0.68966424,0.21743426,0.412384,0.4504047,0.5215917,-0.071187
60,0.07566132,-0.03368882,"('inefficient', 'efficient')",0.053442672,-0.19956031,0.9850118,0.9639907,-0.39821103,0.015535388,0.1789762,0.1865692,-0.007593
79,-0.075507246,-0.09726265,"('wavering', 'unwavering')",0.45491874,0.80852705,-0.989352,-0.80212104,0.13054436,0.13969274,-0.119849,0.012209,-0.132058
35,0.047325462,0.13780788,"('corrupt', 'incorrupt')",-0.60049254,-0.26551613,-0.045148157,0.14396596,0.49646094,0.22224367,-0.0254636,0.0596253,-0.0850889
56,-0.039159358,-0.11030794,"('impractical', 'practical')",1.1227115,0.9963427,-0.09605566,-0.0033547059,-0.7612431,-0.3951076,0.0565633,0.1218931,-0.0653298
17,0.02770999,0.113879554,"('nasty', 'nice')",-0.15925574,-0.08223094,-0.20368382,-0.22653227,-0.5533387,-0.5452815,-0.2221421,-0.1850413,-0.0371008
5,-0.025407225,-0.03972968,"('distant', 'outgoing')",0.5729594,0.886665,0.050618395,0.18264261,0.022583853,-0.020516258,0.1551886,0.2522654,-0.0970768
75,0.021128979,0.22235742,"('meek', 'impulsive')",-0.08011431,0.1544291,-1.0191053,-0.8985617,-0.4072334,-0.4489816,-0.371331,-0.2426892,-0.1286418
85,0.015272688,-0.17011869,"('insignificant', 'prestigious')",1.6679734,1.7831955,0.6029093,0.3667568,1.3051229,0.8834902,0.8978196,0.7158309,0.1819887
29,0.008735865,0.26737455,"('unfair', 'fair')",-0.02671957,0.078080535,-0.13018645,-0.26395303,-0.41996738,-0.58428264,-0.1420344,-0.1256951,-0.0163393
4,0.008010859,0.21298994,"('disliked', 'liked')",0.91583127,1.2056036,0.27096292,0.37073466,-5.7747808,-5.772591,-1.1449939,-0.9958158,-0.1491781
31,-0.001618512,0.061214846,"('evil', 'good')",-0.4437393,-0.14681938,-0.35873523,-0.34216204,-0.24733362,-0.44659466,-0.2628567,-0.2185903,-0.0442664
