,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
60,-1.1461272,-1.1662674,"('inefficient', 'efficient')",-0.06659107,-0.28388488,0.31820598,0.3208856,-0.2981708,-0.3764222,0.0782514
23,-1.0512714,-1.1177802,"('insincere', 'sincere')",-0.0145594515,-0.23929982,5.5199265,5.268919,1.4846986,1.3039463,0.1807523
15,-1.0216784,-1.0314547,"('boring', 'funny')",0.13688092,0.20630446,0.14810619,0.1506775,-0.2455638,-0.2248242,-0.0207396
31,-0.988742,-0.51649565,"('evil', 'good')",0.3300744,0.7004788,-1.0779545,-0.93511474,-0.578874,-0.2503772,-0.3284968
83,-0.97952724,-0.889001,"('powerless', 'powerful')",-0.42210785,-0.40007326,-0.8168369,-0.775572,-0.7394907,-0.6882154,-0.0512753
17,-0.9677669,-0.8403716,"('nasty', 'nice')",-0.2075446,-0.13973089,-0.5486236,-0.4765391,-0.574645,-0.4855472,-0.0890978
21,-0.9594281,-1.2338117,"('immoral', 'moral')",-1.3491913,-1.5995917,-0.022539772,-0.18106772,-0.7770531,-1.0048238,0.2277707
12,-0.95683753,-0.6255202,"('unsupportive', 'supportive')",0.23427993,0.264954,-1.751261,-1.7413014,-0.8246062,-0.7006226,-0.1239836
39,-0.9299249,-0.6408894,"('exploitative', 'cooperative')",0.45567316,0.37546638,0.46224076,0.56595725,-0.0040037,0.1001781,-0.1041818
53,-0.8986913,-0.642046,"('uncreative', 'creative')",-0.5217325,-0.37311405,0.08260149,0.083015494,-0.4459407,-0.3107149,-0.1352258
19,-0.8929768,-0.76499903,"('inhospitable', 'hospitable')",0.550505,0.64660954,-0.88513917,-0.7882065,-0.4092037,-0.3021987,-0.107005
57,-0.8854032,-0.7309037,"('unimaginative', 'imaginative')",-0.9098144,-0.8307107,-3.0476947,-2.9678433,-1.6143041,-1.5098192,-0.1044849
52,-0.8762327,-0.6439302,"('irrational', 'rational')",0.44717935,0.7643954,-0.11814138,-0.13294956,-0.1823982,-0.0041614,-0.1782368
11,-0.8467848,-0.96594757,"('unhelpful', 'helpful')",-0.7090629,-0.98354554,1.6390609,1.5301476,0.0277377,-0.1397819,0.1675196
49,-0.8264757,-0.749572,"('unable', 'able')",-0.11723737,-0.0820766,-0.64745754,-0.56344223,-0.5303902,-0.4650303,-0.0653599
56,-0.79985774,-0.7186584,"('impractical', 'practical')",0.22588946,-0.025436834,0.02104688,-0.03450223,-0.1843071,-0.2595325,0.0752254
76,0.7823554,0.6409836,"('anxious', 'daring')",0.05884891,-0.19354732,0.118515104,0.021868963,0.3199065,0.1564351,0.1634714
73,0.7651752,0.991414,"('helpless', 'self-reliant')",0.9092903,0.9920051,-2.8349397,-2.6906538,-0.3868247,-0.2357449,-0.1510798
27,-0.7611855,-0.4761601,"('hardhearted', 'softhearted')",-0.65780985,-0.6570515,0.8652102,0.8411842,-0.1845951,-0.0973425,-0.0872526
29,-0.7453814,-0.55935735,"('unfair', 'fair')",0.11707258,0.26816362,-0.07155287,-0.091167256,-0.2332872,-0.1274537,-0.1058335
88,-0.73712546,-0.6332769,"('low', 'eminent')",-0.24445428,-0.1842916,-0.50492257,-0.44215146,-0.4955008,-0.4199067,-0.0755941
20,-0.70499146,-0.73677796,"('rough', 'thoughtful')",0.21272212,0.020134075,0.66486835,0.72013795,0.057533,0.0011647,0.0563683
87,-0.65301335,-0.6468026,"('unsuccessful', 'successful')",-0.18548818,-0.19020252,0.99962896,1.1000211,0.0537091,0.087672,-0.0339629
62,-0.61236185,-0.69492084,"('incompetent', 'brilliant')",-0.98871267,-1.1129923,0.65438205,0.6292788,-0.3155641,-0.3928781,0.077314
81,-0.5691014,-0.7785738,"('submissive', 'aggressive')",-1.4406842,-1.8248904,-0.28154206,-0.37135708,-0.7637759,-0.991607,0.2278311
13,-0.5590918,-0.7201679,"('impolite', 'polite')",-0.16939287,-0.43455204,-0.8188021,-0.97389185,-0.5157622,-0.7095373,0.1937751
71,-0.5516516,-0.3566117,"('diffident', 'self-confident')",0.8668937,0.9426898,0.29377836,0.35415912,0.2030068,0.3134124,-0.1104056
82,-0.46271384,-0.73416936,"('poor', 'rich')",-0.49077946,-0.6288518,5.7696967,5.581977,1.6054012,1.4063187,0.1990825
25,-0.44738874,-0.25226557,"('egoistic', 'altruistic')",1.1897448,1.3865,1.3695331,1.4371853,0.703963,0.8571399,-0.1531769
36,-0.4379934,-0.4073526,"('hostile', 'amicable')",0.22958536,0.5009972,-0.73326397,-0.76673824,-0.3138907,-0.2243646,-0.0895261
70,-0.4217813,-0.46898082,"('lethargic', 'energetic')",-0.65695935,-0.8770395,0.08501517,0.027327187,-0.3312418,-0.4395644,0.1083226
38,-0.37798387,-0.19926056,"('untruthful', 'truthful')",0.8381772,0.86254734,-0.22482772,-0.27224115,0.0784552,0.1303486,-0.0518934
54,-0.34985003,-0.25576586,"('incapable', 'capable')",0.16996835,0.20846522,0.670705,0.7047686,0.1636078,0.219156,-0.0555482
72,-0.34692654,-0.1489014,"('unambitious', 'ambitious')",0.7458462,0.90629154,-0.2693347,-0.24786903,0.043195,0.1698404,-0.1266454
78,-0.33768642,-0.34455192,"('nonresilient', 'resilient')",0.050525807,0.007500764,-0.06887843,-0.10741228,-0.1186797,-0.1481545,0.0294748
5,-0.32724193,-0.051979225,"('distant', 'outgoing')",0.928337,1.1384047,-0.6113568,-0.42213514,-0.0034206,0.2214301,-0.2248507
4,0.31609717,0.36976144,"('disliked', 'liked')",0.31938824,0.525731,-7.0520954,-6.8868494,-2.1388699,-1.9971189,-0.141751
16,-0.31551382,-0.34665206,"('unpopular', 'popular')",-0.1830079,-0.06963876,0.21175873,0.20444477,-0.0955877,-0.0706154,-0.0249723
3,0.28690076,0.072018445,"('repellent', 'pleasant')",-0.7119963,-0.8588461,0.76790625,0.62577367,0.1142702,-0.0536847,0.1679549
2,0.26914775,0.3841629,"('unlikable', 'likable')",1.1667637,1.1870977,0.91460675,0.915193,0.7835061,0.8288178,-0.0453117
33,-0.26795238,-0.1705746,"('wrong', 'right')",1.2757696,1.4087819,-0.5878376,-0.4608735,0.1399932,0.2591113,-0.1191181
80,0.26597604,-0.022257179,"('dominated', 'dominating')",-0.6238917,-0.93066347,-0.54142725,-0.5764791,-0.299781,-0.5097999,0.2100189
69,0.23808089,0.49079368,"('lazy', 'industrious')",1.2908105,1.491107,-0.44813862,-0.22061749,0.3602509,0.5870944,-0.2268435
6,-0.20101304,0.14138563,"('distant', 'open')",1.5892696,1.8023763,-0.66836274,-0.5499666,0.2399646,0.4645985,-0.2246339
34,-0.19300151,-0.2225778,"('mean', 'honorable')",0.07856083,-0.009355599,5.1303263,5.057844,1.6719618,1.6086369,0.0633249
74,-0.19046867,0.05371225,"('undedicated', 'dedicated')",1.1399077,1.1023678,-0.22669142,-0.27835092,0.2409159,0.2925764,-0.0516605
85,-0.19035244,0.15520751,"('insignificant', 'prestigious')",1.6271541,1.9404978,-0.8958011,-0.65235126,0.1803335,0.481118,-0.3007845
40,-0.17595951,0.13652489,"('stingy', 'generous')",0.6955855,0.77281696,-2.3083298,-2.26317,-0.5962346,-0.4512761,-0.1449585
46,-0.17060678,-0.23984648,"('uncompetitive', 'competitive')",0.015312459,-0.17944932,-0.838555,-0.9413567,-0.3312831,-0.4535508,0.1222677
42,-0.1411074,-0.043873228,"('unreliable', 'reliable')",0.4870574,0.42334247,-2.8067992,-2.7987633,-0.8202831,-0.8064314,-0.0138517
64,-0.1350593,0.101109624,"('shy', 'confident')",-0.41142103,-0.38004845,-5.6035013,-5.518548,-2.0499938,-1.9324956,-0.1174982
79,0.13238771,0.36097786,"('wavering', 'unwavering')",0.77459913,1.0686458,-0.68884605,-0.62089086,0.0727136,0.2695776,-0.196864
84,0.11839897,0.065364495,"('inferior', 'superior')",0.51316875,0.6130716,0.52326626,0.60852504,0.3849447,0.428987,-0.0440423
18,0.11776813,0.2770425,"('disagreeable', 'welcoming')",0.7266401,0.81157863,-0.7113728,-0.7521291,0.0443451,0.112164,-0.0678189
51,-0.07937861,-0.5578084,"('uneducated', 'educated')",-0.29994228,-0.47906944,-0.08024141,-0.07814628,-0.1531874,-0.3716747,0.2184873
68,0.07725126,0.13727014,"('dependent', 'independent')",-0.019966187,-0.09174791,-1.14263,-1.1022109,-0.3617816,-0.3522296,-0.009552
59,-0.07109158,0.08104382,"('foolish', 'wise')",0.5685755,0.8556102,0.07215256,0.16096924,0.1898788,0.3658744,-0.1759956
66,-0.0474293,0.21524854,"('inactive', 'active')",0.4731579,0.4771109,0.13028875,0.25521904,0.1853391,0.3158595,-0.1305204
67,0.03985359,0.0724144,"('doubtful', 'determined')",0.16528395,0.14457518,-0.3219199,-0.21902168,-0.0389275,-0.0006774,-0.0382501
35,0.031825937,0.09709954,"('corrupt', 'incorrupt')",0.60251373,0.82355475,-0.93591636,-0.7548342,-0.1005256,0.0552734,-0.155799
50,-0.00857958,0.103441074,"('clumsy', 'skillful')",0.39941886,0.5048204,-0.35787457,-0.3665172,0.0109882,0.0805814,-0.0695932
