,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
10,0.6284302,1.0514015,"('unsympathetic', 'sympathetic')",-0.1312261,-0.024369009,-0.33922914,-0.2667818,0.0526583,0.2534169,-0.2007586
69,-0.58249557,-0.8915609,"('lazy', 'industrious')",0.35623175,0.26321554,-0.54113215,-0.4909736,-0.2557987,-0.3731063,0.1173076
51,0.56929356,0.6265009,"('uneducated', 'educated')",-0.14881398,-0.05087675,0.18200982,0.27061084,0.2008298,0.2820783,-0.0812485
67,-0.5415779,-0.5440403,"('doubtful', 'determined')",0.25887328,0.21143179,-0.69926655,-0.7485967,-0.3273237,-0.3604017,0.033078
57,-0.5280987,-0.10638828,"('unimaginative', 'imaginative')",0.41580015,0.5232013,-2.6646628,-2.4503856,-0.9256538,-0.6778576,-0.2477962
58,0.5262248,0.9435527,"('undiscriminating', 'discriminating')",0.64050126,0.8436032,0.17240539,0.36015296,0.4463772,0.7157696,-0.2693924
38,0.5240074,0.5631178,"('untruthful', 'truthful')",-0.04254213,0.06544822,-0.24801536,-0.12490897,0.0778166,0.1678857,-0.0900691
34,-0.51150197,-0.51347864,"('mean', 'honorable')",0.5331348,0.5989271,6.233683,6.260422,2.0851053,2.1152902,-0.0301849
41,0.49578643,0.7264532,"('unforgiving', 'forgiving')",0.06041705,0.1555507,-0.048536047,0.025060663,0.1692225,0.3023549,-0.1331324
63,0.4548618,0.8454183,"('unperceptive', 'insightful')",1.2671577,1.3864794,0.74901706,0.98637295,0.8236788,1.0727568,-0.249078
27,0.42189574,0.5128398,"('hardhearted', 'softhearted')",0.3962051,0.62198585,1.5903914,1.8795067,0.8028307,1.0047774,-0.2019467
23,0.41951323,0.6550276,"('insincere', 'sincere')",0.86932874,0.93386024,6.0242896,5.9067984,2.4377104,2.4985622,-0.0608518
15,-0.4118905,-0.3937603,"('boring', 'funny')",0.023930196,-0.08530734,0.36521718,0.37391302,-0.007581,-0.0350515,0.0274705
1,0.4101717,0.6581751,"('unfriendly', 'friendly')",0.334038,0.49484456,1.9079458,2.1719847,0.8840518,1.1083348,-0.224283
2,0.4081418,0.39315233,"('unlikable', 'likable')",1.1072545,1.0397369,0.56295353,0.63034225,0.6927833,0.6877438,0.0050395
37,-0.39889693,-0.1476695,"('fake', 'genuine')",0.12909523,0.24108121,0.53817093,0.69491184,0.0894564,0.2627745,-0.1733181
43,0.39555514,0.60258585,"('irresponsible', 'responsible')",0.28071156,0.35240898,0.4125232,0.3928121,0.36293,0.449269,-0.086339
62,0.39388838,0.69994795,"('incompetent', 'brilliant')",0.20420186,0.20559633,-0.37343746,-0.39102647,0.0748843,0.1715059,-0.0966216
46,-0.34644598,-0.044237956,"('uncompetitive', 'competitive')",0.3729719,0.3560481,-0.83762586,-0.84794515,-0.2703666,-0.1787117,-0.0916549
7,0.33281642,0.69256026,"('insensitive', 'sensitive')",1.245062,1.2695787,0.98673224,1.1641711,0.8548702,1.0421033,-0.1872331
54,0.3198685,0.180828,"('incapable', 'capable')",0.26488802,0.26809195,1.211793,1.2484738,0.5988498,0.5657979,0.0330519
80,0.26444212,0.34597743,"('dominated', 'dominating')",-0.27969414,-0.3952403,-1.2991066,-1.2582929,-0.4381195,-0.4358519,-0.0022676
59,0.25576544,0.06298867,"('foolish', 'wise')",0.36202928,0.3212225,0.37116882,0.5480677,0.3296545,0.3107596,0.0188949
50,0.2549699,0.23577225,"('clumsy', 'skillful')",0.00082535297,-0.085614786,0.21829711,0.3550073,0.1580308,0.1683882,-0.0103574
53,-0.24883102,-0.10058586,"('uncreative', 'creative')",0.68988997,0.71286416,0.8763939,1.0531089,0.439151,0.5551291,-0.1159781
8,-0.24058677,-0.14123905,"('unaffectionate', 'affectionate')",0.1191829,0.12457265,0.93740004,1.0284231,0.2719987,0.3372522,-0.0652535
64,0.22200397,0.15982085,"('shy', 'confident')",0.6455093,0.5570554,-6.8793736,-6.9618535,-2.0039535,-2.081659,0.0777055
85,0.21240225,0.24228474,"('insignificant', 'prestigious')",1.333174,1.3439349,0.79112005,1.0207535,0.7788987,0.8689911,-0.0900924
84,0.20878962,0.15618026,"('inferior', 'superior')",-0.9526349,-0.98023236,0.72327626,0.738596,-0.0068563,-0.0284854,0.0216291
79,-0.19173685,-0.2611764,"('wavering', 'unwavering')",-0.09665322,-0.18354619,0.3001276,0.25922075,0.0039125,-0.0618339,0.0657464
6,0.18515968,0.0696125,"('distant', 'open')",-0.5521739,-0.50845534,0.71073467,0.76346374,0.1145735,0.108207,0.0063665
3,-0.18441392,-0.046414647,"('repellent', 'pleasant')",-0.04013393,0.055528253,0.43755656,0.35766917,0.0710029,0.1222609,-0.051258
56,0.1786246,0.31266713,"('impractical', 'practical')",0.46806577,0.45538828,-0.69621867,-0.7989489,-0.0165094,-0.0102978,-0.0062116
47,-0.1750762,-0.19145729,"('stupid', 'smart')",0.14420271,0.21146277,5.4702115,5.4707675,1.8131127,1.8302577,-0.017145
0,-0.16370127,-0.08428395,"('unsociable', 'sociable')",-0.33733222,-0.19258012,-0.78159285,-0.73034495,-0.4275421,-0.3357364,-0.0918057
14,0.15076731,0.35220036,"('antisocial', 'social')",0.913337,1.0248103,-0.7535717,-0.75622547,0.1035109,0.2069284,-0.1034175
19,0.14670782,0.030092854,"('inhospitable', 'hospitable')",-0.43159166,-0.36270824,0.07832,0.25091806,-0.0688546,-0.0272324,-0.0416222
83,-0.14662524,0.07373315,"('powerless', 'powerful')",1.1615047,1.10992,-0.9132558,-0.8823461,0.0338746,0.1004357,-0.0665611
33,0.14554964,0.25428885,"('wrong', 'right')",0.43276995,0.55736107,-0.45012465,-0.2228736,0.0427317,0.1962588,-0.1535271
82,0.14175084,0.036848344,"('poor', 'rich')",-0.080553666,-0.1288395,5.9644094,5.8715024,2.0085355,1.9265038,0.0820317
28,0.1372202,0.43887472,"('disloyal', 'loyal')",0.14580955,0.26324502,0.7194916,0.8108752,0.3341738,0.5043316,-0.1701578
75,-0.13220498,-0.40718573,"('meek', 'impulsive')",0.045707166,-0.044958565,-0.29069835,-0.35304552,-0.1257321,-0.2683966,0.1426645
11,0.12637828,0.17357098,"('unhelpful', 'helpful')",0.3691584,0.36853895,1.8491948,1.9124676,0.7815771,0.8181925,-0.0366154
20,0.11591114,0.15034175,"('rough', 'thoughtful')",-0.35847127,-0.31435624,1.1957498,1.2010791,0.3177299,0.3456882,-0.0279583
45,-0.11041752,0.47248894,"('incompetent', 'competent')",-0.65321463,-0.4374094,-0.6604913,-0.5027476,-0.4747078,-0.1558894,-0.3188184
68,-0.09580091,-0.15381075,"('dependent', 'independent')",-1.804425,-1.6605331,-0.51389676,-0.44148523,-0.8047075,-0.751943,-0.0527645
86,-0.06269008,0.4824354,"('uninfluential', 'influential')",-0.75174856,-0.5061266,-0.4778807,-0.23935415,-0.4307731,-0.0876818,-0.3430913
52,0.057235822,-0.06747493,"('irrational', 'rational')",0.08680028,0.15148726,0.099425524,0.1907153,0.0811539,0.0915759,-0.010422
55,-0.04707121,0.39004624,"('incompetent', 'clever')",-0.42526072,-0.35417062,-0.14557095,-0.21826464,-0.2059676,-0.0607963,-0.1451713
88,-0.031208016,-0.03523412,"('low', 'eminent')",-0.39774626,-0.64186764,0.09440099,0.09054508,-0.1115178,-0.1955189,0.0840011
5,-0.030475227,-0.18595362,"('distant', 'outgoing')",-0.08224307,-0.09176826,-0.06106602,0.030754976,-0.0579281,-0.0823223,0.0243942
21,0.01583413,0.32547614,"('immoral', 'moral')",0.7411652,0.84318554,-0.7798131,-0.8034943,-0.0076046,0.1217225,-0.1293271
36,0.011621788,-0.26509416,"('hostile', 'amicable')",-0.5932152,-0.5926179,0.6438599,0.6673445,0.0207555,-0.0634559,0.0842114
