,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.8331981,-1.8882376,"('unfriendly', 'friendly')",0.47397256,0.40378186,0.0021965653,-0.21040371,-0.33343944,-0.22103351,-1.7204928,-1.7088271,2.0137508,1.7412847,-0.2328684,-0.3139059,0.0810375
42,1.6440941,1.6678553,"('unreliable', 'reliable')",1.2741601,1.2739993,1.4851733,1.5434412,1.3406247,1.2838142,0.6904205,0.71966517,-2.3906937,-1.9781884,0.6739632,0.7517644,-0.0778012
31,-1.4039866,-1.3309821,"('evil', 'good')",-1.5102661,-1.6794193,-0.08899924,-0.42999566,-3.1748364,-3.3261058,-2.2311714,-2.06886,-1.7285792,-2.0376337,-1.6896399,-1.8121661,0.1225262
36,-1.229754,-1.2219286,"('hostile', 'amicable')",-1.3287243,-1.2708235,0.61140853,0.6512099,-2.3997965,-2.157637,-2.6169522,-2.1983225,-0.07205794,-0.22769654,-1.172646,-1.0708663,-0.1017797
6,-1.161244,-1.1091502,"('distant', 'open')",0.0135531165,-0.00688963,0.33921123,0.12919405,-2.351163,-2.2940624,-1.7362696,-1.6145324,0.6082666,0.5282924,-0.7146076,-0.7278581,0.0132505
53,-1.1538463,-1.1542479,"('uncreative', 'creative')",0.9002085,0.7697181,0.31066722,0.26552922,-0.13237673,-0.26044643,-0.07463601,-0.24261469,1.9305882,1.8004549,0.2967675,0.1963989,0.1003686
76,1.1194552,1.0656737,"('anxious', 'daring')",0.7927281,0.8529564,0.9844087,1.0718048,1.4928597,1.3821266,1.2047689,0.94032645,0.8136657,1.2103902,1.067981,1.087213,-0.019232
25,-0.9724824,-0.95131916,"('egoistic', 'altruistic')",-0.69391334,-0.5590985,-0.20098755,-0.06081424,-0.7599711,-0.646253,-1.9715374,-1.7412362,0.93007565,0.80259955,-0.6114693,-0.5260203,-0.085449
62,0.9687614,0.90363294,"('incompetent', 'brilliant')",1.3535066,1.4065408,-0.48285392,-0.47921604,2.3081515,2.1918452,0.6336549,0.4834316,-0.2892262,0.07126915,0.7486658,0.7629173,-0.0142515
64,0.8893412,0.97024554,"('shy', 'confident')",1.1290672,1.0097604,0.82796717,0.88920194,0.92067254,0.67706764,0.94456434,1.0190167,-6.336746,-5.734424,-0.2708557,-0.1948553,-0.0760004
87,0.87235045,0.88827056,"('unsuccessful', 'successful')",1.5192353,1.4945837,1.2222447,1.2532588,1.7504103,1.5328131,1.0803754,0.91324216,0.5122783,0.86910367,1.1594825,1.1585453,0.0009372
39,0.83638024,0.98016346,"('exploitative', 'cooperative')",0.88152933,1.0351242,0.76119065,0.84024644,1.5865223,1.6966056,-0.24771252,0.0950255,-0.39884353,-0.29760176,0.5698444,0.7249273,-0.1550829
2,0.8348087,1.045072,"('unlikable', 'likable')",1.2148862,1.3985953,1.9190823,1.8807368,2.3873348,2.472112,0.3913068,0.6440611,0.25585204,0.48096228,1.1672119,1.3202566,-0.1530447
73,0.82266563,1.082543,"('helpless', 'self-reliant')",0.36660123,0.40086943,0.6666717,0.81698906,-0.3149876,-0.21583116,-0.3383753,0.00570219,-3.9091053,-3.5363903,-0.4510883,-0.2410196,-0.2100687
50,0.79407877,0.8720571,"('clumsy', 'skillful')",-0.1888674,-0.04698509,1.7548887,2.004045,-0.11228445,-0.10638091,0.64556223,0.84589237,0.5793974,0.77134347,0.5787959,0.7233287,-0.1445328
77,-0.7918465,-0.798824,"('unmotivated', 'motivated')",-0.6600917,-0.63702077,-0.90563554,-0.8878662,0.48556823,0.44371107,-0.09699739,-0.2528455,-1.0859935,-0.9290021,-0.5091661,-0.5103079,0.0011418
46,0.77993023,0.57429594,"('uncompetitive', 'competitive')",1.5273024,1.5678165,0.07276125,0.0762129,2.022318,2.0531976,0.81236905,0.36678496,0.07844624,0.4349795,0.8821878,0.8455479,0.0366399
86,-0.7738283,-1.0464338,"('uninfluential', 'influential')",0.67945194,0.4968795,-0.9358268,-1.1243016,1.2591629,1.1421881,-0.60355467,-0.9302343,-0.010727197,0.16520634,-0.0642203,-0.216116,0.1518957
80,0.7708821,0.52063763,"('dominated', 'dominating')",0.053143214,0.016548546,0.1821183,0.1448562,1.6048607,1.3645469,1.1021287,0.93764293,-1.7233468,-1.3386676,0.331631,0.2742608,0.0573702
20,-0.7525262,-0.7903763,"('rough', 'thoughtful')",-0.3459077,-0.26192302,0.15659668,0.02477305,0.2202692,0.36633596,-0.34857136,-0.24828634,0.7226584,0.8022479,-0.0579135,-0.0178715,-0.040042
84,0.7283553,0.5978666,"('inferior', 'superior')",-0.8320361,-0.8235036,-0.23394048,-0.13521165,-1.457065,-1.3090799,-0.79711026,-0.73316514,0.49328232,0.5334717,-0.3497524,-0.3116037,-0.0381487
5,-0.68403995,-0.62574685,"('distant', 'outgoing')",0.02327526,-0.082970545,0.29112753,0.12877712,-2.4545796,-2.4988503,-1.1544229,-1.1258342,-0.14158674,-0.2410724,-0.6867044,-0.7409496,0.0542452
27,-0.612784,-0.49545413,"('hardhearted', 'softhearted')",-0.37942192,-0.4848948,-0.20578644,-0.36816797,0.5716803,0.58194095,-0.25082994,-0.37384412,1.4630309,1.2534993,0.0976481,0.0188465,0.0788016
57,-0.6040327,-1.0106099,"('unimaginative', 'imaginative')",0.05298856,-0.17527258,-0.5588453,-0.7719191,1.2396104,1.001142,-0.0020587314,-0.4287334,-2.1109207,-1.7901301,-0.3305431,-0.5292538,0.1987107
19,-0.5975437,-0.6056571,"('inhospitable', 'hospitable')",-1.3960186,-1.3721055,-1.0523155,-1.002053,-2.326269,-2.1752133,-0.8221319,-0.7357061,-0.11158114,-0.088983566,-1.0509767,-0.9966197,-0.054357
34,-0.5808007,-0.51101816,"('mean', 'honorable')",0.31620044,0.4103276,0.19914418,0.14356118,0.90724933,1.0403875,0.15883297,0.22541411,6.392894,6.1381526,1.2322533,1.2411375,-0.0088842
52,-0.5802325,-0.49359527,"('irrational', 'rational')",-1.4184238,-1.3727794,-0.31306234,-0.30100054,-1.9626566,-2.0393481,-1.4493679,-1.3758177,-0.33596903,-0.5402384,-1.0099521,-1.0204632,0.0105111
71,0.58010703,0.61137986,"('diffident', 'self-confident')",2.4223156,2.446214,0.44693753,0.21366173,1.3325807,1.3005404,-0.9006898,-0.9559478,0.30284905,0.13846737,0.69735,0.6257192,0.0716308
70,0.57675374,0.32361332,"('lethargic', 'energetic')",0.043773927,-0.030219309,-0.5709419,-0.73919517,1.7096848,1.6716774,0.82540977,0.5491687,1.3163991,1.3219268,0.6501799,0.516162,0.1340179
47,-0.56249434,-0.61913186,"('stupid', 'smart')",1.175472,1.2621849,1.020513,0.80548936,2.2381225,2.143714,0.47826308,0.56415606,4.9955206,4.6323786,1.5575662,1.4647985,0.0927677
82,-0.548921,-0.4484235,"('poor', 'rich')",0.92586076,1.0983982,0.7304632,0.87431747,0.3596269,0.4668077,0.48922122,0.40736803,6.506361,6.3768,1.4104354,1.4625448,-0.0521094
67,0.539545,0.592115,"('doubtful', 'determined')",-0.29918256,-0.343552,-0.36960462,-0.324745,-0.2361204,-0.2542473,0.5740627,0.8721995,-0.761906,-0.68109024,-0.092201,-0.02322,-0.068981
26,-0.53578264,-0.6118892,"('hardhearted', 'benevolent')",1.8373029,1.6387126,2.1229277,1.8459939,0.08074702,0.14055634,-0.83673596,-0.88026285,1.521304,1.4520365,0.6982938,0.5975246,0.1007692
48,-0.5116404,-0.72101533,"('unintelligent', 'intelligent')",-0.2579091,-0.28894848,-1.1191037,-1.2520735,1.1304325,1.0356314,-0.7361434,-0.86666524,0.56472373,0.5976524,-0.15494,-0.2492364,0.0942964
