,conocophillips_male,conocophillips_female,tuple,average_male,average_female,male-female
10,-2.5756483,-2.6158102,"('unsympathetic', 'sympathetic')",-2.5756483,-2.6158102,0.0401619
69,2.3198748,2.2189693,"('lazy', 'industrious')",2.3198748,2.2189693,0.1009055
46,-2.068814,-1.9013498,"('uncompetitive', 'competitive')",-2.068814,-1.9013498,-0.1674642
55,-1.9949144,-1.8859671,"('incompetent', 'clever')",-1.9949144,-1.8859671,-0.1089473
85,1.8187165,1.4135088,"('insignificant', 'prestigious')",1.8187165,1.4135088,0.4052077
45,-1.8024192,-1.6344233,"('incompetent', 'competent')",-1.8024192,-1.6344233,-0.1679959
57,-1.7007773,-1.8281716,"('unimaginative', 'imaginative')",-1.7007773,-1.8281716,0.1273943
13,-1.6866883,-1.393489,"('impolite', 'polite')",-1.6866883,-1.393489,-0.2931993
86,-1.5242763,-1.7291074,"('uninfluential', 'influential')",-1.5242763,-1.7291074,0.2048311
70,-1.5065305,-1.329567,"('lethargic', 'energetic')",-1.5065305,-1.329567,-0.1769635
64,-1.4945637,-1.4393355,"('shy', 'confident')",-1.4945637,-1.4393355,-0.0552282
81,-1.4583015,-1.1693217,"('submissive', 'aggressive')",-1.4583015,-1.1693217,-0.2889798
65,-1.4555348,-1.229068,"('insecure', 'secure')",-1.4555348,-1.229068,-0.2264668
11,-1.3798418,-1.3012079,"('unhelpful', 'helpful')",-1.3798418,-1.3012079,-0.0786339
35,1.367933,1.2949136,"('corrupt', 'incorrupt')",1.367933,1.2949136,0.0730194
43,-1.363106,-1.2533818,"('irresponsible', 'responsible')",-1.363106,-1.2533818,-0.1097242
48,-1.350724,-1.4749647,"('unintelligent', 'intelligent')",-1.350724,-1.4749647,0.1242407
5,1.3442651,1.2534517,"('distant', 'outgoing')",1.3442651,1.2534517,0.0908134
0,-1.3358558,-1.3468292,"('unsociable', 'sociable')",-1.3358558,-1.3468292,0.0109734
21,-1.3255644,-1.2589973,"('immoral', 'moral')",-1.3255644,-1.2589973,-0.0665671
6,1.322243,1.1301336,"('distant', 'open')",1.322243,1.1301336,0.1921094
30,-1.3210988,-1.251137,"('intolerant', 'tolerant')",-1.3210988,-1.251137,-0.0699618
62,-1.3122634,-1.0525753,"('incompetent', 'brilliant')",-1.3122634,-1.0525753,-0.2596881
14,-1.290328,-1.1357412,"('antisocial', 'social')",-1.290328,-1.1357412,-0.1545868
51,-1.2236451,-1.1716489,"('uneducated', 'educated')",-1.2236451,-1.1716489,-0.0519962
33,1.2146274,0.9931841,"('wrong', 'right')",1.2146274,0.9931841,0.2214433
60,-1.189211,-0.8526553,"('inefficient', 'efficient')",-1.189211,-0.8526553,-0.3365557
12,-1.1539646,-1.2883029,"('unsupportive', 'supportive')",-1.1539646,-1.2883029,0.1343383
36,1.0436686,0.67174095,"('hostile', 'amicable')",1.0436686,0.6717409,0.3719277
76,-0.99264514,-0.73709166,"('anxious', 'daring')",-0.9926451,-0.7370917,-0.2555534
7,-0.9676409,-1.0139997,"('insensitive', 'sensitive')",-0.9676409,-1.0139997,0.0463588
79,0.96549165,0.87255704,"('wavering', 'unwavering')",0.9654917,0.872557,0.0929347
56,-0.9563738,-0.57301915,"('impractical', 'practical')",-0.9563738,-0.5730191,-0.3833547
80,-0.8810079,-0.7394105,"('dominated', 'dominating')",-0.8810079,-0.7394105,-0.1415974
63,-0.8724689,-0.89064026,"('unperceptive', 'insightful')",-0.8724689,-0.8906403,0.0181714
31,0.8371639,0.54962623,"('evil', 'good')",0.8371639,0.5496262,0.2875377
1,0.8013578,0.37616426,"('unfriendly', 'friendly')",0.8013578,0.3761643,0.4251935
66,0.72354746,0.45167062,"('inactive', 'active')",0.7235475,0.4516706,0.2718769
22,-0.69019014,-0.69361186,"('untrustworthy', 'trustworthy')",-0.6901901,-0.6936119,0.0034218
28,-0.6891625,-0.879689,"('disloyal', 'loyal')",-0.6891625,-0.879689,0.1905265
59,0.6714989,0.5108206,"('foolish', 'wise')",0.6714989,0.5108206,0.1606783
4,-0.6661012,-0.65870637,"('disliked', 'liked')",-0.6661012,-0.6587064,-0.0073948
34,0.6656633,0.6552952,"('mean', 'honorable')",0.6656633,0.6552952,0.0103681
47,0.63436544,0.6391,"('stupid', 'smart')",0.6343654,0.6391,-0.0047346
83,-0.63117725,-0.6717293,"('powerless', 'powerful')",-0.6311772,-0.6717293,0.0405521
58,-0.6233666,-0.84357166,"('undiscriminating', 'discriminating')",-0.6233666,-0.8435717,0.2202051
25,0.619284,0.39711604,"('egoistic', 'altruistic')",0.619284,0.397116,0.222168
75,0.61752623,0.73492473,"('meek', 'impulsive')",0.6175262,0.7349247,-0.1173985
3,-0.5776366,-0.6382809,"('repellent', 'pleasant')",-0.5776366,-0.6382809,0.0606443
20,-0.5670525,-0.6896081,"('rough', 'thoughtful')",-0.5670525,-0.6896081,0.1225556
61,-0.55975175,-0.6293361,"('illogical', 'logical')",-0.5597517,-0.6293361,0.0695844
77,-0.5517703,-0.5868873,"('unmotivated', 'motivated')",-0.5517703,-0.5868873,0.035117
49,-0.5381586,-0.5407593,"('unable', 'able')",-0.5381586,-0.5407593,0.0026007
2,0.5319493,0.5348511,"('unlikable', 'likable')",0.5319493,0.5348511,-0.0029018
24,-0.4879512,-0.5425581,"('dishonest', 'honest')",-0.4879512,-0.5425581,0.0546069
84,-0.4721931,-0.55218625,"('inferior', 'superior')",-0.4721931,-0.5521863,0.0799932
71,0.45911908,0.23676395,"('diffident', 'self-confident')",0.4591191,0.236764,0.2223551
8,-0.43976557,-0.7331149,"('unaffectionate', 'affectionate')",-0.4397656,-0.7331149,0.2933493
78,-0.43535733,-0.56235576,"('nonresilient', 'resilient')",-0.4353573,-0.5623558,0.1269985
41,-0.43450683,-0.6536724,"('unforgiving', 'forgiving')",-0.4345068,-0.6536724,0.2191656
42,-0.4341483,-0.32279664,"('unreliable', 'reliable')",-0.4341483,-0.3227966,-0.1113517
18,-0.43101817,-0.68950546,"('disagreeable', 'welcoming')",-0.4310182,-0.6895055,0.2584873
50,0.41032988,0.29665062,"('clumsy', 'skillful')",0.4103299,0.2966506,0.1136793
44,0.39178237,0.5810246,"('prejudiced', 'unprejudiced')",0.3917824,0.5810246,-0.1892422
39,0.37364274,0.32126895,"('exploitative', 'cooperative')",0.3736427,0.3212689,0.0523738
68,-0.35326684,-0.3740088,"('dependent', 'independent')",-0.3532668,-0.3740088,0.020742
72,-0.35131732,-0.41931558,"('unambitious', 'ambitious')",-0.3513173,-0.4193156,0.0679983
82,0.3405114,0.49915335,"('poor', 'rich')",0.3405114,0.4991533,-0.1586419
23,0.3242231,0.26060715,"('insincere', 'sincere')",0.3242231,0.2606072,0.0636159
27,0.32163367,0.098750025,"('hardhearted', 'softhearted')",0.3216337,0.09875,0.2228837
26,0.31853375,0.03139641,"('hardhearted', 'benevolent')",0.3185337,0.0313964,0.2871373
52,0.3102761,-0.01296686,"('irrational', 'rational')",0.3102761,-0.0129669,0.323243
67,0.27739134,0.3945604,"('doubtful', 'determined')",0.2773913,0.3945604,-0.1171691
74,-0.25936326,-0.3276029,"('undedicated', 'dedicated')",-0.2593633,-0.3276029,0.0682396
32,0.25928253,0.18075667,"('unkind', 'kind')",0.2592825,0.1807567,0.0785258
38,-0.257159,-0.25894076,"('untruthful', 'truthful')",-0.257159,-0.2589408,0.0017818
54,0.25186524,0.096363574,"('incapable', 'capable')",0.2518652,0.0963636,0.1555016
19,-0.23340508,-0.32448736,"('inhospitable', 'hospitable')",-0.2334051,-0.3244874,0.0910823
9,-0.22239019,-0.57063985,"('unaffectionate', 'caring')",-0.2223902,-0.5706398,0.3482496
16,0.19436547,0.13037209,"('unpopular', 'popular')",0.1943655,0.1303721,0.0639934
88,-0.18131307,-0.34381855,"('low', 'eminent')",-0.1813131,-0.3438185,0.1625054
29,-0.15269673,-0.20130324,"('unfair', 'fair')",-0.1526967,-0.2013032,0.0486065
15,0.14963844,0.17920187,"('boring', 'funny')",0.1496384,0.1792019,-0.0295635
17,0.13343558,0.0926834,"('nasty', 'nice')",0.1334356,0.0926834,0.0407522
37,-0.12533605,-0.16184911,"('fake', 'genuine')",-0.1253361,-0.1618491,0.036513
87,0.11896919,0.27892682,"('unsuccessful', 'successful')",0.1189692,0.2789268,-0.1599576
73,0.08860051,0.21299616,"('helpless', 'self-reliant')",0.0886005,0.2129962,-0.1243957
40,0.06636292,-0.157731,"('stingy', 'generous')",0.0663629,-0.157731,0.2240939
53,-0.0366578,-0.34286046,"('uncreative', 'creative')",-0.0366578,-0.3428605,0.3062027
