,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,male-female
29,0.38299656,0.29903463,"('unfair', 'fair')",-0.41634607,-0.49056226,-0.0166748,-0.0957638,0.079089
30,0.36072004,0.3885579,"('intolerant', 'tolerant')",0.303365,0.35685715,0.3320425,0.3727075,-0.040665
43,-0.35946184,-0.45892456,"('irresponsible', 'responsible')",0.3832596,0.50536096,0.0118989,0.0232182,-0.0113193
3,-0.3222354,-0.2718889,"('repellent', 'pleasant')",1.4637822,1.3290347,0.5707734,0.5285729,0.0422005
27,0.31900373,0.22109234,"('hardhearted', 'softhearted')",0.9236674,0.92236674,0.6213356,0.5717295,0.0496061
16,0.3020429,0.08898732,"('unpopular', 'popular')",0.20076954,0.12255998,0.2514062,0.1057737,0.1456325
82,-0.27306327,-0.054393746,"('poor', 'rich')",6.5316763,6.754716,3.1293066,3.3501611,-0.2208545
87,0.2637657,0.37114766,"('unsuccessful', 'successful')",1.3846266,1.3863208,0.8241962,0.8787342,-0.054538
4,-0.2569112,-0.42873004,"('disliked', 'liked')",-7.848452,-7.8374605,-4.0526814,-4.1330953,0.0804139
68,-0.25624025,-0.17295435,"('dependent', 'independent')",-0.7736411,-0.7273081,-0.5149407,-0.4501312,-0.0648095
47,-0.24863574,-0.10953971,"('stupid', 'smart')",4.965281,5.3150945,2.3583226,2.6027775,-0.2444549
21,-0.24445082,-0.20476142,"('immoral', 'moral')",0.13400859,-0.13016698,-0.0552211,-0.1674642,0.1122431
31,0.23767897,0.037103884,"('evil', 'good')",-1.6774526,-1.5989124,-0.7198868,-0.7809042,0.0610174
19,0.23563902,0.119255766,"('inhospitable', 'hospitable')",-0.6046136,-0.6005476,-0.1844873,-0.2406459,0.0561586
38,0.20740226,0.22571144,"('untruthful', 'truthful')",-0.4571352,-0.14938676,-0.1248665,0.0381623,-0.1630288
14,-0.19667155,-0.0979461,"('antisocial', 'social')",0.29828167,0.061661024,0.0508051,-0.0181425,0.0689476
28,-0.18973024,-0.31578,"('disloyal', 'loyal')",1.1629791,1.1755956,0.4866244,0.4299078,0.0567166
69,-0.15857767,-0.11481813,"('lazy', 'industrious')",-1.7407211,-1.6765041,-0.9496494,-0.8956611,-0.0539883
55,-0.12587358,-0.07983976,"('incompetent', 'clever')",1.0924189,1.0591884,0.4832727,0.4896743,-0.0064016
60,-0.1255488,0.12197319,"('inefficient', 'efficient')",0.5139351,0.55658597,0.1941932,0.3392796,-0.1450864
15,0.11101259,-0.03824685,"('boring', 'funny')",-0.6474208,-0.5483745,-0.2682041,-0.2933107,0.0251066
35,0.08552311,0.021690838,"('corrupt', 'incorrupt')",-1.4760284,-1.3917805,-0.6952527,-0.6850448,-0.0102079
77,-0.07229021,-0.10870587,"('unmotivated', 'motivated')",-0.5085764,-0.7833946,-0.2904333,-0.4460502,0.1556169
32,-0.06297968,-0.117540434,"('unkind', 'kind')",0.80533886,0.8677834,0.3711796,0.3751215,-0.0039419
79,0.06165048,0.045761537,"('wavering', 'unwavering')",-0.7510076,-0.70090336,-0.3446786,-0.3275709,-0.0171077
58,0.05903803,-0.016320378,"('undiscriminating', 'discriminating')",0.16521485,0.13096312,0.1121264,0.0573214,0.054805
62,-0.054301877,0.33808905,"('incompetent', 'brilliant')",0.7067526,1.0491889,0.3262254,0.6936389,-0.3674135
7,-0.016937481,-0.070465975,"('insensitive', 'sensitive')",0.7794164,0.82946724,0.3812394,0.3795006,0.0017388
40,0.008699924,-0.16754535,"('stingy', 'generous')",-2.0885468,-2.0175068,-1.0399234,-1.0925261,0.0526027
