,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,0.786372,0.6659189,"('exploitative', 'cooperative')",0.18155964,0.222065,0.4839658,0.443992,0.0399738
30,0.7487443,0.53208655,"('intolerant', 'tolerant')",1.2539281,1.0058588,1.0013362,0.7689726,0.2323636
23,-0.7334966,-1.0475203,"('insincere', 'sincere')",5.9002953,5.4302444,2.5833993,2.1913621,0.3920372
26,-0.7317882,-0.4830165,"('hardhearted', 'benevolent')",1.5513548,1.5168259,0.4097833,0.5169047,-0.1071214
38,-0.72858655,-0.66214097,"('untruthful', 'truthful')",-0.4231263,-0.4957946,-0.5758564,-0.5789678,0.0031114
57,-0.72509336,-1.0040356,"('unimaginative', 'imaginative')",-2.9795918,-2.8162801,-1.8523426,-1.9101579,0.0578153
85,-0.72034097,-0.74433255,"('insignificant', 'prestigious')",-0.16554575,-0.33461297,-0.4429434,-0.5394728,0.0965294
63,-0.6989534,-0.8958877,"('unperceptive', 'insightful')",0.5788356,0.70726794,-0.0600589,-0.0943099,0.034251
44,0.69795763,0.42521912,"('prejudiced', 'unprejudiced')",-1.4903435,-1.4777206,-0.3961929,-0.5262507,0.1300578
10,-0.67679626,-1.0057104,"('unsympathetic', 'sympathetic')",-0.14905222,-0.09927748,-0.4129242,-0.5524939,0.1395697
18,-0.6747885,-0.81850064,"('disagreeable', 'welcoming')",-0.4487701,-0.7145816,-0.5617793,-0.7665411,0.2047618
50,-0.6649857,-0.66706514,"('clumsy', 'skillful')",0.0010938421,0.05545117,-0.3319459,-0.305807,-0.0261389
75,-0.6526358,-0.4919157,"('meek', 'impulsive')",-0.99694705,-0.9206435,-0.8247914,-0.7062796,-0.1185118
54,-0.6335374,-0.98099196,"('incapable', 'capable')",0.56068605,0.27405176,-0.0364257,-0.3534701,0.3170444
35,-0.5783057,-0.3714836,"('corrupt', 'incorrupt')",-0.7528805,-0.81490403,-0.6655931,-0.5931938,-0.0723993
84,0.5585751,0.6559552,"('inferior', 'superior')",1.1132971,1.2924833,0.8359361,0.9742193,-0.1382832
67,0.54500896,0.23503338,"('doubtful', 'determined')",-0.43736964,-0.621416,0.0538197,-0.1931913,0.247011
87,0.5419395,0.03312805,"('unsuccessful', 'successful')",0.9985771,0.91481906,0.7702583,0.4739735,0.2962848
45,-0.53279746,-0.60785425,"('incompetent', 'competent')",0.22532168,0.032378606,-0.1537379,-0.2877378,0.1339999
64,0.525582,0.15867727,"('shy', 'confident')",-6.2612004,-6.021451,-2.8678093,-2.9313869,0.0635776
82,-0.52023524,-0.7847443,"('poor', 'rich')",6.313425,5.801798,2.896595,2.5085268,0.3880682
74,-0.5090707,-0.43593824,"('undedicated', 'dedicated')",-0.23460142,-0.23628986,-0.3718361,-0.336114,-0.0357221
28,-0.5032719,-0.41547802,"('disloyal', 'loyal')",1.070952,0.95437527,0.2838401,0.2694486,0.0143915
16,-0.4990343,-0.8280575,"('unpopular', 'popular')",0.36963052,0.18051802,-0.0647019,-0.3237697,0.2590678
2,0.49166816,-0.11310002,"('unlikable', 'likable')",0.51556563,0.2863283,0.5036169,0.0866141,0.4170028
52,-0.48767802,-0.3136436,"('irrational', 'rational')",0.007856177,-0.2602958,-0.2399109,-0.2869697,0.0470588
49,0.45574716,0.3753606,"('unable', 'able')",0.19587258,0.061260164,0.3258099,0.2183104,0.1074995
68,-0.45197305,-0.37630555,"('dependent', 'independent')",-0.6523197,-0.61331254,-0.5521464,-0.494809,-0.0573374
29,-0.43958345,-0.38694355,"('unfair', 'fair')",-0.27062106,-0.37830076,-0.3551022,-0.3826222,0.02752
21,0.43516138,0.14710191,"('immoral', 'moral')",0.004477853,-0.051428236,0.2198196,0.0478368,0.1719828
47,-0.37910113,-0.40546566,"('stupid', 'smart')",5.3259406,5.06257,2.4734197,2.3285522,0.1448675
55,0.36170772,0.16040727,"('incompetent', 'clever')",0.680918,0.6259874,0.5213128,0.3931974,0.1281154
69,0.35332134,0.30669677,"('lazy', 'industrious')",-0.81186426,-0.774187,-0.2292715,-0.2337451,0.0044736
56,0.34063137,-0.00022884458,"('impractical', 'practical')",-0.12432024,-0.3335091,0.1081556,-0.166869,0.2750246
83,-0.33502197,-0.17632455,"('powerless', 'powerful')",-0.9618089,-0.7429353,-0.6484154,-0.4596299,-0.1887855
4,0.32686326,0.314716,"('disliked', 'liked')",-6.775944,-6.5805273,-3.2245405,-3.1329057,-0.0916348
40,-0.31333035,-0.1383539,"('stingy', 'generous')",-2.0284965,-1.7724097,-1.1709135,-0.9553818,-0.2155317
12,-0.31140625,-0.38453385,"('unsupportive', 'supportive')",-2.0538921,-2.065387,-1.1826491,-1.2249604,0.0423113
70,-0.3091031,-0.72979236,"('lethargic', 'energetic')",0.3876392,0.36289963,0.039268,-0.1834464,0.2227144
34,-0.3021109,-0.35342926,"('mean', 'honorable')",5.7808323,5.642775,2.7393608,2.6446729,0.0946879
7,-0.30107045,-0.5186615,"('insensitive', 'sensitive')",0.49425057,0.43912986,0.0965901,-0.0397658,0.1363559
24,-0.2781976,-0.3937407,"('dishonest', 'honest')",0.44804347,0.33017686,0.0849229,-0.0317819,0.1167048
13,-0.27785784,-0.5859007,"('impolite', 'polite')",-0.6553555,-0.7850905,-0.4666067,-0.6854956,0.2188889
60,0.27293524,-0.14082222,"('inefficient', 'efficient')",0.33754197,0.40179121,0.3052386,0.1304845,0.1747541
46,-0.2718457,-0.6735138,"('uncompetitive', 'competitive')",-0.48303765,-0.3919484,-0.3774417,-0.5327311,0.1552894
37,-0.26136088,-0.13618645,"('fake', 'genuine')",-0.17948702,0.1674736,-0.220424,0.0156436,-0.2360676
41,-0.2542169,-0.36890122,"('unforgiving', 'forgiving')",0.0860971,-0.059808888,-0.0840599,-0.2143551,0.1302952
0,0.23487346,-0.33394414,"('unsociable', 'sociable')",0.39117995,0.040076166,0.3130267,-0.146934,0.4599607
25,-0.23233809,-0.28179798,"('egoistic', 'altruistic')",1.209257,1.0205476,0.4884595,0.3693748,0.1190847
22,0.21290474,0.025703685,"('untrustworthy', 'trustworthy')",-0.6255816,-0.65475607,-0.2063384,-0.3145262,0.1081878
76,-0.19881839,-0.675378,"('anxious', 'daring')",-0.068783335,-0.10660189,-0.1338009,-0.39099,0.2571891
48,0.1687222,0.100119464,"('unintelligent', 'intelligent')",1.058466,1.0674244,0.6135941,0.5837719,0.0298222
51,-0.16771725,-0.40335897,"('uneducated', 'educated')",0.5351502,0.42257038,0.1837165,0.0096057,0.1741108
80,0.15866087,-0.1342521,"('dominated', 'dominating')",-0.81775755,-0.6668994,-0.3295483,-0.4005758,0.0710275
17,-0.15186314,-0.5313773,"('nasty', 'nice')",-0.37342653,-0.50475127,-0.2626448,-0.5180643,0.2554195
32,-0.14909424,-0.5541027,"('unkind', 'kind')",0.78740585,0.64862204,0.3191558,0.0472597,0.2718961
71,-0.12601039,-0.20658469,"('diffident', 'self-confident')",0.2747861,0.045518786,0.0743879,-0.080533,0.1549209
11,-0.117414564,-0.53212184,"('unhelpful', 'helpful')",1.7238357,1.541474,0.8032106,0.5046761,0.2985345
88,0.105263956,-0.7298129,"('low', 'eminent')",0.24754699,-0.21688955,0.1764055,-0.4733512,0.6497567
15,0.08445757,-0.37513265,"('boring', 'funny')",0.16821444,-0.13672261,0.126336,-0.2559276,0.3822636
77,-0.075947836,-0.30259573,"('unmotivated', 'motivated')",-1.0446153,-0.9164635,-0.5602816,-0.6095296,0.049248
73,0.058295254,0.268659,"('helpless', 'self-reliant')",-3.3511157,-3.039493,-1.6464102,-1.385417,-0.2609932
59,0.057291567,0.25367248,"('foolish', 'wise')",-0.087761104,-0.1738064,-0.0152348,0.039933,-0.0551678
61,-0.044542827,-0.4469652,"('illogical', 'logical')",0.7366428,0.36739892,0.34605,-0.0397831,0.3858331
42,0.024353152,-0.26626587,"('unreliable', 'reliable')",-3.2613003,-3.2922308,-1.6184735,-1.7792484,0.1607749
3,0.013087923,-0.06514485,"('repellent', 'pleasant')",0.86990297,0.9402639,0.4414954,0.4375595,0.0039359
20,0.011220418,0.31073523,"('rough', 'thoughtful')",0.9433453,1.1673312,0.4772829,0.7390332,-0.2617503
33,0.00841352,0.18070233,"('wrong', 'right')",-1.0931424,-1.2537212,-0.5423644,-0.5365095,-0.0058549
65,-0.0034239367,-0.21875377,"('insecure', 'secure')",-0.059816644,-0.06701686,-0.0316203,-0.1428853,0.111265
