,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
12,2.2354896,2.0710328,"('unsupportive', 'supportive')",1.0040594,0.8062536,1.2136892,1.1284249,-1.5897692,-1.6313946,0.7158673,0.5935792,0.1222881
42,2.107682,1.9525896,"('unreliable', 'reliable')",0.9603187,1.059329,1.0096228,0.98724496,-1.8868495,-1.9376725,0.5476935,0.5153728,0.0323207
2,2.1052723,2.130801,"('unlikable', 'likable')",1.1059009,1.3172275,2.528892,2.6256003,0.8878233,1.0742838,1.6569721,1.7869782,-0.1300061
83,1.7719266,1.7311196,"('powerless', 'powerful')",0.12512432,0.19163269,0.9099979,0.8674371,-0.7197039,-0.71379435,0.5218362,0.5190988,0.0027374
74,1.7207353,1.5134199,"('undedicated', 'dedicated')",0.496229,0.32845387,0.66427445,0.6831343,0.04670865,0.0627842,0.7319868,0.6469481,0.0850387
63,1.6399345,1.3914454,"('unperceptive', 'insightful')",0.613536,0.6813354,1.0793225,0.9104667,0.9617429,0.87064654,1.0736339,0.9634735,0.1101604
56,1.4366182,1.2446141,"('impractical', 'practical')",0.9127602,0.8971762,0.33828777,0.33937725,-0.27889287,-0.1140896,0.6021934,0.5917695,0.0104239
70,1.3793718,1.1427854,"('lethargic', 'energetic')",0.080273144,0.04474301,0.09716805,-0.029798092,1.0343517,0.8353482,0.6477911,0.4982696,0.1495215
76,1.3633238,1.2012465,"('anxious', 'daring')",-0.010622678,0.09309919,-0.13187651,-0.22534388,0.2999769,0.342417,0.3802004,0.3528547,0.0273457
39,1.3351034,1.554688,"('exploitative', 'cooperative')",1.2561222,1.3221859,0.82636976,1.0111151,0.1890389,0.2651166,0.9016586,1.0382764,-0.1366178
62,1.2482941,1.1366111,"('incompetent', 'brilliant')",0.40238044,0.64455104,0.4066808,0.41583824,0.42685446,0.51110625,0.6210524,0.6770267,-0.0559743
61,1.2117411,1.27288,"('illogical', 'logical')",-0.497258,-0.34069693,1.0362374,1.165981,0.4266393,0.4494373,0.54434,0.6369004,-0.0925604
72,1.1266284,0.9605262,"('unambitious', 'ambitious')",-0.32969376,-0.3620517,-0.18953593,-0.2125606,-0.71904975,-0.6978954,-0.0279128,-0.0779954,0.0500826
9,1.1117303,1.0757483,"('unaffectionate', 'caring')",-0.46196505,-0.60949075,1.2969337,1.3837323,0.775596,0.68983805,0.6805737,0.634957,0.0456167
71,1.1106354,1.0664922,"('diffident', 'self-confident')",1.3364604,0.9283285,1.8560301,1.8062044,0.21004152,0.05605437,1.1282918,0.9642699,0.1640219
25,-1.0678918,-1.0703999,"('egoistic', 'altruistic')",-0.9770265,-1.0529315,0.21701735,0.28319722,0.8216774,0.86908346,-0.2515559,-0.2427627,-0.0087932
73,1.0585957,1.1076002,"('helpless', 'self-reliant')",1.2889853,1.3929706,1.482948,1.5405781,-3.0701916,-3.151534,0.1900843,0.2224038,-0.0323195
43,1.0384798,0.8942527,"('irresponsible', 'responsible')",0.3265153,0.29115748,0.55238265,0.61288315,0.5804777,0.6858694,0.6244639,0.6210407,0.0034232
36,-1.01489,-0.944964,"('hostile', 'amicable')",-0.3189573,-0.3530482,0.24368031,0.35697535,-0.730465,-0.71754485,-0.455158,-0.4146454,-0.0405126
54,1.0024999,1.0371331,"('incapable', 'capable')",0.056173764,-0.01310402,1.1713626,1.22884,0.19441333,0.27850497,0.6061124,0.6328435,-0.0267311
29,0.99143463,0.9268853,"('unfair', 'fair')",-0.11024057,-0.21121496,-0.38466138,-0.3479062,-0.5107617,-0.4693676,-0.0035572,-0.0254009,0.0218437
11,0.9885633,0.9972723,"('unhelpful', 'helpful')",0.36840948,0.42477113,-0.13388437,-0.097867735,2.0878894,2.1408458,0.8277445,0.8662554,-0.0385109
14,0.9622083,1.1715512,"('antisocial', 'social')",-0.18120532,0.0029132348,1.4092009,1.5551957,-0.065478325,0.13992135,0.5311814,0.7173954,-0.186214
51,0.95600426,0.72279626,"('uneducated', 'educated')",0.3763318,0.18059884,-0.28174603,-0.46073946,1.1134648,0.9402668,0.5410137,0.3457306,0.1952831
85,0.9537173,0.91676193,"('insignificant', 'prestigious')",-0.41034818,-0.5607597,2.0698628,2.0547557,-0.5411574,-0.41602892,0.5180186,0.4986823,0.0193363
32,0.9454679,1.010329,"('unkind', 'kind')",0.47289407,0.5489932,0.095910564,0.15679361,0.8787067,1.1059777,0.5982448,0.7055234,-0.1072786
33,0.91713065,0.8480839,"('wrong', 'right')",0.92219853,0.81971896,1.3297678,1.2691588,-1.2957919,-1.418489,0.4683263,0.3796182,0.0887081
58,0.9034611,0.5746768,"('undiscriminating', 'discriminating')",-0.61011785,-0.7424257,1.3579427,1.1795124,0.4121226,0.21616451,0.5158521,0.306982,0.2088701
60,0.89626616,0.7785777,"('inefficient', 'efficient')",-0.23853964,-0.100967735,-0.19326478,-0.20121509,0.3305347,0.52160126,0.1987491,0.249499,-0.0507499
24,0.8741751,0.75812405,"('dishonest', 'honest')",0.19874299,0.22398314,0.18450418,0.40140423,0.39454126,0.64750266,0.4129909,0.5077535,-0.0947626
7,0.86514556,0.8549181,"('insensitive', 'sensitive')",-0.15658677,-0.14592338,0.5393213,0.5107552,0.70763004,0.69575214,0.4888775,0.4788755,0.010002
