,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.6028596,-1.4457775,"('incompetent', 'competent')",-0.70168954,-0.6319851,-1.1522746,-1.0388813,-0.1133933
10,-1.2558576,-1.1628417,"('unsympathetic', 'sympathetic')",-0.81356466,-0.734937,-1.0347111,-0.9488894,-0.0858217
70,-1.2404379,-1.2115,"('lethargic', 'energetic')",0.21560921,0.40769917,-0.5124143,-0.4019004,-0.1105139
82,-1.1513672,-1.0317484,"('poor', 'rich')",6.2729063,6.4768767,2.5607696,2.7225642,-0.1617946
57,-1.1378331,-1.0285321,"('unimaginative', 'imaginative')",-2.9856534,-3.079608,-2.0617433,-2.05407,-0.0076733
73,1.1013967,1.1513352,"('helpless', 'self-reliant')",-2.9796445,-3.1314523,-0.9391239,-0.9900585,0.0509346
85,1.0897185,0.9815241,"('insignificant', 'prestigious')",0.760364,0.56514794,0.9250412,0.7733361,0.1517051
55,-1.079937,-1.0230234,"('incompetent', 'clever')",-0.38957894,-0.48400134,-0.734758,-0.7535124,0.0187544
68,-1.0617758,-1.2117739,"('dependent', 'independent')",-0.5163841,-0.58627313,-0.78908,-0.8990235,0.1099435
22,-1.0422293,-0.9904499,"('untrustworthy', 'trustworthy')",-1.3148282,-1.2132158,-1.1785288,-1.1018329,-0.0766959
53,-1.0397372,-1.029652,"('uncreative', 'creative')",0.56716174,0.6302277,-0.2362877,-0.1997122,-0.0365755
78,-0.93951577,-0.8783416,"('nonresilient', 'resilient')",0.33227214,0.30950025,-0.3036218,-0.2844207,-0.0192011
46,-0.9097728,-0.8818594,"('uncompetitive', 'competitive')",-0.84249,-0.9967541,-0.8761314,-0.9393067,0.0631753
28,-0.8768312,-0.8274487,"('disloyal', 'loyal')",0.5614951,0.5816997,-0.157668,-0.1228745,-0.0347935
39,0.85596913,0.81628174,"('exploitative', 'cooperative')",-0.13621521,-0.12390104,0.359877,0.3461903,0.0136867
69,0.8315332,0.84400564,"('lazy', 'industrious')",-0.56033814,-0.43787685,0.1355975,0.2030644,-0.0674669
18,-0.8131724,-0.8337462,"('disagreeable', 'welcoming')",-0.54808015,-0.4568262,-0.6806263,-0.6452862,-0.0353401
8,-0.8031788,-1.087344,"('unaffectionate', 'affectionate')",0.34641486,0.35092908,-0.228382,-0.3682075,0.1398255
6,-0.79252714,-0.84365124,"('distant', 'open')",0.32405686,0.31092912,-0.2342351,-0.2663611,0.032126
13,-0.7806747,-0.643388,"('impolite', 'polite')",-0.5868997,-0.35885185,-0.6837872,-0.5011199,-0.1826673
83,0.7511916,0.7580773,"('powerless', 'powerful')",-0.82863325,-0.9562202,-0.0387208,-0.0990714,0.0603506
33,0.74664164,0.77123,"('wrong', 'right')",-0.30257288,-0.43658775,0.2220344,0.1673211,0.0547133
19,-0.72919065,-0.7284061,"('inhospitable', 'hospitable')",0.06530638,0.2272159,-0.3319421,-0.2505951,-0.081347
86,-0.710164,-0.7525138,"('uninfluential', 'influential')",-0.5669372,-0.7182381,-0.6385506,-0.735376,0.0968254
1,-0.694228,-0.801857,"('unfriendly', 'friendly')",1.8285834,1.6798903,0.5671777,0.4390166,0.1281611
41,-0.69349056,-0.5347851,"('unforgiving', 'forgiving')",-0.48150826,-0.45177305,-0.5874994,-0.4932791,-0.0942203
