,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.68387425,-0.5341386,"('uneducated', 'educated')",0.48397,0.4747247,-0.0999521,-0.029707,-0.0702451
2,0.6632493,0.6792911,"('unlikable', 'likable')",0.9441347,0.860567,0.803692,0.7699291,0.0337629
3,-0.63032067,-0.5908267,"('repellent', 'pleasant')",0.041797392,-0.03538148,-0.2942616,-0.3131041,0.0188425
84,0.59948,0.5729184,"('inferior', 'superior')",1.0520492,0.85332286,0.8257645,0.7131206,0.1126439
43,-0.5754292,-0.61694795,"('irresponsible', 'responsible')",0.2257277,0.25462794,-0.1748507,-0.18116,0.0063093
31,-0.54810745,-0.5908262,"('evil', 'good')",-1.0452816,-1.0594168,-0.7966945,-0.8251215,0.028427
7,-0.5422125,-0.39337295,"('insensitive', 'sensitive')",0.12351846,0.2531183,-0.209347,-0.0701273,-0.1392197
71,0.5298694,0.58630097,"('diffident', 'self-confident')",0.35151327,0.43857294,0.4406913,0.512437,-0.0717457
63,-0.52690685,-0.38264906,"('unperceptive', 'insightful')",0.5966591,0.7292567,0.0348761,0.1733038,-0.1384277
0,-0.5006819,-0.39806476,"('unsociable', 'sociable')",-0.9494302,-0.9210548,-0.7250561,-0.6595598,-0.0654963
81,-0.45796958,-0.20625815,"('submissive', 'aggressive')",-0.87790847,-0.71589124,-0.667939,-0.4610747,-0.2068643
67,0.45437494,0.6004477,"('doubtful', 'determined')",-0.27171198,-0.17120925,0.0913315,0.2146192,-0.1232877
77,-0.43197244,-0.43912336,"('unmotivated', 'motivated')",-0.99703765,-1.0679066,-0.7145051,-0.753515,0.0390099
20,-0.4242249,-0.5396433,"('rough', 'thoughtful')",1.1288506,1.0342648,0.3523128,0.2473108,0.105002
36,-0.40795785,-0.6362256,"('hostile', 'amicable')",0.37002704,0.23767954,-0.0189654,-0.199273,0.1803076
27,-0.40741393,-0.5452944,"('hardhearted', 'softhearted')",1.1804847,1.0877938,0.3865353,0.2712497,0.1152856
5,-0.37378857,-0.3890714,"('distant', 'outgoing')",-0.11356439,-0.05275823,-0.2436765,-0.2209148,-0.0227617
30,0.3497822,0.50845027,"('intolerant', 'tolerant')",0.8338103,1.0727088,0.5917963,0.7905796,-0.1987833
65,-0.34187075,-0.30115473,"('insecure', 'secure')",-0.6095269,-0.48354888,-0.4756988,-0.3923518,-0.083347
24,-0.32699502,-0.44283655,"('dishonest', 'honest')",0.81112474,0.83545595,0.2420649,0.1963097,0.0457552
48,0.32242742,0.2636323,"('unintelligent', 'intelligent')",0.5991108,0.5626299,0.4607691,0.4131311,0.047638
61,-0.3027959,-0.28133574,"('illogical', 'logical')",0.09155671,0.046307,-0.1056196,-0.1175144,0.0118948
14,-0.29606354,-0.09910585,"('antisocial', 'social')",-1.1484053,-1.0618777,-0.7222344,-0.5804918,-0.1417426
37,-0.28615215,-0.4407605,"('fake', 'genuine')",0.12967592,0.15655035,-0.0782381,-0.1421051,0.063867
42,-0.2856115,-0.032845773,"('unreliable', 'reliable')",-3.3078432,-3.1578329,-1.7967274,-1.5953393,-0.2013881
87,0.2730251,0.3796771,"('unsuccessful', 'successful')",0.6659811,0.63680553,0.4695031,0.5082413,-0.0387382
16,0.26800466,0.28548783,"('unpopular', 'popular')",0.667882,0.7047796,0.4679433,0.4951337,-0.0271904
66,0.24389343,0.13349998,"('inactive', 'active')",0.8203828,0.772316,0.5321381,0.452908,0.0792301
40,-0.2391411,-0.21211316,"('stingy', 'generous')",-1.9267939,-2.06344,-1.0829675,-1.1377766,0.0548091
11,-0.23574413,-0.13393676,"('unhelpful', 'helpful')",1.7787019,1.9610962,0.7714789,0.9135797,-0.1421008
58,-0.21949023,-0.112084955,"('undiscriminating', 'discriminating')",-0.120814994,-0.25696644,-0.1701526,-0.1845257,0.0143731
44,0.20057696,0.076339774,"('prejudiced', 'unprejudiced')",-1.201483,-1.3653468,-0.500453,-0.6445035,0.1440505
23,-0.19204816,-0.1794568,"('insincere', 'sincere')",5.6795564,5.8331213,2.7437541,2.8268323,-0.0830782
64,-0.17682979,-0.16785455,"('shy', 'confident')",-6.5041184,-6.7580776,-3.3404741,-3.462966,0.1224919
17,-0.1623361,-0.03510689,"('nasty', 'nice')",-0.34299535,-0.17179212,-0.2526657,-0.1034495,-0.1492162
72,0.15879941,0.15843576,"('unambitious', 'ambitious')",-0.80517465,-0.8513199,-0.3231876,-0.3464421,0.0232545
32,-0.14801411,-0.13619426,"('unkind', 'kind')",0.76856506,0.8800416,0.3102755,0.3719237,-0.0616482
59,0.14801106,0.06218288,"('foolish', 'wise')",0.6329957,0.6210417,0.3905034,0.3416123,0.0488911
12,0.14581136,0.22088635,"('unsupportive', 'supportive')",-2.056789,-2.0030582,-0.9554888,-0.8910859,-0.0644029
21,-0.14497802,-0.13265306,"('immoral', 'moral')",-0.7807221,-0.8237648,-0.46285,-0.4782089,0.0153589
76,0.12664275,0.17914268,"('anxious', 'daring')",0.29380724,0.2903782,0.210225,0.2347604,-0.0245354
25,-0.11643653,-0.19084056,"('egoistic', 'altruistic')",1.2625359,1.207483,0.5730497,0.5083212,0.0647285
50,-0.108121894,-0.15511975,"('clumsy', 'skillful')",0.4756766,0.43427047,0.1837773,0.1395754,0.0442019
29,-0.092627905,-0.10961168,"('unfair', 'fair')",-0.33927792,-0.46110332,-0.2159529,-0.2853575,0.0694046
4,0.07724735,0.34526464,"('disliked', 'liked')",-6.439821,-6.3895826,-3.1812868,-3.0221591,-0.1591277
88,0.07505358,-0.0031122137,"('low', 'eminent')",0.39246786,0.26751631,0.2337607,0.132202,0.1015587
26,0.0734443,0.07217415,"('hardhearted', 'benevolent')",1.3919613,1.3815165,0.7327028,0.7268453,0.0058575
74,-0.06113048,-0.0077163875,"('undedicated', 'dedicated')",-0.33880588,-0.40864107,-0.1999682,-0.2081787,0.0082105
34,0.058746614,0.06486471,"('mean', 'honorable')",6.0763392,6.271593,3.067543,3.1682289,-0.1006859
54,-0.05440323,-0.19350642,"('incapable', 'capable')",1.3668315,1.4503543,0.6562142,0.6284239,0.0277903
9,0.05331471,-0.21347821,"('unaffectionate', 'caring')",0.8484779,0.7646909,0.4508963,0.2756063,0.17529
38,0.049412988,0.17276861,"('untruthful', 'truthful')",0.31173226,0.5302802,0.1805726,0.3515244,-0.1709518
60,0.04834393,0.19323643,"('inefficient', 'efficient')",-0.118689634,0.05709642,-0.0351728,0.1251664,-0.1603392
56,-0.045993164,0.04526908,"('impractical', 'practical')",-0.11829697,-0.12656504,-0.0821451,-0.040648,-0.0414971
62,0.03392079,0.22941475,"('incompetent', 'brilliant')",0.4199899,0.547389,0.2269554,0.3884019,-0.1614465
49,-0.021562537,-0.082855985,"('unable', 'able')",-0.39456087,-0.24667414,-0.2080617,-0.1647651,-0.0432966
79,-0.018879374,-0.13752973,"('wavering', 'unwavering')",0.31582683,0.30057082,0.1484737,0.0815205,0.0669532
47,-0.017062511,-0.0047200695,"('stupid', 'smart')",5.4196696,5.6821547,2.7013035,2.8387172,-0.1374137
52,-0.015259363,-0.16795519,"('irrational', 'rational')",0.31582832,0.13969572,0.1502845,-0.0141297,0.1644142
80,-0.013783239,0.07792184,"('dominated', 'dominating')",-1.443391,-1.4601866,-0.7285871,-0.6911324,-0.0374547
35,0.011571895,-0.13242531,"('corrupt', 'incorrupt')",0.07969077,0.03202484,0.0456313,-0.0502002,0.0958315
75,-0.0094596855,0.0137726925,"('meek', 'impulsive')",0.030407302,0.04961907,0.0104738,0.0316959,-0.0212221
15,0.008018397,-0.05257879,"('boring', 'funny')",0.40139517,0.5341363,0.2047068,0.2407788,-0.036072
