,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
37,-0.73105294,-0.73706985,"('fake', 'genuine')",-0.55620694,-0.6615376,0.22315371,0.22508107,-0.354702,-0.3911755,0.0364735
62,-0.70491165,-0.07596228,"('incompetent', 'brilliant')",0.46953994,0.5776743,0.23342732,0.7998786,-0.0006481,0.4338636,-0.4345117
40,0.6784911,0.8713382,"('stingy', 'generous')",-0.3843229,-0.21019748,-1.864672,-1.4200662,-0.5235012,-0.2529752,-0.270526
3,-0.63963723,-0.37761575,"('repellent', 'pleasant')",0.23500837,0.27037856,0.028778762,-0.0069386326,-0.1252834,-0.0380586,-0.0872248
28,-0.6371057,-0.6308159,"('disloyal', 'loyal')",-0.63096213,-0.73582774,0.6473344,0.5439605,-0.2069111,-0.2742277,0.0673166
87,-0.6169531,-0.45154542,"('unsuccessful', 'successful')",0.55366474,0.43809038,0.32991517,0.7027606,0.0888756,0.2297685,-0.1408929
18,0.61560076,0.40020585,"('disagreeable', 'welcoming')",-1.0366188,-1.1647762,-0.47494492,-0.45204213,-0.2986543,-0.4055375,0.1068832
66,-0.5987707,-0.7344407,"('inactive', 'active')",-0.5087791,-0.5177241,0.91363925,0.7814652,-0.0646368,-0.1568999,0.0922631
12,0.5979301,0.66929036,"('unsupportive', 'supportive')",0.59196734,0.543376,-2.0641127,-1.7364177,-0.2914051,-0.1745838,-0.1168213
2,0.5530681,0.43929857,"('unlikable', 'likable')",1.0916928,0.9289386,0.58726597,0.54751277,0.7440089,0.6385833,0.1054256
61,0.53433305,0.8213085,"('illogical', 'logical')",1.3090588,1.3431232,0.011143284,0.060520284,0.6181784,0.7416506,-0.1234722
0,-0.5045366,-0.6897435,"('unsociable', 'sociable')",0.84938496,0.34153667,-0.560748,-0.37951052,-0.0719665,-0.2425725,0.170606
84,0.49225265,0.5538913,"('inferior', 'superior')",0.13482687,0.29026204,0.65039873,0.86624634,0.4258261,0.5701332,-0.1443071
79,0.4860295,0.3005072,"('wavering', 'unwavering')",-0.5530515,-0.48512807,-0.006181624,-0.1678026,-0.0244012,-0.1174745,0.0930733
43,-0.46852052,-0.35985285,"('irresponsible', 'responsible')",0.46206287,0.23111415,0.3602957,0.59137726,0.117946,0.1542129,-0.0362669
7,-0.4323242,-0.19020979,"('insensitive', 'sensitive')",0.13529927,0.2767134,0.39961705,0.8083297,0.0341974,0.2982778,-0.2640804
30,0.39001817,0.33506072,"('intolerant', 'tolerant')",1.7044446,1.4727441,0.99556047,1.1824033,1.0300078,0.996736,0.0332718
17,-0.38262892,-0.42821828,"('nasty', 'nice')",0.32911566,0.19151829,-0.5767322,-0.6444329,-0.2100818,-0.293711,0.0836292
16,0.37444827,0.56272906,"('unpopular', 'popular')",0.35273612,0.46621823,0.7618828,0.7357754,0.4963557,0.5882409,-0.0918852
38,0.37070346,0.5007516,"('untruthful', 'truthful')",0.74701095,0.52172387,0.103659704,0.16056944,0.4071247,0.3943483,0.0127764
60,0.36738187,0.8039717,"('inefficient', 'efficient')",2.5361886,2.1338148,0.4117203,0.81496114,1.1050969,1.2509159,-0.145819
48,-0.34369645,-0.049990647,"('unintelligent', 'intelligent')",0.38064656,0.26934692,0.66817224,0.83155394,0.2350408,0.3503034,-0.1152626
15,-0.3305025,-0.53886944,"('boring', 'funny')",0.36144906,0.25737196,-0.089562684,0.15402502,-0.0195387,-0.0424908,0.0229521
83,0.32276213,0.27717614,"('powerless', 'powerful')",0.16426775,0.099225484,-0.5065037,-0.9348328,-0.0064913,-0.1861437,0.1796524
42,-0.3176194,-0.27645457,"('unreliable', 'reliable')",-0.2808644,-0.21245013,-3.109135,-2.748546,-1.2358729,-1.0791502,-0.1567227
77,-0.3103943,-0.2468499,"('unmotivated', 'motivated')",0.6885223,0.5409214,-0.8809349,-0.5870527,-0.1676023,-0.0976604,-0.0699419
29,-0.24243426,-0.047040243,"('unfair', 'fair')",-0.17540123,0.06313164,-0.75692695,-0.86809117,-0.3915875,-0.2839999,-0.1075876
63,0.24078307,0.6794668,"('unperceptive', 'insightful')",0.7653841,0.707139,0.8755422,1.3459374,0.6272364,0.9108477,-0.2836113
47,-0.22630069,-0.1742576,"('stupid', 'smart')",1.2528148,1.1522144,5.531217,5.430671,2.1859104,2.1362093,0.0497011
19,0.19055915,-0.26280615,"('inhospitable', 'hospitable')",-0.14423159,-0.25487104,-0.15499455,-0.23178916,-0.0362223,-0.2498221,0.2135998
86,0.18465137,0.27433005,"('uninfluential', 'influential')",-0.11905999,-0.27601826,-0.32934183,-0.1780974,-0.0879168,-0.0599285,-0.0279883
75,-0.17192517,-0.10592721,"('meek', 'impulsive')",-0.26187596,-0.02462039,0.0069987644,-0.086493716,-0.1422674,-0.0723471,-0.0699203
20,-0.16206817,-0.07537018,"('rough', 'thoughtful')",-0.024525747,0.06817702,1.081107,0.9416889,0.298171,0.3114986,-0.0133276
72,0.16113903,0.29283085,"('unambitious', 'ambitious')",-1.1506732,-1.0245109,-0.9424302,-0.7220981,-0.6439881,-0.4845927,-0.1593954
31,0.1107909,-0.21189266,"('evil', 'good')",-0.4739145,-0.34061456,-1.4153093,-1.5931077,-0.5928109,-0.715205,0.1223941
4,0.110582545,0.055412643,"('disliked', 'liked')",-1.3972591,-1.2722341,-6.7697134,-6.4189253,-2.6854633,-2.545249,-0.1402143
27,0.10165783,0.34050813,"('hardhearted', 'softhearted')",-0.94431955,-0.782462,1.0006251,1.1868143,0.0526545,0.2482868,-0.1956323
88,0.08234789,-0.13970204,"('low', 'eminent')",-0.48346272,-0.45213628,0.39308253,0.22169651,-0.0026774,-0.1233806,0.1207032
34,-0.063890524,0.16054517,"('mean', 'honorable')",0.52319074,0.43015975,6.2013097,6.067431,2.2202032,2.2193786,0.0008246
67,0.059533678,0.10203075,"('doubtful', 'determined')",0.2511742,0.06801591,-0.7225556,-0.6183223,-0.1372826,-0.1494252,0.0121426
52,-0.017119303,-0.14918035,"('irrational', 'rational')",-0.4648395,-0.32298344,-0.32590115,-0.749051,-0.2692867,-0.4070716,0.1377849
41,-0.016954206,0.0061826184,"('unforgiving', 'forgiving')",0.38044316,0.1655057,-0.5521432,-0.5211684,-0.0628848,-0.1164934,0.0536086
56,0.016495265,0.06550603,"('impractical', 'practical')",1.2975513,1.1094574,-0.44202107,-0.07159101,0.2906751,0.3677908,-0.0771157
49,-0.010618402,0.2275886,"('unable', 'able')",-0.56301904,-0.49108896,-0.38101733,-0.07663992,-0.3182183,-0.1133801,-0.2048382
23,0.007857091,0.08881824,"('insincere', 'sincere')",0.7358542,0.4274475,5.8001776,5.69793,2.1812963,2.0713986,0.1098977
