,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
85,2.3351464,2.247438,"('insignificant', 'prestigious')",1.9614257,2.0849943,0.7540389,0.864211,1.683537,1.7322145,-0.0486775
36,2.0203953,1.9204226,"('hostile', 'amicable')",2.2917647,2.3633633,0.57615614,0.5364273,1.6294387,1.6067378,0.0227009
46,-1.9504774,-2.1746056,"('uncompetitive', 'competitive')",-2.0273066,-2.2485852,-0.46409065,-0.57846165,-1.4806248,-1.6672176,0.1865928
45,-1.7174777,-1.8430575,"('incompetent', 'competent')",-2.009554,-2.2293706,-0.7394333,-0.80545545,-1.4888217,-1.6259613,0.1371396
83,1.6678957,1.5007997,"('powerless', 'powerful')",-0.23267713,-0.25793475,-0.8483642,-0.81310546,0.1956181,0.1432531,0.052365
70,-1.5960943,-1.6239538,"('lethargic', 'energetic')",-1.8859979,-1.9567951,0.55480486,0.5201868,-0.9757624,-1.0201874,0.044425
71,1.5853977,1.5338153,"('diffident', 'self-confident')",1.4436721,1.2792192,0.35545072,0.32818806,1.1281735,1.0470742,0.0810993
88,1.4316658,1.4417353,"('low', 'eminent')",-0.45239922,-0.45254585,0.51190794,0.4789548,0.4970582,0.4893814,0.0076768
15,1.3679847,1.3196845,"('boring', 'funny')",1.6732379,1.7356087,0.51767296,0.44380215,1.1862985,1.1663651,0.0199334
3,-1.3511021,-1.2497091,"('repellent', 'pleasant')",-1.3630289,-1.477993,0.07709233,0.11039819,-0.8790128,-0.8724346,-0.0065782
26,1.3108943,1.1589949,"('hardhearted', 'benevolent')",2.173589,1.8800627,1.927354,1.9158537,1.8039457,1.6516371,0.1523086
10,-1.2880065,-1.4827892,"('unsympathetic', 'sympathetic')",-1.8819333,-2.1406527,-0.40431258,-0.5225116,-1.1914175,-1.3819844,0.1905669
59,1.2630928,1.500247,"('foolish', 'wise')",1.2437205,1.52631,0.27188635,0.4472036,0.9262332,1.1579202,-0.231687
9,1.2505844,1.1187569,"('unaffectionate', 'caring')",1.3173374,1.2435389,1.0227646,1.0513023,1.1968954,1.137866,0.0590294
25,1.2422422,1.1734565,"('egoistic', 'altruistic')",1.5990047,1.6471667,1.8408663,2.01408,1.5607045,1.6115678,-0.0508633
64,-1.221461,-1.1360952,"('shy', 'confident')",-1.5232785,-1.6052743,-6.0935583,-5.839285,-2.9460993,-2.860218,-0.0858813
73,1.1971569,1.2451094,"('helpless', 'self-reliant')",0.3363112,0.3082326,-2.8855538,-2.714027,-0.4506952,-0.3868949,-0.0638003
49,-1.1954063,-1.2233224,"('unable', 'able')",-0.43425825,-0.26981175,-0.43295252,-0.4156422,-0.687539,-0.6362588,-0.0512802
33,1.16365,0.99963516,"('wrong', 'right')",1.1149507,1.0720127,-0.44505614,-0.38383183,0.6111815,0.5626053,0.0485762
60,-1.1140841,-1.1575553,"('inefficient', 'efficient')",-1.528756,-1.5994203,-0.1589599,-0.07548159,-0.9339333,-0.9441524,0.0102191
68,-1.0930991,-1.1874521,"('dependent', 'independent')",-0.75542223,-0.87193686,-0.09127937,-0.18903343,-0.6466002,-0.7494741,0.1028739
57,-1.0644127,-1.5025519,"('unimaginative', 'imaginative')",-1.0892276,-1.3665177,-2.2119606,-2.3554542,-1.4552002,-1.7415078,0.2863076
43,-1.0339482,-1.1964538,"('irresponsible', 'responsible')",-1.5623081,-1.605799,0.4444671,0.46819305,-0.7172631,-0.7780199,0.0607568
35,1.0193086,1.1217351,"('corrupt', 'incorrupt')",1.5748422,1.7879068,0.06170855,0.13883877,0.8852864,1.0161602,-0.1308738
55,-0.97990936,-1.070449,"('incompetent', 'clever')",-1.5514983,-1.6923202,-0.29524708,-0.26410976,-0.9422182,-1.0089597,0.0667415
81,-0.9350799,-0.9959257,"('submissive', 'aggressive')",-2.2136908,-2.3657584,-1.0518404,-1.1386105,-1.4002037,-1.5000982,0.0998945
65,-0.92924553,-1.0713118,"('insecure', 'secure')",-0.96179014,-1.0991116,-0.27588797,-0.35912037,-0.7223078,-0.8431813,0.1208735
11,-0.9133905,-0.9325651,"('unhelpful', 'helpful')",-1.3642917,-1.4357536,1.5632805,1.6073618,-0.2381339,-0.2536523,0.0155184
79,0.91181356,0.8808044,"('wavering', 'unwavering')",0.18841703,0.39859682,0.31214368,0.3013305,0.4707914,0.5269106,-0.0561192
0,-0.9028051,-1.0149457,"('unsociable', 'sociable')",-0.7921113,-1.059806,-0.64058524,-0.6284967,-0.7785006,-0.9010828,0.1225822
2,0.8879726,0.85720074,"('unlikable', 'likable')",0.69074196,0.83540654,0.5475764,0.6553497,0.7087637,0.7826523,-0.0738886
69,0.86126745,0.8720267,"('lazy', 'industrious')",1.9683448,2.2052474,-0.43034714,-0.34644645,0.799755,0.9102759,-0.1105209
