,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
48,0.85180265,0.67105573,"('unintelligent', 'intelligent')",-0.03637579,-0.053495966,0.49124014,0.5250144,0.4355557,0.3808581,0.0546976
22,-0.82739073,-0.9352849,"('untrustworthy', 'trustworthy')",-1.0819768,-1.1977032,-0.87958765,-0.869593,-0.9296517,-1.0008604,0.0712087
8,0.79890716,0.5859853,"('unaffectionate', 'affectionate')",1.4072521,1.2777164,0.5862555,0.63156474,0.9308049,0.8317555,0.0990494
1,0.77333635,0.66904825,"('unfriendly', 'friendly')",2.167302,1.7794119,1.989449,1.9784793,1.6433624,1.4756465,0.1677159
31,0.76386446,0.79652846,"('evil', 'good')",1.6752442,1.7534084,-0.9943079,-0.9631804,0.4816002,0.5289188,-0.0473186
44,-0.72669756,-0.85717857,"('prejudiced', 'unprejudiced')",-1.2815276,-1.2810234,-1.3661994,-1.3304365,-1.1248082,-1.1562128,0.0314046
76,-0.7261286,-0.80333304,"('anxious', 'daring')",-1.0524191,-1.1749423,0.14312024,0.07748706,-0.5451425,-0.6335961,0.0884536
82,-0.7242911,-0.7035294,"('poor', 'rich')",-0.764754,-0.78906935,5.602762,5.569148,1.371239,1.3588498,0.0123892
61,0.6516147,0.6941232,"('illogical', 'logical')",0.17444716,0.18484096,0.30350882,0.27196217,0.3765236,0.3836421,-0.0071185
58,0.6487781,0.34403372,"('undiscriminating', 'discriminating')",1.0372051,0.8125452,0.4781105,0.32283303,0.7213646,0.4931373,0.2282273
28,0.6179188,0.61092925,"('disloyal', 'loyal')",0.13850279,0.13972169,0.7750481,0.7104277,0.5104899,0.4870262,0.0234637
52,0.60390747,0.60290253,"('irrational', 'rational')",1.2594453,1.399986,-0.1788096,-0.11574947,0.5615144,0.6290464,-0.067532
14,0.5877091,0.5496495,"('antisocial', 'social')",-0.94176126,-1.056456,-0.7048161,-0.5989733,-0.3529561,-0.3685933,0.0156372
54,0.56021833,0.37102288,"('incapable', 'capable')",0.44878155,0.30512506,1.3957727,1.3526918,0.8015908,0.6762799,0.1253109
63,-0.55779463,-0.6184636,"('unperceptive', 'insightful')",-0.67509073,-0.9225588,1.0905252,1.0841975,-0.0474534,-0.1522749,0.1048215
39,0.5535017,0.61668813,"('exploitative', 'cooperative')",0.10521354,0.09110755,0.0859624,0.25740072,0.2482259,0.3217321,-0.0735062
41,-0.52770215,-0.6429403,"('unforgiving', 'forgiving')",0.31380716,0.27578142,-0.0063088313,-0.0796817,-0.0734013,-0.1489469,0.0755456
23,-0.52624106,-0.5730393,"('insincere', 'sincere')",-0.7932249,-0.85849035,5.337195,5.275755,1.3392429,1.2814085,0.0578344
42,0.51644397,0.32920462,"('unreliable', 'reliable')",-0.2437926,-0.3918867,-2.654482,-2.7006848,-0.7939435,-0.9211223,0.1271788
16,-0.5140008,-0.5341717,"('unpopular', 'popular')",-0.5382689,-0.39821455,0.3151108,0.32192266,-0.2457196,-0.2034879,-0.0422317
75,-0.5080516,-0.5204036,"('meek', 'impulsive')",-0.5264673,-0.37904137,-0.5887298,-0.5334747,-0.5410829,-0.4776399,-0.063443
20,0.50284946,0.26585746,"('rough', 'thoughtful')",-0.6460913,-0.8265473,1.3078,1.4100434,0.3881861,0.2831178,0.1050683
86,-0.49829644,-0.7534834,"('uninfluential', 'influential')",-0.19417168,-0.4590864,0.13904867,0.04659147,-0.1844732,-0.3886594,0.2041862
40,0.49540326,0.31917253,"('stingy', 'generous')",-0.08307971,-0.09960319,-1.2790761,-1.246424,-0.2889175,-0.3422849,0.0533674
7,0.4832372,0.55487,"('insensitive', 'sensitive')",-0.55669975,-0.5399316,0.79385716,0.7583404,0.2401315,0.2577596,-0.0176281
34,0.4781202,0.34617755,"('mean', 'honorable')",0.45106977,0.51178914,5.643819,5.5547,2.191003,2.1375554,0.0534476
51,-0.47071546,-0.38753837,"('uneducated', 'educated')",-1.3977617,-1.4300781,1.0496157,1.0886159,-0.2729538,-0.2430002,-0.0299536
18,-0.45742768,-0.5812864,"('disagreeable', 'welcoming')",0.12838972,0.112795755,-0.1460524,-0.10745159,-0.1583635,-0.1919807,0.0336172
80,-0.439656,-0.411717,"('dominated', 'dominating')",-0.8187995,-0.7953675,-1.0421492,-1.0885111,-0.7668683,-0.7651985,-0.0016698
66,0.42779794,0.32834804,"('inactive', 'active')",-0.11798317,-0.13453437,1.16825,1.0009872,0.4926883,0.398267,0.0944213
30,-0.41751444,-0.54387116,"('intolerant', 'tolerant')",-0.27355307,-0.34251437,0.9250539,0.96154207,0.0779955,0.0250522,0.0529433
77,0.40855846,0.31452063,"('unmotivated', 'motivated')",-0.88568354,-0.8093505,-0.9498645,-0.68121856,-0.4756632,-0.3920161,-0.0836471
56,0.3857608,0.3315966,"('impractical', 'practical')",-0.9274738,-0.9941864,-0.5515227,-0.5412964,-0.3644119,-0.4012954,0.0368835
72,0.3853556,0.29131892,"('unambitious', 'ambitious')",-0.7621189,-0.6367497,-0.8617265,-0.6329112,-0.41283,-0.326114,-0.086716
84,0.37061703,0.3458595,"('inferior', 'superior')",-0.062074438,-0.043155074,0.86192787,0.9883627,0.3901568,0.4303557,-0.0401989
21,0.32992756,0.34807733,"('immoral', 'moral')",-1.8729622,-1.9771239,-1.0097826,-0.8802,-0.8509391,-0.8364155,-0.0145236
13,-0.31587458,-0.07848658,"('impolite', 'polite')",-2.1252196,-2.0258188,-0.40747017,-0.36796406,-0.9495215,-0.8240898,-0.1254317
47,0.30827677,0.20684971,"('stupid', 'smart')",-0.2615429,-0.3010018,4.4607735,4.3768873,1.5025024,1.4275784,0.074924
78,0.28492397,0.07076038,"('nonresilient', 'resilient')",0.33052957,0.32403442,0.5999553,0.67800766,0.4051363,0.3576008,0.0475355
53,0.2845217,0.09851851,"('uncreative', 'creative')",1.4404466,1.2519418,1.139749,0.9999221,0.9549058,0.7834608,0.171445
50,-0.28327215,-0.39571172,"('clumsy', 'skillful')",0.2334075,0.37443897,0.38663918,0.35474133,0.1122582,0.1111562,0.001102
87,0.25899038,0.250372,"('unsuccessful', 'successful')",-0.37211162,-0.2822377,1.130809,1.136494,0.3392292,0.3682094,-0.0289802
27,0.25618944,0.30631995,"('hardhearted', 'softhearted')",0.045517057,-0.084464215,1.4024686,1.2195321,0.5680583,0.4804626,0.0875957
24,0.24601229,0.32447162,"('dishonest', 'honest')",-1.0861768,-1.0052094,0.6754565,0.6232169,-0.0549027,-0.0191736,-0.0357291
67,0.24295747,0.28829023,"('doubtful', 'determined')",-0.8619127,-0.6743767,-1.0493076,-0.88560784,-0.5560876,-0.4238981,-0.1321895
29,0.2168327,0.18963438,"('unfair', 'fair')",0.6680182,0.57722706,-0.30533883,-0.3836702,0.1931707,0.1277304,0.0654403
62,-0.18399125,-0.14560506,"('incompetent', 'brilliant')",-1.3831495,-1.2274542,-0.10410212,0.11044106,-0.557081,-0.4208727,-0.1362083
32,0.1687729,0.19436063,"('unkind', 'kind')",-0.34134966,-0.3628727,0.8114929,0.8097524,0.212972,0.2137468,-0.0007748
12,0.16709176,0.033735104,"('unsupportive', 'supportive')",0.21393828,0.07662906,-1.6093264,-1.5099483,-0.4094321,-0.466528,0.0570959
6,0.13858627,0.20697421,"('distant', 'open')",1.1009849,1.0032046,0.42968303,0.42751485,0.5564181,0.5458979,0.0105202
37,0.1293525,-0.044966705,"('fake', 'genuine')",-0.37564522,-0.45181453,0.46838436,0.4014439,0.0740305,-0.0317791,0.1058096
19,0.1212064,0.235881,"('inhospitable', 'hospitable')",0.32678315,0.39141837,0.2009967,0.33042982,0.2163287,0.3192431,-0.1029144
38,-0.09914087,-0.2394938,"('untruthful', 'truthful')",-0.535224,-0.5066546,-0.062446974,0.01074215,-0.2322706,-0.2451354,0.0128648
4,-0.09440999,-0.08499595,"('disliked', 'liked')",0.17971312,0.13999659,-6.2437105,-6.144297,-2.0528024,-2.0297654,-0.023037
17,0.07226667,0.014980465,"('nasty', 'nice')",-0.082993284,-0.14350589,-0.6765573,-0.72251993,-0.2290946,-0.2836818,0.0545872
5,-0.06368963,0.058869123,"('distant', 'outgoing')",0.81321037,0.7826478,-0.16264224,-0.05264215,0.1956262,0.2629582,-0.067332
74,-0.04654795,-0.26705387,"('undedicated', 'dedicated')",0.07920694,-0.3109905,0.18537426,0.0093839,0.0726778,-0.1895535,0.2622313
