,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.4235806,-2.4106357,"('unfriendly', 'friendly')",0.22689918,0.25262514,-0.66060686,-0.812703,1.7730795,1.6343882,-0.2710522,-0.3340814,0.0630292
86,-2.3005762,-2.118046,"('uninfluential', 'influential')",0.3789997,0.36337683,-0.06713492,-0.21584095,-0.46790677,-0.34693286,-0.6141545,-0.5793607,-0.0347938
45,-1.6858538,-1.6481607,"('incompetent', 'competent')",-0.14459361,-0.37743166,0.3966248,0.16125377,-0.42277643,-0.4325698,-0.4641498,-0.5742271,0.1100773
0,-1.5106245,-1.3887483,"('unsociable', 'sociable')",-0.25333825,-0.41802168,0.447253,0.30738908,-0.6761976,-0.70465416,-0.4982268,-0.5510088,0.052782
88,-1.5099411,-1.2568374,"('low', 'eminent')",-0.5914152,-0.59911704,-1.7068957,-1.5678643,0.18677224,0.15894233,-0.9053699,-0.8162191,-0.0891508
57,-1.3405025,-1.276602,"('unimaginative', 'imaginative')",0.5459747,0.48337638,-0.12691927,-0.30895793,-2.6890607,-2.6096916,-0.9026269,-0.9279688,0.0253419
9,-1.3245335,-1.3167567,"('unaffectionate', 'caring')",0.52143383,0.5188762,-0.16584904,-0.35627356,1.468202,1.3527066,0.1248133,0.0496381,0.0751752
8,-1.2739614,-1.3474724,"('unaffectionate', 'affectionate')",-0.49275473,-0.44416022,-0.47007716,-0.5740789,0.85367215,0.7228264,-0.3457803,-0.4107213,0.064941
10,-1.25687,-1.0092037,"('unsympathetic', 'sympathetic')",-0.5074278,-0.5695014,-0.028339908,-0.1498212,-0.19274235,-0.042566776,-0.496345,-0.4427733,-0.0535717
72,-1.2317325,-1.1026653,"('unambitious', 'ambitious')",0.61836547,0.6792644,0.40955657,0.3549871,-0.65245974,-0.73404926,-0.2140675,-0.2006158,-0.0134517
31,-1.2237735,-1.2456226,"('evil', 'good')",-1.2464058,-1.060341,-1.3869216,-1.2633361,-0.70202607,-0.8469348,-1.1397817,-1.1040586,-0.0357231
82,-1.2106287,-1.2442083,"('poor', 'rich')",-0.55546844,-0.6467753,-0.45313212,-0.41487354,6.5435944,6.4106603,1.0810913,1.0262008,0.0548905
6,-1.1075226,-1.1016008,"('distant', 'open')",-0.48124838,-0.30395952,-1.7707886,-1.7034024,0.662149,0.5918477,-0.6743526,-0.6292787,-0.0450739
63,-1.1010734,-0.9471431,"('unperceptive', 'insightful')",0.8652748,0.80404633,1.4036986,1.3248088,1.0106328,1.0471126,0.5446332,0.5572062,-0.012573
54,-1.0954204,-1.0687454,"('incapable', 'capable')",-0.21760562,-0.13887672,-0.57471,-0.41190165,1.1147113,1.0993916,-0.1932562,-0.130033,-0.0632232
23,-1.070826,-0.97312015,"('insincere', 'sincere')",-0.18603626,-0.32460064,-0.30907062,-0.31928346,6.165601,5.978212,1.149917,1.0903019,0.0596151
80,1.0544305,1.135802,"('dominated', 'dominating')",0.4884162,0.426895,1.9997509,1.8649495,-1.3280079,-1.3428797,0.5536474,0.5211917,0.0324557
73,1.0442604,1.0429088,"('helpless', 'self-reliant')",1.1517358,1.2890277,-0.05218834,-0.0068495125,-3.1933122,-3.293356,-0.2623761,-0.2420673,-0.0203088
