,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
24,-0.8131003,-0.71974427,"('dishonest', 'honest')",-1.5566124,-1.6289072,0.28566754,0.12566718,-0.6946816,-0.7409948,0.0463132
84,0.80844814,0.67890555,"('inferior', 'superior')",0.20902786,0.1619488,0.5758091,0.32020763,0.531095,0.3870207,0.1440743
67,0.79377425,0.58117384,"('doubtful', 'determined')",0.55527204,0.50037235,-0.18994384,-0.54487276,0.3863675,0.1788911,0.2074764
26,-0.79042226,-0.53490084,"('hardhearted', 'benevolent')",0.40951544,0.5883269,2.4122186,2.681129,0.6771039,0.9115183,-0.2344144
59,-0.7860287,-0.7004604,"('foolish', 'wise')",0.11769694,0.206034,-0.4182718,-0.33138895,-0.3622012,-0.2752718,-0.0869294
42,0.77396363,0.7330381,"('unreliable', 'reliable')",-0.8168937,-0.6663867,-1.6121514,-0.915801,-0.5516938,-0.2830499,-0.2686439
4,-0.7635724,-0.64812326,"('disliked', 'liked')",-0.2638064,-0.17567858,-3.1188073,-1.576617,-1.382062,-0.8001396,-0.5819224
57,-0.7586584,-0.721558,"('unimaginative', 'imaginative')",0.6743779,0.6471987,-0.5945177,-0.0047978163,-0.2262661,-0.0263857,-0.1998804
81,0.7488832,0.4474531,"('submissive', 'aggressive')",1.355952,1.050259,-0.08234921,-0.5880551,0.674162,0.303219,0.370943
52,-0.7277235,-1.0089024,"('irrational', 'rational')",-0.5935894,-0.81951225,-0.14205796,-0.2806107,-0.4877903,-0.7030085,0.2152182
55,0.6901658,0.7332681,"('incompetent', 'clever')",0.6499964,0.6016171,0.09598406,-0.0726761,0.4787155,0.4207364,0.0579791
35,-0.6883391,-0.8810823,"('corrupt', 'incorrupt')",-0.59276706,-0.64627004,-0.5590328,-0.26307786,-0.6133797,-0.5968101,-0.0165696
30,0.6539673,0.7145187,"('intolerant', 'tolerant')",1.756289,1.7479179,0.67513144,0.53659695,1.0284626,0.9996779,0.0287847
78,-0.64926684,-0.5636191,"('nonresilient', 'resilient')",0.6303662,0.84779364,-0.12989976,0.31566557,-0.0496001,0.1999467,-0.2495468
80,0.6425465,0.8277916,"('dominated', 'dominating')",0.396442,0.37935916,0.8395093,0.97457147,0.6261659,0.7272407,-0.1010748
16,-0.6374031,-0.840324,"('unpopular', 'popular')",-0.20360379,-0.13346279,-0.2392188,-0.16491297,-0.3600752,-0.3795666,0.0194914
45,-0.6001339,-0.50472146,"('incompetent', 'competent')",-0.67173624,-0.43814546,0.744471,1.0241067,-0.1757997,0.0270799,-0.2028796
15,0.5822529,0.48237538,"('boring', 'funny')",0.12825744,-0.07331291,0.25281027,0.2672761,0.3211069,0.2254462,0.0956607
73,0.5704053,0.617737,"('helpless', 'self-reliant')",0.7611166,0.7936793,-2.0237772,-1.1470014,-0.2307518,0.0881383,-0.3188901
68,-0.5682891,-0.65075594,"('dependent', 'independent')",-0.23677987,-0.225668,-1.1282777,-1.0048972,-0.6444489,-0.6271071,-0.0173418
2,0.5631202,0.67486894,"('unlikable', 'likable')",0.14360777,0.28302306,0.7946634,0.92003745,0.5004638,0.6259765,-0.1255127
75,-0.5269372,-0.55353874,"('meek', 'impulsive')",0.23423007,0.21240355,-0.84208095,-0.5822595,-0.3782627,-0.3077982,-0.0704645
62,0.5152699,0.5831974,"('incompetent', 'brilliant')",0.9183897,0.99807996,0.24605428,0.24629997,0.5599046,0.6091925,-0.0492879
13,0.5068146,0.40721452,"('impolite', 'polite')",-0.097986974,-0.13178615,-0.33341867,-0.63471264,0.0251363,-0.1197614,0.1448977
37,0.49222052,0.54230064,"('fake', 'genuine')",-0.3363515,-0.29720646,0.16283485,0.26410192,0.1062346,0.169732,-0.0634974
58,-0.48385122,-0.2246825,"('undiscriminating', 'discriminating')",-0.07189948,-0.01864906,0.449476,0.95924073,-0.0354249,0.2386364,-0.2740613
10,-0.48165628,-0.51948327,"('unsympathetic', 'sympathetic')",-0.8220493,-0.69870853,-0.60442734,-0.7289734,-0.6360443,-0.6490551,0.0130108
64,0.47770873,0.52496266,"('shy', 'confident')",0.021091178,0.025773035,-3.577938,-2.68394,-1.0263794,-0.7110681,-0.3153113
41,-0.46948788,-0.43569696,"('unforgiving', 'forgiving')",-0.7046968,-0.8375288,0.44664913,0.6561993,-0.2425118,-0.2056755,-0.0368363
3,-0.46389002,-0.5952481,"('repellent', 'pleasant')",-0.09790939,-0.02365074,-0.3858277,-0.62018275,-0.3158757,-0.4130272,0.0971515
72,-0.44271898,-0.46570668,"('unambitious', 'ambitious')",-0.5348836,-0.6006453,0.85312665,0.77968943,-0.041492,-0.0955542,0.0540622
12,-0.43732917,-0.31581566,"('unsupportive', 'supportive')",0.8364291,0.9828588,-1.1914532,-0.6442285,-0.2641178,0.0076049,-0.2717227
46,0.43335402,0.5420606,"('uncompetitive', 'competitive')",0.755859,0.8606452,-0.35128602,-0.26830015,0.279309,0.3781352,-0.0988262
71,-0.41886592,-0.19838218,"('diffident', 'self-confident')",0.77948856,1.027035,-0.1440743,0.25045216,0.0721828,0.3597016,-0.2875188
51,-0.40942913,-0.5968723,"('uneducated', 'educated')",0.044343293,-0.09582323,0.31451252,0.032111257,-0.0168578,-0.2201948,0.203337
74,-0.39043882,-0.31769967,"('undedicated', 'dedicated')",0.34705794,0.5148456,0.7553819,1.0514432,0.2373337,0.4161964,-0.1788627
61,-0.37308988,-0.40761968,"('illogical', 'logical')",0.38237047,0.3662346,0.7646344,0.8569057,0.2579716,0.2718402,-0.0138686
63,-0.33470434,-0.17919962,"('unperceptive', 'insightful')",0.36802363,0.53268194,0.5911438,0.8123,0.2081544,0.3885941,-0.1804397
32,-0.32623667,-0.36882758,"('unkind', 'kind')",0.055471554,0.029111255,0.7817061,0.4603202,0.1703137,0.0402013,0.1301124
11,-0.29036325,-0.32048935,"('unhelpful', 'helpful')",1.0235233,0.96476674,0.8598405,0.39693534,0.5310002,0.3470709,0.1839293
77,-0.27322152,-0.26165277,"('unmotivated', 'motivated')",0.7817687,0.7241416,-1.1345081,-1.184823,-0.2086536,-0.2407781,0.0321245
22,0.27127695,0.35840178,"('untrustworthy', 'trustworthy')",-0.52038825,-0.5843241,-0.6857896,-0.49068716,-0.3116336,-0.2388698,-0.0727638
70,-0.25872788,-0.2112946,"('lethargic', 'energetic')",-0.14399202,0.05267719,-0.2884774,-0.14000563,-0.2303991,-0.099541,-0.1308581
0,-0.25181702,-0.33852622,"('unsociable', 'sociable')",-0.44203234,-0.59205383,-0.4323466,-0.49444735,-0.3753986,-0.4750091,0.0996105
69,-0.24374115,-0.021105248,"('lazy', 'industrious')",0.71729386,0.8326223,0.0843354,0.87243086,0.1859627,0.561316,-0.3753533
17,-0.2363061,-0.19457456,"('nasty', 'nice')",-0.74021196,-0.74359673,-1.329571,-1.253181,-0.7686963,-0.7304508,-0.0382455
43,-0.20993686,-0.22842047,"('irresponsible', 'responsible')",-0.31106085,-0.3799795,0.8282223,0.67822677,0.1024082,0.0232756,0.0791326
20,0.20591944,0.14317256,"('rough', 'thoughtful')",0.5860694,0.41489622,0.6688715,0.46818504,0.4869535,0.3420846,0.1448689
33,-0.16033973,-0.17874181,"('wrong', 'right')",-0.027457535,0.06915421,-0.26794872,-0.21123768,-0.1519153,-0.1069418,-0.0449735
7,0.13147601,0.4671084,"('insensitive', 'sensitive')",0.5395372,0.7563383,-0.29595777,-0.1094345,0.1250185,0.3713374,-0.2463189
48,-0.11334384,-0.18311323,"('unintelligent', 'intelligent')",1.1000952,0.814876,-0.39092517,-0.62262416,0.1986087,0.0030462,0.1955625
87,-0.113250434,0.03611495,"('unsuccessful', 'successful')",0.8498134,0.97633463,1.5763092,1.7550945,0.7709574,0.9225148,-0.1515574
50,-0.08948934,-0.024852294,"('clumsy', 'skillful')",0.20608534,0.28056216,-0.4717905,-0.38210088,-0.1183982,-0.0421303,-0.0762679
34,-0.072527006,-0.047664203,"('mean', 'honorable')",0.023039214,-0.12192659,3.2186496,2.5404818,1.0563873,0.790297,0.2660903
47,0.05285656,0.1634042,"('stupid', 'smart')",0.8259171,0.933819,3.985906,3.1119764,1.6215598,1.4030665,0.2184933
49,0.039271384,0.1188214,"('unable', 'able')",0.7699679,0.77084434,-0.46633443,-0.3856398,0.1143016,0.1680086,-0.053707
29,0.012583284,-0.1514185,"('unfair', 'fair')",-0.9060161,-0.9458549,-0.8157061,-0.79920787,-0.569713,-0.6321604,0.0624474
83,-0.0106035825,-0.018746385,"('powerless', 'powerful')",0.19931027,0.108476415,-0.5317109,-0.5455158,-0.1143347,-0.1519286,0.0375939
