,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
60,7.0905457,5.2097344,"('inefficient', 'efficient')",0.98981327,0.783604,4.0401793,2.9966693,1.04351
55,6.6483674,5.9038916,"('incompetent', 'clever')",0.6192226,0.65543497,3.633795,3.2796633,0.3541317
36,-6.4471965,-4.372264,"('hostile', 'amicable')",-1.3575872,-1.3132464,-3.9023919,-2.8427551,-1.0596368
85,-6.1101327,-3.9702315,"('insignificant', 'prestigious')",-0.85862094,-0.88828015,-3.4843769,-2.429256,-1.0551209
31,-6.0183125,-4.6362863,"('evil', 'good')",-1.1481177,-1.344387,-3.583215,-2.9903367,-0.5928783
35,-5.9749794,-4.748334,"('corrupt', 'incorrupt')",-1.1706249,-0.84082484,-3.5728021,-2.7945795,-0.7782226
62,5.5738115,4.5187774,"('incompetent', 'brilliant')",1.0459827,0.8322512,3.3098972,2.6755142,0.634383
81,5.196925,3.7362297,"('submissive', 'aggressive')",0.41766936,0.35097617,2.8072972,2.0436029,0.7636943
6,-5.1282883,-4.084194,"('distant', 'open')",-0.5630365,-0.7517782,-2.8456624,-2.4179862,-0.4276762
56,5.03067,4.2814364,"('impractical', 'practical')",0.94165474,1.0450151,2.9861624,2.6632257,0.3229367
46,5.0296187,3.8627377,"('uncompetitive', 'competitive')",0.12879393,0.15085056,2.5792062,2.0067942,0.572412
70,4.991852,3.968738,"('lethargic', 'energetic')",0.732984,0.77208304,2.8624179,2.3704104,0.4920075
10,4.966249,3.7289567,"('unsympathetic', 'sympathetic')",0.7709231,0.9527294,2.8685861,2.340843,0.5277431
80,4.7121005,3.345195,"('dominated', 'dominating')",-0.6260682,-0.66248465,2.0430162,1.3413552,0.701661
14,4.5943336,3.3371892,"('antisocial', 'social')",0.6115601,0.5823611,2.6029468,1.9597752,0.6431716
21,4.440487,3.3013926,"('immoral', 'moral')",0.70858514,0.53993446,2.5745361,1.9206635,0.6538726
43,4.398584,3.3193839,"('irresponsible', 'responsible')",1.7359549,1.5592698,3.0672693,2.4393268,0.6279425
45,4.3497157,3.490953,"('incompetent', 'competent')",0.8710782,0.95047224,2.6103969,2.2207127,0.3896842
5,-4.2937922,-3.3526652,"('distant', 'outgoing')",-0.91622627,-1.1783918,-2.6050093,-2.2655284,-0.3394809
79,-4.2170386,-3.3369792,"('wavering', 'unwavering')",-0.29549828,-0.12829474,-2.2562685,-1.7326369,-0.5236316
69,-4.180823,-3.8290331,"('lazy', 'industrious')",-1.6139543,-1.8169173,-2.8973885,-2.8229752,-0.0744133
0,4.1264586,3.3860855,"('unsociable', 'sociable')",1.2134869,0.96589553,2.6699729,2.1759906,0.4939823
23,4.0195446,3.2264667,"('insincere', 'sincere')",5.9532795,5.820094,4.986412,4.5232801,0.4631319
7,4.0191884,3.0340042,"('insensitive', 'sensitive')",1.7012371,1.7420005,2.8602128,2.3880024,0.4722104
13,3.9025598,2.7425435,"('impolite', 'polite')",0.51930076,0.33687872,2.2109303,1.5397111,0.6712192
51,3.8022761,3.051484,"('uneducated', 'educated')",0.24959597,0.45472312,2.0259361,1.7531036,0.2728325
52,-3.7907214,-2.2707074,"('irrational', 'rational')",-0.39371863,-0.8661379,-2.0922201,-1.5684227,-0.5237974
63,3.7751327,3.5615563,"('unperceptive', 'insightful')",0.833333,0.7750026,2.3042328,2.1682794,0.1359534
65,3.772713,2.8233435,"('insecure', 'secure')",0.29378104,0.0339908,2.033247,1.4286672,0.6045798
12,3.565505,3.51616,"('unsupportive', 'supportive')",-0.55055165,-0.57366157,1.5074767,1.4712492,0.0362275
11,3.553942,2.771815,"('unhelpful', 'helpful')",1.9964472,1.9065212,2.7751946,2.3391681,0.4360265
22,3.320987,2.6539917,"('untrustworthy', 'trustworthy')",-0.19075175,-0.27368978,1.5651176,1.190151,0.3749666
76,3.3056378,2.2483683,"('anxious', 'daring')",0.21641207,0.35348946,1.761025,1.3009288,0.4600962
86,3.142979,2.8647285,"('uninfluential', 'influential')",0.21789344,0.16015263,1.6804361,1.5124406,0.1679955
32,3.0456116,2.5051146,"('unkind', 'kind')",1.5965545,1.6341416,2.3210831,2.069628,0.2514551
25,-3.0384526,-2.2003992,"('egoistic', 'altruistic')",0.631987,0.3852937,-1.2032328,-0.9075527,-0.2956801
75,-2.9546523,-2.4617245,"('meek', 'impulsive')",-1.7318679,-1.732023,-2.34326,-2.0968738,-0.2463862
19,-2.7125602,-1.4341457,"('inhospitable', 'hospitable')",-0.73892725,-0.5541331,-1.7257438,-0.9941394,-0.7316044
48,2.6990197,2.8484902,"('unintelligent', 'intelligent')",0.6608796,0.8448439,1.6799496,1.8466671,-0.1667175
30,2.5700464,2.8402107,"('intolerant', 'tolerant')",1.4468665,1.5755248,2.0084565,2.2078676,-0.1994111
1,-2.3601224,-1.0968367,"('unfriendly', 'friendly')",1.2402418,0.96884334,-0.5599403,-0.0639967,-0.4959436
57,2.2831626,1.4810444,"('unimaginative', 'imaginative')",-2.3937836,-2.2040071,-0.0553105,-0.3614814,0.3061709
72,2.1050723,1.1008699,"('unambitious', 'ambitious')",0.3042977,0.03257083,1.204685,0.5667204,0.6379646
77,2.0957427,1.5175265,"('unmotivated', 'motivated')",-0.60077906,-0.64125013,0.7474818,0.4381382,0.3093436
16,-2.087799,-1.6910793,"('unpopular', 'popular')",0.17706482,0.14840564,-0.9553671,-0.7713368,-0.1840303
87,2.0594482,1.5004519,"('unsuccessful', 'successful')",0.55041933,0.3316659,1.3049338,0.9160589,0.3888749
24,2.0135367,2.3121774,"('dishonest', 'honest')",1.213858,1.0487174,1.6136973,1.6804473,-0.06675
59,-1.9572114,-0.8964364,"('foolish', 'wise')",0.26058406,0.2769096,-0.8483137,-0.3097634,-0.5385503
47,1.9305621,1.9093902,"('stupid', 'smart')",5.1482363,5.10713,3.5393991,3.5082603,0.0311388
4,-1.9169328,-1.5090336,"('disliked', 'liked')",-6.436229,-6.534199,-4.1765809,-4.0216165,-0.1549644
66,-1.8515683,-1.7292564,"('inactive', 'active')",-0.027045004,-0.041732736,-0.9393067,-0.8854946,-0.0538121
44,-1.8125807,-2.1422622,"('prejudiced', 'unprejudiced')",-1.6402351,-1.7981849,-1.7264079,-1.9702235,0.2438156
3,1.777319,1.4770952,"('repellent', 'pleasant')",-0.112272784,0.028033521,0.8325231,0.7525644,0.0799587
74,1.6120784,1.3860216,"('undedicated', 'dedicated')",0.5801428,0.8444184,1.0961106,1.1152201,-0.0191095
8,-1.5250858,-0.13297868,"('unaffectionate', 'affectionate')",0.6079875,0.8516443,-0.4585491,0.3593328,-0.8178819
17,-1.4604284,-0.79997134,"('nasty', 'nice')",0.3072231,0.3787545,-0.5766026,-0.2106084,-0.3659942
78,1.4432269,0.5676651,"('nonresilient', 'resilient')",0.6710514,0.85738003,1.0571392,0.7125226,0.3446166
39,1.4422079,1.802028,"('exploitative', 'cooperative')",0.91285306,0.6614843,1.1775305,1.2317561,-0.0542256
41,1.4077839,1.5692694,"('unforgiving', 'forgiving')",0.6511886,0.46619612,1.0294862,1.0177327,0.0117535
64,1.3615559,0.5540161,"('shy', 'confident')",-5.850927,-6.189107,-2.2446854,-2.8175454,0.57286
67,1.3584358,1.1822594,"('doubtful', 'determined')",0.08946774,0.32218787,0.7239518,0.7522237,-0.0282719
33,-1.3482302,-0.6177194,"('wrong', 'right')",-0.30582413,-0.3307012,-0.8270272,-0.4742103,-0.3528169
61,1.3361228,1.6833134,"('illogical', 'logical')",0.29916352,0.18700401,0.8176432,0.9351587,-0.1175155
42,1.3277646,1.0011551,"('unreliable', 'reliable')",-2.5882785,-2.7743466,-0.630257,-0.8865957,0.2563387
28,1.3130584,1.7590151,"('disloyal', 'loyal')",1.4190581,1.6653931,1.3660582,1.7122041,-0.3461459
83,1.3004029,1.2552189,"('powerless', 'powerful')",-0.31390244,-0.09661818,0.4932502,0.5793003,-0.0860501
53,-1.2644383,-0.41242358,"('uncreative', 'creative')",-0.2934557,-0.17286125,-0.778947,-0.2926424,-0.4863046
29,-1.2460959,-0.66442734,"('unfair', 'fair')",-1.3822253,-1.5145407,-1.3141606,-1.089484,-0.2246766
82,1.2217243,1.363041,"('poor', 'rich')",5.9061894,5.992487,3.5639567,3.6777639,-0.1138072
49,1.2028556,1.1882672,"('unable', 'able')",-0.13091943,0.054387398,0.5359681,0.6213273,-0.0853592
50,-1.1412427,-0.89123267,"('clumsy', 'skillful')",-0.42031825,-0.11548007,-0.7807805,-0.5033564,-0.2774241
27,-1.0383512,-0.50213677,"('hardhearted', 'softhearted')",1.0717273,1.0046406,0.016688,0.2512519,-0.2345639
73,-1.0336167,-0.82582945,"('helpless', 'self-reliant')",-3.187248,-3.2365923,-2.1104324,-2.0312109,-0.0792215
37,0.7732127,0.64030623,"('fake', 'genuine')",1.1458812,1.4132098,0.9595469,1.026758,-0.0672111
15,-0.68998873,0.07707443,"('boring', 'funny')",-0.1235588,0.013886008,-0.4067738,0.0454802,-0.452254
88,-0.6515183,-0.28750688,"('low', 'eminent')",-0.1937151,-0.29731843,-0.4226167,-0.2924126,-0.1302041
71,-0.5852104,0.19368772,"('diffident', 'self-confident')",0.53079325,0.6569438,-0.0272086,0.4253158,-0.4525244
54,0.49993712,0.6218465,"('incapable', 'capable')",0.9893532,0.96427876,0.7446451,0.7930626,-0.0484175
18,0.42753896,0.6432978,"('disagreeable', 'welcoming')",0.14957637,-0.08920087,0.2885576,0.2770485,0.0115091
34,0.40281418,0.90468466,"('mean', 'honorable')",4.8185873,4.7419477,2.6107008,2.8233161,-0.2126153
58,-0.40267974,-0.19953609,"('undiscriminating', 'discriminating')",-0.78623736,-0.75674415,-0.5944586,-0.4781401,-0.1163185
26,-0.3586317,0.034903523,"('hardhearted', 'benevolent')",1.421059,1.6716595,0.5312136,0.8532815,-0.3220679
20,0.32148588,0.032767028,"('rough', 'thoughtful')",0.2455203,0.3590075,0.2835031,0.1958873,0.0876158
38,0.27876633,0.6943012,"('untruthful', 'truthful')",0.40048492,0.15101665,0.3396256,0.4226589,-0.0830333
68,-0.2709292,-0.58203197,"('dependent', 'independent')",-0.9475206,-1.1679422,-0.6092249,-0.8749871,0.2657622
9,0.27004358,1.0717579,"('unaffectionate', 'caring')",1.5776747,1.6064997,0.9238592,1.3391287,-0.4152695
2,-0.09166392,0.12068911,"('unlikable', 'likable')",-0.1417014,-0.3951109,-0.1166827,-0.1372109,0.0205282
40,0.03051466,0.36940148,"('stingy', 'generous')",-1.6089866,-1.6507726,-0.7892359,-0.6406856,-0.1485503
84,0.019773677,-0.095203824,"('inferior', 'superior')",-0.16028342,-0.29835176,-0.0702549,-0.1967778,0.1265229
