,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
65,0.8454038,1.0402427,"('insecure', 'secure')",-0.49722528,-0.4192657,-0.48974812,-0.7379234,0.13167036,0.23299636,-0.05346103,-0.051528897,-0.0126721,0.0129042,-0.0255763
39,-0.8272431,-0.5548328,"('exploitative', 'cooperative')",-0.9158582,-0.9126609,-0.8165396,-0.9988498,-0.2564248,-0.044159986,0.051717035,0.09972169,-0.5528697,-0.4821564,-0.0707133
76,0.808795,0.888858,"('anxious', 'daring')",-0.5967632,-0.49443403,1.104079,0.9157815,0.32163063,0.54159755,-0.02544371,0.10767405,0.3224596,0.3918954,-0.0694358
22,0.7965168,0.8582478,"('untrustworthy', 'trustworthy')",-0.05068425,0.085478425,-0.041851584,-0.035006963,-0.27341184,-0.23312296,-0.6568012,-0.53481436,-0.0452464,0.0281564,-0.0734028
79,-0.791307,-1.1205103,"('wavering', 'unwavering')",-0.9004219,-0.70060825,0.7753075,1.0873017,-0.5869067,-0.7420632,-0.292804,-0.044733696,-0.3592264,-0.3041228,-0.0551036
70,0.7618154,0.95462275,"('lethargic', 'energetic')",0.5095926,0.7240213,0.71803105,0.6121736,0.8730988,0.7685715,0.74435407,0.87862945,0.7213784,0.7876037,-0.0662253
53,-0.75152814,-0.5955654,"('uncreative', 'creative')",-0.5453954,-0.3783715,0.7678902,1.0683327,-0.9545128,-0.7645143,0.783532,0.9795293,-0.1400028,0.0618822,-0.201885
7,0.7131812,0.7232496,"('insensitive', 'sensitive')",1.0943758,1.2373714,-0.09280242,-0.22300391,0.16020004,-0.040052924,0.57285786,0.59695643,0.4895625,0.4589042,0.0306583
14,0.6999722,0.83591616,"('antisocial', 'social')",0.8669407,0.87624514,0.5848714,0.446133,1.2265426,1.195035,0.118142575,0.09416387,0.6992939,0.6894986,0.0097953
19,-0.650258,-0.71290636,"('inhospitable', 'hospitable')",0.21182166,0.40259275,-0.20629673,-0.102045596,-0.8119075,-1.0298119,-0.3297898,-0.20183851,-0.357286,-0.3288019,-0.0284841
4,-0.6491783,-0.79515123,"('disliked', 'liked')",-0.2842275,-0.4226253,0.84451073,0.9149064,0.18011545,-0.068462834,-7.0185127,-7.2142844,-1.3854585,-1.5171235,0.131665
10,0.6418372,0.83681536,"('unsympathetic', 'sympathetic')",0.3809426,0.5856298,-0.75065535,-0.98693657,0.809775,0.74510455,0.3524283,0.43429574,0.2868655,0.3229818,-0.0361163
27,-0.62052697,-0.54939985,"('hardhearted', 'softhearted')",0.30821458,0.33831364,-0.8595158,-1.1675034,-0.08864776,-0.56802744,1.0421906,0.97937375,-0.0436571,-0.1934487,0.1497916
9,-0.61053693,-0.79284704,"('unaffectionate', 'caring')",0.6886284,0.6453569,0.26376778,-0.099341735,-0.0015804167,-0.43916863,1.5265384,1.5439045,0.3733634,0.1715808,0.2017826
34,-0.60739714,-0.4686272,"('mean', 'honorable')",-0.5323488,-0.6918921,-0.33359402,-0.29912585,0.41153833,0.39966875,5.4343724,5.49131,0.8745142,0.8862667,-0.0117525
26,-0.5896683,-0.3445954,"('hardhearted', 'benevolent')",1.4333655,1.7617611,2.011853,2.2425761,0.7086812,0.6624603,1.7248797,1.8003776,1.0578222,1.2245159,-0.1666937
42,0.57830006,0.7330696,"('unreliable', 'reliable')",0.18961386,0.39603734,0.6921435,0.80000716,-0.080157965,-0.014059484,-3.0435917,-2.8621628,-0.3327384,-0.1894217,-0.1433167
78,0.541458,0.3809275,"('nonresilient', 'resilient')",0.631915,0.6389924,0.75435024,0.57196414,0.54637563,0.6454732,0.1907433,0.16228434,0.5329684,0.4799283,0.0530401
21,0.5376072,0.54192984,"('immoral', 'moral')",0.07314107,0.040017936,-0.19144669,-0.4589484,-0.20309255,-0.40927112,-0.74851406,-0.85629064,-0.106461,-0.2285125,0.1220515
29,-0.52358776,-0.37063396,"('unfair', 'fair')",0.107437275,0.13719577,0.26872292,0.48185503,-1.639317,-1.509971,-0.80740595,-0.57673585,-0.5188301,-0.367658,-0.1511721
73,0.52206063,0.16335067,"('helpless', 'self-reliant')",0.41283172,0.3867954,-0.106261104,-0.05849205,-0.22712456,-0.38342708,-3.6284401,-3.7667043,-0.6053867,-0.7316955,0.1263088
40,-0.5036347,-0.6026897,"('stingy', 'generous')",-0.50820386,-0.35624862,-0.81131685,-0.8160456,-0.03863213,-0.060006738,-2.2464237,-2.320631,-0.8216423,-0.8311243,0.009482
74,0.49260694,0.29795888,"('undedicated', 'dedicated')",0.6407585,0.70021886,0.85832965,0.79735416,0.5039707,0.27576435,0.2082834,0.36314258,0.5407898,0.4868877,0.0539021
68,-0.4762781,-0.6051431,"('dependent', 'independent')",-2.1815653,-2.2959452,-1.3568425,-1.3279009,-1.0313956,-1.0374426,-1.7566714,-1.7486757,-1.3605505,-1.4030215,0.042471
58,0.47026792,0.4081157,"('undiscriminating', 'discriminating')",-0.06592872,0.052126165,-0.105555125,0.006681785,-0.36846492,-0.61621743,0.46598583,0.41978294,0.079261,0.0540978,0.0251632
47,-0.46160415,-0.26245764,"('stupid', 'smart')",-0.20205408,-0.19608347,0.354465,0.3219052,0.8346573,0.9811467,5.1094065,5.315011,1.1269741,1.2319044,-0.1049303
0,0.45433182,0.72567654,"('unsociable', 'sociable')",0.1274526,0.28797898,-0.18870907,-0.26039198,1.5106812,1.855085,0.13053392,0.11940776,0.4068581,0.5455513,-0.1386932
83,-0.43158156,-0.6036482,"('powerless', 'powerful')",-0.17904396,-0.10140719,-0.95297474,-1.1123247,-0.46654657,-0.5585738,-1.5471575,-1.5531051,-0.7154609,-0.7858118,0.0703509
41,-0.42878214,0.03842009,"('unforgiving', 'forgiving')",-0.95493764,-0.82991934,-0.2986687,-0.20012832,-0.025613017,-0.24547005,0.4786088,0.56139725,-0.2458786,-0.1351401,-0.1107385
49,-0.42034137,-0.2872194,"('unable', 'able')",-0.71989733,-0.5341513,-0.63214886,-0.530486,-1.2268995,-1.0765755,-0.727907,-0.6604033,-0.7454388,-0.6177671,-0.1276717
12,0.41991708,0.26593187,"('unsupportive', 'supportive')",1.0966858,1.0991662,0.64726347,0.2667607,0.84097743,0.65217704,-1.7241739,-1.6389176,0.256134,0.1290236,0.1271104
32,-0.4145909,-0.43578023,"('unkind', 'kind')",0.31203154,0.58851945,0.09180224,-0.085730016,0.50042325,0.2927056,1.1219728,1.2171437,0.3223278,0.3153717,0.0069561
72,0.39705807,0.12953599,"('unambitious', 'ambitious')",-0.66865534,-0.87668777,-1.2374429,-1.4834429,0.38007247,0.36433566,-0.41205695,-0.3614045,-0.3082049,-0.4455327,0.1373278
20,-0.39505488,-0.25657606,"('rough', 'thoughtful')",-1.0780417,-1.1029501,-0.009358004,0.11397379,-0.57572484,-0.5651252,0.1411795,0.22666174,-0.3834,-0.3168032,-0.0665968
8,-0.36455122,-0.5149311,"('unaffectionate', 'affectionate')",0.35048378,0.33061695,0.311944,0.050565317,-0.23979637,-0.6723594,1.2608634,1.3170832,0.2637887,0.102195,0.1615937
61,-0.34802565,-0.10676255,"('illogical', 'logical')",-0.72248507,-0.6099518,0.12901264,0.14860155,0.04750388,0.19045258,0.14883979,0.24303997,-0.1490309,-0.026924,-0.1221069
35,-0.3351277,-0.34424838,"('corrupt', 'incorrupt')",-0.91627645,-0.86231846,0.39112875,0.79950106,-1.0009418,-1.055351,-0.44586194,-0.2836282,-0.4614158,-0.349209,-0.1122068
11,0.27578333,0.19924688,"('unhelpful', 'helpful')",0.19876407,0.21896814,-0.22502811,-0.47815278,0.6490246,0.67562026,2.2322562,2.1718886,0.62616,0.5575142,0.0686458
3,-0.27278158,-0.17059223,"('repellent', 'pleasant')",-0.5248036,-0.56037706,-0.44246596,-0.2407996,0.61939114,0.5270024,0.3678076,0.4686879,-0.0505705,0.0047843,-0.0553548
23,-0.27180013,-0.5306243,"('insincere', 'sincere')",0.18949674,0.09758641,-0.68324184,-1.1746211,0.5195451,0.17052218,5.954165,5.953252,1.1416329,0.903223,0.2384099
84,-0.26271015,-0.16471747,"('inferior', 'superior')",0.1652552,0.20989375,0.31683815,0.38655856,-0.20962955,-0.02898917,0.20622393,0.2147279,0.0431955,0.1234947,-0.0802992
37,0.25906384,0.19244426,"('fake', 'genuine')",0.3110533,0.17901085,-0.13374142,-0.4783219,0.16677938,-0.12874009,0.24403065,0.18084878,0.1694371,-0.0109516,0.1803887
51,0.25405672,0.24282284,"('uneducated', 'educated')",-0.42637026,-0.45613796,0.81472015,0.63620305,0.97049856,1.2631344,0.26854685,0.3468019,0.3762904,0.4065649,-0.0302745
33,-0.24213716,-0.77424085,"('wrong', 'right')",-0.05160787,-0.2126742,0.45988017,0.06006971,0.46936753,0.273303,-0.915935,-0.91932434,-0.0560865,-0.3145733,0.2584868
48,-0.1826635,-0.097705625,"('unintelligent', 'intelligent')",-1.0154054,-1.066225,-1.1483401,-1.4746174,-1.1860514,-1.3757825,-0.44188738,-0.5448011,-0.7948695,-0.9118263,0.1169568
64,0.15978223,-0.1454581,"('shy', 'confident')",0.24930337,0.08271175,0.031011865,-0.12589467,0.46180895,0.5021458,-6.4072547,-6.4985375,-1.1010696,-1.2370066,0.135937
69,0.12033368,-0.18546475,"('lazy', 'industrious')",0.403983,0.2115224,0.58726084,0.7766763,-0.27768153,-0.46488082,-1.1407113,-1.0292312,-0.0613631,-0.1382756,0.0769125
54,-0.106372066,-0.41000664,"('incapable', 'capable')",0.20923488,0.07757932,0.4405245,0.1742016,-0.45125324,-0.6144129,0.8967614,0.91312855,0.1977791,0.028098,0.1696811
44,-0.09938923,-0.1390483,"('prejudiced', 'unprejudiced')",-1.1881603,-1.3018953,-0.8494222,-0.8430965,-0.8768016,-0.7970155,-1.5095937,-1.446159,-0.9046734,-0.9054429,0.0007695
17,0.08493973,0.23368469,"('nasty', 'nice')",-0.535535,-0.41148078,-0.14107174,-0.14036545,-0.19719411,-0.03774435,-0.3444077,-0.35846353,-0.2266538,-0.1428739,-0.0837799
71,-0.08100542,-0.11705455,"('diffident', 'self-confident')",1.3113048,1.3451111,-0.1459578,-0.2563835,0.108616605,-0.08953252,0.039790757,0.05091937,0.2465498,0.186612,0.0599378
67,-0.07930988,-0.1364157,"('doubtful', 'determined')",0.6754453,0.58582103,0.4166119,0.17577195,0.4314258,0.48141816,-0.43496946,-0.41110593,0.2018407,0.1390979,0.0627428
2,0.0626246,-0.19079792,"('unlikable', 'likable')",0.41976735,0.49997538,1.0405661,1.0412933,0.7495108,0.55575,0.77024794,0.92092705,0.6085433,0.5654296,0.0431137
30,-0.051319093,0.16980837,"('intolerant', 'tolerant')",0.9031364,1.1365198,-0.025632717,-0.19580022,0.81920445,0.7523085,0.4565691,0.44747838,0.4203916,0.462063,-0.0416714
86,0.03971114,0.35224274,"('uninfluential', 'influential')",0.20530677,0.4212001,0.022151895,0.0276228,0.17204233,0.18522382,-0.094558716,0.01235437,0.0689307,0.1997288,-0.1307981
57,0.036163714,0.15036575,"('unimaginative', 'imaginative')",-0.20037521,-0.08585682,0.1953802,0.3444722,-0.3840562,-0.35276824,-2.7711735,-2.7251213,-0.6248122,-0.5337817,-0.0910305
66,0.03495954,-0.22607109,"('inactive', 'active')",0.19892156,0.16572455,1.421919,1.4782883,0.72017616,0.7464463,0.77802336,0.9639334,0.6308,0.6256643,0.0051357
43,-0.034513123,0.016636208,"('irresponsible', 'responsible')",0.41814035,0.32144326,-0.5985666,-0.9039871,-0.017225534,-0.15551281,0.58478004,0.6444373,0.070523,-0.0153966,0.0859196
38,-0.009848602,-0.5505056,"('untruthful', 'truthful')",-0.32646042,-0.5107828,-0.43188775,-0.7727552,0.60082,0.10982334,0.24284601,0.1070796,0.0150939,-0.3234281,0.338522
15,-0.00692356,0.05294836,"('boring', 'funny')",0.6301002,0.69290286,0.6430491,0.70605236,-0.41369858,-0.57386905,0.64970255,0.5575102,0.300446,0.2871089,0.0133371
77,-0.0033885017,-0.19764055,"('unmotivated', 'motivated')",0.74108887,0.6372266,0.035104923,-0.17022866,0.542316,0.614768,-1.1961269,-1.4257329,0.0237989,-0.1083215,0.1321204
