,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
17,0.47507548,0.3464523,"('nasty', 'nice')",-0.52815306,-0.6725941,-0.6350832,-0.6848636,-0.2293869,-0.3370018,0.1076149
76,0.433198,0.5525453,"('anxious', 'daring')",-0.25623137,-0.1961936,0.40479448,0.54427016,0.1939204,0.3002073,-0.1062869
51,-0.40494773,-0.46358803,"('uneducated', 'educated')",-0.7195586,-0.7450268,0.6398124,0.53232646,-0.1615646,-0.2254295,0.0638649
62,0.37617537,0.19981235,"('incompetent', 'brilliant')",-1.196307,-1.0888916,-0.24835624,-0.2508926,-0.3561626,-0.3799906,0.023828
8,0.37548572,0.331468,"('unaffectionate', 'affectionate')",-1.7566161,-1.7872707,0.570097,0.5530425,-0.2703445,-0.3009201,0.0305756
75,-0.3662598,-0.3364821,"('meek', 'impulsive')",-0.024379505,0.008239412,-0.47231385,-0.444689,-0.2876511,-0.2576439,-0.0300072
2,0.36260054,0.52170455,"('unlikable', 'likable')",0.8018624,0.80754703,0.6734281,0.7636553,0.6126304,0.6976357,-0.0850053
13,0.35997635,0.2028484,"('impolite', 'polite')",-0.027426597,0.0669838,-0.28966027,-0.23429024,0.0142965,0.0118473,0.0024492
32,0.32632983,0.4354405,"('unkind', 'kind')",-0.08313958,-0.040007576,1.3003821,1.3525065,0.5145241,0.5826465,-0.0681224
82,-0.32629967,-0.38562033,"('poor', 'rich')",-1.1580808,-1.1247067,5.644561,5.9237843,1.3867267,1.4711523,-0.0844256
54,-0.27829456,-0.23897749,"('incapable', 'capable')",-0.25407866,-0.3126328,0.8145134,0.9763936,0.0940467,0.1415944,-0.0475477
19,-0.27028203,-0.24060754,"('inhospitable', 'hospitable')",-1.0011737,-0.9806973,-0.31564796,-0.30233824,-0.5290346,-0.507881,-0.0211536
38,-0.2693304,-0.23197687,"('untruthful', 'truthful')",-0.89156604,-0.78416985,-0.052640952,0.015221383,-0.4045124,-0.3336418,-0.0708706
67,0.2620703,0.45208043,"('doubtful', 'determined')",1.0152371,1.0205189,-0.7877032,-0.6905623,0.1632014,0.260679,-0.0974776
68,0.22887582,0.29010805,"('dependent', 'independent')",-0.2264178,-0.27262968,-0.36874968,-0.4446864,-0.1220972,-0.1424027,0.0203055
88,-0.17737778,-0.14831235,"('low', 'eminent')",-0.32493404,-0.39341277,0.36445457,0.3636173,-0.0459524,-0.0593693,0.0134169
80,-0.16932231,-0.22109751,"('dominated', 'dominating')",0.90421987,0.8696911,-1.2696103,-1.3095834,-0.1782376,-0.22033,0.0420924
77,-0.16232502,-0.01558008,"('unmotivated', 'motivated')",-0.24344787,-0.2598951,-1.2872187,-1.2601134,-0.5643305,-0.5118628,-0.0524677
58,0.15433007,-0.022769794,"('undiscriminating', 'discriminating')",-0.48030984,-0.5976957,0.32198524,0.1691116,-0.0013315,-0.1504513,0.1491198
33,-0.11937106,-0.05386741,"('wrong', 'right')",0.56899005,0.4999249,-0.9559643,-1.011179,-0.1687818,-0.1883738,0.019592
42,-0.10438971,-0.03973425,"('unreliable', 'reliable')",0.5401004,0.41372988,-2.9007874,-2.9559917,-0.8216922,-0.8606654,0.0389732
47,-0.09238599,-0.119076535,"('stupid', 'smart')",0.9828906,0.97089815,5.2161756,5.4671683,2.03556,2.1063299,-0.0707699
83,-0.085525535,-0.07794179,"('powerless', 'powerful')",-0.35355,-0.35534167,-1.0296657,-1.0601716,-0.4895804,-0.4978184,0.008238
84,-0.083302386,-0.061356306,"('inferior', 'superior')",-0.30145228,-0.3934156,0.86131877,0.9220022,0.1588547,0.1557434,0.0031113
11,0.07194865,0.039174013,"('unhelpful', 'helpful')",-1.2935061,-1.1910596,2.1278837,2.1006947,0.3021087,0.3162697,-0.014161
73,0.06288997,0.24274346,"('helpless', 'self-reliant')",0.2011678,0.26043493,-3.4598649,-3.4668975,-1.065269,-0.9879064,-0.0773626
45,0.062104158,-0.19490463,"('incompetent', 'competent')",-0.5076545,-0.41711652,0.002029486,-0.13238029,-0.1478403,-0.2481338,0.1002935
25,-0.05179061,0.044347964,"('egoistic', 'altruistic')",0.11788219,0.04168392,1.4379551,1.4548442,0.5013489,0.5136254,-0.0122765
34,0.047099337,0.16310056,"('mean', 'honorable')",-0.25614786,-0.25492808,5.8493714,6.112362,1.8801076,2.0068448,-0.1267372
85,-0.008630466,0.1970779,"('insignificant', 'prestigious')",0.45107028,0.2492013,0.95074636,0.9839039,0.4643954,0.4767277,-0.0123323
28,-0.006054472,-0.1940538,"('disloyal', 'loyal')",-1.4789021,-1.5497652,0.98239046,0.8836962,-0.1675221,-0.2867076,0.1191855
1,-0.0023290515,-0.2699345,"('unfriendly', 'friendly')",-1.5054954,-1.6575245,1.8524538,1.8072822,0.1148765,-0.0400589,0.1549354
