,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.9695653,-1.9035215,"('unfriendly', 'friendly')",1.8816767,1.9473131,0.06219229,0.16665694,1.7256529,2.0035625,0.4249892,0.5535027,-0.1285135
48,-1.6162206,-2.0183303,"('unintelligent', 'intelligent')",-1.2126026,-1.3286037,-0.52138007,-0.767856,0.5001435,0.3754076,-0.7125149,-0.9348456,0.2223307
57,-1.4339573,-1.6646028,"('unimaginative', 'imaginative')",-0.42518583,-0.48068255,-0.5406386,-0.7167362,-2.7425199,-2.7581384,-1.2855754,-1.40504,0.1194646
88,-1.3645203,-1.294935,"('low', 'eminent')",-1.2111282,-1.1446669,-1.2909826,-1.2987287,0.22916992,0.2735271,-0.9093653,-0.8662009,-0.0431644
69,1.333123,1.3052678,"('lazy', 'industrious')",1.8287612,1.7646471,0.90798205,0.9256825,-0.47506046,-0.39589593,0.8987014,0.8999254,-0.001224
28,-1.2274544,-1.4092699,"('disloyal', 'loyal')",0.21205942,0.22174117,0.05911701,-0.03024809,1.073669,1.144891,0.0293477,-0.0182214,0.0475691
10,-1.2196406,-1.6461673,"('unsympathetic', 'sympathetic')",-1.506877,-1.4974635,0.015017066,-0.15368593,-0.13562839,-0.30623087,-0.7117823,-0.9008868,0.1891045
6,-1.1131701,-0.5602058,"('distant', 'open')",0.53508544,0.84404856,-1.3585061,-1.1662998,0.3449593,0.6918157,-0.3979079,-0.0476604,-0.3502475
43,-1.066035,-1.184718,"('irresponsible', 'responsible')",0.16620314,0.35335827,0.6678635,0.6586344,0.45766512,0.56834525,0.0564242,0.098905,-0.0424808
45,-1.0105585,-1.1959281,"('incompetent', 'competent')",-1.1108944,-1.1015308,-0.19856969,-0.30521718,-0.41321826,-0.4210391,-0.6833102,-0.7559288,0.0726186
26,-0.9986831,-0.8903193,"('hardhearted', 'benevolent')",2.0233598,2.01937,0.75368685,0.8396395,1.5275276,1.6979029,0.8264728,0.9166483,-0.0901755
86,-0.9967478,-1.342004,"('uninfluential', 'influential')",-0.5523163,-0.5760501,0.43814462,0.27234602,-0.034449574,-0.0579256,-0.2863423,-0.4259084,0.1395661
15,-0.9934207,-0.6972161,"('boring', 'funny')",0.14375287,0.30667487,-1.1864893,-1.056726,0.2379061,0.38704646,-0.4495628,-0.2650552,-0.1845076
31,-0.96212876,-0.5127746,"('evil', 'good')",0.21264067,0.19647397,-1.1684893,-1.1019251,-0.99949616,-0.7854281,-0.7293684,-0.5509135,-0.1784549
