,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,0.95658803,1.1543195,"('helpless', 'self-reliant')",1.5113435,1.5812094,-0.10158458,0.037638694,-3.5628736,-3.400233,-0.2991317,-0.1567664,-0.1423653
50,0.94286174,0.86540735,"('clumsy', 'skillful')",0.7657709,0.81478506,0.39929467,0.42767623,0.346185,0.36069387,0.6135281,0.6171407,-0.0036126
40,-0.93633413,-0.8052175,"('stingy', 'generous')",1.7688174,1.7288982,0.75401264,0.806106,-1.6503819,-1.5996931,-0.0159715,0.0325234,-0.0484949
29,-0.8885952,-0.930555,"('unfair', 'fair')",-0.03810048,-0.12655264,-0.3137547,-0.27282858,-0.7180717,-0.61835444,-0.4896305,-0.4870727,-0.0025578
65,-0.83859104,-1.0252135,"('insecure', 'secure')",-1.0023184,-1.0954939,0.60125047,0.49922332,-0.21191567,-0.4020646,-0.3628937,-0.5058872,0.1429935
0,-0.8376377,-1.3542,"('unsociable', 'sociable')",-0.2315439,-0.33779335,0.61951864,0.5124599,-0.31393668,-0.42340007,-0.1908999,-0.4007334,0.2098335
52,-0.83154106,-0.45705447,"('irrational', 'rational')",1.033192,1.0679321,-1.3016921,-1.1369941,-0.16110396,0.006728935,-0.3152863,-0.1298469,-0.1854394
61,-0.8304219,-1.0293015,"('illogical', 'logical')",1.2549887,1.2028656,0.2957566,0.22146988,0.35753956,0.38466322,0.2694657,0.1949243,0.0745414
14,-0.812765,-1.0159951,"('antisocial', 'social')",1.2210329,1.1807822,1.4748958,1.3963059,-0.8242458,-0.8614658,0.2647295,0.1749068,0.0898227
32,-0.80759794,-0.7536117,"('unkind', 'kind')",-0.23498586,-0.05169469,0.736817,1.0016721,1.1624608,1.2522987,0.2141735,0.3621661,-0.1479926
75,0.7952031,1.0385358,"('meek', 'impulsive')",-0.102610424,-0.039979056,-0.7486751,-0.6998417,-0.59097594,-0.4566226,-0.1617646,-0.0394769,-0.1222877
24,-0.78090316,-0.86134577,"('dishonest', 'honest')",-0.16907978,0.10270197,-0.81290025,-0.72146595,0.6905357,0.8630344,-0.2680869,-0.1542688,-0.1138181
3,-0.77146345,-0.91397154,"('repellent', 'pleasant')",-0.9410447,-1.024718,1.0609794,0.96532804,0.24872293,-0.018563002,-0.1007015,-0.2479811,0.1472796
82,-0.76955473,-0.73329824,"('poor', 'rich')",-0.88418067,-0.7060619,-0.5473272,-0.41320908,6.0745673,6.218048,0.9683762,1.0913697,-0.1229935
66,0.76777655,0.72276527,"('inactive', 'active')",1.7367567,1.7068738,2.139022,2.0121195,1.1632025,1.1230757,1.4516895,1.3912086,0.0604809
11,-0.76689905,-0.92909205,"('unhelpful', 'helpful')",-0.56466407,-0.4572518,-0.3060074,-0.20181143,1.9690974,2.105269,0.0828817,0.1292784,-0.0463967
47,-0.7659445,-0.7680051,"('stupid', 'smart')",0.59198964,0.71337694,0.38302132,0.6109884,5.513106,5.6830463,1.4305431,1.5598516,-0.1293085
55,-0.7621534,-1.1833262,"('incompetent', 'clever')",-1.4700241,-1.5417143,0.50437874,0.2693919,-0.16625673,-0.2565062,-0.4735138,-0.6780387,0.2045249
49,-0.7294025,-0.6759825,"('unable', 'able')",-1.4157957,-1.1276647,-0.65746665,-0.5219325,-0.15253471,-0.021175286,-0.7387999,-0.5866888,-0.1521111
62,-0.7050744,-0.7913054,"('incompetent', 'brilliant')",-0.2843632,-0.22342032,0.39965197,0.26473606,0.029898303,0.10510489,-0.1399719,-0.1612212,0.0212493
38,-0.69637096,-0.63639414,"('untruthful', 'truthful')",0.94233453,1.0146075,-0.43924087,-0.30609366,0.043580122,0.24890903,-0.0374243,0.0802572,-0.1176815
37,0.69390154,0.40629074,"('fake', 'genuine')",-0.7025276,-0.7314183,0.015123587,0.022284176,0.45791966,0.53786737,0.1161043,0.058756,0.0573483
76,-0.6925765,-0.8256229,"('anxious', 'daring')",-0.8999379,-0.86745775,0.7767048,0.65377986,0.12794247,0.14187744,-0.1719668,-0.2243558,0.052389
27,-0.66803384,-0.68137336,"('hardhearted', 'softhearted')",-0.41439098,-0.35469502,-0.2014314,-0.09997071,1.3892052,1.3585151,0.0263372,0.055619,-0.0292818
23,-0.6608885,-0.84843695,"('insincere', 'sincere')",-0.18717286,-0.10299231,0.093226865,0.18683416,5.6980805,5.7634625,1.2358115,1.2497169,-0.0139054
30,-0.64192355,-0.68552506,"('intolerant', 'tolerant')",0.008908947,0.20062661,-0.07685381,0.029523294,0.874495,1.0000333,0.0411566,0.1361645,-0.0950079
81,-0.63752615,-0.85851187,"('submissive', 'aggressive')",-0.28943804,-0.4360481,1.5534817,1.3408659,-0.7878093,-0.8968376,-0.0403229,-0.2126329,0.17231
63,-0.63465154,-0.57109714,"('unperceptive', 'insightful')",0.9753868,0.99352425,2.166526,2.146681,1.1960732,1.1852299,0.9258336,0.9385846,-0.012751
35,0.62546176,0.80462843,"('corrupt', 'incorrupt')",0.102751315,0.22929971,-1.1204861,-1.0042123,-0.174578,-0.023136258,-0.1417128,0.0016449,-0.1433577
20,-0.6084051,-1.0016594,"('rough', 'thoughtful')",0.10352132,-0.10125954,0.950823,0.80716324,1.16346,1.0724947,0.4023498,0.1941848,0.208165
68,-0.60064006,-0.647435,"('dependent', 'independent')",-1.7346946,-1.8208326,0.18194042,0.14174955,-0.3776915,-0.47883183,-0.6327715,-0.7013375,0.068566
22,-0.5966659,-0.5392023,"('untrustworthy', 'trustworthy')",-0.7562333,-0.640359,0.75804406,0.86043036,-0.95610666,-0.8305779,-0.3877404,-0.2874272,-0.1003132
84,0.59041846,0.43921113,"('inferior', 'superior')",0.52056783,0.46921596,0.6209691,0.60065526,0.602984,0.7094797,0.5837348,0.5546405,0.0290943
72,-0.55298746,-0.6045542,"('unambitious', 'ambitious')",0.24817911,0.15670863,0.29720902,0.24019617,-0.9223239,-0.81398815,-0.2324808,-0.2554094,0.0229286
39,0.5254293,0.40172905,"('exploitative', 'cooperative')",0.7790916,0.8569423,1.141325,1.2390336,-0.25028357,-0.13912925,0.5488906,0.589644,-0.0407534
44,-0.51831794,-0.5087862,"('prejudiced', 'unprejudiced')",-0.6750635,-0.6237386,-0.48736832,-0.47489458,-1.5562809,-1.5501096,-0.8092576,-0.7893822,-0.0198754
41,-0.51299775,-0.22478187,"('unforgiving', 'forgiving')",0.7920414,0.8702678,0.6609724,0.72565246,0.17682567,0.21423921,0.2792104,0.3963444,-0.117134
87,0.49622706,0.33938202,"('unsuccessful', 'successful')",1.0920489,1.0206274,1.3671017,1.2041229,0.94100606,0.8451303,0.9740959,0.8523157,0.1217802
64,0.4959904,0.31393325,"('shy', 'confident')",0.5632766,0.49056643,1.6997329,1.5557144,-6.3454275,-6.551794,-0.8966069,-1.047895,0.1512881
59,-0.49471998,-0.048738245,"('foolish', 'wise')",1.5426692,1.6237773,-1.0130744,-0.8031198,0.3881581,0.6137108,0.1057582,0.3464075,-0.2406493
18,-0.48568767,-0.17711192,"('disagreeable', 'welcoming')",-0.20835087,-0.06294297,-0.36629578,-0.15545669,-0.24889703,-0.1340858,-0.3273079,-0.1323994,-0.1949085
54,-0.48364186,-0.3671164,"('incapable', 'capable')",1.2499145,1.3001373,0.21904132,0.23684555,0.7568448,1.0583887,0.4355397,0.5570638,-0.1215241
70,-0.4761721,-0.57547396,"('lethargic', 'energetic')",-0.75356567,-0.6350299,0.71011436,0.75891834,0.68226737,0.6542538,0.040661,0.0506671,-0.0100061
53,-0.46331245,-0.6559859,"('uncreative', 'creative')",1.3033426,1.3205683,0.18582784,0.1542438,1.2357011,1.3031822,0.5653898,0.5305021,0.0348877
67,0.43257886,0.55808175,"('doubtful', 'determined')",-0.016952353,0.07495415,0.63145566,0.6490975,-0.6498166,-0.49292126,0.0993164,0.197303,-0.0979866
83,-0.4244499,-0.46775892,"('powerless', 'powerful')",1.0858794,1.0377514,0.0950907,0.07443979,-1.0853162,-0.9346188,-0.082199,-0.0725466,-0.0096524
21,-0.41113997,-0.6954709,"('immoral', 'moral')",0.07686356,0.07714639,0.61587864,0.55006754,-0.87824845,-0.9458938,-0.1491615,-0.2535377,0.1043762
60,-0.41069943,-0.8572399,"('inefficient', 'efficient')",-0.8425424,-0.88322306,1.0905472,1.0041946,0.093736105,-0.030425891,-0.0172396,-0.1916736,0.174434
85,-0.3788859,-0.019741397,"('insignificant', 'prestigious')",2.429506,2.4407206,0.065726444,0.22768047,0.22932494,0.4774118,0.5864179,0.7815179,-0.1951
5,-0.34685084,0.0059351875,"('distant', 'outgoing')",1.1772318,1.5029366,-0.9064447,-0.69572383,-0.14006776,0.21057196,-0.0540329,0.25593,-0.3099629
77,-0.3289303,-0.7348777,"('unmotivated', 'motivated')",0.8496446,0.7219322,1.2516266,0.99591535,-0.95846814,-1.1818213,0.2034682,-0.0497129,0.2531811
19,-0.32015857,-0.06136639,"('inhospitable', 'hospitable')",-0.2848591,-0.0393629,-1.3857979,-1.1507552,-0.20318134,-0.008313449,-0.5484992,-0.3149495,-0.2335497
9,-0.30108598,-0.27048331,"('unaffectionate', 'caring')",1.683114,1.842934,0.50174206,0.68769747,1.2313366,1.5302589,0.7787767,0.9476017,-0.168825
7,0.2977513,-0.08587113,"('insensitive', 'sensitive')",0.029886127,0.014813775,0.51978993,0.4550348,0.8288723,0.7612474,0.4190749,0.2863062,0.1327687
33,0.27863643,0.43078956,"('wrong', 'right')",1.8365428,1.8050995,0.20033404,0.20626026,-0.56729186,-0.4708082,0.4370554,0.4928352,-0.0557798
36,-0.27241337,-0.11617528,"('hostile', 'amicable')",1.4278238,1.4130671,-1.021165,-0.9138454,0.34067294,0.42654452,0.1187296,0.2023977,-0.0836681
80,0.27013117,-0.13192275,"('dominated', 'dominating')",-0.78693396,-0.89714974,1.9821903,1.6090863,-1.2033322,-1.3707796,0.0655138,-0.1976915,0.2632053
4,-0.25063807,0.189278,"('disliked', 'liked')",0.4458346,0.5605154,-0.24411975,-0.13108495,-6.2274427,-6.104145,-1.5690914,-1.3713591,-0.1977323
51,-0.20743138,-0.34517494,"('uneducated', 'educated')",-0.5603323,-0.64453876,0.73907626,0.5491554,0.63734084,0.6024681,0.1521634,0.0404775,0.1116859
34,-0.20528018,-0.33430865,"('mean', 'honorable')",0.28548738,0.36650655,0.45780802,0.60188824,6.290333,6.302058,1.707087,1.7340361,-0.0269491
16,-0.19532347,-0.20909263,"('unpopular', 'popular')",0.04743889,0.010880504,-0.014553346,0.025234304,0.7016219,0.626584,0.134796,0.1134015,0.0213945
58,-0.1925133,-0.3646878,"('undiscriminating', 'discriminating')",1.5181088,1.3164163,1.1172305,1.0613263,-0.049008913,-0.008900605,0.5984543,0.5010386,0.0974157
17,-0.17291453,-0.34025112,"('nasty', 'nice')",-0.33186564,-0.28800732,-1.1002483,-1.0027086,-0.56596965,-0.5225373,-0.5427495,-0.5383761,-0.0043734
42,-0.14772668,-0.05038207,"('unreliable', 'reliable')",0.7862218,0.7807571,1.4472775,1.4234583,-2.7455304,-2.7346582,-0.1649395,-0.1452062,-0.0197333
71,0.14748618,0.15615219,"('diffident', 'self-confident')",2.2679162,2.2969592,0.8677757,0.94447505,0.791409,0.73618484,1.0186467,1.0334427,-0.014796
46,0.14465788,-0.35105795,"('uncompetitive', 'competitive')",-0.021447629,-0.064640015,1.8306744,1.7653111,-0.61920726,-0.7983358,0.3336693,0.1378193,0.19585
25,-0.13071422,-0.09760418,"('egoistic', 'altruistic')",0.68901527,0.7491717,0.11277892,0.17122075,1.3847635,1.5944813,0.5139608,0.6043174,-0.0903566
74,0.12678015,0.12225838,"('undedicated', 'dedicated')",0.5353099,0.75264955,0.83438087,0.9469465,0.27430356,0.4405717,0.4426936,0.5656065,-0.1229129
8,-0.115541354,-0.049134765,"('unaffectionate', 'affectionate')",0.9059062,0.99831444,0.07602033,0.20245653,0.485789,0.8559983,0.3380436,0.5019086,-0.163865
12,-0.093863025,-0.17271183,"('unsupportive', 'supportive')",1.3121239,1.4105389,1.4010578,1.4402554,-1.5672536,-1.5417863,0.2630163,0.284074,-0.0210577
2,-0.06296794,0.17763108,"('unlikable', 'likable')",2.3759797,2.5364327,1.5613421,1.6440939,0.6730608,0.90984374,1.1368537,1.3170004,-0.1801467
78,0.04334096,-0.20606422,"('nonresilient', 'resilient')",1.3504379,1.2349769,2.0261326,1.8095194,0.41617474,0.2630226,0.9590215,0.7753637,0.1836578
79,0.033571422,0.27363154,"('wavering', 'unwavering')",0.2950348,0.38504082,-0.9132083,-0.9107977,-0.06648518,-0.020845655,-0.1627718,-0.0682428,-0.094529
13,0.013252053,-0.17268954,"('impolite', 'polite')",-0.36425775,-0.3207547,0.3909046,0.43241185,0.12194809,-0.10465933,0.0404617,-0.0414229,0.0818846
56,-0.010836255,-0.30411384,"('impractical', 'practical')",-0.1929729,-0.07130963,0.3735947,0.4002629,-0.20738222,-0.1804346,-0.0093992,-0.0388988,0.0294996
