,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.3514963,-1.6280146,"('unsympathetic', 'sympathetic')",-0.91282874,-1.3570149,-0.68968654,-0.8653352,-0.9846706,-1.2834549,0.2987843
38,-1.3009284,-1.0910606,"('untruthful', 'truthful')",-1.1042553,-1.0960802,-0.3759138,-0.18700443,-0.9270326,-0.7913818,-0.1356508
43,-1.2217094,-1.139616,"('irresponsible', 'responsible')",-0.5598051,-0.8989093,0.12390238,-0.06783239,-0.5525374,-0.7021193,0.1495819
45,-1.214883,-1.2107174,"('incompetent', 'competent')",-0.48702458,-0.55705214,-0.53313804,-0.5273343,-0.7450151,-0.7650346,0.0200195
39,1.1720707,1.0164646,"('exploitative', 'cooperative')",1.9207406,1.8756691,0.42642313,0.3341794,1.1730781,1.0754377,0.0976404
19,-1.1291382,-0.6774368,"('inhospitable', 'hospitable')",-1.2447937,-1.0102878,-0.11001873,0.23412503,-0.8279835,-0.4845332,-0.3434503
86,-1.0943674,-1.1827815,"('uninfluential', 'influential')",-0.25785425,-0.59211856,-0.33268875,-0.46689883,-0.5616368,-0.7472663,0.1856295
74,-1.0547587,-1.0160645,"('undedicated', 'dedicated')",0.51554304,0.36209923,0.053282574,0.03326036,-0.1619777,-0.2069016,0.0449239
58,-1.0380412,-1.1719587,"('undiscriminating', 'discriminating')",0.30315298,0.11086585,0.02178288,-0.09456991,-0.2377018,-0.3852209,0.1475191
63,-0.96738845,-0.8245449,"('unperceptive', 'insightful')",0.1592499,0.093451835,0.40150076,0.50327486,-0.1355459,-0.0759394,-0.0596065
69,0.9595053,0.919266,"('lazy', 'industrious')",0.43612248,0.4580862,-0.3509024,-0.23749511,0.3482418,0.3799524,-0.0317106
0,-0.9278187,-1.1738527,"('unsociable', 'sociable')",0.32105568,-0.1456826,-0.40775272,-0.7543876,-0.3381719,-0.6913076,0.3531357
13,-0.9166153,-0.9176539,"('impolite', 'polite')",0.058210418,-0.30472305,-0.30209476,-0.611499,-0.3868332,-0.611292,0.2244588
85,0.914152,1.1061267,"('insignificant', 'prestigious')",0.047181748,0.2528117,1.0386249,1.4091979,0.6666529,0.9227121,-0.2560592
51,-0.8905646,-0.74576193,"('uneducated', 'educated')",-0.44416302,-0.6501444,0.20447987,0.13232464,-0.3767493,-0.4211939,0.0444446
84,0.8571494,0.9122537,"('inferior', 'superior')",0.36886162,0.54886633,1.021725,1.1708883,0.7492453,0.8773361,-0.1280908
78,-0.83836806,-1.0508933,"('nonresilient', 'resilient')",1.1347437,0.6674212,0.36642691,0.06184619,0.2209342,-0.1072086,0.3281428
42,-0.83732796,-0.7818966,"('unreliable', 'reliable')",-1.4696598,-1.6361405,-3.609333,-3.363644,-1.9721069,-1.927227,-0.0448799
28,-0.8251308,-0.9440577,"('disloyal', 'loyal')",-0.28329784,-0.3886728,0.87234837,0.9172988,-0.0786934,-0.1384772,0.0597838
1,-0.78110886,-0.43147957,"('unfriendly', 'friendly')",0.2012884,0.27934712,1.6346153,2.0903337,0.3515983,0.6460671,-0.2944688
11,-0.76591724,-0.69437134,"('unhelpful', 'helpful')",0.55635136,0.42881244,1.3163854,1.4918259,0.3689398,0.4087557,-0.0398159
