,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
51,1.7605345,1.4927262,"('uneducated', 'educated')",0.031570386,0.00316995,-1.0452448,-1.2682692,1.0018276,0.949676,0.4371719,0.2943257,0.1428462
25,-1.6809471,-1.7312877,"('egoistic', 'altruistic')",0.2764869,0.29967058,0.037252534,0.0885178,0.83347225,0.7157844,-0.1334338,-0.1568287,0.0233949
87,1.5806893,1.4560297,"('unsuccessful', 'successful')",0.50646377,0.6045743,0.20570107,0.070430234,0.7439316,0.5997755,0.7591964,0.6827025,0.0764939
35,-1.4953512,-1.5967008,"('corrupt', 'incorrupt')",-0.0622629,0.032234795,1.7989471,2.1175482,-1.8279049,-2.0385597,-0.396643,-0.3713694,-0.0252736
8,-1.4604664,-1.5132555,"('unaffectionate', 'affectionate')",-0.26097396,-0.28060612,-2.1579695,-2.000626,-0.13008477,-0.31387195,-1.0023737,-1.02709,0.0247163
5,-1.4110904,-1.3306515,"('distant', 'outgoing')",0.5737998,0.58935976,1.0815066,1.4344059,-1.0578316,-1.2187229,-0.2034039,-0.1314022,-0.0720017
6,-1.3748808,-1.2675303,"('distant', 'open')",0.5561964,0.5944987,0.79666054,1.1700326,-1.0917434,-1.2739536,-0.2784418,-0.1942381,-0.0842037
31,-1.3470445,-1.3551738,"('evil', 'good')",0.369751,0.18422797,0.30259678,0.6091855,-1.7500708,-1.9934107,-0.6061919,-0.6387928,0.0326009
80,1.2854501,0.94372445,"('dominated', 'dominating')",-0.8213045,-1.0068645,-0.06918632,-0.52009004,-0.2652663,-0.44204703,0.0324232,-0.2563193,0.2887425
46,1.2385358,1.2419653,"('uncompetitive', 'competitive')",-0.0040163174,-0.18128386,-1.5646583,-1.8761406,0.585804,0.7116425,0.0639163,-0.0259542,0.0898705
28,-1.2277397,-1.1673375,"('disloyal', 'loyal')",-0.7477668,-0.767699,-1.5699669,-1.6354892,0.78268814,0.70220166,-0.6906964,-0.717081,0.0263846
79,-1.1643044,-1.2788739,"('wavering', 'unwavering')",-0.05949472,-0.10384863,0.31561825,0.5949374,-0.9312726,-1.0764471,-0.4598634,-0.4660581,0.0061947
47,1.1126796,1.2381308,"('stupid', 'smart')",0.19917145,0.2413913,-0.15997353,-0.12903576,5.6048627,5.456069,1.689185,1.7016388,-0.0124538
18,-1.0410613,-0.63085514,"('disagreeable', 'welcoming')",0.59692585,0.73771805,-1.008245,-0.7431681,-1.1641846,-1.1892813,-0.6541412,-0.4563966,-0.1977446
83,0.9933587,0.8531695,"('powerless', 'powerful')",0.34527528,0.29964787,-0.43296808,-0.43005604,-0.94747484,-0.8920673,-0.0104522,-0.0423265,0.0318743
36,-0.97533065,-1.4591235,"('hostile', 'amicable')",0.566185,0.3051382,0.33146757,0.51134104,-1.2673923,-1.6172016,-0.3362676,-0.5649614,0.2286938
