,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.6699717,-2.3048348,"('submissive', 'aggressive')",-0.3562743,-0.11663346,-0.98831,-1.0505003,-1.3381853,-1.1573229,-0.1808624
85,2.3729782,1.8627859,"('insignificant', 'prestigious')",1.326026,0.9012524,1.2308055,1.1478269,1.6432699,1.3039551,0.3393148
45,-2.3030188,-2.0469182,"('incompetent', 'competent')",-1.741401,-1.6371205,-0.9464817,-1.1941074,-1.6636338,-1.6260487,-0.0375851
71,2.2931473,2.1708155,"('diffident', 'self-confident')",0.8639033,0.86905956,0.54152256,0.488561,1.2328577,1.1761453,0.0567124
9,2.2337072,1.9161472,"('unaffectionate', 'caring')",0.7842873,0.6781463,1.1958954,1.2620229,1.40463,1.2854389,0.1191911
8,2.1532335,1.7586219,"('unaffectionate', 'affectionate')",0.6616193,0.52764505,0.75906247,0.896631,1.1913051,1.060966,0.1303391
1,1.9740064,1.480531,"('unfriendly', 'friendly')",0.47056177,0.010297765,1.5908298,1.6684545,1.3451327,1.0530944,0.2920383
76,-1.8819649,-1.4003272,"('anxious', 'daring')",-1.1592114,-0.7238146,-0.049254574,0.10715015,-1.0301437,-0.6723305,-0.3578132
64,-1.8277644,-1.6877693,"('shy', 'confident')",-1.0304114,-1.0966821,-6.5484605,-6.6359396,-3.1355454,-3.1401304,0.004585
42,-1.8025265,-1.6547289,"('unreliable', 'reliable')",-2.0871027,-1.7832644,-2.9497008,-2.8891406,-2.2797766,-2.1090447,-0.1707319
26,1.7799674,1.6266993,"('hardhearted', 'benevolent')",0.5367655,0.38225573,1.7169462,1.6701242,1.3445597,1.2263597,0.1182
13,-1.7110128,-1.460197,"('impolite', 'polite')",-1.6406785,-1.4218386,-0.86116,-0.8056959,-1.4042837,-1.2292439,-0.1750398
10,-1.654003,-1.537584,"('unsympathetic', 'sympathetic')",-1.4702005,-1.2877302,-0.44504142,-0.6511229,-1.1897484,-1.1588124,-0.030936
22,-1.609629,-1.6313832,"('untrustworthy', 'trustworthy')",-1.1736792,-1.1713052,-1.4035172,-1.3442934,-1.3956086,-1.3823272,-0.0132814
65,-1.591817,-1.4668411,"('insecure', 'secure')",-1.2681454,-1.1678052,-0.98480284,-0.8872272,-1.2815884,-1.1739578,-0.1076306
57,-1.5642554,-1.8297718,"('unimaginative', 'imaginative')",-0.49410924,-0.6572713,-2.5180664,-2.905571,-1.5254771,-1.7975381,0.272061
46,-1.5114843,-1.2870814,"('uncompetitive', 'competitive')",-0.78489065,-0.5537355,-0.85833085,-1.0871731,-1.0515685,-0.9759967,-0.0755718
82,-1.5038233,-1.322486,"('poor', 'rich')",-0.662619,-0.37357205,5.475777,5.7901664,1.1031116,1.3647029,-0.2615913
33,1.4871917,1.1909927,"('wrong', 'right')",1.0426292,0.62314343,-0.3534545,-0.35111842,0.7254554,0.4876726,0.2377828
70,-1.4031048,-1.2048718,"('lethargic', 'energetic')",-1.2815958,-1.0402509,0.3688084,0.4504917,-0.7719641,-0.5982103,-0.1737538
28,-1.3783782,-1.2591287,"('disloyal', 'loyal')",-0.64636385,-0.5892997,0.6483743,0.65582997,-0.4587893,-0.3975328,-0.0612565
84,1.2844484,1.277894,"('inferior', 'superior')",0.46279433,0.46184036,1.0303612,1.113802,0.925868,0.9511788,-0.0253108
80,-1.2817192,-1.1559719,"('dominated', 'dominating')",-0.095604844,0.0019074157,-1.0767999,-1.3552374,-0.8180413,-0.8364339,0.0183926
83,1.2085305,1.241454,"('powerless', 'powerful')",0.8930474,0.9755513,-0.53234106,-0.56843287,0.523079,0.5495241,-0.0264451
36,1.1791267,0.6820796,"('hostile', 'amicable')",0.39351553,-0.11640866,0.74887115,0.6799611,0.7738378,0.4152107,0.3586271
44,-1.1760675,-1.0462072,"('prejudiced', 'unprejudiced')",-0.104005106,0.04670981,-1.0685451,-0.8816023,-0.7828725,-0.6270332,-0.1558393
3,-1.1615131,-1.3484716,"('repellent', 'pleasant')",-0.47102946,-0.458321,-0.17239857,-0.3704614,-0.6016471,-0.7257513,0.1241042
39,1.1477118,1.1144155,"('exploitative', 'cooperative')",0.5633268,0.55873454,-0.111317545,-0.11852732,0.5332404,0.5182076,0.0150328
56,-1.1442513,-0.5520769,"('impractical', 'practical')",-1.1735862,-0.80267954,-1.0252148,-0.83216524,-1.1143508,-0.7289739,-0.3853769
62,-1.1378354,-0.7266107,"('incompetent', 'brilliant')",-0.17899491,0.2772577,-0.6520617,-0.29645607,-0.6562973,-0.248603,-0.4076943
25,1.1051868,0.87299055,"('egoistic', 'altruistic')",0.95952654,0.6458103,1.5766476,1.6098478,1.2137871,1.0428829,0.1709042
55,-1.1038672,-0.9654829,"('incompetent', 'clever')",-0.39173952,-0.33444804,-0.40491042,-0.64026153,-0.6335057,-0.6467308,0.0132251
51,-1.0821936,-1.0975387,"('uneducated', 'educated')",-0.41330647,-0.45025668,0.5071031,0.27244338,-0.3294657,-0.4251173,0.0956516
52,1.0797044,0.47087482,"('irrational', 'rational')",0.60693157,0.12816635,-0.07633201,-0.20375517,0.536768,0.131762,0.405006
24,-1.0731341,-0.8948298,"('dishonest', 'honest')",-1.860907,-1.7007788,0.20665547,0.52183527,-0.9091285,-0.6912578,-0.2178707
68,-1.0511546,-1.210152,"('dependent', 'independent')",-0.51939905,-0.5395126,-0.6975651,-0.67959136,-0.7560396,-0.809752,0.0537124
69,1.043544,0.94418675,"('lazy', 'industrious')",1.2494781,1.1208771,-0.18000397,-0.21692517,0.7043394,0.6160463,0.0882931
21,-1.0409939,-1.0460272,"('immoral', 'moral')",-0.55238694,-0.5459676,-1.3797584,-1.5693849,-0.9910464,-1.0537933,0.0627469
6,1.024939,0.8283145,"('distant', 'open')",-0.44595683,-0.5373668,0.4512989,0.7558855,0.343427,0.3489444,-0.0055174
5,1.0239462,0.89653426,"('distant', 'outgoing')",-0.35732234,-0.3645609,-0.521756,-0.08583008,0.0482893,0.1487144,-0.1004251
60,-0.99881727,-0.60793734,"('inefficient', 'efficient')",0.08081309,0.45933592,-0.57357043,-0.36317313,-0.4971915,-0.1705915,-0.3266
53,0.926908,0.8569456,"('uncreative', 'creative')",0.46007934,0.57118195,0.7807231,0.8408186,0.7225701,0.7563154,-0.0337453
15,0.92441136,0.8147321,"('boring', 'funny')",-0.046731368,-0.12533072,0.22088374,0.2978236,0.3661879,0.329075,0.0371129
73,0.8344022,1.001465,"('helpless', 'self-reliant')",0.62343,0.60671175,-3.070488,-2.9206088,-0.5375519,-0.4374774,-0.1000745
12,0.82843435,0.6528023,"('unsupportive', 'supportive')",0.342467,0.4875875,-1.8413439,-1.9144711,-0.2234809,-0.2580271,0.0345462
19,0.8138182,0.59450436,"('inhospitable', 'hospitable')",-0.23249258,-0.48134372,-0.14637312,0.04598923,0.1449842,0.05305,0.0919342
54,0.813719,0.41331723,"('incapable', 'capable')",0.6578865,0.60362756,1.0188926,1.3193308,0.830166,0.7787585,0.0514075
43,-0.74537915,-0.47920007,"('irresponsible', 'responsible')",-1.5771142,-1.1704433,-0.41105288,-0.19683519,-0.9111821,-0.6154929,-0.2956892
27,0.73184603,0.3596392,"('hardhearted', 'softhearted')",0.28074846,0.23393098,1.7425406,1.5414655,0.9183784,0.7116786,0.2066998
77,-0.7233091,-0.83543396,"('unmotivated', 'motivated')",0.5899652,0.63420933,-1.2187878,-1.4060853,-0.4507105,-0.5357699,0.0850594
59,0.7200797,0.43024394,"('foolish', 'wise')",0.60499895,0.40901005,0.00053591654,0.19807178,0.4418716,0.3457753,0.0960963
17,-0.71613747,-0.7116983,"('nasty', 'nice')",-0.72241676,-0.7304166,-0.71891963,-0.69840705,-0.719158,-0.7135073,-0.0056507
23,-0.65647286,-0.71365285,"('insincere', 'sincere')",-0.99941814,-0.69628215,4.680098,4.8632803,1.008069,1.1511151,-0.1430461
14,-0.6363112,-0.403834,"('antisocial', 'social')",-0.15190943,-0.049233425,-1.188821,-1.261202,-0.6590138,-0.5714231,-0.0875907
0,-0.59028006,-0.5429919,"('unsociable', 'sociable')",-1.1943423,-1.1840676,-0.8065593,-0.85816634,-0.8637273,-0.8617419,-0.0019854
7,-0.58488303,-0.6077255,"('insensitive', 'sensitive')",-0.48404998,-0.199196,0.23134065,0.10866117,-0.2791975,-0.2327534,-0.0464441
48,0.5679051,0.35006794,"('unintelligent', 'intelligent')",1.0637554,1.2014905,0.42671433,0.32981873,0.686125,0.6271257,0.0589993
20,0.5494391,0.5005352,"('rough', 'thoughtful')",0.88185203,0.9427022,1.1774547,1.0218327,0.8695819,0.82169,0.0478919
35,0.5439009,0.46771303,"('corrupt', 'incorrupt')",0.6173404,0.46164328,0.057314552,0.31476745,0.4061853,0.4147079,-0.0085226
79,-0.4889214,-0.66689014,"('wavering', 'unwavering')",-0.918073,-1.0349705,-0.048841756,0.03341748,-0.4852787,-0.5561477,0.070869
38,-0.4810872,-0.2639585,"('untruthful', 'truthful')",-0.6499792,-0.40889314,-0.3292811,0.03006209,-0.4867825,-0.2142632,-0.2725193
86,0.4661872,0.21088639,"('uninfluential', 'influential')",-0.19665828,-0.5235253,-0.31833422,-0.6104195,-0.0162684,-0.3076861,0.2914177
31,0.44975498,-0.06242043,"('evil', 'good')",0.14083037,-0.18177412,-0.88897616,-1.0458568,-0.0994636,-0.4300171,0.3305535
49,0.4485597,0.4379525,"('unable', 'able')",0.6538167,0.79883367,-0.3683992,-0.21534663,0.2446591,0.3404799,-0.0958208
63,-0.4434137,-0.4643846,"('unperceptive', 'insightful')",-0.30976614,-0.07759118,0.59816825,0.5706952,-0.0516705,0.0095732,-0.0612437
72,-0.43836483,-0.33732146,"('unambitious', 'ambitious')",-1.0779918,-0.79478294,-1.5000569,-1.1494706,-1.0054712,-0.760525,-0.2449462
78,0.37803745,0.17671385,"('nonresilient', 'resilient')",1.3260229,1.3818842,0.6085245,0.3908769,0.7708616,0.649825,0.1210366
88,-0.35574326,-0.47145215,"('low', 'eminent')",-0.07278389,-0.02573402,-0.00935699,0.001722414,-0.1459614,-0.1651546,0.0191932
29,-0.3543251,-0.41860676,"('unfair', 'fair')",-0.52733505,-0.5294506,-0.81068915,-0.7627044,-0.5641164,-0.5702539,0.0061375
50,-0.3507158,-0.7719539,"('clumsy', 'skillful')",0.47994787,0.50863045,0.47970757,0.34943998,0.2029799,0.0287055,0.1742744
47,-0.3460427,-0.25041544,"('stupid', 'smart')",0.061303943,0.27977067,5.032082,5.178526,1.5824478,1.7359603,-0.1535125
2,0.34403646,0.3216389,"('unlikable', 'likable')",0.10180187,0.1568411,0.2650714,0.47580278,0.2369699,0.3180943,-0.0811244
66,-0.33629754,-0.43932056,"('inactive', 'active')",-0.118053325,-0.35812744,1.5676551,1.4058415,0.3711014,0.2027978,0.1683036
37,0.29437575,0.1092476,"('fake', 'genuine')",-0.24884194,-0.23520376,0.4243898,0.51948047,0.1566412,0.1311748,0.0254664
58,-0.29173025,-0.25854355,"('undiscriminating', 'discriminating')",-0.31978232,-0.47612447,-0.07887033,-0.23504926,-0.2301276,-0.3232391,0.0931115
34,0.27041775,0.23495936,"('mean', 'honorable')",-0.23654482,-0.08496476,5.843643,6.133983,1.9591721,2.0946592,-0.1354871
87,-0.25780886,-0.3395005,"('unsuccessful', 'successful')",0.44040132,0.3184303,0.44328588,0.19348651,0.2086261,0.0574721,0.151154
30,-0.2287665,0.07615027,"('intolerant', 'tolerant')",0.5559738,0.7145613,0.57141584,0.6458514,0.2995411,0.4788543,-0.1793132
18,0.20200628,0.031119011,"('disagreeable', 'welcoming')",0.0035233125,-0.0019350722,-0.64636236,-0.46086085,-0.1469443,-0.1438923,-0.003052
75,-0.09739548,-0.026402932,"('meek', 'impulsive')",0.49195433,0.5238753,0.02609064,0.26557353,0.1402165,0.2543486,-0.1141321
40,-0.09472802,-0.076208204,"('stingy', 'generous')",-0.10069444,0.07790257,-1.4301418,-1.5339938,-0.5418548,-0.5107665,-0.0310883
32,0.092216335,-0.0063267704,"('unkind', 'kind')",-0.7590687,-0.5174781,0.6672393,0.63456607,0.000129,0.0369204,-0.0367914
16,0.08888685,-0.064032555,"('unpopular', 'popular')",0.27189583,0.25749117,0.7303319,0.59955984,0.3637048,0.2643395,0.0993653
74,0.082203805,0.14122027,"('undedicated', 'dedicated')",-0.73234445,-0.5398717,0.10350308,-0.08520116,-0.1822125,-0.1612842,-0.0209283
67,0.076052725,0.35903054,"('doubtful', 'determined')",-0.059461094,0.16812772,-0.80627555,-0.6104646,-0.263228,-0.0277688,-0.2354592
61,-0.046417743,-0.066093326,"('illogical', 'logical')",0.36950168,0.16993362,-0.26041156,-0.32931197,0.0208908,-0.0751572,0.096048
11,0.024831433,0.009712551,"('unhelpful', 'helpful')",0.5605227,0.86952525,1.5757822,1.7243283,0.7203787,0.8678554,-0.1474767
41,0.017373675,-0.16883743,"('unforgiving', 'forgiving')",-0.9792488,-1.0365548,-0.0054593184,-0.16587467,-0.3224448,-0.457089,0.1346442
4,0.016151678,0.115667075,"('disliked', 'liked')",-0.4431987,-0.6833436,-5.975758,-6.225076,-2.1342684,-2.2642509,0.1299825
