,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
87,0.9241497,0.99775094,"('unsuccessful', 'successful')",1.3184576,1.4714799,1.1410445,1.0361614,1.1278839,1.1684641,-0.0405802
65,-0.9089355,-0.823111,"('insecure', 'secure')",0.2876882,0.08260995,-0.6843289,-0.7882675,-0.4351921,-0.5095895,0.0743974
35,0.9016094,0.814425,"('corrupt', 'incorrupt')",-0.61992544,-0.23366281,0.041850287,0.24891704,0.1078448,0.2765597,-0.1687149
34,-0.89789516,-0.7004159,"('mean', 'honorable')",0.096077055,0.037892062,5.4656634,5.4947042,1.554615,1.6107268,-0.0561118
81,-0.8728123,-0.6861049,"('submissive', 'aggressive')",0.5166937,0.5814898,-0.9388446,-0.93622494,-0.4316544,-0.3469467,-0.0847077
21,-0.824671,-0.7252,"('immoral', 'moral')",0.06973952,0.015718147,-1.0796703,-1.1083479,-0.6115339,-0.6059432,-0.0055907
63,-0.79526144,-0.88971835,"('unperceptive', 'insightful')",0.8265253,0.5936753,0.82801604,0.5572368,0.2864266,0.0870646,0.199362
14,-0.77991587,-0.54337645,"('antisocial', 'social')",0.9059215,0.9884851,-0.76929075,-0.4737416,-0.2144284,-0.0095443,-0.2048841
25,0.7458008,0.7623329,"('egoistic', 'altruistic')",0.5429545,0.8326249,1.5508697,1.6761894,0.9465416,1.0903824,-0.1438408
68,-0.7162727,-0.7699716,"('dependent', 'independent')",0.11134092,-0.0478553,-0.54444873,-0.7635103,-0.3831268,-0.5271124,0.1439856
51,-0.71262753,-0.769657,"('uneducated', 'educated')",0.6718236,0.71773356,0.27023685,0.16806404,0.0764776,0.0387135,0.0377641
36,-0.6833998,-0.85711014,"('hostile', 'amicable')",-0.40862727,-0.13647217,0.26256728,0.49099874,-0.2764866,-0.1675279,-0.1089587
84,0.65578264,0.6502454,"('inferior', 'superior')",0.64825433,0.65177286,1.1135178,1.0523869,0.8058516,0.7848017,0.0210499
0,-0.6454675,-0.55309725,"('unsociable', 'sociable')",0.04604719,0.053809352,-0.68464273,-0.6560204,-0.428021,-0.3851027,-0.0429183
73,0.61258656,0.5453089,"('helpless', 'self-reliant')",-0.07429838,-0.019037336,-2.7590218,-2.824121,-0.7402445,-0.7659498,0.0257053
55,-0.6047143,-0.58418113,"('incompetent', 'clever')",-0.36725882,-0.5952147,-0.42479187,-0.55245256,-0.4655883,-0.5772828,0.1116945
7,-0.5845196,-0.4513968,"('insensitive', 'sensitive')",0.037306756,-0.13946217,0.6525398,0.441307,0.035109,-0.0498506,0.0849596
40,-0.5820747,-0.81175965,"('stingy', 'generous')",-0.085294254,-0.21607055,-1.294152,-1.5922091,-0.6538403,-0.8733465,0.2195062
48,-0.5811604,-0.5378309,"('unintelligent', 'intelligent')",-0.14119314,-0.39544302,0.3548237,0.031170063,-0.12251,-0.3007013,0.1781913
23,-0.5362631,-0.31689203,"('insincere', 'sincere')",0.06899688,0.036540933,4.9113464,4.829947,1.4813601,1.5165319,-0.0351718
32,-0.52947503,-0.42515802,"('unkind', 'kind')",-0.515115,-0.49282956,0.3288773,0.36607254,-0.2385709,-0.1839717,-0.0545992
17,0.52418,0.57555944,"('nasty', 'nice')",-1.1026996,-0.86493963,-0.32990423,-0.22074749,-0.302808,-0.1700426,-0.1327654
26,0.49639025,0.31654188,"('hardhearted', 'benevolent')",1.2252249,1.1821911,1.737284,1.7135175,1.1529663,1.0707502,0.0822161
85,0.49130496,0.47299823,"('insignificant', 'prestigious')",-0.8995209,-0.62624526,0.6856217,0.6972996,0.0924686,0.1813509,-0.0888823
28,-0.47527966,-0.3684715,"('disloyal', 'loyal')",-0.35003746,-0.19641973,0.36553976,0.37585318,-0.1532591,-0.0630127,-0.0902464
66,-0.47330922,-0.5289499,"('inactive', 'active')",0.923599,0.9686682,1.2934391,1.2274194,0.581243,0.5557125,0.0255305
1,-0.46975803,-0.734583,"('unfriendly', 'friendly')",-0.031285733,-0.17368451,1.7533368,1.4905587,0.417431,0.1940971,0.2233339
76,-0.45364588,-0.35585237,"('anxious', 'daring')",0.8679119,0.939333,0.12489772,0.22837488,0.1797212,0.2706185,-0.0908973
58,-0.4473943,-0.60176355,"('undiscriminating', 'discriminating')",0.3340721,0.20134492,0.021885656,-0.17743504,-0.0304788,-0.1926179,0.1621391
74,0.44524002,0.44298443,"('undedicated', 'dedicated')",0.59037864,0.64872205,0.1290057,0.14703685,0.3882081,0.4129144,-0.0247063
22,-0.42791092,-0.6227858,"('untrustworthy', 'trustworthy')",-0.26200384,-0.48566222,-1.0673375,-0.9807649,-0.5857507,-0.6964043,0.1106536
59,0.41697386,0.50072145,"('foolish', 'wise')",-0.17608956,-0.044371635,0.7214475,0.85114175,0.3207773,0.4358305,-0.1150532
46,-0.4088723,-0.41286573,"('uncompetitive', 'competitive')",0.53019404,0.3076731,-0.737168,-0.9560218,-0.2052821,-0.3537381,0.148456
30,-0.39794493,-0.08217631,"('intolerant', 'tolerant')",0.33791637,0.5986387,1.0349975,1.3377658,0.3249896,0.6180761,-0.2930865
13,-0.3808112,-0.29911178,"('impolite', 'polite')",1.045844,0.90830696,-0.34259564,-0.37842607,0.107479,0.076923,0.030556
45,-0.37864655,-0.54043996,"('incompetent', 'competent')",0.14336379,0.018454812,-0.46676415,-0.43578753,-0.2340156,-0.3192576,0.085242
79,-0.35367328,-0.49516284,"('wavering', 'unwavering')",-0.92484397,-0.71264213,0.029224059,0.013266599,-0.4164311,-0.3981795,-0.0182516
5,0.33801496,0.16209203,"('distant', 'outgoing')",-0.3682653,-0.33095673,0.19922417,0.17348906,0.0563246,0.0015415,0.0547831
24,-0.32999346,-0.43766952,"('dishonest', 'honest')",-0.05025407,-0.22385806,0.47437727,0.45492393,0.0313766,-0.0688679,0.1002445
42,-0.32760924,-0.2966325,"('unreliable', 'reliable')",0.18405662,0.3522513,-2.8979795,-2.8056796,-1.013844,-0.9166869,-0.0971571
67,0.32026824,0.48556447,"('doubtful', 'determined')",0.27641904,0.44082975,-0.4079143,-0.14798397,0.0629243,0.2594701,-0.1965458
38,-0.31900814,-0.14943296,"('untruthful', 'truthful')",-0.34345618,-0.22647318,-0.117877096,-0.060858205,-0.2601138,-0.1455881,-0.1145257
75,-0.2900979,-0.25337243,"('meek', 'impulsive')",-0.31886753,-0.11066981,-0.35930753,-0.18565556,-0.3227576,-0.1832326,-0.139525
11,-0.2885639,-0.07424902,"('unhelpful', 'helpful')",0.38351756,0.40059307,1.4654886,1.4742401,0.5201474,0.6001947,-0.0800473
88,-0.28332847,0.11522076,"('low', 'eminent')",-0.49793196,0.22579865,0.064656764,0.3978248,-0.2388679,0.2462814,-0.4851493
49,-0.26438767,-0.067388594,"('unable', 'able')",-0.4073703,-0.18953888,-0.39042914,-0.3196182,-0.3540624,-0.1921819,-0.1618805
31,-0.26280874,-0.55666506,"('evil', 'good')",-0.8348372,-0.8257036,-0.6633498,-0.759127,-0.5869986,-0.7138319,0.1268333
18,0.2625472,0.34498522,"('disagreeable', 'welcoming')",0.8740931,1.0249867,-0.34,-0.13319081,0.2655468,0.4122604,-0.1467136
2,0.22884968,0.47070563,"('unlikable', 'likable')",1.0749054,1.3739432,0.38069436,0.7699777,0.5614831,0.8715421,-0.310059
52,0.21648295,0.3271382,"('irrational', 'rational')",-0.9101613,-0.66671306,0.22715494,0.37226772,-0.1555078,0.0108976,-0.1664054
47,-0.21283558,-0.01333702,"('stupid', 'smart')",-0.3442238,-0.30595034,4.912701,5.053922,1.4518806,1.5782116,-0.126331
44,0.20542568,0.3447297,"('prejudiced', 'unprejudiced')",0.30234075,0.40230846,-1.1665761,-0.9081804,-0.2196032,-0.0537141,-0.1658891
9,0.1988494,0.094818875,"('unaffectionate', 'caring')",0.09371105,0.095904,0.92502004,0.78647643,0.4058602,0.3257331,0.0801271
29,-0.19372219,-0.25257865,"('unfair', 'fair')",-0.5175146,-0.61962306,-0.5043976,-0.53134114,-0.4052114,-0.4678476,0.0626362
12,-0.19087045,-0.327197,"('unsupportive', 'supportive')",0.23035714,0.043885827,-1.7406415,-2.0103905,-0.5670516,-0.7645672,0.1975156
41,-0.16297138,-0.24035275,"('unforgiving', 'forgiving')",0.13685101,0.20119059,-0.15442866,0.068039805,-0.060183,0.0096259,-0.0698089
62,0.1504513,0.3925634,"('incompetent', 'brilliant')",0.9583095,1.0531983,0.017833604,0.13801514,0.3755315,0.5279256,-0.1523941
6,-0.15038761,-0.43969476,"('distant', 'open')",-0.5143996,-0.5278108,0.6849693,0.650234,0.0067274,-0.1057572,0.1124846
56,-0.1467028,0.10662013,"('impractical', 'practical')",1.0935197,1.2911041,-0.41333532,-0.1698828,0.1778272,0.4092805,-0.2314533
19,-0.116101496,-0.25937495,"('inhospitable', 'hospitable')",-0.9654969,-0.852293,0.072732605,0.12858245,-0.3362886,-0.3276952,-0.0085934
27,0.11345694,-0.0071813506,"('hardhearted', 'softhearted')",-0.15052012,-0.42269054,1.4010198,1.0047295,0.4546522,0.1916192,0.263033
20,-0.09056619,-0.06339227,"('rough', 'thoughtful')",0.6303666,0.4614522,1.3091428,1.0622517,0.6163144,0.4867706,0.1295438
50,0.08836157,0.18248303,"('clumsy', 'skillful')",-0.35376093,-0.2796688,0.33049732,0.20346017,0.0216993,0.0354248,-0.0137255
8,0.08366766,-0.07603845,"('unaffectionate', 'affectionate')",-0.6448586,-0.6488859,0.4207551,0.25167567,-0.046812,-0.1577496,0.1109376
15,0.078167066,0.30537432,"('boring', 'funny')",-0.27324393,0.18917671,0.45929885,0.7764508,0.088074,0.4236673,-0.3355933
37,0.077570796,-0.03305238,"('fake', 'genuine')",-0.45336172,-0.6743995,0.34075597,0.22444195,-0.0116783,-0.1610033,0.149325
60,0.06943451,0.19486295,"('inefficient', 'efficient')",1.3431145,1.0847818,-0.24756661,-0.33260137,0.3883275,0.3156811,0.0726464
61,0.06333442,0.045113124,"('illogical', 'logical')",0.13830808,0.04561553,0.23971689,0.03510409,0.1471198,0.0419442,0.1051756
80,0.06018526,0.12333827,"('dominated', 'dominating')",0.38975692,0.33655825,-1.3009717,-1.3967884,-0.2836765,-0.3122973,0.0286208
83,-0.05372429,0.07165571,"('powerless', 'powerful')",0.1738899,0.18448752,-0.7192268,-0.76561964,-0.199687,-0.1698255,-0.0298615
64,-0.04735796,-0.08285491,"('shy', 'confident')",0.2617126,0.18534829,-6.0681853,-5.9724183,-1.9512769,-1.9566417,0.0053648
4,-0.047097,-0.17118713,"('disliked', 'liked')",-0.39899227,-0.0028089555,-5.8596554,-5.578843,-2.1019149,-1.917613,-0.1843019
16,0.046632946,0.23822951,"('unpopular', 'popular')",0.07164358,0.24089783,0.6823495,0.7978465,0.2668753,0.4256579,-0.1587826
54,-0.024322845,0.06476146,"('incapable', 'capable')",0.2713927,0.39409745,1.0676513,1.1936383,0.4382404,0.5508324,-0.112592
78,0.01309038,-0.1166096,"('nonresilient', 'resilient')",0.68026054,0.48197958,0.4747786,0.085888706,0.3893765,0.1504196,0.2389569
