,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,male-female
81,-0.84605503,-0.5976555,"('submissive', 'aggressive')",-0.79868704,-0.6835576,-0.9574285,-0.747221,-0.8673902,-0.6761447,-0.1912455
36,-0.84219813,-1.1052939,"('hostile', 'amicable')",-0.37859982,-0.47310013,-0.06826997,-0.28711256,-0.4296893,-0.6218355,0.1921462
55,-0.82962537,-0.6332873,"('incompetent', 'clever')",-0.7839231,-0.6887052,0.2636961,0.44138223,-0.4499508,-0.2935368,-0.156414
62,-0.78588873,-0.38459912,"('incompetent', 'brilliant')",-0.29747832,-0.027183488,-0.38894048,0.06282734,-0.4907692,-0.1163184,-0.3744508
22,-0.7745809,-0.6396986,"('untrustworthy', 'trustworthy')",-0.5970545,-0.558921,-0.7099478,-0.6176542,-0.6938611,-0.6054246,-0.0884365
51,-0.7734163,-0.6105783,"('uneducated', 'educated')",-0.63048816,-0.5355929,0.23979625,0.32589602,-0.3880361,-0.2734251,-0.114611
34,-0.7536807,-0.39618763,"('mean', 'honorable')",-0.4070899,-0.18508688,5.4901733,5.736863,1.4431343,1.7185295,-0.2753952
35,0.7132313,0.46648818,"('corrupt', 'incorrupt')",0.47251832,0.26699746,-0.24538611,-0.4124359,0.3134545,0.1070166,0.2064379
82,-0.71170634,-0.5779061,"('poor', 'rich')",-0.47257558,-0.3550294,6.4621644,6.7856812,1.7592942,1.9509153,-0.1916211
27,-0.70421135,-0.9691647,"('hardhearted', 'softhearted')",-0.280855,-0.4654536,0.95111454,0.7420271,-0.0113173,-0.2308637,0.2195464
6,-0.7007933,-0.87016904,"('distant', 'open')",0.6263501,0.48555174,-0.0679981,-0.0882127,-0.0474804,-0.15761,0.1101296
30,-0.68839574,-0.46313784,"('intolerant', 'tolerant')",-0.46617186,-0.3124495,0.079968765,0.39261782,-0.3581996,-0.1276565,-0.2305431
60,-0.679107,-0.27954352,"('inefficient', 'efficient')",-0.6391959,-0.39393625,-0.24442099,0.081591524,-0.520908,-0.1972961,-0.3236119
85,0.66450256,0.37952253,"('insignificant', 'prestigious')",1.3683378,1.0966735,-0.16933982,-0.27521145,0.6211668,0.4003282,0.2208386
41,-0.6601661,-0.5197551,"('unforgiving', 'forgiving')",-0.33104667,-0.2416045,0.4273249,0.23026575,-0.1879626,-0.1770313,-0.0109313
17,-0.6574501,-0.6338897,"('nasty', 'nice')",-0.47947803,-0.5332831,-0.4346148,-0.42717418,-0.5238476,-0.531449,0.0076014
57,-0.64351416,-0.8917122,"('unimaginative', 'imaginative')",-0.72657007,-0.9336826,-3.2207673,-3.296626,-1.5302839,-1.7073402,0.1770563
10,-0.6423487,-0.72327226,"('unsympathetic', 'sympathetic')",-1.105485,-1.2066588,-0.06957425,0.015763113,-0.6058027,-0.638056,0.0322533
19,0.63973856,0.57232475,"('inhospitable', 'hospitable')",0.2735542,0.2940674,-0.28978598,-0.3605195,0.2078356,0.1686242,0.0392114
47,-0.6115612,-0.2475224,"('stupid', 'smart')",-0.14034583,0.024978114,5.534305,5.8242598,1.5941327,1.8672385,-0.2731058
64,-0.60046923,-0.55150795,"('shy', 'confident')",-0.32223576,-0.3747513,-6.9590316,-6.997214,-2.6272456,-2.6411578,0.0139122
18,-0.59479785,-0.46879244,"('disagreeable', 'welcoming')",-0.53866005,-0.5241901,-0.8411309,-0.8411502,-0.6581963,-0.6113776,-0.0468187
44,-0.5615858,-0.28378674,"('prejudiced', 'unprejudiced')",-0.8771037,-0.6858475,-1.2717028,-1.0139421,-0.9034641,-0.6611921,-0.242272
52,0.54321367,-0.022536583,"('irrational', 'rational')",0.78273696,0.46638545,-0.4681844,-0.59514004,0.2859221,-0.0504304,0.3363525
65,-0.53185225,-0.25352266,"('insecure', 'secure')",-1.096694,-1.0327463,0.047283866,0.17421472,-0.5270875,-0.3706847,-0.1564028
53,0.5111772,0.13118468,"('uncreative', 'creative')",0.085077465,-0.15461233,0.6062338,0.5011979,0.4008295,0.1592567,0.2415728
76,-0.50685537,-0.046611696,"('anxious', 'daring')",-0.51483655,-0.3354594,-0.11222133,0.22269928,-0.3779711,-0.0531239,-0.3248472
46,0.48620614,0.57959276,"('uncompetitive', 'competitive')",0.016335644,-0.019608632,-0.72585255,-0.66540766,-0.0744369,-0.0351412,-0.0392957
8,0.48226887,0.081403784,"('unaffectionate', 'affectionate')",1.026713,0.816785,0.78175735,0.732889,0.7635798,0.5436926,0.2198872
78,-0.4703404,-0.6768222,"('nonresilient', 'resilient')",-0.43679872,-0.5668581,-0.2976991,-0.35162902,-0.4016128,-0.5317698,0.130157
70,-0.46343753,-0.29324803,"('lethargic', 'energetic')",-0.8069612,-0.74245125,0.33119738,0.48004022,-0.3130671,-0.1852197,-0.1278474
14,-0.45288417,-0.31646076,"('antisocial', 'social')",-0.4550304,-0.35807553,0.24151494,0.24249084,-0.2221332,-0.1440152,-0.078118
42,-0.45014143,-0.20839846,"('unreliable', 'reliable')",-1.0141736,-0.9489503,-3.3764038,-3.2811468,-1.6135729,-1.4794985,-0.1340744
5,-0.44637427,-0.5050904,"('distant', 'outgoing')",0.9853034,0.9624606,-0.6801547,-0.63294494,-0.0470752,-0.0585249,0.0114497
25,-0.43393657,-0.6641266,"('egoistic', 'altruistic')",0.61320806,0.46536347,1.4606302,1.3896945,0.5466339,0.3969771,0.1496568
88,0.43013853,0.29983622,"('low', 'eminent')",0.3586523,0.29772255,-0.3089247,-0.21898746,0.1599554,0.1261904,0.033765
11,0.4059314,0.3990744,"('unhelpful', 'helpful')",-0.06884659,-0.01207909,1.9233733,1.9758722,0.7534861,0.7876225,-0.0341364
15,0.39504793,0.25797147,"('boring', 'funny')",0.91878355,0.7370425,0.2640126,0.19309762,0.525948,0.3960372,0.1299108
50,0.38004994,0.282593,"('clumsy', 'skillful')",-0.36470908,-0.5713979,-0.31697845,-0.2707648,-0.1005459,-0.1865232,0.0859773
54,-0.37157938,-0.41272867,"('incapable', 'capable')",0.24135245,0.11490133,0.9784739,1.0834892,0.282749,0.2618873,0.0208617
56,0.3676504,0.89860195,"('impractical', 'practical')",0.6570358,0.9987407,-0.3696433,-0.11008394,0.2183476,0.5957529,-0.3774053
32,0.3574278,0.3517679,"('unkind', 'kind')",0.092327386,0.02492746,0.98175323,1.0850322,0.4771695,0.4872425,-0.010073
87,0.3412838,0.396647,"('unsuccessful', 'successful')",0.32634035,0.43018508,0.3960454,0.36463767,0.3545565,0.3971566,-0.0426001
1,0.34078032,-0.17835844,"('unfriendly', 'friendly')",1.3973879,0.995592,1.9266454,1.7414443,1.2216045,0.8528926,0.3687119
48,0.33074263,0.12949014,"('unintelligent', 'intelligent')",0.4691891,0.336007,-0.21298385,-0.115428686,0.1956493,0.1166895,0.0789598
16,-0.32117048,-0.20547387,"('unpopular', 'popular')",-0.44134468,-0.37330765,0.227748,0.30517375,-0.1782557,-0.0912026,-0.0870531
68,-0.31472704,-0.21372007,"('dependent', 'independent')",-1.3662125,-1.3817327,-1.3672247,-1.2853947,-1.0160548,-0.9602825,-0.0557723
21,-0.31024835,-0.036074646,"('immoral', 'moral')",-0.53739434,-0.42292684,-1.221232,-1.0101646,-0.6896249,-0.489722,-0.1999029
66,0.3050353,0.2038245,"('inactive', 'active')",-0.24042082,-0.27289242,0.68770766,0.49378553,0.250774,0.1415725,0.1092015
13,-0.28912655,0.18785256,"('impolite', 'polite')",-0.6401582,-0.45639846,-0.32483095,-0.20897344,-0.4180385,-0.1591731,-0.2588654
59,0.27902547,0.17200942,"('foolish', 'wise')",1.0283661,0.93814665,-0.2985216,-0.29206377,0.33629,0.2726974,0.0635926
86,-0.27823374,-0.40440983,"('uninfluential', 'influential')",0.15460211,-0.11051719,-0.36205965,-0.4418285,-0.1618971,-0.3189185,0.1570214
43,0.25312436,0.47111267,"('irresponsible', 'responsible')",0.26246023,0.30183855,0.3732515,0.4750138,0.2962787,0.4159884,-0.1197097
20,0.22286318,0.3140129,"('rough', 'thoughtful')",-0.07900269,-0.053507686,0.92971414,0.98727834,0.3578582,0.4159278,-0.0580696
72,0.22097152,0.25857466,"('unambitious', 'ambitious')",-0.2300463,-0.21944988,-0.46092385,-0.262931,-0.1566662,-0.0746021,-0.0820641
61,0.19634956,0.16127472,"('illogical', 'logical')",0.676611,0.6085285,0.25403938,0.19900449,0.3756667,0.3229359,0.0527308
80,-0.19102304,-0.18513836,"('dominated', 'dominating')",-0.38839197,-0.30060217,-0.6259177,-0.6221053,-0.4017776,-0.3692819,-0.0324957
69,0.18862866,0.15879121,"('lazy', 'industrious')",0.6466396,0.54453397,-1.1891744,-1.4172479,-0.1179687,-0.2379742,0.1200055
7,0.18399563,-0.046588134,"('insensitive', 'sensitive')",-0.6622809,-0.7632181,0.3182328,0.28127483,-0.0533508,-0.1761771,0.1228263
63,-0.17772695,-0.084826715,"('unperceptive', 'insightful')",-0.115878634,-0.032086093,0.041809734,0.15860024,-0.083932,0.0138958,-0.0978278
75,0.14532322,0.2889465,"('meek', 'impulsive')",0.34178457,0.3791805,-0.23642884,-0.2566582,0.0835597,0.1371563,-0.0535966
2,0.14297158,0.3741456,"('unlikable', 'likable')",0.598117,0.7711026,0.29072118,0.44870016,0.3439366,0.5313161,-0.1873795
28,-0.14217864,-0.6405658,"('disloyal', 'loyal')",0.22476451,-0.12666653,1.5279052,1.3692276,0.5368303,0.2006651,0.3361652
12,0.11804901,0.078387514,"('unsupportive', 'supportive')",-0.11491397,-0.15086737,-2.1961076,-2.2125733,-0.7309909,-0.7616844,0.0306935
40,-0.088401355,-0.20280683,"('stingy', 'generous')",-0.35591778,-0.3667457,-2.2369928,-2.324102,-0.8937707,-0.9645514,0.0707807
29,0.07041253,0.103654325,"('unfair', 'fair')",0.5799273,0.56638575,-0.6541472,-0.75452715,-0.0012691,-0.0281624,0.0268933
83,0.052157022,0.21651015,"('powerless', 'powerful')",0.71899533,0.7668502,-1.324551,-1.191857,-0.1844662,-0.0694989,-0.1149673
79,-0.049708292,-0.005771707,"('wavering', 'unwavering')",0.12754522,0.07971509,-0.6599941,-0.6831862,-0.1940524,-0.2030809,0.0090285
38,-0.021677678,-0.0025559627,"('untruthful', 'truthful')",0.4479815,0.4945733,0.007139832,0.061308883,0.1444812,0.1844421,-0.0399609
23,0.0027464647,0.021307781,"('insincere', 'sincere')",-0.32454377,-0.2917319,6.231975,6.4685507,1.9700592,2.0660423,-0.0959831
