,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.6950414,3.7155035,"('insignificant', 'prestigious')",4.218749,4.1003594,0.44137082,0.590178,0.2941507,0.500625,2.162328,2.2266662,-0.0643382
10,-2.8910317,-2.8745165,"('unsympathetic', 'sympathetic')",-2.491074,-2.3757057,-0.65638006,-0.7298303,0.0018691085,-0.08449943,-1.5091542,-1.516138,0.0069838
36,2.8580272,2.8093085,"('hostile', 'amicable')",3.3893285,3.2497234,-0.12590694,-0.19592434,0.12594268,0.08473766,1.5618478,1.4869614,0.0748864
45,-2.6981459,-2.6816242,"('incompetent', 'competent')",-2.186493,-2.0170488,-0.58090544,-0.6431466,-0.6170902,-0.6221983,-1.5206586,-1.4910045,-0.0296541
70,-2.4919388,-2.31365,"('lethargic', 'energetic')",-1.4033544,-1.1199749,0.09177962,0.16445443,1.0244794,0.9484815,-0.6947585,-0.5801722,-0.1145863
82,-2.4451492,-2.1821144,"('poor', 'rich')",-2.1630793,-1.8802274,-0.90966535,-0.82422644,6.036131,6.015052,0.1295593,0.2821209,-0.1525616
81,-2.3577273,-2.2835317,"('submissive', 'aggressive')",-1.4412524,-1.2355069,1.1717706,1.0082638,-0.31769705,-0.32140717,-0.7362266,-0.7080455,-0.0281811
55,-2.3138604,-2.42879,"('incompetent', 'clever')",-2.2742581,-2.2701693,0.12560071,-0.1205111,0.101792336,0.018843815,-1.0901814,-1.2001567,0.1099753
60,-2.2929723,-2.1462586,"('inefficient', 'efficient')",-1.9896584,-1.7464963,0.6078222,0.6457779,0.16962564,0.19715041,-0.8762958,-0.7624567,-0.1138391
22,-2.1630461,-2.2076988,"('untrustworthy', 'trustworthy')",-1.9638813,-1.9493536,-0.010902684,-0.09721375,-0.87806994,-1.0326172,-1.253975,-1.3217208,0.0677458
33,2.1097667,1.9825974,"('wrong', 'right')",2.084004,1.8730351,0.25940606,0.20357113,-0.80481625,-0.84147817,0.9120901,0.8044314,0.1076587
5,2.0873,2.0789435,"('distant', 'outgoing')",2.167682,2.053695,-0.98892874,-0.9042909,-0.617908,-0.55017906,0.6620363,0.6695421,-0.0075058
71,2.0864367,2.13826,"('diffident', 'self-confident')",3.160168,3.1343272,0.8445056,1.079899,0.7886457,0.9254555,1.7199391,1.8194853,-0.0995462
66,1.952055,1.7987949,"('inactive', 'active')",2.314116,2.1440933,1.8883514,1.8415885,1.3089789,1.1286415,1.8658754,1.7282796,0.1375958
9,1.8536099,2.0459993,"('unaffectionate', 'caring')",2.2688034,2.4512446,0.40494543,0.72296846,1.1169724,1.3781744,1.4110827,1.6495967,-0.238514
