,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
69,1.8377512,1.7658328,"('lazy', 'industrious')",2.5619168,2.3792632,0.56431955,0.59359497,-1.1638197,-1.1229113,0.9500419,0.9039448,0.0460971
83,1.837403,1.680554,"('powerless', 'powerful')",2.0881505,2.0111678,0.9851948,0.71381545,-0.63121504,-0.6776922,1.0698833,0.9319614,0.1379219
79,1.8040847,1.8130717,"('wavering', 'unwavering')",1.4524232,1.4811182,-0.7084026,-0.5791505,0.057813514,0.13005406,0.6514797,0.7112734,-0.0597937
52,1.7364818,1.7243251,"('irrational', 'rational')",1.6674424,1.4805264,-0.76952684,-0.73042053,-0.4107702,-0.368784,0.5559068,0.5264118,0.029495
6,1.6952487,1.7168071,"('distant', 'open')",1.6901739,1.6435419,-1.2521353,-1.166404,0.023738958,0.054288033,0.5392566,0.5620583,-0.0228017
73,1.547687,1.5718405,"('helpless', 'self-reliant')",1.8327286,1.6950966,0.45945698,0.47715136,-3.5772653,-3.4011233,0.0656518,0.0857413,-0.0200895
3,-1.5457753,-1.6211095,"('repellent', 'pleasant')",-1.9212321,-1.8792291,0.59654677,0.47754407,0.42541668,0.30948567,-0.611261,-0.6783272,0.0670662
35,1.5350565,1.4204372,"('corrupt', 'incorrupt')",1.6402442,1.3948915,-0.70399183,-0.75642025,-0.39073628,-0.47027758,0.5201431,0.3971577,0.1229854
0,-1.493853,-1.6547899,"('unsociable', 'sociable')",-0.8633214,-0.9352623,0.089840576,-0.16219655,-0.3179011,-0.43499592,-0.6463087,-0.7968112,0.1505025
48,-1.4537833,-1.3669788,"('unintelligent', 'intelligent')",-1.7489808,-1.501819,-0.8295088,-0.8290241,0.16225421,0.2705666,-0.9675046,-0.8568138,-0.1106908
76,-1.448224,-1.502054,"('anxious', 'daring')",-1.2425687,-1.3372415,0.70807064,0.469128,0.56199896,0.4437192,-0.3551807,-0.481612,0.1264313
65,-1.445471,-1.598837,"('insecure', 'secure')",-1.6393211,-1.7190727,0.7529777,0.5525905,0.08141918,-0.016969182,-0.5625988,-0.6955721,0.1329733
1,1.4236414,1.6903427,"('unfriendly', 'friendly')",1.9385163,2.106486,0.14731562,0.3735049,1.517828,1.7419045,1.2568253,1.4780595,-0.2212342
2,1.3991501,1.4896204,"('unlikable', 'likable')",2.318072,2.3780687,2.4918082,2.399796,0.8228465,0.8896829,1.7579691,1.789292,-0.0313229
37,-1.3755382,-1.2285248,"('fake', 'genuine')",-0.84225845,-0.6715953,-0.41903004,-0.27054784,0.4716158,0.55961186,-0.5413027,-0.402764,-0.1385387
13,-1.3495997,-1.3182397,"('impolite', 'polite')",-1.5506202,-1.5396373,-0.02414592,-0.033058695,0.021374077,-0.074929774,-0.7257479,-0.7414663,0.0157184
11,-1.3165247,-1.2340231,"('unhelpful', 'helpful')",-1.1067342,-0.87523663,-0.5385292,-0.4100342,2.397085,2.4906008,-0.1411757,-0.0071732,-0.1340025
57,-1.2878698,-1.4238365,"('unimaginative', 'imaginative')",-0.7884141,-0.7451246,-0.5049522,-0.74266464,-2.6726747,-2.6239722,-1.3134778,-1.3838995,0.0704217
12,1.2626724,1.4706267,"('unsupportive', 'supportive')",1.6345891,1.9902034,1.1979165,1.4714031,-1.4280261,-1.1711414,0.666788,0.940273,-0.273485
30,-1.2519095,-1.1651852,"('intolerant', 'tolerant')",-0.75280833,-0.63906264,-0.17709355,-0.21354955,0.85303825,0.77339756,-0.3321933,-0.3111,-0.0210933
59,1.2246587,1.1727655,"('foolish', 'wise')",1.1122701,1.0593418,-0.739084,-0.72552145,0.15458973,0.19123541,0.4381087,0.4244553,0.0136534
51,-1.2151097,-1.1134495,"('uneducated', 'educated')",-0.45774493,-0.26092905,0.6954999,0.7410805,1.1952019,1.2610279,0.0544618,0.1569325,-0.1024707
26,1.2004398,1.2920046,"('hardhearted', 'benevolent')",1.9647444,2.152832,1.029457,1.2942343,1.2788833,1.3918059,1.3683811,1.5327191,-0.164338
58,1.1668186,1.1500065,"('undiscriminating', 'discriminating')",1.4631,1.4765682,1.4776006,1.4288994,0.17768116,0.28164262,1.0713,1.0842792,-0.0129792
24,-1.1612583,-0.9647702,"('dishonest', 'honest')",-1.2023004,-1.2050105,-0.84510165,-0.73295635,0.81213045,0.7543799,-0.5991325,-0.5370893,-0.0620432
46,-1.161027,-1.3491455,"('uncompetitive', 'competitive')",-0.99721956,-1.028157,0.9898193,0.67152125,-0.37700078,-0.57339126,-0.386357,-0.5697932,0.1834362
28,-1.1111753,-1.1552124,"('disloyal', 'loyal')",-0.5767264,-0.702592,-0.020660974,-0.15230238,1.3316585,1.2137591,-0.0942261,-0.1990869,0.1048608
44,-1.0845784,-1.1056352,"('prejudiced', 'unprejudiced')",-1.1724502,-1.1599126,-0.22313313,-0.17039052,-1.2964228,-1.3192791,-0.9441462,-0.9388044,-0.0053418
34,1.0434356,1.3131564,"('mean', 'honorable')",1.4531444,1.6882254,0.5176622,0.73175406,6.5631204,6.437657,2.3943408,2.5426981,-0.1483573
86,-1.0169202,-1.0555902,"('uninfluential', 'influential')",-0.3481695,-0.27120128,-0.019249521,-0.06537947,0.0671602,0.081563756,-0.3292947,-0.3276518,-0.0016429
14,-0.97951806,-1.2219298,"('antisocial', 'social')",-0.60451627,-0.7480106,1.5301731,1.194245,-0.3909786,-0.58475626,-0.11121,-0.3401129,0.2289029
61,0.97241896,0.9359175,"('illogical', 'logical')",0.89124596,0.75134337,0.35458627,0.016201695,0.3736817,0.2254855,0.6479833,0.482237,0.1657463
62,-0.9571388,-0.927833,"('incompetent', 'brilliant')",-0.72464585,-0.52116024,0.5581667,0.44246233,0.2944885,0.36595806,-0.2072823,-0.1601432,-0.0471391
40,0.9570215,1.0280464,"('stingy', 'generous')",0.9490155,1.0105875,0.6801811,0.79092157,-1.5942113,-1.3944974,0.2480017,0.3587645,-0.1107628
80,-0.9544283,-1.0850626,"('dominated', 'dominating')",-1.2218251,-1.2507063,1.3439655,1.1752678,-0.5431607,-0.71064425,-0.3438621,-0.4677863,0.1239242
87,0.940876,0.8239295,"('unsuccessful', 'successful')",1.3952129,1.2146876,1.5564502,1.4004555,1.042765,1.0336394,1.233826,1.118178,0.115648
54,0.93789715,0.9541545,"('incapable', 'capable')",1.5595633,1.584861,0.659742,0.75500757,1.1456399,1.1682476,1.0757105,1.1155677,-0.0398572
68,-0.904079,-0.9005975,"('dependent', 'independent')",-1.2865919,-1.2680557,-0.27018124,-0.35658315,-0.6049601,-0.58085686,-0.766453,-0.7765233,0.0100703
8,0.80640775,0.90587085,"('unaffectionate', 'affectionate')",1.7032505,1.8024478,-0.19375512,0.074145004,0.4213255,0.5965453,0.6843072,0.8447523,-0.1604451
21,-0.7858341,-0.7786009,"('immoral', 'moral')",-0.5532581,-0.5226576,0.3557369,0.12237468,-0.77260816,-0.8118567,-0.4389909,-0.4976851,0.0586942
77,-0.7437731,-0.783048,"('unmotivated', 'motivated')",-0.6258453,-0.53568935,0.40736118,0.23514932,-1.2249228,-1.2025889,-0.546795,-0.5715442,0.0247492
32,-0.74345464,-0.4964735,"('unkind', 'kind')",-0.4962505,-0.20646141,0.1378931,0.4420023,1.048205,1.1903023,-0.0134017,0.2323424,-0.2457441
31,0.7395775,0.86898285,"('evil', 'good')",0.8697919,1.0432107,-0.9689868,-0.82124513,-1.6440092,-1.4280366,-0.2509066,-0.0842721,-0.1666345
78,0.7290301,0.62887704,"('nonresilient', 'resilient')",1.0381013,1.091676,1.4022776,1.369879,0.27196744,0.27587932,0.8603441,0.8415779,0.0187662
75,0.7173681,0.6803471,"('meek', 'impulsive')",0.7676846,0.83174056,-0.5328064,-0.57337433,-0.3983378,-0.5098103,0.1384771,0.1072257,0.0312514
43,-0.703471,-0.6582371,"('irresponsible', 'responsible')",-0.3517752,-0.18735135,0.6141699,0.5939159,0.8904115,0.8861606,0.1123338,0.158622,-0.0462882
7,-0.6854272,-0.6036196,"('insensitive', 'sensitive')",-0.49503368,-0.34439364,0.12735046,0.14527367,1.163949,1.118932,0.0277096,0.0790481,-0.0513385
72,0.6809579,0.5262846,"('unambitious', 'ambitious')",0.10755651,0.027379323,0.6493897,0.5668876,-0.50142324,-0.5277741,0.2341202,0.1481944,0.0859258
23,-0.6575044,-0.45703167,"('insincere', 'sincere')",-0.57702976,-0.32576913,-0.07519624,0.07176239,6.4481964,6.4095144,1.2846165,1.424619,-0.1400025
84,0.6506561,0.48864144,"('inferior', 'superior')",0.41000283,0.2538787,0.28918448,0.17473088,0.9312546,0.89618504,0.5702745,0.453359,0.1169155
63,0.6378513,0.6862667,"('unperceptive', 'insightful')",0.7970546,1.0822477,1.4825307,1.5202523,1.2363362,1.3607677,1.0384432,1.1623837,-0.1239405
4,0.58887815,0.5712589,"('disliked', 'liked')",1.1542292,1.1200284,0.16355841,0.0942871,-6.65842,-6.3791776,-1.1879386,-1.1484008,-0.0395378
20,0.5855124,0.57415223,"('rough', 'thoughtful')",0.5942289,0.619794,1.5048215,1.5214249,1.0863934,1.1600695,0.9427391,0.9688601,-0.026121
53,0.564872,0.59392804,"('uncreative', 'creative')",0.635152,0.62464017,0.45292944,0.30034375,1.1783357,1.1378795,0.7078223,0.6641979,0.0436244
27,-0.5027229,-0.29402843,"('hardhearted', 'softhearted')",0.16016884,0.39599705,-0.67306054,-0.23919635,1.0063527,1.2401098,-0.0023155,0.2757205,-0.278036
88,-0.48618215,-0.3324636,"('low', 'eminent')",-0.6294256,-0.45109063,-1.4857378,-1.4350396,0.21448603,0.305391,-0.5967149,-0.4783007,-0.1184142
42,0.4683577,0.5297029,"('unreliable', 'reliable')",0.30618784,0.4086107,1.2352309,1.3256037,-2.8410616,-2.611378,-0.2078212,-0.0868651,-0.1209561
38,0.4355834,0.5255712,"('untruthful', 'truthful')",0.32608724,0.49448833,-0.49698043,-0.41749516,0.13582289,0.20076728,0.1001283,0.2008329,-0.1007046
74,0.4301206,0.6134542,"('undedicated', 'dedicated')",0.13895953,0.3670974,1.0841454,1.2181923,0.4037353,0.57679963,0.5142402,0.6938859,-0.1796457
29,0.36519533,0.31988227,"('unfair', 'fair')",-0.30398428,-0.4185141,-0.123995826,-0.26266348,-0.61960775,-0.71308804,-0.1705981,-0.2685958,0.0979977
49,-0.34280717,-0.41335094,"('unable', 'able')",-0.07539564,-0.09268123,-0.34208083,-0.52748674,-0.08116111,-0.0881403,-0.2103612,-0.2804148,0.0700536
18,-0.312144,-0.20112687,"('disagreeable', 'welcoming')",0.6753365,0.7398764,-0.5132704,-0.30605343,-0.57896894,-0.40508983,-0.1822617,-0.0430984,-0.1391633
47,-0.30355537,-0.1528586,"('stupid', 'smart')",0.46882847,0.62873715,0.26604655,0.3974795,5.7380433,5.430641,1.5423408,1.5759997,-0.0336589
25,0.28577527,0.34861356,"('egoistic', 'altruistic')",1.4055762,1.398725,-0.09227383,0.033725895,1.253751,1.3042051,0.7132072,0.7713174,-0.0581102
17,0.2766545,0.17366004,"('nasty', 'nice')",0.050992917,-0.07272899,-1.1344665,-1.1684465,-0.58007604,-0.64878666,-0.3467238,-0.4290755,0.0823517
15,0.24200924,0.3061341,"('boring', 'funny')",1.1271155,1.204585,-1.0253699,-0.853157,0.18697366,0.2581867,0.1326821,0.2289372,-0.0962551
39,0.24060008,0.23455983,"('exploitative', 'cooperative')",-0.10902424,-0.026337065,1.3583889,1.4512738,0.14148015,0.1204665,0.4078612,0.4449908,-0.0371296
56,-0.2391259,-0.24881372,"('impractical', 'practical')",-0.70894516,-0.58914304,0.8006061,0.65586615,0.4330908,0.40036428,0.0714065,0.0545684,0.0168381
50,0.22349809,0.39063704,"('clumsy', 'skillful')",0.16776216,0.44307742,0.08420516,0.3619236,0.099354476,0.32358778,0.143705,0.3798065,-0.2361015
16,0.2148361,0.21313146,"('unpopular', 'popular')",0.3782199,0.35404828,-0.6042242,-0.54420274,0.17168245,0.15906727,0.0401286,0.0455111,-0.0053825
19,0.19634214,0.3412073,"('inhospitable', 'hospitable')",0.62795275,0.69600916,-1.3479943,-1.1331128,-0.34669194,-0.20051213,-0.2175978,-0.0741021,-0.1434957
41,0.13639039,0.28005588,"('unforgiving', 'forgiving')",0.27983856,0.4922644,0.64976466,0.8293284,0.13085173,0.19538209,0.2992113,0.4492577,-0.1500464
67,0.04741387,-0.026735801,"('doubtful', 'determined')",-0.79665375,-0.93501776,0.47689044,0.36940837,-0.66079885,-0.7981147,-0.2332871,-0.347615,0.1143279
64,-0.015816538,-0.18579702,"('shy', 'confident')",-0.42523676,-0.5999809,1.2294655,0.98413026,-6.5327063,-6.3685164,-1.4360735,-1.542541,0.1064675
