,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
84,1.0787734,1.2115406,"('inferior', 'superior')",0.30009842,0.41131094,1.0900048,1.1386532,-0.15086943,-0.11588159,0.7430939,0.81215096,0.6122202,0.6915548,-0.0793346
2,1.0469073,1.1229461,"('unlikable', 'likable')",1.4256183,1.4937949,0.71340346,0.8395464,0.8785044,0.9869331,0.68803537,0.7626937,0.9504938,1.0411829,-0.0906891
37,1.0421554,1.1054534,"('fake', 'genuine')",0.12718856,0.190698,0.32820722,0.3537304,0.13621435,0.23689978,0.450491,0.51883984,0.4168513,0.4811243,-0.064273
75,-1.019327,-0.9656401,"('meek', 'impulsive')",0.09599745,0.32608357,0.63082445,0.6433611,-0.61274374,-0.5898964,-0.27814978,-0.25132906,-0.2366797,-0.1674842,-0.0691955
68,-0.9790043,-1.0053148,"('dependent', 'independent')",0.0042509884,0.06271292,-0.5526522,-0.6834896,-0.47774708,-0.517029,-0.1702838,-0.23324622,-0.4350873,-0.4752734,0.0401861
39,0.95106184,0.9846219,"('exploitative', 'cooperative')",0.32020107,0.30620465,0.32102707,0.25030035,-0.36432508,-0.35505348,-0.02586853,-0.023208376,0.2404193,0.232573,0.0078463
1,0.92484665,0.9719257,"('unfriendly', 'friendly')",-0.046437778,-0.13416474,1.159302,1.0713173,-0.4518288,-0.57810384,1.9413419,1.7784989,0.7054448,0.6218946,0.0835502
85,0.90414965,1.0821843,"('insignificant', 'prestigious')",0.47684604,0.6427131,1.5460931,1.6409928,-1.12191,-1.129776,0.2490117,0.30209982,0.4108381,0.5076427,-0.0968046
87,0.89541465,0.7819198,"('unsuccessful', 'successful')",1.2093649,0.8188253,0.38696474,0.16677898,1.2032313,1.1167555,0.45301437,0.4646639,0.829598,0.6697887,0.1598093
61,0.8685135,0.7880127,"('illogical', 'logical')",0.38618597,0.2250643,0.04904875,-0.051373336,-0.38550982,-0.46102673,0.28930336,0.20257492,0.2415083,0.1406504,0.1008579
44,-0.86585534,-0.74370915,"('prejudiced', 'unprejudiced')",0.026164088,0.2449204,0.2775736,0.44075653,-0.347449,-0.16876209,-1.6139321,-1.505164,-0.5046998,-0.3463917,-0.1583081
24,0.85375726,0.875235,"('dishonest', 'honest')",0.014608782,-0.024209984,0.09257088,0.012422107,0.45186153,0.474887,1.3930496,1.4086026,0.5611696,0.5493874,0.0117822
10,-0.85154444,-0.83755356,"('unsympathetic', 'sympathetic')",-1.1199464,-1.4224743,-1.147201,-1.2858342,0.13489936,0.05876158,-0.040342085,-0.050550304,-0.6048269,-0.7075302,0.1027033
45,0.84010524,0.7996782,"('incompetent', 'competent')",1.0524666,0.75739855,0.33783644,0.21422425,1.4099244,1.2242866,-0.023808412,-0.1231693,0.7233048,0.5744836,0.1488212
30,0.8213661,0.723426,"('intolerant', 'tolerant')",0.3805486,0.3611885,0.22004595,0.11221697,0.80568784,0.81819546,1.4789616,1.4896421,0.741322,0.7009338,0.0403882
63,-0.8015054,-0.770475,"('unperceptive', 'insightful')",0.70295024,0.6624619,-0.12157504,-0.17388816,0.59121805,0.51554614,1.28835,1.2758105,0.3318876,0.3018911,0.0299965
55,0.75824976,0.71188986,"('incompetent', 'clever')",0.097999185,-0.051099725,-2.158848,-2.148934,0.42522332,0.48024538,-0.059542388,-0.016888008,-0.1873836,-0.2049573,0.0175737
47,0.741383,0.67636293,"('stupid', 'smart')",0.8950118,1.0412004,0.045197703,0.117256515,1.0939039,1.2808883,5.4172935,5.4976187,1.638558,1.7226654,-0.0841074
32,0.7234758,0.7691593,"('unkind', 'kind')",0.3816374,0.34680355,0.13645121,0.075295314,0.30164433,0.35073298,1.0560824,1.0918887,0.5198583,0.526776,-0.0069177
11,-0.7167036,-0.5840496,"('unhelpful', 'helpful')",-0.11776844,-0.10944825,0.24041988,0.15162425,0.7450224,0.80572087,2.291566,2.2563396,0.4885072,0.5040374,-0.0155302
7,0.6856026,0.7623242,"('insensitive', 'sensitive')",0.12056306,-0.013608538,-0.55720663,-0.54361635,0.08078995,0.075415745,1.0451143,1.0656741,0.2749727,0.2692378,0.0057349
88,-0.6850836,-0.74205446,"('low', 'eminent')",0.27239415,0.4984935,-0.07501882,0.08381964,-0.128643,0.09063903,0.4593253,0.65528977,-0.0314052,0.1172375,-0.1486427
83,0.6824161,0.62848234,"('powerless', 'powerful')",-0.24968386,-0.19563498,0.24436182,0.22557339,-0.06693592,-0.009661014,-1.3018795,-1.4190555,-0.1383443,-0.1540591,0.0157148
54,0.6656633,0.71103704,"('incapable', 'capable')",-0.6000179,-0.4382061,0.46516198,0.58219206,-1.3265502,-1.1687043,0.67431015,0.9193922,-0.0242865,0.1211422,-0.1454287
34,-0.62694967,-0.62767327,"('mean', 'honorable')",-0.020439513,0.18400489,0.558674,0.565545,0.5342813,0.6770849,6.1040535,6.200256,1.3099239,1.3998435,-0.0899196
72,0.6157189,0.5423226,"('unambitious', 'ambitious')",-0.8445246,-0.83337355,-0.05626195,-0.13991746,1.2477851,1.1761376,-0.7943868,-0.7752864,0.0336661,-0.0060234,0.0396895
82,-0.6142907,-0.63204294,"('poor', 'rich')",0.8348246,0.89431167,-1.2905601,-1.229363,-0.041168325,0.06595375,6.1839356,6.2162395,1.0145482,1.0630198,-0.0484716
65,0.54735994,0.5066819,"('insecure', 'secure')",-0.078006454,-0.30504048,-1.1307182,-1.3681173,0.46037623,0.4852041,-0.33404925,-0.29272127,-0.1070076,-0.1947986,0.087791
81,-0.54500157,-0.66434747,"('submissive', 'aggressive')",-0.7201116,-1.0384091,-1.2176646,-1.3043649,0.5951177,0.6091354,-0.534678,-0.51341516,-0.4844676,-0.5822803,0.0978127
80,-0.52941823,-0.6074114,"('dominated', 'dominating')",-0.24705026,-0.5405832,-1.0949368,-1.2304747,0.7665645,0.7156861,-1.3770815,-1.307746,-0.4963845,-0.5941058,0.0977213
78,-0.5222213,-0.5162612,"('nonresilient', 'resilient')",-0.88041645,-0.916804,-0.48889217,-0.4549539,-0.1576714,-0.18352112,0.16739823,0.13983403,-0.3763606,-0.3863412,0.0099806
60,0.52044034,0.4824826,"('inefficient', 'efficient')",0.28008115,0.21722442,-0.18599686,-0.18272403,2.2256837,2.4353318,0.44513905,0.5898502,0.6570695,0.708433,-0.0513635
79,0.5074512,0.4906709,"('wavering', 'unwavering')",0.32629725,0.35710233,1.3262798,1.3047967,-1.0198605,-1.0920333,-0.12467245,-0.123847954,0.2030991,0.1873377,0.0157614
43,0.50218034,0.62923986,"('irresponsible', 'responsible')",-0.041424945,0.07395919,0.029287627,0.10089047,0.33926243,0.5108934,0.8274144,0.90492535,0.331344,0.4439816,-0.1126376
48,-0.4614784,-0.4403145,"('unintelligent', 'intelligent')",-0.88795656,-0.9550715,-0.46989182,-0.57766116,-0.43834102,-0.41322282,0.6703533,0.59942055,-0.3174629,-0.3573699,0.039907
25,0.43367863,0.51692975,"('egoistic', 'altruistic')",-0.71366394,-0.53511214,-0.51175153,-0.3236958,-0.25636846,-0.16893916,1.1289628,1.066267,0.0161715,0.1110899,-0.0949184
59,0.42981896,0.54776204,"('foolish', 'wise')",0.6567574,0.78521675,0.33271644,0.28869015,-0.6230545,-0.708181,0.20870912,0.18121715,0.2009895,0.218941,-0.0179515
57,0.4269575,0.30187887,"('unimaginative', 'imaginative')",-1.2282491,-1.4320319,-0.9222094,-1.0477053,0.37922934,0.25017884,-2.3343325,-2.3759274,-0.7357208,-0.8607214,0.1250006
69,0.425471,0.49929553,"('lazy', 'industrious')",1.3928125,1.5078534,1.5742016,1.668814,0.10492639,0.05049394,-0.4641425,-0.4701987,0.6066538,0.6512516,-0.0445978
16,-0.4196693,-0.4585789,"('unpopular', 'popular')",0.090624996,0.35603267,-0.79829884,-0.6662968,-0.51728386,-0.44694293,0.55002266,0.6252572,-0.2189209,-0.1181058,-0.1008151
13,0.41552457,0.23793337,"('impolite', 'polite')",0.24153182,0.09140928,0.33727753,0.13252816,1.1041282,1.1877826,0.29358286,0.18365438,0.478409,0.3666616,0.1117474
70,-0.38467714,-0.48328847,"('lethargic', 'energetic')",0.14147246,0.07158627,-0.3021168,-0.26884717,0.32928717,0.44136193,0.9933379,1.1415976,0.1554607,0.180482,-0.0250213
0,0.37748435,0.10179815,"('unsociable', 'sociable')",0.13995394,-0.19878304,0.21174042,-0.06474026,1.3156836,1.1668916,-0.051157832,-0.22060095,0.3987409,0.1569131,0.2418278
46,-0.3505169,-0.30220404,"('uncompetitive', 'competitive')",-0.13012508,-0.346803,-1.3857063,-1.4560466,1.0580523,0.99777454,-0.4080521,-0.4883554,-0.2432696,-0.3191269,0.0758573
86,0.29946056,0.14343098,"('uninfluential', 'influential')",-0.89138895,-1.1075466,-0.7333844,-0.8494229,0.38815385,0.31067595,0.10799748,0.057510387,-0.1658323,-0.2890704,0.1232381
49,0.29294264,0.2829853,"('unable', 'able')",-0.47346362,-0.48472416,0.1945859,0.16568759,-0.68606335,-0.6772023,-0.26896507,-0.22872704,-0.1881927,-0.1883961,0.0002034
53,-0.28564113,-0.24428654,"('uncreative', 'creative')",-0.62922335,-0.7136594,-0.78046393,-0.7733832,-0.6122531,-0.77402705,1.1042172,0.977149,-0.2406729,-0.3056415,0.0649686
4,0.26772603,0.16110301,"('disliked', 'liked')",0.46073627,0.4043402,1.0457652,1.0292475,-0.3632484,-0.5540238,-5.731198,-5.697733,-0.8640438,-0.9314132,0.0673694
64,0.26366618,0.15234831,"('shy', 'confident')",0.28696865,0.3151158,0.335303,0.33107114,0.5888537,0.5809041,-6.2497745,-6.1154532,-0.9549966,-0.9472028,-0.0077938
76,-0.23980583,-0.20971599,"('anxious', 'daring')",0.7509704,0.6005683,-0.89655805,-0.81491065,0.9007305,1.0482899,0.37021986,0.5798454,0.1771114,0.2408154,-0.063704
35,-0.22548127,-0.29557487,"('corrupt', 'incorrupt')",0.44409868,0.43856633,0.7007952,0.7633684,-1.3703072,-1.45351,-0.27385193,-0.41316345,-0.1449493,-0.1920627,0.0471134
21,-0.22296156,-0.118691824,"('immoral', 'moral')",-0.43494022,-0.490727,-0.53067845,-0.53903085,0.32280663,0.36678,-0.7505756,-0.79802924,-0.3232698,-0.3159398,-0.00733
50,-0.20943357,-0.22735885,"('clumsy', 'skillful')",1.5566258,1.696429,1.4141275,1.4950148,0.22856736,0.27614993,0.06615059,0.22147971,0.6112075,0.6923429,-0.0811354
22,-0.19276664,-0.3457986,"('untrustworthy', 'trustworthy')",1.0057924,0.8241588,-0.29774722,-0.39854544,0.40250003,0.364073,-0.69406295,-0.71699584,0.0447431,-0.0546216,0.0993647
23,-0.18444754,-0.12337407,"('insincere', 'sincere')",-0.60011876,-0.51548404,0.64141124,0.52398086,1.0818892,1.2173982,5.823156,5.7525463,1.352378,1.3710135,-0.0186355
51,-0.17391893,-0.4031865,"('uneducated', 'educated')",0.8507458,0.7075599,-0.5602391,-0.7610236,-0.04620172,-0.13203734,0.7657759,0.80365866,0.1672324,0.0429942,0.1242382
41,0.17261308,0.1572295,"('unforgiving', 'forgiving')",-0.14219552,-0.08717722,-0.4683242,-0.51984704,0.44352555,0.4450001,0.25430885,0.18182631,0.0519855,0.0354063,0.0165792
52,0.12443965,0.24546964,"('irrational', 'rational')",0.06514535,0.3724218,0.7580363,0.76432824,-1.7738074,-1.8041515,-0.7717817,-0.77278656,-0.3195935,-0.2389437,-0.0806498
19,-0.10106634,-0.083333164,"('inhospitable', 'hospitable')",0.25984955,0.2359375,0.85344857,0.8001637,-1.0127251,-1.1503139,0.1452134,0.15587711,0.028944,-0.0083337,0.0372777
67,0.099659085,0.062403686,"('doubtful', 'determined')",0.26083028,0.4140882,1.2034211,1.3322356,1.270668,1.3322203,-0.079329856,0.056805044,0.5510497,0.6395506,-0.0885009
40,0.08907263,0.12751466,"('stingy', 'generous')",-0.52834547,-0.4539138,0.32601357,0.24983495,-0.3229736,-0.45979664,-1.3278118,-1.371332,-0.352809,-0.3815386,0.0287296
18,0.087559804,0.18901466,"('disagreeable', 'welcoming')",0.70030344,0.9838531,-0.036152445,0.15708172,-0.9907248,-0.81204045,-0.3825462,-0.24319522,-0.124312,0.0549428,-0.1792548
33,-0.074597426,-0.13478816,"('wrong', 'right')",0.5989146,0.67366576,1.1181587,1.0291935,-0.31523776,-0.30030757,-0.43344957,-0.5021915,0.1787577,0.1531144,0.0256433
17,0.072081156,0.042673975,"('nasty', 'nice')",-0.33517155,-0.33214384,0.6573097,0.6996062,0.80452895,0.7641178,-0.15926895,-0.18542108,0.2078959,0.1977666,0.0101293
36,-0.059236042,-0.10299357,"('hostile', 'amicable')",-0.24078971,-0.20409626,0.32772872,0.27976036,-1.7764536,-1.8859617,0.044442162,-0.14286755,-0.3408617,-0.4112317,0.07037
27,-0.054756135,0.1169596,"('hardhearted', 'softhearted')",-0.8855861,-0.70333564,-0.38718745,-0.16573557,-0.9281242,-0.82846045,1.374169,1.3405589,-0.176297,-0.0480026,-0.1282944
28,0.054537524,-0.03935498,"('disloyal', 'loyal')",0.16144109,-0.0982973,-0.39613408,-0.46139467,-0.63887995,-0.7000258,0.89630497,0.7701775,0.0154539,-0.1057791,0.121233
31,0.0412755,0.059471898,"('evil', 'good')",-0.26892173,-0.251422,-0.37346923,-0.33182183,-1.4412746,-1.514348,-1.0374984,-1.2015734,-0.6159777,-0.6479386,0.0319609
66,0.021259628,-0.029714584,"('inactive', 'active')",0.61043286,0.4388095,-0.30615467,-0.3143127,-0.8249799,-0.9514806,0.82377726,0.7574129,0.064867,-0.0198571,0.0847241
62,-0.01200781,0.016895682,"('incompetent', 'brilliant')",-0.71240187,-0.66750383,-0.6678958,-0.6273849,0.4312063,0.55929124,0.14845565,0.2693312,-0.1625287,-0.0898741,-0.0726546
38,0.00702323,0.06870256,"('untruthful', 'truthful')",0.43177944,0.5834155,1.0363076,1.014566,0.784113,0.8044606,0.4744637,0.52472836,0.5467374,0.5991746,-0.0524372
58,0.0022748783,-0.060310192,"('undiscriminating', 'discriminating')",0.15173306,0.053910024,0.24904515,0.1541388,0.5959669,0.5296511,0.08022414,0.049809456,0.2158488,0.1454398,0.070409
