,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
62,2.7489777,3.3328793,"('incompetent', 'brilliant')",1.5316117,2.336988,-0.1082607,0.5902683,1.3907762,2.0867119,-0.6959357
79,-2.7237694,-2.9262834,"('wavering', 'unwavering')",-1.4387069,-1.469653,0.00016568601,-0.014232917,-1.387437,-1.4700565,0.0826195
4,-2.629018,-2.6130848,"('disliked', 'liked')",-0.43593243,-0.36454043,-6.148438,-6.098645,-3.0711295,-3.0254234,-0.0457061
65,2.6152358,2.8748686,"('insecure', 'secure')",0.46002403,0.5385017,-0.27249852,0.19898021,0.9342538,1.2041168,-0.269863
75,-2.5620737,-2.4639802,"('meek', 'impulsive')",-0.889369,-0.61955893,-0.5692584,-0.42407766,-1.3402336,-1.1692056,-0.171028
0,2.5581458,2.7224107,"('unsociable', 'sociable')",0.44298476,0.61769164,-0.51276565,-0.39953592,0.829455,0.9801888,-0.1507338
13,2.404528,2.609806,"('impolite', 'polite')",0.7696698,1.3358406,-0.41663352,-0.13452701,0.919188,1.2703733,-0.3511853
63,2.293404,2.5008557,"('unperceptive', 'insightful')",1.6861461,1.9186821,1.2403027,1.3046299,1.739951,1.9080558,-0.1681048
23,2.2018414,2.5039554,"('insincere', 'sincere')",0.39247134,0.80385387,5.532781,5.8953457,2.7090314,3.0677185,-0.3586871
45,2.1433883,2.4945319,"('incompetent', 'competent')",1.0513858,1.51921,-0.008532962,0.19665791,1.0620804,1.4034667,-0.3413863
74,2.1222382,2.2636697,"('undedicated', 'dedicated')",1.3511708,1.4584388,0.87129706,0.86137867,1.4482354,1.527829,-0.0795936
57,2.0532584,2.341912,"('unimaginative', 'imaginative')",0.6324663,0.7084383,-1.9866107,-1.9141049,0.233038,0.3787484,-0.1457104
44,-2.0132613,-2.1136446,"('prejudiced', 'unprejudiced')",-0.9711632,-0.61943215,-1.3800523,-1.1803842,-1.4548257,-1.304487,-0.1503387
30,1.9619548,2.1007104,"('intolerant', 'tolerant')",2.0410016,2.2151313,0.91829884,1.1701034,1.6404184,1.8286484,-0.18823
72,1.9099759,2.0343611,"('unambitious', 'ambitious')",-0.0053123515,0.39219126,-0.91667324,-0.52729595,0.3293301,0.6330854,-0.3037553
19,-1.9056143,-1.961299,"('inhospitable', 'hospitable')",-1.061733,-1.0187738,-0.123670846,-0.2430619,-1.0303393,-1.0743782,0.0440389
39,1.8552858,1.6490916,"('exploitative', 'cooperative')",1.0194954,1.0319884,0.44801006,0.44228053,1.107597,1.0411201,0.0664769
25,-1.8206522,-2.112858,"('egoistic', 'altruistic')",0.28532565,-0.077250056,1.320663,1.1316768,-0.0715545,-0.3528104,0.2812559
11,1.8105559,2.1181374,"('unhelpful', 'helpful')",0.8307921,1.4146918,2.063054,2.3486502,1.568134,1.9604931,-0.3923591
22,1.7201829,1.7481343,"('untrustworthy', 'trustworthy')",0.5501424,0.74965715,-0.8051647,-0.7183722,0.4883868,0.5931397,-0.1047529
32,1.6573879,1.7301774,"('unkind', 'kind')",0.7471936,0.8371775,1.1294187,1.1964006,1.1780001,1.2545852,-0.0765851
24,1.6521941,1.5554259,"('dishonest', 'honest')",-0.19378407,-0.031482946,0.8296246,1.008636,0.7626782,0.844193,-0.0815148
48,1.5910604,1.5641301,"('unintelligent', 'intelligent')",-0.13352145,-0.30103713,0.13396737,0.030615706,0.5305021,0.4312362,0.0992659
20,1.5067725,1.5782615,"('rough', 'thoughtful')",-0.021183616,-0.09876382,1.2868526,1.109338,0.9241471,0.8629452,0.0612019
29,-1.4652014,-1.603054,"('unfair', 'fair')",-1.5085902,-1.6017456,-0.6120988,-0.83584565,-1.1952968,-1.3468817,0.1515849
77,1.4633311,1.5766253,"('unmotivated', 'motivated')",0.17803922,-0.05243441,-1.1876777,-1.2504735,0.1512309,0.0912391,0.0599918
8,-1.403623,-1.6059053,"('unaffectionate', 'affectionate')",-0.23210426,-0.32932666,1.0036609,0.67534983,-0.2106888,-0.4199607,0.2092719
67,1.3759722,1.5069753,"('doubtful', 'determined')",-0.32482705,-0.16957454,-0.63518703,-0.53939563,0.1386527,0.2660017,-0.127349
37,1.3146738,1.3178416,"('fake', 'genuine')",0.21966778,0.40079272,0.72352,0.8916065,0.7526205,0.8700803,-0.1174598
66,-1.2932792,-1.3389457,"('inactive', 'active')",-0.4063574,-0.5173936,1.3167558,1.0436189,-0.1276269,-0.2709068,0.1432799
73,-1.2474838,-1.1362807,"('helpless', 'self-reliant')",0.34772384,0.48428363,-3.0579443,-2.8840933,-1.3192348,-1.1786968,-0.140538
87,1.2383071,1.3869693,"('unsuccessful', 'successful')",1.6466448,1.7356477,0.87415874,0.79677,1.253037,1.3064623,-0.0534253
50,-1.2210929,-1.2374392,"('clumsy', 'skillful')",-0.6351553,-0.7111476,0.051850736,0.0048235357,-0.6014659,-0.647921,0.0464551
1,-1.2075287,-1.3462673,"('unfriendly', 'friendly')",-0.35705543,-0.7855525,1.9069023,1.6631863,0.1141061,-0.1562111,0.2703172
3,1.2065136,1.2729471,"('repellent', 'pleasant')",0.6745322,0.5120688,0.22551796,0.4210288,0.7021879,0.7353482,-0.0331603
41,1.0888569,1.1809064,"('unforgiving', 'forgiving')",0.112493984,0.3614291,0.33055297,0.27245286,0.5106346,0.6049294,-0.0942948
42,1.0234599,1.1561081,"('unreliable', 'reliable')",0.69228446,0.77104247,-2.0488787,-1.9340022,-0.1110448,-0.0022839,-0.1087609
17,-1.003374,-1.0626054,"('nasty', 'nice')",-1.068091,-1.0294073,-0.5506829,-0.52602494,-0.8740493,-0.8726792,-0.0013701
88,0.9283886,0.88591915,"('low', 'eminent')",0.25423685,0.119147465,0.25053138,0.19911228,0.4777189,0.401393,0.0763259
47,0.91420776,1.1742728,"('stupid', 'smart')",0.37179133,0.7013308,5.2774816,5.3636336,2.1878268,2.4130791,-0.2252523
33,-0.88888085,-0.8894981,"('wrong', 'right')",0.10846277,-0.27184635,-0.42112166,-0.77974725,-0.4005133,-0.6470306,0.2465173
26,0.80578065,0.77306014,"('hardhearted', 'benevolent')",1.7917777,1.5658289,2.1740127,1.9747181,1.5905237,1.4378691,0.1526546
61,0.797407,0.9086384,"('illogical', 'logical')",-0.38218477,-0.3512982,0.12147469,0.07063578,0.178899,0.2093253,-0.0304263
54,-0.7886041,-0.69627327,"('incapable', 'capable')",-0.44239232,-0.61560184,0.94391257,1.0087795,-0.0956946,-0.1010319,0.0053373
84,0.7766535,0.8647543,"('inferior', 'superior')",-0.3967835,-0.61593896,0.617352,0.4012434,0.3324074,0.2166862,0.1157212
28,0.76065475,0.72751343,"('disloyal', 'loyal')",0.09160958,0.029427206,1.0296074,1.1885164,0.6272906,0.6484857,-0.0211951
82,0.70586866,0.9117304,"('poor', 'rich')",-0.21322013,0.0932643,5.6940556,6.11011,2.0622347,2.3717016,-0.3094669
78,0.6686375,0.60714334,"('nonresilient', 'resilient')",0.7850309,0.74793524,0.5128036,0.1816648,0.6554906,0.5122478,0.1432428
49,-0.66367054,-0.40246108,"('unable', 'able')",-0.7120102,-0.34841198,-0.59945154,-0.30717868,-0.6583774,-0.3526839,-0.3056935
64,0.63743484,0.6412481,"('shy', 'confident')",1.0193906,1.0481147,-6.4892387,-6.332893,-1.6108044,-1.5478433,-0.0629611
15,-0.6201346,-0.67218447,"('boring', 'funny')",-0.59913135,-0.7487432,0.31181344,0.24807356,-0.3024842,-0.3909514,0.0884672
40,0.51896757,0.47513956,"('stingy', 'generous')",1.0872246,0.98391604,-0.7351556,-0.82812417,0.2903455,0.2103105,0.080035
71,0.4649269,0.2928582,"('diffident', 'self-confident')",0.24128431,0.15653588,0.6706415,0.45819137,0.4589509,0.3025285,0.1564224
18,-0.4498561,-0.46607548,"('disagreeable', 'welcoming')",-0.24403435,-0.1671238,-0.42897832,-0.41291094,-0.3742896,-0.3487034,-0.0255862
9,-0.4495793,-0.46554124,"('unaffectionate', 'caring')",0.27912828,0.20372856,1.4564663,1.2920867,0.4286718,0.3434247,0.0852471
53,0.30749068,0.38680804,"('uncreative', 'creative')",0.4236235,0.34845996,0.9863565,1.017753,0.5724902,0.5843403,-0.0118501
83,0.28872907,0.17309628,"('powerless', 'powerful')",-0.56982213,-0.5566795,-0.93619996,-1.0157137,-0.4057643,-0.4664323,0.060668
27,0.25281549,0.15247576,"('hardhearted', 'softhearted')",0.48076814,0.42539185,1.6829792,1.2970626,0.8055209,0.6249768,0.1805441
68,-0.21968457,-0.28372055,"('dependent', 'independent')",-0.93816686,-1.0952295,-0.7982718,-0.8988616,-0.6520411,-0.7592706,0.1072295
38,-0.18852487,0.011687592,"('untruthful', 'truthful')",-0.3882935,-0.015594311,-0.3263053,-0.11006783,-0.3010412,-0.0379915,-0.2630497
2,-0.117105335,-0.025561944,"('unlikable', 'likable')",0.7484582,1.0895143,0.38432357,0.59814554,0.3385588,0.5540326,-0.2154738
58,0.10823284,0.24291009,"('undiscriminating', 'discriminating')",0.61403203,0.50602275,0.29460195,0.2578457,0.3389556,0.3355928,0.0033628
34,-0.07436368,-0.08106339,"('mean', 'honorable')",0.048539057,0.32773963,5.9366584,6.0798607,1.9702779,2.1088457,-0.1385678
