,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.25797388,-0.26818264,"('incompetent', 'clever')",-0.33326188,-0.12056337,-0.030425753,-0.08806893,-0.2072205,-0.1589383,-0.0482822
36,-0.2568623,-0.29297146,"('hostile', 'amicable')",-0.05016011,-0.14007562,0.33677095,0.52899206,0.0099162,0.0319817,-0.0220655
53,-0.25430405,-0.28738016,"('uncreative', 'creative')",-0.327787,-0.44518033,0.97076017,0.9233507,0.1295564,0.0635967,0.0659597
67,0.25160593,0.32346284,"('doubtful', 'determined')",0.22905412,0.19691285,-0.818947,-0.67103827,-0.1127623,-0.0502208,-0.0625415
88,0.24934612,0.21464767,"('low', 'eminent')",0.0029230495,0.07635298,0.5161279,0.415228,0.2561324,0.2354096,0.0207228
18,-0.24407178,-0.19500765,"('disagreeable', 'welcoming')",0.74929893,0.9165145,-0.44332665,-0.36741325,0.0206335,0.1180312,-0.0973977
21,0.24105793,0.41169664,"('immoral', 'moral')",0.52822924,0.8659569,-0.7407595,-0.604208,0.0095092,0.2244819,-0.2149727
2,0.22533536,0.24389175,"('unlikable', 'likable')",0.8033869,0.8838935,0.5288006,0.54616183,0.5191743,0.5579824,-0.0388081
30,0.21995321,0.25257748,"('intolerant', 'tolerant')",0.12707229,0.35825422,0.90782714,1.0258682,0.4182842,0.5455666,-0.1272824
22,0.21780245,0.0950298,"('untrustworthy', 'trustworthy')",0.24127784,0.3599909,-0.8912305,-0.8487923,-0.1440501,-0.1312572,-0.0127929
70,-0.20068228,-0.3841992,"('lethargic', 'energetic')",0.4618405,0.47795463,0.64219093,0.51753044,0.3011164,0.203762,0.0973544
45,-0.19029392,-0.45670658,"('incompetent', 'competent')",-0.090275556,-0.0974422,-0.60267085,-0.6189566,-0.2944134,-0.3910352,0.0966218
72,-0.18463673,-0.39632612,"('unambitious', 'ambitious')",-0.69559866,-0.74728656,-1.2669053,-1.4557388,-0.7157136,-0.8664505,0.1507369
5,0.18128763,0.10556018,"('distant', 'outgoing')",-0.44378096,-0.5197014,-0.3472814,-0.26736668,-0.2032582,-0.2271693,0.0239111
54,0.16683325,0.15077555,"('incapable', 'capable')",0.07196894,-0.064498454,1.024932,0.9679953,0.4212447,0.3514241,0.0698206
25,0.16576852,0.28530636,"('egoistic', 'altruistic')",0.27711082,0.40934688,1.4751902,1.5926216,0.6393565,0.7624249,-0.1230684
19,-0.16451758,-0.17583159,"('inhospitable', 'hospitable')",-1.3806443,-1.4466846,-0.2680486,-0.23600197,-0.6044035,-0.619506,0.0151025
47,-0.119415045,-0.14651194,"('stupid', 'smart')",0.047361076,0.16545051,5.169029,5.4579663,1.6989918,1.825635,-0.1266432
62,-0.11938022,-0.11868216,"('incompetent', 'brilliant')",0.5740343,0.68390083,-0.009800231,-0.1185749,0.1482846,0.1488813,-0.0005967
29,0.09329273,0.086841166,"('unfair', 'fair')",-0.44299614,-0.54149354,-0.45674115,-0.42560786,-0.2688149,-0.2934201,0.0246052
42,0.087463364,-0.19344482,"('unreliable', 'reliable')",0.68051904,0.7534978,-2.724259,-2.9230375,-0.6520921,-0.7876616,0.1355695
60,-0.074509986,-0.21726866,"('inefficient', 'efficient')",0.6937565,0.7314243,-0.083094835,-0.16532004,0.1787172,0.1162785,0.0624387
14,-0.06287797,-0.019416833,"('antisocial', 'social')",0.4971097,0.72525644,-0.71817833,-0.60132694,-0.0946489,0.0348376,-0.1294865
69,-0.06246291,0.08805831,"('lazy', 'industrious')",1.3748767,1.3963706,-0.48330536,-0.33916983,0.2763695,0.381753,-0.1053835
87,-0.057894066,0.043126613,"('unsuccessful', 'successful')",0.84954005,0.8989424,0.9620382,0.90824604,0.5845614,0.6167717,-0.0322103
15,0.037407756,0.092273235,"('boring', 'funny')",-0.042536534,0.036745086,0.4320041,0.39827442,0.1422918,0.1757642,-0.0334724
24,0.028702646,-0.07698955,"('dishonest', 'honest')",-0.11937349,-0.021759655,0.529204,0.4524042,0.1461777,0.117885,0.0282927
