,baxter_male,baxter_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
71,2.2075825,2.2613842,"('diffident', 'self-confident')",0.6804387,0.57967025,0.6682147,0.58939254,1.1854119,1.1434824,0.0419295
44,-2.087703,-1.9677641,"('prejudiced', 'unprejudiced')",0.24408706,0.2464233,-1.3754928,-1.2461935,-1.0730362,-0.9891782,-0.083858
75,-2.061478,-2.0007396,"('meek', 'impulsive')",-0.5225227,-0.52612597,-0.70080185,-0.64334345,-1.0949341,-1.0567363,-0.0381978
39,1.84007,2.046697,"('exploitative', 'cooperative')",0.9293806,1.0597497,0.106093965,0.13859262,0.9585148,1.0816798,-0.123165
9,1.8049147,1.6702825,"('unaffectionate', 'caring')",0.11988169,0.07560176,1.0464988,0.96625996,0.9904317,0.904048,0.0863837
26,1.7377899,1.5351481,"('hardhearted', 'benevolent')",1.4127182,1.381773,1.8724715,1.8733579,1.6743264,1.5967596,0.0775668
16,-1.5890685,-1.4193208,"('unpopular', 'popular')",-0.17944673,0.009080723,0.42588973,0.6917057,-0.4475418,-0.2395115,-0.2080303
61,1.44937,1.5379094,"('illogical', 'logical')",-0.36184183,-0.26487792,0.34361663,0.39404017,0.4770483,0.5556905,-0.0786422
1,1.4118536,1.1326463,"('unfriendly', 'friendly')",0.29604,0.18181929,1.8574392,1.8723859,1.1884443,1.0622838,0.1261605
74,1.3324687,1.1207992,"('undedicated', 'dedicated')",0.37755588,0.29096213,0.41379455,0.15163043,0.7079397,0.5211306,0.1868091
3,-1.210586,-1.3741698,"('repellent', 'pleasant')",-0.1902889,-0.23627792,0.028275238,0.052374743,-0.4575332,-0.5193577,0.0618245
12,1.1810782,1.0445417,"('unsupportive', 'supportive')",0.44035852,0.43045452,-1.3155389,-1.5651484,0.1019659,-0.0300507,0.1320166
56,1.1530787,0.9891318,"('impractical', 'practical')",1.1570477,1.1108453,-0.19501862,-0.3425127,0.7050359,0.5858214,0.1192145
32,1.1060858,1.0586308,"('unkind', 'kind')",-0.018931553,0.07010877,1.1952701,1.1029391,0.7608081,0.7438929,0.0169152
82,-1.0938689,-1.1089922,"('poor', 'rich')",-1.1821271,-1.0062275,5.5520463,5.7399735,1.0920168,1.2082513,-0.1162345
66,-1.0912393,-1.049117,"('inactive', 'active')",0.72540534,0.55398595,0.97546613,0.9362946,0.2032107,0.1470545,0.0561562
81,-1.0545354,-1.0156057,"('submissive', 'aggressive')",0.7957664,1.062802,-0.48240095,-0.49868798,-0.2470566,-0.1504972,-0.0965594
57,-1.0323261,-1.2796801,"('unimaginative', 'imaginative')",-0.17400046,-0.20402269,-2.232734,-2.499171,-1.1463536,-1.3276246,0.181271
64,-1.0299467,-1.0630025,"('shy', 'confident')",0.123214275,0.14009583,-6.047773,-6.2353244,-2.3181685,-2.3860769,0.0679084
46,-1.025149,-1.0248289,"('uncompetitive', 'competitive')",-0.035879456,0.1031239,-0.44144154,-0.5303702,-0.5008233,-0.4840251,-0.0167982
59,0.99906933,1.1704929,"('foolish', 'wise')",0.54562855,0.6850049,0.5924182,0.6528442,0.712372,0.836114,-0.123742
78,0.98431045,0.88607407,"('nonresilient', 'resilient')",0.89067686,0.8405987,0.5064014,0.46371743,0.7937962,0.73013,0.0636662
84,0.98278964,1.0998077,"('inferior', 'superior')",0.5833516,0.642102,1.0131768,0.999722,0.8597727,0.9138772,-0.0541045
4,-0.9297036,-1.0325767,"('disliked', 'liked')",-0.45600882,-0.49561834,-6.0718493,-6.1347857,-2.4858538,-2.5543269,0.0684731
41,0.92545843,0.68439925,"('unforgiving', 'forgiving')",0.12794876,0.18453276,0.112537116,0.09467204,0.3886481,0.3212013,0.0674468
8,0.9233894,0.7838117,"('unaffectionate', 'affectionate')",-0.52628905,-0.5985171,0.46050078,0.38711095,0.285867,0.1908018,0.0950652
48,0.9048696,0.9758682,"('unintelligent', 'intelligent')",0.23360108,0.42077616,0.65362567,0.6417266,0.5973655,0.679457,-0.0820915
68,-0.90330654,-0.79276466,"('dependent', 'independent')",0.0830933,0.061037607,-0.6713593,-0.7201483,-0.4971909,-0.4839585,-0.0132324
40,-0.8670093,-0.9605908,"('stingy', 'generous')",-0.18287231,0.013009744,-1.4865228,-1.5485663,-0.8454681,-0.8320491,-0.013419
49,-0.837997,-0.75952625,"('unable', 'able')",-0.7970407,-0.4728085,-0.5101938,-0.285298,-0.7150772,-0.5058776,-0.2091996
33,0.8166128,0.769298,"('wrong', 'right')",0.24220824,0.21308826,-0.70261204,-0.73431563,0.1187363,0.0826902,0.0360461
43,0.7956549,0.6577514,"('irresponsible', 'responsible')",0.5082371,0.5377845,0.4616688,0.34181997,0.5885203,0.512452,0.0760683
27,0.7812809,0.7495463,"('hardhearted', 'softhearted')",-0.06533138,-0.18024209,1.355476,1.2372912,0.6904751,0.6021985,0.0882766
50,-0.7784151,-0.9219968,"('clumsy', 'skillful')",-0.2797048,-0.33360353,0.19255765,0.09225035,-0.2885208,-0.3877833,0.0992625
20,-0.68879557,-0.7389503,"('rough', 'thoughtful')",0.4874096,0.53577584,1.1585461,1.1360968,0.3190534,0.3109741,0.0080793
76,-0.60776883,-0.65326273,"('anxious', 'daring')",0.7288464,0.78747576,0.26807973,0.24870989,0.1297191,0.127641,0.0020781
23,0.6044235,0.4065514,"('insincere', 'sincere')",0.2858075,0.19704074,5.525106,5.4604783,2.1384457,2.0213569,0.1170888
79,-0.58320767,-0.5717769,"('wavering', 'unwavering')",-0.6998564,-0.80164814,-0.025196705,-0.050047748,-0.4360869,-0.4744909,0.038404
77,-0.56059027,-0.46450695,"('unmotivated', 'motivated')",-0.57341707,-0.4185372,-1.4656374,-1.3670404,-0.8665482,-0.7500281,-0.1165201
34,-0.52908176,-0.61771864,"('mean', 'honorable')",0.04799716,0.006905346,5.8268213,5.931564,1.7819122,1.7735836,0.0083286
37,-0.52476114,-0.69497705,"('fake', 'genuine')",-0.43326488,-0.5662304,0.22394228,0.107581414,-0.2446946,-0.384542,0.1398474
58,0.51561767,0.17950492,"('undiscriminating', 'discriminating')",0.115763634,-0.16585076,0.070411436,-0.13294342,0.2339309,-0.0397631,0.273694
52,-0.49646217,-0.33417913,"('irrational', 'rational')",-0.85044074,-0.733273,0.13708061,0.23309621,-0.4032741,-0.2781187,-0.1251554
63,0.4894326,0.39855567,"('unperceptive', 'insightful')",1.0797093,1.0299126,1.233079,1.0444587,0.9340736,0.824309,0.1097646
6,-0.48712835,-0.5049293,"('distant', 'open')",-0.54928946,-0.58472836,0.1682814,0.26797816,-0.2893788,-0.2738932,-0.0154856
28,0.46600994,0.43925622,"('disloyal', 'loyal')",-0.16966975,-0.04920443,0.87736267,0.8362625,0.3912343,0.4087714,-0.0175371
83,-0.46009994,-0.41950133,"('powerless', 'powerful')",-0.3579323,-0.29113364,-0.95937717,-1.0069505,-0.5924698,-0.5725285,-0.0199413
38,0.4118815,0.23734164,"('untruthful', 'truthful')",-0.4062148,-0.4283088,-0.15860412,-0.21974538,-0.0509791,-0.1369042,0.0859251
13,-0.40838027,-0.23915921,"('impolite', 'polite')",0.4136423,0.58079964,-0.3689141,-0.27176175,-0.1212174,0.0232929,-0.1445103
17,-0.40264422,-0.49733344,"('nasty', 'nice')",-1.3151652,-1.1535151,-0.5843816,-0.45372367,-0.767397,-0.7015241,-0.0658729
80,-0.39491233,-0.3449676,"('dominated', 'dominating')",0.25868198,0.40356064,-1.2474732,-1.3504148,-0.4612345,-0.4306072,-0.0306273
35,-0.37762922,-0.21587405,"('corrupt', 'incorrupt')",-0.6463656,-0.5890812,-0.39133582,-0.19407375,-0.4717769,-0.3330097,-0.1387672
0,0.36293823,0.38672858,"('unsociable', 'sociable')",0.032936037,0.15693119,-0.34369534,-0.30338192,0.017393,0.0800926,-0.0626996
7,0.36139733,0.34216976,"('insensitive', 'sensitive')",0.03072761,0.064282894,0.6810055,0.6171998,0.3577101,0.3412175,0.0164926
85,0.34270948,0.40656477,"('insignificant', 'prestigious')",-0.5230452,-0.52778834,0.72893876,0.7578259,0.1828677,0.2122008,-0.0293331
10,-0.3373959,-0.5595563,"('unsympathetic', 'sympathetic')",-0.7846188,-0.66564775,-0.4190509,-0.5034371,-0.5136886,-0.5762137,0.0625251
51,-0.33314842,-0.45209628,"('uneducated', 'educated')",0.46226484,0.5173744,0.72972375,0.6098243,0.2862801,0.2250341,0.061246
11,0.32116485,0.2520028,"('unhelpful', 'helpful')",0.57938904,0.5556289,2.034463,1.8368857,0.978339,0.8815058,0.0968332
65,-0.30541766,-0.16745155,"('insecure', 'secure')",0.33653095,0.5307588,-0.21931875,-0.22737706,-0.0627352,0.0453101,-0.1080453
73,0.26931337,0.2444006,"('helpless', 'self-reliant')",-0.019427225,-0.019873522,-3.2749517,-3.3836024,-1.0083552,-1.0530251,0.0446699
86,0.2613155,0.13672331,"('uninfluential', 'influential')",-0.3699269,-0.3068882,-0.268112,-0.40480247,-0.1255745,-0.1916558,0.0660813
31,0.25876635,0.12931369,"('evil', 'good')",-0.460899,-0.60967183,-0.9148742,-0.9050281,-0.3723356,-0.4617954,0.0894598
