,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
16,-0.631616,-0.30814585,"('unpopular', 'popular')",-0.5524511,-0.21539721,0.4756377,0.4579892,-0.2361431,-0.0218513,-0.2142918
61,0.62759167,0.5888302,"('illogical', 'logical')",0.34881747,0.0502148,0.27065635,0.2534984,0.4156885,0.2975145,0.118174
33,0.6214573,0.50879914,"('wrong', 'right')",-0.40711787,-0.457531,-0.43472952,-0.57280093,-0.0734634,-0.1738443,0.1003809
69,0.60568786,0.6264211,"('lazy', 'industrious')",-0.24443978,-0.07391463,-0.54449147,-0.6759491,-0.0610811,-0.0411475,-0.0199336
49,-0.5923468,-0.31748146,"('unable', 'able')",-0.9287504,-0.704109,-0.387087,-0.15743853,-0.6360614,-0.3930097,-0.2430517
57,-0.5763708,-0.99822396,"('unimaginative', 'imaginative')",0.26783085,-0.27144873,-2.2640884,-2.7061853,-0.8575428,-1.325286,0.4677432
12,0.55072826,0.56935793,"('unsupportive', 'supportive')",1.1535766,1.1093175,-1.4210432,-1.6622204,0.0944206,0.005485,0.0889356
22,0.5453395,0.29291162,"('untrustworthy', 'trustworthy')",0.7605902,0.36753756,-0.85111487,-1.1959587,0.1516049,-0.1785032,0.3301081
13,0.5309127,0.3092467,"('impolite', 'polite')",0.4784593,0.16861477,-0.30342498,-0.37854016,0.2353157,0.0331071,0.2022086
80,0.52119994,0.15829907,"('dominated', 'dominating')",1.738193,1.0843225,-1.0396881,-1.3559649,0.4065683,-0.0377811,0.4443494
84,0.506935,0.66067314,"('inferior', 'superior')",-0.03235445,0.2619645,0.5841218,0.6768402,0.3529008,0.5331593,-0.1802585
81,0.4815582,0.18512067,"('submissive', 'aggressive')",1.8904395,1.706348,-0.84953445,-0.8348874,0.5074878,0.3521938,0.155294
70,0.44491014,0.54234725,"('lethargic', 'energetic')",1.1063821,0.9633967,0.8718862,0.7186702,0.8077261,0.7414714,0.0662547
65,0.4355567,0.15545014,"('insecure', 'secure')",1.3619564,0.9483116,-0.23558009,-0.34142807,0.5206443,0.2541113,0.266533
20,0.4292082,0.33279392,"('rough', 'thoughtful')",1.4651556,1.3678195,1.427945,1.2847371,1.1074363,0.9951169,0.1123194
34,-0.42493784,-0.1882883,"('mean', 'honorable')",-0.12205677,0.36109415,5.723646,6.1406856,1.7255505,2.1044971,-0.3789466
28,-0.41941607,-0.6577805,"('disloyal', 'loyal')",0.63029546,0.34049386,0.858789,0.9984931,0.3565561,0.2270688,0.1294873
46,0.41023824,0.3483559,"('uncompetitive', 'competitive')",1.9240428,1.6332526,-0.5005082,-0.7883253,0.6112576,0.3977611,0.2134965
29,-0.40293598,-0.21922077,"('unfair', 'fair')",-0.515529,-0.5619975,-0.6119932,-0.6546454,-0.5101527,-0.4786212,-0.0315315
32,-0.37515515,-0.40663645,"('unkind', 'kind')",0.8195387,0.6514073,0.95085233,0.8522479,0.4650786,0.3656729,0.0994057
26,-0.36870992,-0.6170673,"('hardhearted', 'benevolent')",1.3742515,1.2942139,1.8608835,1.6360956,0.955475,0.7710807,0.1843943
0,-0.36099917,-0.6458989,"('unsociable', 'sociable')",0.5914941,0.12413415,-0.45038196,-0.76948255,-0.0732957,-0.4304158,0.3571201
74,0.3598721,0.39290786,"('undedicated', 'dedicated')",1.6398094,1.5656008,0.20786265,0.1544132,0.735848,0.7043072,0.0315408
52,-0.35953498,-0.5142172,"('irrational', 'rational')",-1.0508791,-1.0095204,0.018581446,-0.004139576,-0.4639442,-0.5092924,0.0453482
55,0.3556003,0.10289596,"('incompetent', 'clever')",1.6125684,1.1746738,0.10759375,-0.120238505,0.6919208,0.3857771,0.3061437
4,-0.34397885,-0.4047718,"('disliked', 'liked')",-0.33631676,-0.5037172,-6.530647,-6.8884363,-2.4036474,-2.5989752,0.1953278
37,0.33147934,0.16679715,"('fake', 'genuine')",0.18134561,-0.11052189,0.5415418,0.6413248,0.3514556,0.2325334,0.1189222
23,-0.32267407,-0.29218388,"('insincere', 'sincere')",0.5799594,0.46859977,5.671738,5.84564,1.9763411,2.007352,-0.0310109
40,-0.31568342,-0.5207205,"('stingy', 'generous')",0.40184513,0.25232247,-1.4904099,-1.7673272,-0.4680827,-0.678575,0.2104923
10,-0.3079445,-0.75085104,"('unsympathetic', 'sympathetic')",0.8088306,0.1755708,0.103572145,-0.2570555,0.2014861,-0.2774452,0.4789313
88,-0.29313958,-0.27013716,"('low', 'eminent')",-1.0312389,-0.8377094,-0.0864405,0.032728836,-0.470273,-0.3583726,-0.1119004
11,0.2832639,0.33939162,"('unhelpful', 'helpful')",0.35118076,0.17392883,1.8361771,1.7591937,0.8235406,0.7575047,0.0660359
17,-0.27038887,-0.37999162,"('nasty', 'nice')",-0.79983574,-0.91216475,-0.5703196,-0.6590455,-0.5468481,-0.6504006,0.1035525
24,-0.26766747,-0.4891807,"('dishonest', 'honest')",0.099392146,-0.17774412,0.5419617,0.5264508,0.1245621,-0.0468247,0.1713868
45,0.2671223,-0.018261466,"('incompetent', 'competent')",0.97579694,0.61034,-0.112285666,-0.35049784,0.3768779,0.0805269,0.296351
51,-0.26407844,-0.29785922,"('uneducated', 'educated')",0.61293966,0.471991,0.38636318,0.17115068,0.2450748,0.1150942,0.1299806
7,0.26258874,0.34550592,"('insensitive', 'sensitive')",0.4765856,0.29974812,0.9539136,0.82801366,0.5643627,0.4910892,0.0732735
50,0.24499005,0.27543306,"('clumsy', 'skillful')",-0.23048526,-0.111654684,0.32467026,0.37153912,0.1130583,0.1784392,-0.0653809
72,0.19471127,0.10815259,"('unambitious', 'ambitious')",1.0316697,0.88439643,-0.46117324,-0.33649462,0.2550693,0.2186848,0.0363845
3,0.17709965,0.15358105,"('repellent', 'pleasant')",0.94467473,0.76757395,0.5327828,0.38522443,0.5515191,0.4354598,0.1160593
15,0.17476964,0.02438362,"('boring', 'funny')",-1.1482387,-1.2522614,0.17032082,0.12613797,-0.2677161,-0.3672466,0.0995305
83,0.16755101,-0.07097749,"('powerless', 'powerful')",-0.036804035,-0.14996082,-0.8641826,-0.90598637,-0.2444785,-0.3756415,0.131163
38,-0.15579066,0.0025598928,"('untruthful', 'truthful')",-0.84179485,-0.8131006,-0.17218116,-0.033549502,-0.3899222,-0.2813634,-0.1085588
44,0.14673905,0.099035546,"('prejudiced', 'unprejudiced')",-0.4759139,-0.2782958,-1.1571188,-1.1493518,-0.4954312,-0.4428707,-0.0525605
77,0.14170717,0.26287407,"('unmotivated', 'motivated')",0.57741135,0.40282464,-1.2241888,-1.3326523,-0.1683568,-0.2223179,0.0539611
75,-0.12845513,0.12540083,"('meek', 'impulsive')",-1.4393681,-0.96119356,-0.38732114,-0.30316857,-0.6517148,-0.3796538,-0.272061
58,0.12766355,0.070954114,"('undiscriminating', 'discriminating')",1.3100204,1.1621763,0.22019231,0.21414106,0.5526255,0.4824238,0.0702017
71,0.116061226,0.4020911,"('diffident', 'self-confident')",0.08776754,0.19208822,0.5753746,0.62441754,0.2597345,0.4061989,-0.1464644
59,-0.10988557,0.04981645,"('foolish', 'wise')",-1.074549,-0.99957293,0.48392844,0.4355725,-0.233502,-0.1713947,-0.0621073
41,-0.10113478,-0.26023918,"('unforgiving', 'forgiving')",0.5617111,0.4132192,0.4110359,0.19257838,0.2905374,0.1151861,0.1753513
47,0.05629784,0.114077315,"('stupid', 'smart')",0.43878502,0.6434867,5.382025,5.599936,1.9590359,2.1191667,-0.1601308
