,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1191714,-2.0681791,"('unfriendly', 'friendly')",0.38135716,0.5245221,-0.40092376,-0.25798583,-0.30713704,-0.26955032,-1.8328272,-1.7941793,2.103397,2.1133308,-0.3625509,-0.292007,-0.0705439
42,1.4625163,1.5915903,"('unreliable', 'reliable')",1.3205546,1.3706865,1.6676133,1.7216039,1.1659487,1.344271,0.49499944,0.7321114,-2.900278,-2.574851,0.5352258,0.6975687,-0.1623429
31,-1.3906761,-1.12611,"('evil', 'good')",-1.4914798,-1.4677805,-0.53292894,-0.53862804,-3.3663514,-3.5604188,-1.9325551,-1.9240742,-1.5898021,-1.6382732,-1.7172988,-1.7092142,-0.0080846
6,-1.2987541,-1.0114766,"('distant', 'open')",-0.15664783,-0.056369614,-0.11394652,-0.044564314,-2.4193501,-2.600334,-1.8643534,-1.8400055,0.39445794,0.3552194,-0.9097657,-0.8662551,-0.0435106
53,-1.2815998,-1.1797527,"('uncreative', 'creative')",0.82187706,0.9252392,0.10353241,0.26284692,-0.38735282,-0.035491217,-0.27054963,-0.2178064,1.6256089,1.4614297,0.1019194,0.2027442,-0.1008248
64,1.2080563,1.025563,"('shy', 'confident')",1.1475106,1.0287658,1.090551,1.0328608,0.7982041,0.891145,1.1548994,1.1147133,-6.381792,-6.432961,-0.1637618,-0.2233188,0.059557
36,-1.153552,-1.1237357,"('hostile', 'amicable')",-1.2139846,-1.2372398,0.42444718,0.3301344,-2.1282117,-2.6358972,-2.18262,-2.4035406,0.2920084,0.12633944,-0.9936521,-1.1573233,0.1636712
86,-1.1259123,-1.4837841,"('uninfluential', 'influential')",0.4888146,0.27769285,-0.84649456,-1.1173552,1.1995064,1.4493017,-1.0050471,-1.0277085,-0.21710339,-0.38619787,-0.2510394,-0.3813418,0.1303024
87,1.1068008,0.8961939,"('unsuccessful', 'successful')",1.5353369,1.4768718,1.4437528,1.394095,1.7375262,1.8162634,1.0409435,0.97402954,0.8074449,0.7574508,1.2786342,1.2191507,0.0594835
39,1.0588937,0.9182251,"('exploitative', 'cooperative')",1.0727688,1.1683167,0.9533391,1.0827,1.6544334,1.6097093,0.1865113,0.20845026,-0.17244844,0.039304726,0.7922496,0.8377844,-0.0455348
25,-1.0480355,-0.8453671,"('egoistic', 'altruistic')",-0.4568267,-0.26331943,-0.2817431,-0.036733862,-0.4531611,-0.40474102,-1.7443764,-1.4524341,1.0145955,1.2335434,-0.4949245,-0.294842,-0.2000825
82,-0.9062877,-0.5190265,"('poor', 'rich')",0.790826,0.99833405,0.52350855,0.7860995,0.16740164,0.5495382,0.17538473,0.4375249,6.375743,6.6161184,1.1877627,1.4780981,-0.2903354
19,-0.8756791,-0.76260215,"('inhospitable', 'hospitable')",-1.5805494,-1.5234526,-1.2933338,-1.2313278,-2.323186,-2.504828,-0.8966671,-0.8093276,-0.24472106,-0.2515225,-1.202356,-1.1805101,-0.0218459
76,0.87048626,0.9067642,"('anxious', 'daring')",0.776956,0.79039633,1.1824594,1.1616604,1.347368,1.719035,0.6844436,0.7853368,0.31489182,0.5055222,0.8627675,0.9781192,-0.1153517
73,0.79933417,1.1230904,"('helpless', 'self-reliant')",0.34511515,0.45208415,0.7601217,0.8098605,-0.2256929,-0.4055908,-0.19188404,-0.13347378,-3.924518,-3.660838,-0.406254,-0.3024779,-0.1037761
80,0.7950507,0.43220788,"('dominated', 'dominating')",0.12500218,-0.0469879,0.57901907,0.28354535,1.5014461,1.7279062,0.9915886,1.0704564,-1.8088388,-1.7539989,0.363878,0.2855215,0.0783565
62,0.7705134,0.91057813,"('incompetent', 'brilliant')",1.2736746,1.478486,-0.16192351,-0.07717347,2.1120088,2.6132464,0.41984433,0.6398444,-0.23152655,0.0951313,0.6970985,0.9433521,-0.2462536
5,-0.7660364,-0.48040688,"('distant', 'outgoing')",-0.1893132,-0.07547204,-0.0630341,0.025342155,-2.5777593,-2.7128165,-1.3609993,-1.3937773,-0.4025247,-0.434505,-0.8932778,-0.8452726,-0.0480052
84,0.7401013,0.5318552,"('inferior', 'superior')",-0.7296564,-0.7628882,-0.18986134,-0.19631521,-1.3675712,-1.5215641,-0.63216436,-0.77773076,0.43950385,0.39036906,-0.2899414,-0.389379,0.0994376
48,-0.72238815,-0.7153209,"('unintelligent', 'intelligent')",-0.32999867,-0.22831424,-1.1338162,-1.0520209,1.0164894,1.4024385,-0.99119246,-0.8227448,0.57133585,0.7068932,-0.2649284,-0.1181782,-0.1467502
2,0.7195871,0.9294668,"('unlikable', 'likable')",1.3096322,1.5137659,1.7251651,1.8927385,2.3010778,2.419704,0.2954303,0.37400097,0.5560037,0.73598135,1.1511493,1.310943,-0.1597937
27,-0.6823711,-0.60549814,"('hardhearted', 'softhearted')",-0.6452023,-0.52716005,-0.3552672,-0.16011873,0.3778044,0.41457632,-0.36950946,-0.2859063,1.324318,1.2266729,-0.0583712,0.0104277,-0.0687989
77,-0.6792755,-0.63093394,"('unmotivated', 'motivated')",-0.56686145,-0.48867518,-0.76106864,-0.7183346,0.4728212,0.7356824,-0.22623903,-0.13312872,-1.2071486,-1.1839164,-0.4946286,-0.4032178,-0.0914108
57,-0.67689306,-1.069661,"('unimaginative', 'imaginative')",0.085835956,-0.05491846,-0.33478048,-0.64667857,1.1031406,1.2767879,-0.22457927,-0.3619105,-2.3144407,-2.4935956,-0.3936195,-0.5583293,0.1647098
20,-0.6725153,-0.6669729,"('rough', 'thoughtful')",-0.2664756,-0.30043727,0.22316715,0.048262253,0.2933269,0.29168075,-0.3878101,-0.46458977,0.901566,0.9377056,0.0152099,-0.0257252,0.0409351
46,0.6658113,0.36153728,"('uncompetitive', 'competitive')",1.3319129,1.2071656,0.366952,0.021238223,2.1383882,2.483592,0.4378376,0.36536133,-0.15005663,-0.31704965,0.7984742,0.6869741,0.1115001
49,-0.6653358,-0.45662743,"('unable', 'able')",-0.44004387,-0.27171704,-0.7293235,-0.5381788,-0.59615904,-0.49205333,-0.978608,-0.84013635,-0.54343355,-0.30922854,-0.6588173,-0.4846569,-0.1741604
50,0.6451815,0.9954766,"('clumsy', 'skillful')",-0.18684721,-0.07277841,1.7554584,1.8113011,-0.26117563,-0.23664646,0.5726657,0.61116534,0.61419463,0.82726574,0.5232462,0.655964,-0.1327178
34,-0.6437815,-0.5430727,"('mean', 'honorable')",0.26586545,0.3101155,0.18198153,0.28769362,0.9705667,0.9817111,0.21800809,0.41583362,6.5312843,6.4986353,1.2539875,1.3251527,-0.0711652
8,-0.6430986,-0.7923816,"('unaffectionate', 'affectionate')",-0.47817656,-0.3863286,-1.2697189,-1.2712083,-0.38139027,-0.5205074,-2.640369,-2.6375191,0.3569687,0.44671893,-0.8426307,-0.8602044,0.0175737
26,-0.6325458,-0.84922254,"('hardhearted', 'benevolent')",1.7015398,1.5067753,1.9129341,1.7083709,-0.029570356,-0.18244484,-0.9773161,-1.1734521,1.6642946,1.5519612,0.606556,0.426998,0.179558
44,0.6074267,0.81705356,"('prejudiced', 'unprejudiced')",-0.93568695,-0.8035383,0.0667305,0.17131214,-0.57142234,-0.6549765,0.2716034,0.26234445,-1.6033362,-1.4550924,-0.3607808,-0.2771495,-0.0836313
28,-0.57848626,-0.9014395,"('disloyal', 'loyal')",0.1478279,0.0006601028,0.36516058,0.15680686,0.7409316,0.59339327,-1.3301101,-1.4641722,1.1978021,1.1330262,0.090521,-0.0802876,0.1708086
71,0.5650128,0.61121863,"('diffident', 'self-confident')",2.270451,2.4325242,0.24717575,0.29007053,1.1677166,1.0645599,-0.84063584,-0.77212054,0.43140224,0.4666779,0.6401871,0.6821551,-0.041968
47,-0.5640302,-0.70263314,"('stupid', 'smart')",1.0536455,1.0015761,1.0436622,1.0576832,2.2245164,2.2471664,0.636429,0.7535999,5.3642187,5.4724927,1.626407,1.6383142,-0.0119072
