,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
68,-0.6439414,-0.5888479,"('dependent', 'independent')",0.2445934,0.178485,-0.36877438,-0.40748632,-0.2560408,-0.2726164,0.0165756
28,-0.63085264,-0.5700677,"('disloyal', 'loyal')",-0.526223,-0.45686704,0.18510751,0.3745839,-0.3239894,-0.2174503,-0.1065391
76,-0.6308252,-0.32266963,"('anxious', 'daring')",0.8860317,1.0370866,0.42009503,0.5653377,0.2251005,0.4265849,-0.2014844
23,-0.6045151,-0.22048996,"('insincere', 'sincere')",0.06070383,0.2780708,4.6686172,5.330124,1.3749353,1.7959016,-0.4209663
26,0.60195076,0.068957314,"('hardhearted', 'benevolent')",1.1903726,0.8927283,1.4611934,1.1379443,1.0845056,0.6998766,0.384629
59,0.59071326,0.79543453,"('foolish', 'wise')",-0.10681142,-0.011925414,0.4507445,0.5914371,0.3115488,0.4583154,-0.1467666
13,-0.58716553,-0.45568132,"('impolite', 'polite')",1.1313845,1.0710177,0.07058525,0.24107368,0.2049347,0.28547,-0.0805353
84,0.55811596,0.4964006,"('inferior', 'superior')",0.59487414,0.5806828,1.0162812,1.0472175,0.7230905,0.7081003,0.0149902
73,0.5427683,0.63122714,"('helpless', 'self-reliant')",-0.25766358,-0.0782477,-3.029119,-3.0560734,-0.9146714,-0.8343647,-0.0803067
5,0.53794867,0.52246225,"('distant', 'outgoing')",-0.397377,-0.12448609,-0.1057667,0.084977165,0.0116017,0.1609844,-0.1493827
32,-0.5356837,-0.5023803,"('unkind', 'kind')",-0.4332607,-0.31912798,0.58196956,0.6056459,-0.1289916,-0.0719541,-0.0570375
22,-0.5277331,-0.5818748,"('untrustworthy', 'trustworthy')",-0.37698114,-0.38196588,-1.0949703,-1.0960048,-0.6665615,-0.6866151,0.0200536
45,-0.5186279,-0.5291148,"('incompetent', 'competent')",-0.014199286,0.016540982,-0.48934063,-0.5133832,-0.3407226,-0.3419857,0.0012631
36,-0.48529983,-0.8928411,"('hostile', 'amicable')",-0.4172997,-0.8146666,-0.33277643,-0.59195364,-0.411792,-0.7664871,0.3546951
24,-0.46071368,-0.53090715,"('dishonest', 'honest')",-0.11317477,-0.027224287,0.40088454,0.6165101,-0.057668,0.0194595,-0.0771275
2,0.43552983,0.4704006,"('unlikable', 'likable')",1.2454417,1.309168,0.543753,0.6169479,0.7415748,0.7988388,-0.057264
30,-0.4328894,-0.34909475,"('intolerant', 'tolerant')",0.4943078,0.5926005,1.2458177,1.3020856,0.4357454,0.5151971,-0.0794517
1,-0.41552034,-0.80543315,"('unfriendly', 'friendly')",-0.116073385,-0.2895227,1.2714942,1.1579092,0.2466335,0.0209844,0.2256491
88,-0.4150408,-0.41269732,"('low', 'eminent')",-0.38341582,-0.333718,0.07614632,0.097410865,-0.2407701,-0.2163348,-0.0244353
67,0.41349518,0.42325443,"('doubtful', 'determined')",0.348181,0.47524852,-0.3776364,-0.18492764,0.1280133,0.2378584,-0.1098451
46,-0.40040892,-0.2644228,"('uncompetitive', 'competitive')",0.54880977,0.696457,-0.099036664,-0.32669044,0.0164547,0.0351146,-0.0186599
58,-0.3750284,-0.6678023,"('undiscriminating', 'discriminating')",0.31027088,0.058199633,0.047709983,-0.2453406,-0.0056825,-0.2849811,0.2792986
44,0.371348,0.42655915,"('prejudiced', 'unprejudiced')",0.4762956,0.4232329,-1.0033624,-0.9549247,-0.0519063,-0.0350442,-0.0168621
79,-0.30645338,-0.26915494,"('wavering', 'unwavering')",-0.98876834,-0.94880325,-0.29163188,-0.27031836,-0.5289512,-0.4960922,-0.032859
60,-0.30248487,0.022582307,"('inefficient', 'efficient')",1.1335799,1.4125586,0.1516647,0.53308815,0.3275866,0.6560764,-0.3284898
74,0.29907838,0.2896229,"('undedicated', 'dedicated')",0.48478892,0.5759759,0.19392726,-0.07773172,0.3259315,0.2626224,0.0633091
38,-0.2642482,0.038569946,"('untruthful', 'truthful')",-0.3159648,0.081255704,-0.024070024,0.34043574,-0.2014277,0.1534205,-0.3548482
56,-0.23949698,-0.042704813,"('impractical', 'practical')",1.2847484,1.5954437,-0.022650523,0.27774808,0.340867,0.6101623,-0.2692953
37,0.23931342,0.03766906,"('fake', 'genuine')",-0.5545133,-0.7415811,0.12072238,0.040872045,-0.0648258,-0.2210133,0.1561875
52,0.23485354,0.09283045,"('irrational', 'rational')",-1.0138254,-1.1025318,-0.21427989,-0.3465554,-0.3310839,-0.4520856,0.1210017
18,0.23322886,0.3252659,"('disagreeable', 'welcoming')",0.8164221,0.88130844,-0.3649165,-0.3156073,0.2282448,0.296989,-0.0687442
11,-0.22220552,0.080233715,"('unhelpful', 'helpful')",0.36397645,0.5974689,1.6852123,1.9765836,0.6089944,0.884762,-0.2757676
42,-0.21996081,-0.14057775,"('unreliable', 'reliable')",0.3289307,0.46695396,-2.5579839,-2.7206502,-0.816338,-0.7980913,-0.0182467
41,-0.20927832,-0.26948303,"('unforgiving', 'forgiving')",0.080826074,0.017814113,-0.0055281,-0.17630072,-0.0446601,-0.1426565,0.0979964
12,-0.20491414,-0.1073813,"('unsupportive', 'supportive')",0.26542237,0.3654044,-1.4950246,-1.5953127,-0.4781721,-0.4457632,-0.0324089
49,-0.18448766,0.13942355,"('unable', 'able')",-0.1800443,0.052840367,-0.35103178,0.014069162,-0.2385212,0.0687777,-0.3072989
29,-0.18216516,-0.26841053,"('unfair', 'fair')",-0.5694647,-0.69907194,-0.6208224,-0.7278205,-0.4574841,-0.565101,0.1076169
83,0.18154132,0.061135028,"('powerless', 'powerful')",0.24163666,0.23177838,-0.5890613,-0.708403,-0.0552944,-0.1384965,0.0832021
9,0.17231612,0.118965454,"('unaffectionate', 'caring')",0.017406724,0.09130399,0.44743976,0.66535425,0.2123875,0.2918746,-0.0794871
27,0.1693818,-0.008670255,"('hardhearted', 'softhearted')",-0.08394016,-0.3384126,1.2572387,0.98526543,0.4475601,0.2127275,0.2348326
47,-0.15795064,-0.063433096,"('stupid', 'smart')",-0.34208277,-0.1595884,4.5640025,5.12224,1.3546564,1.6330729,-0.2784165
66,-0.14929923,-0.48920625,"('inactive', 'active')",1.1567249,0.7767861,1.2183596,0.91798455,0.7419284,0.4018548,0.3400736
20,-0.14656805,-0.21503401,"('rough', 'thoughtful')",0.4062937,0.1781789,1.1457624,0.90721714,0.468496,0.2901207,0.1783753
31,-0.117839195,-0.35099778,"('evil', 'good')",-0.9101474,-1.1115003,-1.3381652,-1.6060776,-0.7887173,-1.0228585,0.2341412
16,0.11017074,0.3768302,"('unpopular', 'popular')",-0.04016859,0.03191737,0.5199769,0.52946985,0.1966597,0.3127391,-0.1160794
50,0.10225074,0.30226347,"('clumsy', 'skillful')",-0.54080033,-0.46005407,0.1589222,0.1351229,-0.0932091,-0.0075559,-0.0856532
80,0.09816419,0.10042775,"('dominated', 'dominating')",0.5480116,0.5505055,-0.813952,-0.92527807,-0.0559254,-0.0914483,0.0355229
75,-0.08944646,0.06320145,"('meek', 'impulsive')",-0.15388024,-0.011929959,-0.5071038,-0.35255194,-0.2501435,-0.1004268,-0.1497167
15,0.08891256,0.010520481,"('boring', 'funny')",-0.17434582,-0.17396338,0.32678026,0.3994634,0.080449,0.0786735,0.0017755
78,-0.077368796,0.1460683,"('nonresilient', 'resilient')",0.73222864,0.7903507,0.73756325,0.5671643,0.4641411,0.5011944,-0.0370533
8,0.06463769,-0.14196196,"('unaffectionate', 'affectionate')",-0.93295753,-0.91993296,-0.4325659,-0.2617721,-0.4336286,-0.4412223,0.0075937
4,0.05375249,0.03331626,"('disliked', 'liked')",-0.37266928,-0.18398482,-5.349827,-5.7427783,-1.8895812,-1.9644823,0.0749011
54,0.052208222,0.16305298,"('incapable', 'capable')",0.35661495,0.5969016,0.79425365,1.1595109,0.4010256,0.6398218,-0.2387962
62,0.04995043,0.57176167,"('incompetent', 'brilliant')",0.9491112,1.4443561,0.20828566,0.79861647,0.4024491,0.9382447,-0.5357956
61,-0.0327706,-0.18146145,"('illogical', 'logical')",0.094383135,-0.04741447,0.3389196,0.2268187,0.1335107,-0.0006857,0.1341964
64,-0.030992622,-0.09315984,"('shy', 'confident')",0.45486727,0.46800092,-5.119986,-5.4143186,-1.5653704,-1.6798258,0.1144554
19,0.009693896,-0.12865113,"('inhospitable', 'hospitable')",-1.0081397,-1.0011343,-0.15578522,-0.13258646,-0.3847437,-0.4207906,0.0360469
6,-0.005316861,-0.10147568,"('distant', 'open')",-0.5562746,-0.36433536,0.26714247,0.33716756,-0.0981497,-0.0428812,-0.0552685
