,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
85,-2.6603768,-2.8005748,"('insignificant', 'prestigious')",1.6082448,1.7336366,1.2810209,1.312157,0.08924735,0.42045027,0.4209023,0.48252425,0.1478077,0.2296387,-0.081831
79,-2.2279441,-2.3689344,"('wavering', 'unwavering')",2.293598,2.4382837,0.3383154,0.23906007,-0.74545306,-0.6319705,-0.17407204,-0.15880874,-0.1031112,-0.096474,-0.0066372
80,2.144419,2.177962,"('dominated', 'dominating')",-0.33283925,-0.4276018,-0.38704222,-0.55111676,0.0139536895,-0.28907865,-1.2799054,-1.274439,0.0317171,-0.0728548,0.1045719
16,-1.7458981,-1.7735739,"('unpopular', 'popular')",-0.17341936,0.09252679,-0.6974878,-0.6506682,-0.90919244,-0.60858184,0.2779341,0.3940624,-0.6496127,-0.5092469,-0.1403658
31,-1.6647899,-1.9526755,"('evil', 'good')",1.5560751,1.56257,0.21748619,0.22625235,-1.0381843,-1.2656075,-1.2012697,-1.532635,-0.4261365,-0.5924191,0.1662826
50,-1.5885152,-1.5678836,"('clumsy', 'skillful')",1.3371205,1.5567318,-0.39800012,-0.33681044,-0.8943055,-0.6540973,0.34496075,0.2521883,-0.2397479,-0.1499743,-0.0897736
4,-1.5717577,-1.7073241,"('disliked', 'liked')",0.9593119,0.99965733,0.039931923,-0.00977724,-1.346084,-1.529365,-6.789515,-6.6269684,-1.7416225,-1.7747555,0.033133
37,1.562283,1.621515,"('fake', 'genuine')",0.6046277,0.558419,0.76618093,0.6826016,-0.238107,-0.3596568,0.60839254,0.2629341,0.6606754,0.5531626,0.1075128
8,-1.5243461,-1.8135151,"('unaffectionate', 'affectionate')",-0.600055,-0.99320173,0.14924657,-0.049325548,0.30529463,0.45324826,0.55809003,0.20394771,-0.222354,-0.4397693,0.2174153
18,-1.4368132,-1.498394,"('disagreeable', 'welcoming')",0.57585794,0.6207258,-0.8711078,-0.8090335,-0.47432947,-0.42341077,-0.56537837,-0.6705844,-0.5543542,-0.5561394,0.0017852
52,-1.3535736,-1.5542649,"('irrational', 'rational')",0.51387346,0.62337214,0.9755092,0.94907075,-0.25886953,-0.14941394,-0.1608036,-0.3507056,-0.0567728,-0.0963883,0.0396155
55,1.3486409,1.4905055,"('incompetent', 'clever')",-2.850512,-3.12667,-1.0630591,-1.1841125,0.68472856,0.5148651,0.23283117,0.12871936,-0.3294741,-0.4353385,0.1058644
36,-1.2856299,-1.7078238,"('hostile', 'amicable')",1.412775,1.4310669,1.0597984,0.9649957,-0.2809829,-0.2740014,0.11307424,-0.109657876,0.203807,0.0609159,0.1428911
59,-1.2739037,-1.274354,"('foolish', 'wise')",1.0911593,1.3146093,0.675865,0.6552269,-0.019117532,0.21021186,0.32827875,0.25294176,0.1604564,0.2317272,-0.0712708
28,-1.1613609,-1.5050348,"('disloyal', 'loyal')",-1.3511907,-1.6329718,-1.0328132,-1.3306212,0.2734452,-0.04781977,0.5106509,0.21891713,-0.5522538,-0.859506,0.3072522
6,-1.159497,-1.3405493,"('distant', 'open')",1.8417405,1.9771558,0.42560425,0.42342973,-0.29702738,-0.35510868,0.46792275,0.3366564,0.2557486,0.2083168,0.0474318
7,1.12629,1.0637333,"('insensitive', 'sensitive')",-1.1807187,-1.3189105,-0.6400661,-0.79607856,0.37142336,0.16151087,0.88693047,0.76236427,0.1127718,-0.0254761,0.1382479
58,-1.0585871,-1.328168,"('undiscriminating', 'discriminating')",-1.2090343,-1.3177042,-1.0978413,-1.3521538,0.51970065,-0.019697875,0.3471164,0.19393206,-0.4997292,-0.7647583,0.2650291
13,1.0478189,1.1884735,"('impolite', 'polite')",-1.9404159,-2.1828177,-1.586096,-1.828663,-0.23090935,-0.2979051,-0.035941683,-0.07264386,-0.5491088,-0.6387112,0.0896024
46,1.0108196,1.4324409,"('uncompetitive', 'competitive')",-1.627326,-1.6231288,-2.3456635,-2.4392428,0.20301653,0.04160863,-0.4656873,-0.37633127,-0.6449682,-0.5929307,-0.0520375
5,-1.0084453,-1.1583217,"('distant', 'outgoing')",0.5222815,0.6784748,0.24979413,0.22967568,-0.39546648,-0.3570159,-0.2753293,-0.3203336,-0.1814331,-0.1855042,0.0040711
20,0.9712057,0.9653875,"('rough', 'thoughtful')",-0.04539211,-0.14920667,0.39407736,0.35012072,0.20983924,0.09674659,1.6752928,1.5206447,0.6410046,0.5567386,0.084266
38,-0.926441,-0.7708242,"('untruthful', 'truthful')",-1.2971119,-1.204042,-0.7495081,-0.66515607,-0.09795718,-0.049403775,-0.28510624,-0.15691958,-0.6712249,-0.5692691,-0.1019558
68,0.9031609,0.8527614,"('dependent', 'independent')",0.65501547,0.66647017,-0.75637865,-0.83879197,-1.1298912,-1.179564,-0.30716985,-0.3879194,-0.1270527,-0.1774088,0.0503561
74,0.896049,1.0560232,"('undedicated', 'dedicated')",-0.1557308,-0.1670846,-0.582417,-0.62115717,0.38324913,0.24131434,0.101793304,0.014733768,0.1285887,0.1047659,0.0238228
21,0.87249243,1.0642788,"('immoral', 'moral')",-0.29732275,-0.16435127,-0.7530013,-0.81705207,1.0437255,1.0066427,-0.7190556,-0.64075184,0.0293677,0.0897533,-0.0603856
76,0.8560156,1.1918876,"('anxious', 'daring')",-1.0577704,-0.9451872,-1.0631173,-0.884946,0.58203876,0.7229356,0.6967151,0.9568286,0.0027764,0.2083037,-0.2055273
1,-0.85075194,-1.313548,"('unfriendly', 'friendly')",-1.5208583,-1.8925664,-0.46920735,-0.92046094,1.3408552,1.0029941,1.8768331,1.4606133,0.0753742,-0.3325936,0.4079678
71,0.7961013,0.7448889,"('diffident', 'self-confident')",-0.60004085,-0.5672671,1.0686811,0.97896606,0.40439433,0.7457505,0.4657805,0.27258602,0.4269833,0.4349849,-0.0080016
41,-0.7950169,-0.879137,"('unforgiving', 'forgiving')",-1.3321259,-1.4837701,-1.268239,-1.3672969,0.37114033,0.018326176,-0.19442867,-0.3970126,-0.6437341,-0.8217781,0.178044
57,-0.7931579,-0.6351387,"('unimaginative', 'imaginative')",-1.9502923,-2.057813,-1.4024404,-1.7183571,0.32556066,-0.17279981,-2.3668072,-2.4230282,-1.2374275,-1.4014273,0.1639998
19,-0.7895303,-0.9360201,"('inhospitable', 'hospitable')",0.8914837,0.8639728,1.4829383,1.4367883,-0.63095284,-0.6661531,-0.061685484,-0.17017832,0.1784507,0.1056819,0.0727688
54,-0.752851,-0.7535552,"('incapable', 'capable')",0.37033436,0.61509246,0.2683089,0.26077908,0.6220307,0.9548967,1.1051714,1.3708867,0.3225989,0.4896199,-0.167021
27,0.7310028,0.49105382,"('hardhearted', 'softhearted')",-0.25278068,-0.57472694,-0.74417394,-0.82884306,-0.65770715,-0.7934846,1.6689645,1.2570862,0.1490611,-0.0897829,0.238844
