,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
19,-0.75029707,-0.48727456,"('inhospitable', 'hospitable')",0.23116432,0.89143765,-0.111270025,0.052802656,-0.6429283,-0.44209003,-0.3183328,0.0037189,-0.3220517
33,0.7465429,1.2029094,"('wrong', 'right')",1.7026933,2.1743467,1.8523527,2.135917,-0.40956104,-0.17842983,0.973007,1.3336859,-0.3606789
51,-0.74361175,-1.0302287,"('uneducated', 'educated')",-1.8140566,-2.1241972,-1.0986183,-1.3710468,-0.2678981,-0.2801441,-0.9810462,-1.2014042,0.220358
45,-0.7297606,-1.3143377,"('incompetent', 'competent')",-1.0997434,-1.5375189,0.09610212,-0.50137556,-0.29742092,-0.56823796,-0.5077057,-0.9803676,0.4726619
18,-0.7171225,-0.35872424,"('disagreeable', 'welcoming')",0.31484365,0.5927172,-0.15380178,-0.060256228,-0.9392492,-0.8615174,-0.3738325,-0.1719452,-0.2018873
60,-0.71673924,-1.1431547,"('inefficient', 'efficient')",-1.1930449,-1.7005788,-0.10803237,-0.22518879,-0.2986581,-0.7466935,-0.5791187,-0.9539039,0.3747852
84,0.71556413,0.7092071,"('inferior', 'superior')",0.7653267,0.78630996,0.7231509,0.8714362,0.3481243,0.34830952,0.6380415,0.6788157,-0.0407742
81,-0.7151731,-1.0924947,"('submissive', 'aggressive')",-1.8675175,-2.4924667,-0.6561828,-0.94985723,-0.9205693,-1.4377815,-1.0398607,-1.49315,0.4532893
25,0.70287716,1.2218986,"('egoistic', 'altruistic')",1.3324142,1.6611441,0.8753572,1.3192222,1.5113317,1.7927641,1.105495,1.4987572,-0.3932622
50,0.69830084,0.7956615,"('clumsy', 'skillful')",1.0161572,1.1644889,0.41624707,0.3204055,0.117814496,-0.00081436336,0.5621299,0.5699354,-0.0078055
36,0.6922297,1.2085845,"('hostile', 'amicable')",1.7725599,2.5688455,0.7274854,1.0670655,0.071225084,0.5355858,0.8158751,1.3450204,-0.5291453
29,-0.6831383,-0.6542159,"('unfair', 'fair')",-0.9402177,-0.95910025,-0.8256511,-0.76882124,-0.9709531,-0.81400776,-0.85499,-0.7990363,-0.0559537
39,0.67987096,0.9529701,"('exploitative', 'cooperative')",1.2871814,1.4271276,0.9956438,1.1891863,0.54141694,0.699778,0.8760282,1.0672655,-0.1912373
53,-0.6439122,-0.30757737,"('uncreative', 'creative')",0.6222635,1.0003873,-0.08544946,0.081305094,0.66924083,0.907354,0.1405357,0.4203672,-0.2798315
83,0.6384811,0.29302633,"('powerless', 'powerful')",-0.19924426,-0.3757244,0.22144079,0.16474122,-1.267268,-1.3405156,-0.1516476,-0.3146181,0.1629705
41,-0.6355843,-0.6444909,"('unforgiving', 'forgiving')",0.2101571,0.2178363,0.012248538,0.0157567,0.38460064,0.43816677,-0.0071445,0.0068172,-0.0139617
49,-0.62097514,-0.5365286,"('unable', 'able')",-0.95579875,-0.98183674,-0.8345766,-0.87159914,-1.0971122,-1.2653117,-0.8771157,-0.9138191,0.0367034
79,0.61656,0.94479835,"('wavering', 'unwavering')",1.5675964,2.0517416,0.66881174,0.74495703,-0.3624263,-0.3426959,0.6226355,0.8497003,-0.2270648
57,-0.6086502,-0.9200833,"('unimaginative', 'imaginative')",-1.3932927,-1.4663624,-0.58731216,-0.9706337,-3.1550355,-3.3148558,-1.4360726,-1.6679838,0.2319112
2,0.6011994,1.0273259,"('unlikable', 'likable')",0.7333889,0.79724437,1.007978,1.2275586,0.8743793,0.9991933,0.8042364,1.0128305,-0.2085941
0,-0.57974607,-1.0905522,"('unsociable', 'sociable')",-0.42675737,-0.80874634,-0.21563244,-0.50058985,-0.0034392262,-0.23414843,-0.3063938,-0.6585093,0.3521155
75,0.5753427,0.5664536,"('meek', 'impulsive')",0.56899375,0.6451019,-0.7978644,-0.90850085,-0.4542557,-0.377841,-0.0269459,-0.0186966,-0.0082493
16,-0.560656,-0.34255433,"('unpopular', 'popular')",-0.27123812,-0.09854713,-0.4662075,-0.41372052,0.30727226,0.39928213,-0.2477074,-0.113885,-0.1338224
30,-0.5327123,-0.79924864,"('intolerant', 'tolerant')",-1.3274474,-1.7390118,-0.82597655,-1.0403761,-0.12753618,-0.21878012,-0.7034181,-0.9493542,0.2459361
5,-0.5060216,0.022748148,"('distant', 'outgoing')",1.0483651,1.7483859,0.519395,0.7552563,-0.47914732,-0.31800038,0.1456478,0.5520975,-0.4064497
6,-0.47466606,0.11985045,"('distant', 'open')",0.47522235,1.2324303,0.14657055,0.5073743,-0.059545703,0.2041692,0.0218953,0.515956,-0.4940607
32,0.4678999,0.56753427,"('unkind', 'kind')",0.74107236,0.92882705,0.22327256,0.47533342,1.1208261,0.9611143,0.6382678,0.7332022,-0.0949344
59,0.44628346,0.8767395,"('foolish', 'wise')",0.47544894,0.83783334,0.55494976,0.94667083,0.020135537,0.15278059,0.3742044,0.7035061,-0.3293017
67,0.44347638,0.5376818,"('doubtful', 'determined')",0.38444072,0.1811282,0.85189044,0.8765271,-0.3853226,-0.40262437,0.3236212,0.2981782,0.025443
80,0.4368273,0.07499022,"('dominated', 'dominating')",-1.7360009,-2.2538188,0.16126879,-0.1504308,-0.37601978,-0.75724053,-0.3784811,-0.771625,0.3931439
86,-0.426389,-0.98499024,"('uninfluential', 'influential')",-1.0123156,-1.3921306,-0.06643483,-0.31382668,-0.6151674,-0.7409869,-0.5300767,-0.8579836,0.3279069
23,-0.4203766,-0.2772847,"('insincere', 'sincere')",0.35822928,0.3155511,-0.12947556,0.09646243,5.7954254,5.6330543,1.4009507,1.4419458,-0.0409951
46,0.38930306,-0.038880385,"('uncompetitive', 'competitive')",-1.1622617,-1.6260574,0.17080404,0.11587837,-0.5076976,-0.8440601,-0.277463,-0.5982799,0.3208169
62,-0.36767882,-0.7440509,"('incompetent', 'brilliant')",-0.8448124,-1.3658357,-0.31052753,-0.6251306,-0.20385903,-0.5918319,-0.4317195,-0.8317123,0.3999928
48,-0.3577565,-0.7763793,"('unintelligent', 'intelligent')",-0.4463631,-0.8007505,-0.25822282,-0.40436125,-0.33976987,-0.5366715,-0.3505281,-0.6295407,0.2790126
42,0.3223726,0.17584006,"('unreliable', 'reliable')",-0.0005839933,-0.12611815,0.058877908,-0.18676353,-3.1184793,-3.2957103,-0.6844532,-0.858188,0.1737348
20,-0.298789,-0.46414322,"('rough', 'thoughtful')",0.14584811,0.19166428,-0.46852332,-0.4779446,0.34009826,0.3066814,-0.0703415,-0.1109355,0.040594
54,0.25876245,0.6621368,"('incapable', 'capable')",1.0365158,1.363617,-0.30263954,0.035947926,0.6146094,0.60266984,0.401812,0.6660929,-0.2642809
43,-0.25158733,-0.29296988,"('irresponsible', 'responsible')",-0.7169876,-0.8322806,-0.84291166,-0.6647297,0.39619106,0.17133956,-0.3538239,-0.4046602,0.0508363
24,-0.24468386,-0.051877,"('dishonest', 'honest')",-1.3815354,-1.3665257,-0.17241491,0.2147653,0.6217231,0.632504,-0.2942278,-0.1427833,-0.1514445
64,0.22092095,0.05466754,"('shy', 'confident')",-0.16429183,-0.3179594,0.1873979,0.1436167,-5.976077,-6.1586776,-1.4330125,-1.5695882,0.1365757
63,0.21383986,-0.061974198,"('unperceptive', 'insightful')",0.1733957,-0.18995205,0.7770633,0.67555434,0.22137843,-0.10671122,0.3464193,0.0792292,0.2671901
78,0.21150401,-0.14467335,"('nonresilient', 'resilient')",1.1606655,1.0796674,0.37267685,0.14991765,0.2705899,0.043005697,0.503859,0.2819794,0.2218796
61,-0.18497382,-0.28254023,"('illogical', 'logical')",-0.18902656,-0.22413576,0.60393906,0.6166266,-0.023983186,-0.075102136,0.0514889,0.0087121,0.0427768
28,0.17403883,0.12655559,"('disloyal', 'loyal')",-0.012269139,-0.10764794,0.7391144,0.73203665,1.2659168,1.3756686,0.5417002,0.5316532,0.010047
8,0.17053902,0.48996788,"('unaffectionate', 'affectionate')",0.55317426,0.950525,0.26631314,0.58596367,0.79664266,0.82587284,0.4466673,0.7130824,-0.2664151
34,-0.16817755,-0.16399208,"('mean', 'honorable')",-0.19518538,-0.30732468,0.33989716,0.43866545,5.05455,5.0146627,1.2577711,1.2455028,0.0122683
38,0.16104165,0.13012707,"('untruthful', 'truthful')",0.39716712,0.27860284,0.47538802,0.577419,0.43716025,0.42095146,0.3676893,0.3517751,0.0159142
40,0.15818237,0.14731184,"('stingy', 'generous')",0.2921032,0.20661606,0.58417755,0.49711344,-1.9911736,-1.9497972,-0.2391776,-0.274689,0.0355114
65,-0.15425584,-0.5145292,"('insecure', 'secure')",-0.8157199,-1.2485442,-0.42928135,-0.6017739,-0.19669887,-0.43218076,-0.398989,-0.699257,0.300268
1,-0.14598347,0.06980389,"('unfriendly', 'friendly')",1.6209066,2.0700538,1.0232505,1.2518685,2.0700188,2.2260942,1.1420481,1.4044552,-0.2624071
31,-0.13426399,-0.002867545,"('evil', 'good')",1.1556156,1.4510686,0.60552186,0.59342206,-0.66580594,-0.4005554,0.2402669,0.4102669,-0.17
4,0.12546962,-0.119292654,"('disliked', 'liked')",0.4250733,0.58680445,0.67217153,0.25788584,-6.5863395,-6.490632,-1.3409063,-1.4413086,0.1004023
56,-0.121246494,-0.5891764,"('impractical', 'practical')",-0.4517849,-0.830624,0.2827884,0.09685007,-0.42636994,-0.7958549,-0.1791532,-0.5297014,0.3505482
52,-0.11984905,0.31866857,"('irrational', 'rational')",-0.29383433,-0.09125238,0.21786629,0.46863863,0.033690177,0.23376226,-0.0405317,0.2324543,-0.272986
70,-0.10731781,-0.5020043,"('lethargic', 'energetic')",-1.5623643,-2.00452,-0.355034,-0.6901595,0.07566874,-0.28355053,-0.4872619,-0.8700586,0.3827967
88,0.10009912,0.34597948,"('low', 'eminent')",-0.40867418,-0.27933615,0.3455061,0.51423436,-0.4716676,-0.4217396,-0.1086841,0.0397845,-0.1484686
72,-0.080841996,-0.27478606,"('unambitious', 'ambitious')",0.42449003,0.33027723,-0.11078502,0.013944417,-0.3295707,-0.43143404,-0.0241769,-0.0904996,0.0663227
87,0.06907291,0.11057261,"('unsuccessful', 'successful')",0.08234512,0.1696729,1.2221271,1.2073292,0.6333061,0.42839164,0.5017128,0.4789916,0.0227212
7,-0.046336822,-0.018340584,"('insensitive', 'sensitive')",-0.406057,-0.4572255,-0.4443629,-0.32300648,0.174959,-0.1364275,-0.1804494,-0.23375,0.0533006
15,0.043345165,0.28982577,"('boring', 'funny')",-0.27857697,-0.16469781,0.6269393,0.61908746,0.19619119,0.2116423,0.1469747,0.2389644,-0.0919897
68,0.032020018,0.09317737,"('dependent', 'independent')",-1.2656609,-1.268368,-0.76913524,-0.6184394,-2.0641136,-2.0289397,-1.0167224,-0.9556425,-0.0610799
85,0.010391248,0.63136387,"('insignificant', 'prestigious')",1.7905558,2.5136154,0.61417735,1.0724031,-0.17541102,0.10389457,0.5599284,1.0803193,-0.5203909
