,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
39,3.9222398,3.7243736,"('exploitative', 'cooperative')",1.636145,1.6268717,0.2508406,0.2853981,1.9364085,1.8788811,0.0575274
6,-2.0918548,-1.9355654,"('distant', 'open')",-1.053787,-0.83122647,-0.1449526,0.07327018,-1.0968648,-0.8978406,-0.1990242
60,2.0833297,2.0473082,"('inefficient', 'efficient')",1.9079145,1.8076847,0.2407062,0.22346945,1.4106503,1.3594874,0.0511629
4,-1.9287236,-1.901421,"('disliked', 'liked')",-0.44592994,-0.41487917,-5.5271773,-5.877628,-2.6339436,-2.7313093,0.0973657
16,-1.9276577,-1.8431562,"('unpopular', 'popular')",-0.5248483,-0.6164252,0.32210103,0.17323586,-0.710135,-0.7621152,0.0519802
23,1.898552,1.7581303,"('insincere', 'sincere')",1.1467689,1.0027878,5.191441,5.317352,2.7455873,2.6927567,0.0528306
5,-1.7726293,-1.411751,"('distant', 'outgoing')",-0.6375215,-0.44214496,-0.5727674,-0.380756,-0.9943061,-0.744884,-0.2494221
29,-1.7209368,-1.3518432,"('unfair', 'fair')",-1.3558662,-1.1632806,-1.111057,-0.6644954,-1.3959533,-1.0598731,-0.3360802
56,1.6333618,1.6668851,"('impractical', 'practical')",1.7139492,1.7215551,0.22686931,0.21834783,1.1913935,1.2022626,-0.0108691
31,-1.6040225,-1.4506338,"('evil', 'good')",-2.0543904,-1.8658397,-1.5472696,-1.3880154,-1.7352276,-1.5681629,-0.1670647
20,1.578066,1.6139234,"('rough', 'thoughtful')",0.5578239,0.70911235,0.7526455,0.8657544,0.9628452,1.06293,-0.1000848
65,1.4758079,1.3784262,"('insecure', 'secure')",0.6901882,0.7016123,-0.3927426,-0.02866912,0.5910845,0.6837898,-0.0927053
52,-1.3989618,-1.482043,"('irrational', 'rational')",-1.0569975,-1.0114425,-0.58352154,-0.48473406,-1.0131603,-0.9927398,-0.0204205
74,1.375249,1.0952896,"('undedicated', 'dedicated')",0.9997169,0.9789423,0.5080656,0.60829484,0.9610105,0.8941755,0.066835
71,1.2968032,1.4184625,"('diffident', 'self-confident')",2.1978946,2.2434342,0.6517497,0.70028716,1.3821492,1.4540613,-0.0719121
36,-1.2930726,-1.2442718,"('hostile', 'amicable')",-2.097728,-2.012763,-0.24719203,-0.0011567622,-1.2126641,-1.0860639,-0.1266002
35,-1.2227778,-0.9786074,"('corrupt', 'incorrupt')",-2.5898247,-2.3285918,-0.96225196,-0.5668639,-1.5916182,-1.2913543,-0.3002639
76,1.2019204,1.189522,"('anxious', 'daring')",1.3459318,1.3137943,0.6507319,0.70054734,1.0661947,1.0679545,-0.0017598
72,1.1537457,1.1943955,"('unambitious', 'ambitious')",-0.76159203,-0.7366142,-1.4317573,-1.2702842,-0.3465346,-0.2708343,-0.0757003
7,1.1209028,0.94831455,"('insensitive', 'sensitive')",0.8797138,0.73320436,0.65928054,0.56536216,0.8866324,0.7489603,0.1376721
69,-1.1001276,-1.0355606,"('lazy', 'industrious')",0.076879576,0.053349115,-0.40642196,-0.5404325,-0.4765566,-0.507548,0.0309914
84,1.0940689,1.1982298,"('inferior', 'superior')",0.021683358,0.14527024,0.7550573,0.88742924,0.6236032,0.7436431,-0.1200399
66,-1.0897176,-1.2029166,"('inactive', 'active')",-0.4670333,-0.53442854,0.8639198,0.77932954,-0.2309437,-0.3193386,0.0883949
75,-1.0661126,-0.9765931,"('meek', 'impulsive')",-1.3364464,-1.2349514,-0.6563927,-0.58481556,-1.0196506,-0.93212,-0.0875306
62,1.0383548,1.2057587,"('incompetent', 'brilliant')",1.0856397,1.0940149,-0.005688777,-0.029893957,0.7061019,0.7566266,-0.0505247
10,1.0274495,0.700188,"('unsympathetic', 'sympathetic')",0.609242,0.34928313,-0.25114262,-0.55293924,0.4618496,0.1655106,0.296339
40,-0.90706617,-0.5084624,"('stingy', 'generous')",-0.5705318,-0.2836304,-1.6403604,-1.5222336,-1.0393194,-0.7714421,-0.2678773
11,0.9030002,0.8187184,"('unhelpful', 'helpful')",0.821329,0.5236532,2.13222,2.0226746,1.2855164,1.121682,0.1638344
30,0.89705557,0.7854103,"('intolerant', 'tolerant')",1.8663405,1.7155595,1.2423545,1.1579798,1.3352502,1.21965,0.1156002
59,-0.8969753,-0.8037432,"('foolish', 'wise')",0.016231101,0.1295325,-0.06067051,0.17556398,-0.3138049,-0.1662156,-0.1475893
67,0.88896656,0.94430864,"('doubtful', 'determined')",0.13215974,0.1963988,-0.68618625,-0.5126756,0.1116467,0.209344,-0.0976973
