,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
11,-0.4609276,-0.36190158,"('unhelpful', 'helpful')",0.50154847,0.4890569,0.0203104,0.0635777,-0.0432673
14,-0.45117572,-0.20205018,"('antisocial', 'social')",0.27804402,0.54711246,-0.0865659,0.1725311,-0.259097
66,-0.44925758,-0.68070817,"('inactive', 'active')",1.1606365,0.83759046,0.3556895,0.0784411,0.2772484
78,0.4400121,0.47834054,"('nonresilient', 'resilient')",0.5144161,0.5729775,0.4772141,0.525659,-0.0484449
8,-0.41027528,-0.83424497,"('unaffectionate', 'affectionate')",1.144416,0.7898267,0.3670703,-0.0222091,0.3892794
27,-0.40354055,-0.51183224,"('hardhearted', 'softhearted')",0.59289587,0.23148616,0.0946777,-0.140173,0.2348507
44,0.38932446,0.34975493,"('prejudiced', 'unprejudiced')",-1.275051,-1.2881426,-0.4428633,-0.4691938,0.0263305
61,-0.37412834,-0.3412029,"('illogical', 'logical')",0.5274606,0.5685303,0.0766661,0.1136637,-0.0369976
87,0.36760578,0.5573925,"('unsuccessful', 'successful')",1.1073819,1.4596751,0.7374939,1.0085337,-0.2710398
77,-0.35559678,-0.23645464,"('unmotivated', 'motivated')",-1.2886449,-1.0969853,-0.8221208,-0.66672,-0.1554008
6,-0.3422673,-0.64003724,"('distant', 'open')",0.4757184,0.25602973,0.0667256,-0.1920038,0.2587294
12,0.3383329,0.31729397,"('unsupportive', 'supportive')",-1.2162188,-0.92264813,-0.438943,-0.3026771,-0.1362659
40,0.3329915,0.20287487,"('stingy', 'generous')",-1.3757,-1.3279008,-0.5213543,-0.5625129,0.0411586
9,-0.2923389,-0.5508858,"('unaffectionate', 'caring')",1.4202257,1.1614968,0.5639434,0.3053055,0.2586379
47,-0.23973905,-0.1823645,"('stupid', 'smart')",4.601246,4.2478905,2.1807535,2.032763,0.1479905
41,-0.22141694,-0.20690407,"('unforgiving', 'forgiving')",0.7045132,0.58922476,0.2415481,0.1911604,0.0503877
83,-0.22079217,-0.20079455,"('powerless', 'powerful')",-0.98788863,-0.81187254,-0.6043404,-0.5063335,-0.0980069
36,0.18128003,-0.1471345,"('hostile', 'amicable')",1.4819207,1.112295,0.8316004,0.4825803,0.3490201
80,-0.17763993,0.031072993,"('dominated', 'dominating')",0.0338661,0.4119063,-0.0718869,0.2214897,-0.2933766
60,-0.17269388,0.31497884,"('inefficient', 'efficient')",-0.7686895,-0.44800857,-0.4706917,-0.0665149,-0.4041768
16,0.17154633,0.049936134,"('unpopular', 'popular')",-0.031455725,-0.2147869,0.0700453,-0.0824254,0.1524707
56,-0.16779526,0.26272088,"('impractical', 'practical')",-0.043995645,0.3744896,-0.1058955,0.3186052,-0.4245007
49,-0.12273167,-0.14957713,"('unable', 'able')",-0.49956787,-0.4447297,-0.3111498,-0.2971534,-0.0139964
52,0.1216712,-0.253954,"('irrational', 'rational')",0.27713653,-0.13102815,0.1994039,-0.1924911,0.391895
48,0.1133654,0.10303944,"('unintelligent', 'intelligent')",-0.15422675,-0.12898663,-0.0204307,-0.0129736,-0.0074571
2,0.10034735,0.07288301,"('unlikable', 'likable')",0.27857217,0.16133578,0.1894598,0.1171094,0.0723504
42,0.09793471,0.31527355,"('unreliable', 'reliable')",-2.5594416,-2.181929,-1.2307534,-0.9333278,-0.2974256
79,-0.09617391,-0.19694479,"('wavering', 'unwavering')",-0.07310206,-0.1999085,-0.084638,-0.1984266,0.1137886
32,0.08995055,0.27510262,"('unkind', 'kind')",0.2629801,0.3054239,0.1764653,0.2902632,-0.1137979
18,0.07235088,-0.14114043,"('disagreeable', 'welcoming')",-0.7675839,-1.0499787,-0.3476165,-0.5955596,0.2479431
20,-0.07152989,-0.09889324,"('rough', 'thoughtful')",1.1824929,1.1212782,0.5554815,0.5111924,0.0442891
64,0.05672154,0.18852912,"('shy', 'confident')",-4.800514,-4.0904818,-2.3718963,-1.9509764,-0.4209199
74,-0.056338754,0.013808217,"('undedicated', 'dedicated')",0.5860551,0.7551257,0.2648582,0.3844669,-0.1196087
75,0.05514326,-0.08576793,"('meek', 'impulsive')",-0.68418443,-0.57242835,-0.3145206,-0.3290981,0.0145775
5,0.040178556,-0.19408631,"('distant', 'outgoing')",0.54605436,0.41820782,0.2931165,0.1120608,0.1810557
67,0.022898981,0.11718431,"('doubtful', 'determined')",-0.8853853,-0.7991382,-0.4312432,-0.340977,-0.0902662
25,-0.011276346,-0.29832482,"('egoistic', 'altruistic')",1.5007446,1.2010863,0.7447341,0.4513807,0.2933534
17,-0.010600423,-0.03247601,"('nasty', 'nice')",-0.7317882,-0.7795091,-0.3711943,-0.4059926,0.0347983
29,-0.0010318905,0.027011173,"('unfair', 'fair')",-0.39778653,-0.46857643,-0.1994092,-0.2207826,0.0213734
