,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
10,-1.9549342,-1.7277871,"('unsympathetic', 'sympathetic')",-1.0073378,-0.8751956,-1.4811361,-1.3014914,-0.1796447
69,1.7664359,1.567162,"('lazy', 'industrious')",0.40123293,0.36932155,1.0838344,0.9682418,0.1155926
82,-1.4192841,-1.2460601,"('poor', 'rich')",4.162391,3.875881,1.3715535,1.3149104,0.0566431
70,-1.3652301,-1.157952,"('lethargic', 'energetic')",-0.4312882,-0.13783887,-0.8982592,-0.6478954,-0.2503638
71,1.3221262,1.2280514,"('diffident', 'self-confident')",0.34906876,0.48145694,0.8355975,0.8547542,-0.0191567
7,-1.3193853,-1.0892776,"('insensitive', 'sensitive')",0.07942084,0.28796032,-0.6199822,-0.4006587,-0.2193235
46,-1.27821,-1.0121524,"('uncompetitive', 'competitive')",-1.1961684,-0.8050325,-1.2371893,-0.9085925,-0.3285968
53,-1.2567248,-1.4436046,"('uncreative', 'creative')",0.9320589,0.74885416,-0.162333,-0.3473752,0.1850422
23,-1.2164266,-1.0213022,"('insincere', 'sincere')",3.6273367,3.2867496,1.2054551,1.1327237,0.0727314
3,-1.177604,-1.0617307,"('repellent', 'pleasant')",-0.32521924,-0.23326567,-0.7514116,-0.6474982,-0.1039134
86,-1.1025215,-1.0475497,"('uninfluential', 'influential')",0.07420151,0.2687298,-0.51416,-0.38941,-0.12475
63,-1.0921268,-0.927734,"('unperceptive', 'insightful')",0.29710367,0.541605,-0.3975116,-0.1930645,-0.2044471
24,-1.0782086,-0.9397325,"('dishonest', 'honest')",0.35269457,0.53032094,-0.362757,-0.2047058,-0.1580512
55,-1.0352098,-0.8333487,"('incompetent', 'clever')",-0.3862074,-0.13581368,-0.7107086,-0.4845812,-0.2261274
76,-0.9105823,-0.67127794,"('anxious', 'daring')",-0.83262336,-0.6007072,-0.8716028,-0.6359925,-0.2356103
81,-0.90056056,-0.6419096,"('submissive', 'aggressive')",-1.339956,-1.0165982,-1.1202583,-0.8292539,-0.2910044
45,-0.8937209,-0.59114915,"('incompetent', 'competent')",0.6104876,1.023385,-0.1416167,0.2161179,-0.3577346
43,-0.8703746,-0.61739874,"('irresponsible', 'responsible')",0.53856164,0.69739014,-0.1659065,0.0399957,-0.2059022
73,0.8437316,0.74923074,"('helpless', 'self-reliant')",-2.1714163,-1.8038118,-0.6638423,-0.5272905,-0.1365518
15,0.82833225,0.8087987,"('boring', 'funny')",0.11350474,0.052917395,0.4709185,0.430858,0.0400605
68,-0.8220973,-0.7028409,"('dependent', 'independent')",-1.167384,-1.0869932,-0.9947407,-0.8949171,-0.0998236
50,0.81687176,0.7802523,"('clumsy', 'skillful')",-0.65223515,-0.7449873,0.0823183,0.0176325,0.0646858
54,-0.8168028,-1.0230987,"('incapable', 'capable')",0.6070981,0.38590372,-0.1048523,-0.3185975,0.2137452
37,-0.81037134,-0.7990063,"('fake', 'genuine')",0.2807775,0.26683688,-0.2647969,-0.2660847,0.0012878
51,-0.7967726,-0.62465596,"('uneducated', 'educated')",-0.15304552,-0.06672549,-0.4749091,-0.3456907,-0.1292184
39,0.78204775,0.75748616,"('exploitative', 'cooperative')",0.43096966,0.44582263,0.6065087,0.6016544,0.0048543
28,-0.774919,-0.88318276,"('disloyal', 'loyal')",0.68281907,0.5599498,-0.04605,-0.1616165,0.1155665
21,-0.7579755,-0.52867055,"('immoral', 'moral')",-1.6663377,-1.4001806,-1.2121567,-0.9644256,-0.2477311
58,-0.71618885,-0.70650643,"('undiscriminating', 'discriminating')",0.82269317,0.86512727,0.0532522,0.0793104,-0.0260582
62,-0.6970122,-0.5097729,"('incompetent', 'brilliant')",-0.34886986,0.018889382,-0.522941,-0.2454418,-0.2774992
34,-0.6695426,-0.53262424,"('mean', 'honorable')",3.386542,3.1196928,1.3584998,1.2935343,0.0649655
84,0.6638491,0.6336833,"('inferior', 'superior')",0.72211313,0.6576398,0.6929811,0.6456616,0.0473195
22,-0.61172134,-0.4065433,"('untrustworthy', 'trustworthy')",-0.6071596,-0.32490665,-0.6094404,-0.365725,-0.2437154
31,0.60849667,0.32271862,"('evil', 'good')",0.20453571,0.08619723,0.4065162,0.2044579,0.2020583
57,-0.60074717,-0.56528103,"('unimaginative', 'imaginative')",-0.94059616,-0.6698772,-0.7706717,-0.6175791,-0.1530926
33,0.58890593,0.38705245,"('wrong', 'right')",0.3621775,0.29839376,0.4755417,0.3427231,0.1328186
19,-0.56809413,-0.63008183,"('inhospitable', 'hospitable')",-0.21203513,-0.31734166,-0.3900646,-0.4737117,0.0836471
4,0.5477783,0.5186179,"('disliked', 'liked')",-3.8042386,-3.2159088,-1.6282301,-1.3486454,-0.2795847
72,-0.54710406,-0.54559827,"('unambitious', 'ambitious')",0.52215743,0.73251754,-0.0124733,0.0934596,-0.1059329
35,0.54256743,0.1953911,"('corrupt', 'incorrupt')",0.28950727,-0.07489568,0.4160374,0.0602477,0.3557897
13,-0.5245801,-0.15137704,"('impolite', 'polite')",-1.0911578,-0.8051184,-0.807869,-0.4782477,-0.3296213
85,0.5101456,0.081754595,"('insignificant', 'prestigious')",0.8524277,0.63471484,0.6812867,0.3582347,0.323052
26,0.50983983,0.3650045,"('hardhearted', 'benevolent')",2.7957265,2.635934,1.6527832,1.5004693,0.1523139
30,-0.5097819,-0.3623208,"('intolerant', 'tolerant')",0.17235842,0.2675493,-0.1687117,-0.0473858,-0.1213259
65,-0.50468713,-0.21515335,"('insecure', 'secure')",-0.39253232,-0.19003864,-0.4486097,-0.202596,-0.2460137
0,-0.50130653,-0.18677673,"('unsociable', 'sociable')",-0.6580472,-0.61080915,-0.5796769,-0.3987929,-0.180884
1,-0.491896,-0.7213895,"('unfriendly', 'friendly')",2.1971817,1.9749398,0.8526428,0.6267751,0.2258677
88,-0.47303677,-0.4607867,"('low', 'eminent')",0.18432863,0.29143015,-0.1443541,-0.0846783,-0.0596758
38,-0.47080693,-0.4358273,"('untruthful', 'truthful')",-0.13802649,-0.011097254,-0.3044167,-0.2234623,-0.0809544
59,0.4677192,0.18084097,"('foolish', 'wise')",0.29525584,0.13559765,0.3814875,0.1582193,0.2232682
