,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
36,-3.2028868,-3.19822,"('hostile', 'amicable')",-3.0032043,-3.2157278,-0.71790004,-1.0044025,-2.3079971,-2.4727836,0.1647865
39,2.2834055,2.057926,"('exploitative', 'cooperative')",1.5691969,1.5672096,0.46938014,0.36395273,1.4406608,1.329696,0.1109648
12,2.0043414,1.9409243,"('unsupportive', 'supportive')",0.971674,1.0597273,-2.0090067,-1.8485476,0.3223362,0.3840347,-0.0616985
56,1.9670912,1.9236281,"('impractical', 'practical')",2.2429748,2.4626813,-0.079678476,0.17676276,1.3767958,1.5210241,-0.1442283
14,1.9154705,1.7757831,"('antisocial', 'social')",3.0530574,3.06743,0.18231833,0.17883234,1.7169487,1.6740152,0.0429335
35,-1.8066173,-1.7240458,"('corrupt', 'incorrupt')",-2.5045881,-2.657657,-0.77243286,-1.0064646,-1.6945461,-1.7960556,0.1015095
52,-1.6965592,-1.4520681,"('irrational', 'rational')",-1.2467854,-1.4221512,-0.37413642,-0.5191594,-1.105827,-1.1311262,0.0252992
75,-1.6951475,-1.5832868,"('meek', 'impulsive')",-1.4392745,-1.3660308,-1.0505567,-1.0910532,-1.3949928,-1.3467903,-0.0482025
62,1.6672764,1.7870533,"('incompetent', 'brilliant')",1.9124358,2.2994277,0.7188215,0.9960502,1.4328445,1.6941772,-0.2613327
60,1.6577581,1.5043046,"('inefficient', 'efficient')",2.375019,2.6697729,0.38164058,0.69348943,1.4714726,1.6225224,-0.1510498
21,1.6555767,1.4847102,"('immoral', 'moral')",1.8469261,1.9325745,-0.10228972,0.110905364,1.1334044,1.1760634,-0.042659
31,-1.5708897,-1.4572978,"('evil', 'good')",-1.7473205,-1.8674526,-1.1347566,-1.4822668,-1.4843222,-1.6023391,0.1180169
80,1.5416354,1.5574353,"('dominated', 'dominating')",1.1153752,1.1671785,-0.42832366,-0.3458582,0.7428956,0.7929185,-0.0500229
50,-1.5318221,-1.2727094,"('clumsy', 'skillful')",-0.94364285,-0.8152427,-0.09775545,-0.011924826,-0.8577401,-0.699959,-0.1577811
43,1.5156857,1.2039647,"('irresponsible', 'responsible')",1.548688,1.7443644,0.70497453,0.8289478,1.2564494,1.2590923,-0.0026429
19,-1.471078,-1.3056448,"('inhospitable', 'hospitable')",-1.1247562,-1.0487928,-0.7859604,-0.8314657,-1.1272649,-1.0619678,-0.0652971
13,1.371183,1.4354178,"('impolite', 'polite')",1.4644533,1.7949483,-0.26136208,0.06515554,0.8580914,1.0985072,-0.2404158
42,1.3435582,1.3220572,"('unreliable', 'reliable')",0.9690589,1.0361025,-2.890411,-2.6738415,-0.1925979,-0.1052272,-0.0873707
65,1.3319801,1.1838721,"('insecure', 'secure')",1.1254189,1.3566003,0.14871842,0.498168,0.8687057,1.0128802,-0.1441745
32,1.3154472,1.3127786,"('unkind', 'kind')",0.7682788,0.83933175,1.0676059,1.161927,1.050444,1.1046791,-0.0542351
23,1.2945882,1.2383499,"('insincere', 'sincere')",1.0979426,1.3539072,6.7683053,6.7434354,3.0536121,3.1118975,-0.0582854
28,1.2815903,1.3606781,"('disloyal', 'loyal')",0.05443354,0.16125996,1.3145633,1.3288589,0.883529,0.9502656,-0.0667366
