,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
1,-1.499904,-1.3711737,"('unfriendly', 'friendly')",0.07185362,-0.0445831,1.4953263,1.2710533,0.0224253,-0.0482345,0.0706598
28,-1.4665891,-1.7984207,"('disloyal', 'loyal')",0.21486148,-0.10534389,0.9999779,0.56070125,-0.0839166,-0.4476878,0.3637712
86,-1.3686817,-1.6813948,"('uninfluential', 'influential')",-0.6721482,-1.0786883,0.067069724,-0.14850508,-0.65792,-0.9695294,0.3116094
9,-1.252999,-1.2828445,"('unaffectionate', 'caring')",0.1290748,0.111324966,0.5097296,0.42447284,-0.2047315,-0.2490156,0.0442841
51,-1.2208071,-1.0397536,"('uneducated', 'educated')",-0.5752873,-0.67353165,-0.51569915,-0.38277015,-0.7705979,-0.6986851,-0.0719128
36,-1.150269,-1.0413111,"('hostile', 'amicable')",-0.16905107,0.13431793,0.3795061,0.17337704,-0.3132713,-0.2445387,-0.0687326
83,-1.1122775,-1.2495073,"('powerless', 'powerful')",-0.4551522,-0.5305261,-1.4578912,-1.5235994,-1.0084403,-1.1012109,0.0927706
8,-1.0466349,-0.99079645,"('unaffectionate', 'affectionate')",0.31193423,0.4679005,0.5009339,0.38773042,-0.0779223,-0.0450552,-0.0328671
72,-1.0016807,-1.3396697,"('unambitious', 'ambitious')",-0.19142245,-0.45157167,-0.1387993,-0.29794332,-0.4439675,-0.6963949,0.2524274
54,-0.99351466,-0.5112609,"('incapable', 'capable')",-0.18843345,0.23667996,0.32092753,0.5184832,-0.2870069,0.0813008,-0.3683077
78,-0.9613496,-1.0263945,"('nonresilient', 'resilient')",-0.2693125,-0.24702269,0.1868893,-0.10932993,-0.3479243,-0.4609157,0.1129914
10,-0.92659026,-1.2665583,"('unsympathetic', 'sympathetic')",-1.0479865,-1.199369,-0.0353166,-0.09570916,-0.6699645,-0.8538787,0.1839142
6,-0.9206936,-0.4279737,"('distant', 'open')",-0.05076371,0.30979654,0.115310855,0.11753408,-0.2853822,-0.0002144,-0.2851678
49,-0.8470662,-0.70967704,"('unable', 'able')",-0.22894606,0.08583945,-0.5532899,-0.4148238,-0.5431007,-0.3462205,-0.1968802
30,0.7868816,0.7641196,"('intolerant', 'tolerant')",1.2655752,1.1786897,0.7352251,1.0464929,0.9292274,0.9964341,-0.0672067
25,-0.7858088,-0.5531743,"('egoistic', 'altruistic')",0.7687931,0.9921677,0.5621698,0.44102955,0.181718,0.293341,-0.111623
20,-0.77164525,-0.8861942,"('rough', 'thoughtful')",-0.20079173,-0.29740685,1.0393142,0.6174339,0.0222924,-0.1887224,0.2110148
48,-0.7562439,-1.1251304,"('unintelligent', 'intelligent')",-0.57316124,-0.919746,0.0065979008,-0.20091318,-0.4409357,-0.7485965,0.3076608
70,0.74448705,0.83572304,"('lethargic', 'energetic')",0.37924507,0.22742745,0.87008244,0.9115235,0.6646048,0.6582247,0.0063801
21,-0.7260816,-0.7049958,"('immoral', 'moral')",-1.0676833,-0.980002,-1.3186324,-1.1569554,-1.0374657,-0.9473178,-0.0901479
77,-0.7157047,-0.8763948,"('unmotivated', 'motivated')",-0.4374593,-0.5272937,-0.7138878,-0.861644,-0.6223506,-0.7551108,0.1327602
76,0.65985966,0.7006532,"('anxious', 'daring')",-0.12888765,-0.15889454,-0.08682754,0.006462712,0.1480482,0.1827404,-0.0346922
19,-0.62698895,0.011948941,"('inhospitable', 'hospitable')",-0.9177743,-0.56847185,-1.0188704,-0.7591625,-0.8545446,-0.4385618,-0.4159828
68,-0.61957884,-0.7597067,"('dependent', 'independent')",-1.6175971,-1.7133582,-0.9561027,-1.0502131,-1.0644263,-1.174426,0.1099997
15,0.61698353,1.1126598,"('boring', 'funny')",0.39429626,0.8561883,0.26644063,0.6820859,0.4259068,0.8836447,-0.4577379
73,0.5738585,0.53620684,"('helpless', 'self-reliant')",1.0055138,0.78220016,-2.844438,-2.8471336,-0.4216886,-0.5095755,0.0878869
32,-0.5696847,-0.6093561,"('unkind', 'kind')",-0.24549538,-0.26732647,0.41741347,0.58169377,-0.1325889,-0.0983296,-0.0342593
88,-0.5669778,0.2873264,"('low', 'eminent')",0.386854,1.2302065,-0.42716354,0.43830946,-0.2024291,0.6519474,-0.8543765
52,-0.5591132,-0.2775074,"('irrational', 'rational')",-0.95351464,-0.67715955,-0.884711,-0.7982503,-0.799113,-0.5843058,-0.2148072
53,-0.5518571,-0.57072514,"('uncreative', 'creative')",0.14134412,0.12111331,0.6734018,0.42270353,0.0876296,-0.0089694,0.096599
5,-0.5404372,-0.06717867,"('distant', 'outgoing')",0.05386638,0.30394536,-0.31725654,-0.24375544,-0.2679425,-0.0023296,-0.2656129
50,-0.5351456,-0.48669982,"('clumsy', 'skillful')",-0.032598052,0.13365147,-0.68929446,-0.7219049,-0.4190127,-0.3583177,-0.060695
16,-0.5159725,-0.36273825,"('unpopular', 'popular')",-0.44391963,-0.1336195,0.56954914,0.7668033,-0.1301143,0.0901485,-0.2202628
2,0.5066671,0.8115735,"('unlikable', 'likable')",-0.16877002,0.065909274,-0.14067285,0.11059491,0.0657414,0.3293592,-0.2636178
23,-0.47865024,-0.31964478,"('insincere', 'sincere')",-0.87056255,-0.7541586,4.3054595,4.347885,0.9854156,1.0913606,-0.105945
38,-0.4756678,-0.3232724,"('untruthful', 'truthful')",-0.46103424,-0.28069073,0.2536935,0.42234093,-0.2276695,-0.0605407,-0.1671288
42,0.4572189,0.57710683,"('unreliable', 'reliable')",-0.18712159,-0.0629255,-2.3971903,-2.313147,-0.709031,-0.5996552,-0.1093758
22,0.44927424,0.23427211,"('untrustworthy', 'trustworthy')",-1.0645436,-1.3907623,-0.20296495,-0.3029883,-0.2727448,-0.4864928,0.213748
0,-0.4416819,-0.4738387,"('unsociable', 'sociable')",-0.44358465,-0.3652632,-0.13727933,0.050356485,-0.3408486,-0.2629151,-0.0779335
56,0.43391082,0.6351369,"('impractical', 'practical')",1.0537841,1.2390504,0.5166745,0.7645709,0.6681232,0.8795861,-0.2114629
3,-0.42533475,-0.7475262,"('repellent', 'pleasant')",-0.23117039,-0.2999233,0.6393274,0.32984623,-0.0057259,-0.2392011,0.2334752
82,-0.41816908,0.018697318,"('poor', 'rich')",-0.36584824,0.13241062,5.0615625,5.1197243,1.4258483,1.756944,-0.3310957
13,0.41200146,0.35868657,"('impolite', 'polite')",0.070120975,-0.31899646,-0.54291946,-0.43117473,-0.0202657,-0.1304949,0.1102292
87,0.4044636,0.14481479,"('unsuccessful', 'successful')",0.64345443,0.7043413,1.0177132,0.8779581,0.6885438,0.5757047,0.1128391
34,-0.39980078,-0.26770383,"('mean', 'honorable')",-0.46658653,-0.2231686,4.4993386,4.524241,1.2109838,1.3444562,-0.1334724
4,0.3943137,0.3360134,"('disliked', 'liked')",0.59478706,0.6037457,-4.240714,-4.256461,-1.0838711,-1.1055673,0.0216962
11,-0.39222702,-0.11135304,"('unhelpful', 'helpful')",0.07099764,0.26693717,1.3409903,1.6984795,0.3399203,0.6180212,-0.2781009
79,-0.39042988,0.20989457,"('wavering', 'unwavering')",-0.3928403,0.16300304,-0.03115493,0.103322834,-0.271475,0.1587402,-0.4302152
44,0.38897145,0.5394768,"('prejudiced', 'unprejudiced')",-0.46771148,-0.30293578,-1.5631745,-1.4192888,-0.5473048,-0.3942492,-0.1530556
66,-0.36078167,-0.39478907,"('inactive', 'active')",0.0068095103,0.09119696,0.99909747,0.8913821,0.2150418,0.19593,0.0191118
64,0.3414865,0.036821976,"('shy', 'confident')",-0.10409824,-0.4341819,-5.1636577,-4.950918,-1.6420898,-1.7827593,0.1406695
85,-0.32983255,-0.034718744,"('insignificant', 'prestigious')",0.13811286,0.53128725,-0.16633888,-0.17894867,-0.1193529,0.1058733,-0.2252262
62,0.30770022,0.3353814,"('incompetent', 'brilliant')",-0.14157082,0.022840174,-0.011215957,0.09315269,0.0516378,0.1504581,-0.0988203
18,-0.2739422,0.12526384,"('disagreeable', 'welcoming')",-0.23712574,-0.23774032,-1.1027192,-0.9919251,-0.5379291,-0.3681339,-0.1697952
33,0.26755244,0.22780426,"('wrong', 'right')",0.40213254,0.26380992,-0.26914567,-0.378451,0.1335131,0.0377211,0.095792
71,-0.25540656,-0.17593773,"('diffident', 'self-confident')",0.86928314,1.0033776,0.41552293,0.2872344,0.3431332,0.3715581,-0.0284249
40,0.24518146,-0.23126782,"('stingy', 'generous')",0.37458834,-0.3568161,-1.2000724,-1.8680539,-0.1934342,-0.8187126,0.6252784
84,0.23780876,0.16943184,"('inferior', 'superior')",-0.71764964,-0.6650306,0.4689541,0.47439775,-0.0036289,-0.007067,0.0034381
43,-0.2359353,-0.31752828,"('irresponsible', 'responsible')",-0.25340492,-0.5274342,0.4887921,0.4944163,-0.0001827,-0.1168487,0.116666
59,-0.22945529,0.083053194,"('foolish', 'wise')",0.45770183,0.75796515,-0.0594004,0.024672452,0.056282,0.2885636,-0.2322816
74,-0.21701379,-0.11468673,"('undedicated', 'dedicated')",0.6155784,0.6996106,0.3759059,0.34431437,0.2581569,0.3097461,-0.0515892
75,-0.21118453,-0.049670648,"('meek', 'impulsive')",0.33924502,0.47469184,-0.1421506,-0.07843584,-0.0046967,0.1155285,-0.1202252
24,0.20538916,0.06435268,"('dishonest', 'honest')",-0.3338031,-0.4198896,0.09796448,0.09741181,-0.0101498,-0.0860417,0.0758919
80,0.2026099,-0.12517352,"('dominated', 'dominating')",-0.49447167,-0.6975111,-0.5955436,-0.74525386,-0.2958018,-0.5226461,0.2268443
57,-0.19565259,-0.5233319,"('unimaginative', 'imaginative')",0.6103299,0.3997205,-0.4223992,-0.5930432,-0.002574,-0.2388849,0.2363109
45,0.173682,-0.3523072,"('incompetent', 'competent')",0.505398,0.21094942,0.9594089,0.52968025,0.546163,0.1294408,0.4167222
26,-0.16430181,-0.25916433,"('hardhearted', 'benevolent')",2.3860261,2.417106,2.396062,2.2938485,1.5392621,1.48393,0.0553321
14,0.16341087,-0.016263379,"('antisocial', 'social')",1.3059852,1.2162311,0.22457433,0.16060151,0.5646568,0.4535231,0.1111337
35,0.13535812,0.54451853,"('corrupt', 'incorrupt')",-0.1253441,0.17755044,-0.24932463,-0.3510235,-0.0797702,0.1236818,-0.203452
46,0.12886617,-0.45045626,"('uncompetitive', 'competitive')",-0.0025419928,-0.33159748,0.060475066,-0.12997116,0.0622664,-0.3040083,0.3662747
55,0.12743516,-0.46098068,"('incompetent', 'clever')",-0.81591636,-1.05356,0.6407372,0.42658877,-0.0159147,-0.3626506,0.3467359
63,-0.120165855,-0.17511187,"('unperceptive', 'insightful')",-0.36124498,-0.7416841,0.62223077,0.5128538,0.04694,-0.1346474,0.1815874
58,-0.10027543,-0.3231455,"('undiscriminating', 'discriminating')",0.24419412,-0.07026374,0.6960604,0.5169981,0.279993,0.0411963,0.2387967
65,0.077303216,-0.4786322,"('insecure', 'secure')",-1.4247352,-1.8372608,0.47745433,0.3615083,-0.2899926,-0.6514616,0.361469
69,-0.077047065,0.114809245,"('lazy', 'industrious')",1.5568258,1.8294318,-0.09044539,-0.080642454,0.4631111,0.6211995,-0.1580884
61,-0.07689115,-0.355172,"('illogical', 'logical')",-1.1297972,-1.2030681,0.21280113,0.008347837,-0.3312958,-0.5166308,0.185335
60,-0.071488746,-0.30014524,"('inefficient', 'efficient')",0.31976464,0.08711548,-0.115257725,-0.05805283,0.0443394,-0.0903609,0.1347003
39,0.064820684,-0.09722957,"('exploitative', 'cooperative')",-0.72631496,-0.7071703,0.11235476,0.050697632,-0.1830465,-0.2512341,0.0681876
