,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
27,0.059293844,-0.0515255,"('hardhearted', 'softhearted')",0.42683733,0.43361565,0.272066,0.045807306,0.2527324,0.1426325,0.1100999
67,0.055205267,0.31150013,"('doubtful', 'determined')",0.08163354,0.11841628,-0.8092532,-0.47437525,-0.2241381,-0.0148196,-0.2093185
7,-0.05206092,-0.36622775,"('insensitive', 'sensitive')",0.0053139143,-0.2264519,0.50142723,0.22962116,0.1515601,-0.1210195,0.2725796
41,-0.051347602,0.011044815,"('unforgiving', 'forgiving')",-0.97233915,-0.95686054,0.40878823,0.41333073,-0.2049662,-0.177495,-0.0274712
31,-0.04830762,0.09334043,"('evil', 'good')",-0.39314488,-0.29931578,-0.2554787,-0.39467824,-0.2323104,-0.2002179,-0.0320925
17,-0.042681575,-0.037161916,"('nasty', 'nice')",-0.08798796,0.15342261,-0.23270929,-0.09906578,-0.1211263,0.0057316,-0.1268579
81,0.03652375,-0.09402853,"('submissive', 'aggressive')",0.47584,0.21649449,-0.6642973,-0.4543887,-0.0506445,-0.1106409,0.0599964
37,0.030040702,-0.21412724,"('fake', 'genuine')",0.2976251,0.019893862,-0.091783494,-0.2046715,0.0786274,-0.1329683,0.2115957
12,-0.023789372,0.033569872,"('unsupportive', 'supportive')",-0.05421054,-0.058086693,-1.531038,-1.4727132,-0.536346,-0.4990767,-0.0372693
29,0.020605592,-0.015526013,"('unfair', 'fair')",-1.2653345,-1.1336186,-0.6263247,-0.90838146,-0.6236846,-0.685842,0.0621574
47,0.0054841805,0.078163706,"('stupid', 'smart')",0.30597952,0.5715225,4.711403,4.7159953,1.6742889,1.7885605,-0.1142716
