,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
17,-0.8849605,-0.7263072,"('nasty', 'nice')",-0.49071187,-0.41238594,-0.8817927,-0.95526326,-0.7524884,-0.6979855,-0.0545029
74,0.8404575,0.61858726,"('undedicated', 'dedicated')",0.08994201,0.23503529,-0.09822204,-0.12737566,0.2773925,0.2420823,0.0353102
5,-0.787795,-0.6353764,"('distant', 'outgoing')",-0.25050744,0.100835174,-0.8215808,-0.852836,-0.6199611,-0.4624591,-0.157502
43,0.7786882,0.5686937,"('irresponsible', 'responsible')",-0.6684627,-0.55377996,0.39764768,0.41622555,0.1692911,0.1437131,0.025578
41,-0.7743928,-0.39743197,"('unforgiving', 'forgiving')",-0.5619487,-0.082969196,-0.061509125,-0.14202128,-0.4659502,-0.2074742,-0.258476
84,0.7716765,0.97682995,"('inferior', 'superior')",0.27656862,0.3454364,1.3988469,1.508482,0.8156974,0.9435828,-0.1278854
12,0.76778674,0.5798467,"('unsupportive', 'supportive')",-0.05217608,0.08882574,-1.5842146,-1.6487907,-0.2895346,-0.3267061,0.0371715
76,0.766179,0.46471572,"('anxious', 'daring')",0.23666705,0.068800725,-0.46387404,-0.35104582,0.1796574,0.0608235,0.1188339
63,0.75747865,0.53583276,"('unperceptive', 'insightful')",0.3115271,0.31093472,0.65371466,0.56816244,0.5742401,0.4716433,0.1025968
37,0.7542312,0.508155,"('fake', 'genuine')",0.26129615,0.12435755,-0.081652366,0.043498617,0.3112917,0.2253371,0.0859546
71,0.7363677,0.4598736,"('diffident', 'self-confident')",0.7854694,0.8839983,0.62202543,0.33055732,0.7146208,0.5581431,0.1564777
83,0.70909524,0.63956547,"('powerless', 'powerful')",-0.64042634,-0.5315095,-1.0932992,-0.92297506,-0.3415434,-0.2716397,-0.0699037
2,0.70638335,0.6031433,"('unlikable', 'likable')",0.6744941,0.82741815,0.51455164,0.53480804,0.6318097,0.6551232,-0.0233135
65,0.6893772,0.51390386,"('insecure', 'secure')",-0.32256535,-0.547685,-0.3168705,-0.14460738,0.0166471,-0.0594629,0.07611
70,0.68464994,0.2422618,"('lethargic', 'energetic')",-0.03629997,-0.1826496,0.30789223,0.19752377,0.3187474,0.085712,0.2330354
3,-0.68335503,-0.57351196,"('repellent', 'pleasant')",-0.5926055,-0.6347371,0.5266951,0.72901,-0.2497551,-0.1597464,-0.0900087
48,0.6738085,0.5845808,"('unintelligent', 'intelligent')",-0.34479758,-0.25541985,0.485495,0.5220968,0.271502,0.2837526,-0.0122506
69,-0.66372037,-0.65353316,"('lazy', 'industrious')",1.9282674,1.683149,-0.18914694,-0.36327693,0.3584667,0.222113,0.1363537
18,-0.65028924,-0.7464646,"('disagreeable', 'welcoming')",-0.29277098,-0.25364506,-0.5950307,-0.7359659,-0.512697,-0.5786919,0.0659949
38,-0.6431642,-0.7195672,"('untruthful', 'truthful')",-0.6538183,-0.45692784,-0.2904202,-0.35575718,-0.5291342,-0.5107508,-0.0183834
28,-0.6256143,-0.6346777,"('disloyal', 'loyal')",-1.542745,-1.3566275,0.7681312,0.7780011,-0.4667427,-0.4044347,-0.062308
73,0.62037003,0.7307629,"('helpless', 'self-reliant')",0.9108973,1.0713142,-3.0150754,-2.8161333,-0.4946027,-0.3380187,-0.156584
54,0.61402214,0.2912086,"('incapable', 'capable')",-0.10811909,-0.18708739,0.7015973,0.60103106,0.4025001,0.2350508,0.1674493
26,0.59503514,0.7457629,"('hardhearted', 'benevolent')",0.081304856,0.18488841,1.9910082,1.9426575,0.889116,0.9577696,-0.0686536
53,-0.57863593,-0.604925,"('uncreative', 'creative')",-0.7983157,-0.5588953,0.53578347,0.54206717,-0.2803894,-0.207251,-0.0731384
7,0.5701621,0.3813439,"('insensitive', 'sensitive')",-0.08624778,-0.046016574,0.5253345,0.38824373,0.3364163,0.2411904,0.0952259
20,0.5297815,0.3795948,"('rough', 'thoughtful')",0.09456091,0.12957832,0.9150449,1.1590736,0.5131291,0.5560822,-0.0429531
32,-0.50674677,-0.61672753,"('unkind', 'kind')",-1.221792,-1.0991913,0.26555458,0.29746288,-0.4876614,-0.4728186,-0.0148428
72,0.50286937,0.6132462,"('unambitious', 'ambitious')",-0.9068117,-0.70655525,-1.0049132,-0.6714134,-0.4696185,-0.2549075,-0.214711
59,-0.49148571,-0.5521273,"('foolish', 'wise')",0.14833401,0.05356055,0.046995074,-0.1508287,-0.0987189,-0.2164652,0.1177463
30,0.47769153,0.6101522,"('intolerant', 'tolerant')",-0.45561594,-0.11733976,0.66058564,0.7485107,0.2275537,0.4137744,-0.1862207
68,0.47619134,0.3456609,"('dependent', 'independent')",0.8166171,0.75032324,-0.9024683,-0.85292,0.1301134,0.0810214,0.049092
34,-0.4761071,-0.66147053,"('mean', 'honorable')",-0.548888,-0.5992293,5.2439566,5.166364,1.4063206,1.3018881,0.1044325
61,0.41618904,0.28894436,"('illogical', 'logical')",-0.57727075,-0.50234336,0.6290529,0.45504332,0.1559904,0.0805481,0.0754423
42,0.40576702,-0.017376889,"('unreliable', 'reliable')",0.13134652,-0.012061894,-3.0811558,-3.105887,-0.848014,-1.0451086,0.1970946
27,0.39933026,0.3085274,"('hardhearted', 'softhearted')",-0.44935194,-0.38533747,1.1720047,0.9383743,0.3739944,0.2871881,0.0868063
9,0.36300415,0.3716091,"('unaffectionate', 'caring')",-0.81405807,-0.58074224,1.110181,1.0141408,0.219709,0.2683359,-0.0486269
50,-0.3459664,-0.75548923,"('clumsy', 'skillful')",0.5556236,0.27185038,-0.024279866,-0.09790925,0.0617924,-0.1938494,0.2556418
8,-0.3408267,-0.24620172,"('unaffectionate', 'affectionate')",-0.5961498,-0.43475163,0.56341445,0.54105204,-0.1245207,-0.0466338,-0.0778869
10,-0.33005756,-0.41466692,"('unsympathetic', 'sympathetic')",-1.3798866,-1.185053,-0.3511929,-0.25202072,-0.6870457,-0.6172469,-0.0697988
44,-0.31372315,-0.65196073,"('prejudiced', 'unprejudiced')",-0.23437604,-0.41061702,-1.4177834,-1.383627,-0.6552942,-0.8154016,0.1601074
23,-0.30018935,-0.42603227,"('insincere', 'sincere')",-1.2422898,-1.1708177,5.112706,5.0177083,1.1900757,1.1402861,0.0497896
51,0.29423833,0.24691159,"('uneducated', 'educated')",-0.26116467,-0.19900441,-0.032809585,-0.029159568,8.8e-05,0.0062492,-0.0061612
47,-0.29002792,-0.34883788,"('stupid', 'smart')",-0.4802369,-0.6103996,4.513384,4.4946837,1.2477063,1.1784821,0.0692242
66,-0.25659937,-0.36044335,"('inactive', 'active')",0.22832136,0.16929913,0.5805012,0.32481572,0.1840744,0.0445572,0.1395172
11,0.22028452,-0.20159401,"('unhelpful', 'helpful')",-0.5050567,-0.55571693,1.8957195,1.7268473,0.5369825,0.3231788,0.2138037
86,0.21425004,0.20489158,"('uninfluential', 'influential')",-1.2273779,-0.95874125,-0.63320166,-0.61728334,-0.5487765,-0.4570444,-0.0917321
24,0.20788416,0.27684945,"('dishonest', 'honest')",-1.8637671,-1.530098,0.24469681,0.30081254,-0.4703954,-0.3174786,-0.1529168
1,-0.19987819,-0.2540533,"('unfriendly', 'friendly')",-1.2646391,-0.9833358,1.057266,0.88589805,-0.1357505,-0.1171637,-0.0185868
45,0.17665589,0.22486529,"('incompetent', 'competent')",-0.7043709,-0.38077867,-0.3185602,-0.2565728,-0.2820917,-0.1374954,-0.1445963
88,0.173276,-0.17061214,"('low', 'eminent')",-0.62272,-0.5433409,-0.29513422,-0.5001452,-0.2481927,-0.4046994,0.1565067
15,0.17258592,-0.02117954,"('boring', 'funny')",-0.059718344,-0.18252824,-0.15446825,-0.36928004,-0.0138669,-0.1909959,0.177129
49,-0.15778056,-0.47845,"('unable', 'able')",-0.3415033,-0.34080252,-0.21799538,-0.35858458,-0.2390931,-0.3926124,0.1535193
57,-0.14129221,-0.30352342,"('unimaginative', 'imaginative')",-1.0675843,-0.9266013,-2.7033052,-2.6508431,-1.3040606,-1.293656,-0.0104046
77,-0.1307384,-0.062386382,"('unmotivated', 'motivated')",-0.49113542,-0.29268903,-0.8691948,-0.692373,-0.4970229,-0.3491495,-0.1478734
64,0.12200956,0.18308322,"('shy', 'confident')",-0.11594699,-0.050558396,-5.788759,-5.53423,-1.9275656,-1.8005684,-0.1269972
33,0.07165846,-0.042443026,"('wrong', 'right')",0.8069489,0.9207951,-0.7015624,-0.8238228,0.059015,0.0181764,0.0408386
25,-0.064492315,0.062389452,"('egoistic', 'altruistic')",0.072191186,0.04961781,1.2802925,1.3343049,0.4293305,0.4821041,-0.0527736
58,-0.05571606,-0.2448836,"('undiscriminating', 'discriminating')",-0.288448,-0.27962366,0.5441144,0.4222444,0.0666501,-0.0340876,0.1007377
22,0.03583429,-0.23063353,"('untrustworthy', 'trustworthy')",-0.27074242,-0.30569953,-0.9546556,-0.9001468,-0.3965213,-0.4788266,0.0823053
