,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.5334394,-2.1008103,"('evil', 'good')",-0.88236505,-0.48854747,-1.0668246,-1.1236001,-1.4942096,-1.2376526,-0.256557
60,2.4474041,2.3370543,"('inefficient', 'efficient')",-0.27424413,-0.13272506,-0.107184984,0.22592367,0.6886584,0.8100843,-0.1214259
55,2.0707166,2.0042374,"('incompetent', 'clever')",-0.21384111,-0.028655346,0.18205515,0.3924701,0.6796436,0.7893507,-0.1097071
39,1.9520463,1.7705235,"('exploitative', 'cooperative')",0.81802654,0.7412919,0.52259886,0.5427159,1.0975572,1.0181772,0.07938
16,-1.7134587,-1.6711732,"('unpopular', 'popular')",-0.7569766,-0.5849972,0.18038405,0.07932355,-0.7633503,-0.7256156,-0.0377347
13,1.696789,1.7235284,"('impolite', 'polite')",0.21169989,0.4150742,-0.701121,-0.751474,0.402456,0.4623762,-0.0599202
62,1.6886553,1.457475,"('incompetent', 'brilliant')",-0.22019462,-0.00490582,0.105306,0.21278852,0.5245889,0.5551192,-0.0305303
75,-1.6790683,-1.4512622,"('meek', 'impulsive')",1.1483158,1.248189,-0.877723,-0.82781035,-0.4694918,-0.3436279,-0.1258639
35,-1.5542513,-1.6119983,"('corrupt', 'incorrupt')",0.99252295,0.972184,-0.54326224,-0.6639449,-0.3683302,-0.4345864,0.0662562
52,-1.5347978,-1.3631938,"('irrational', 'rational')",-1.1612576,-1.0799537,0.19078533,0.020743117,-0.83509,-0.8074681,-0.0276219
56,1.4869448,1.293277,"('impractical', 'practical')",-0.0052251667,-0.03423302,-0.8130058,-0.7132874,0.2229046,0.1819189,0.0409857
79,-1.4604427,-1.5130605,"('wavering', 'unwavering')",-0.2565513,-0.36460698,-0.49741477,-0.6440869,-0.7381362,-0.8405848,0.1024486
81,1.4440928,1.2391485,"('submissive', 'aggressive')",0.026781913,-0.04492046,-0.8868746,-0.764979,0.1946667,0.143083,0.0515837
29,-1.3906418,-1.3525715,"('unfair', 'fair')",-0.24766047,-0.3442069,-0.56860846,-0.58946747,-0.7356369,-0.7620819,0.026445
87,1.3888537,1.0118685,"('unsuccessful', 'successful')",0.90014726,0.78916574,1.1384512,1.012335,1.142484,0.9377898,0.2046942
46,1.2157773,0.9555127,"('uncompetitive', 'competitive')",-0.4066767,-0.27826735,-0.5726244,-0.47460458,0.0788254,0.0675469,0.0112785
19,-1.2071413,-1.1224772,"('inhospitable', 'hospitable')",-0.5796613,-0.3840739,-0.75915116,-0.83514833,-0.8486513,-0.7805665,-0.0680848
82,-1.2037864,-1.0709003,"('poor', 'rich')",-0.6171363,-0.47088823,4.924959,5.0491185,1.0346789,1.16911,-0.1344311
0,1.2006856,1.2124659,"('unsociable', 'sociable')",-0.118238896,0.012506161,-0.16739018,-0.2110575,0.3050188,0.3379715,-0.0329527
4,-1.1773785,-1.1923839,"('disliked', 'liked')",-0.3489962,-0.11126968,-6.390602,-6.5366163,-2.6389923,-2.6134233,-0.025569
40,-1.1608498,-0.9130581,"('stingy', 'generous')",-0.5813137,-0.24147555,-1.8488976,-1.6805732,-1.1970204,-0.9450356,-0.2519848
6,-1.146641,-1.035819,"('distant', 'open')",-0.76070744,-0.425176,-0.708149,-0.8506471,-0.8718325,-0.7705474,-0.1012851
14,1.1390272,1.1397545,"('antisocial', 'social')",0.1428915,0.06597488,-0.089861564,0.031516355,0.3973524,0.4124152,-0.0150628
80,1.1311474,0.77622753,"('dominated', 'dominating')",0.2399526,-0.09257109,-0.8943914,-0.90262455,0.1589028,-0.0729894,0.2318922
67,1.0534939,1.1043059,"('doubtful', 'determined')",1.3373157,1.3234642,-0.5573574,-0.5290943,0.6111507,0.632892,-0.0217413
36,-1.0298012,-1.1153734,"('hostile', 'amicable')",-0.18814208,-0.084737115,0.07352187,-0.102672696,-0.3814738,-0.434261,0.0527872
78,0.972909,0.77324,"('nonresilient', 'resilient')",0.0658188,0.0031325296,0.62772214,0.6062863,0.5554833,0.4608862,0.0945971
21,0.96423537,0.8263638,"('immoral', 'moral')",-0.37473923,-0.23200703,-0.5644047,-0.47604135,0.0083638,0.0394385,-0.0310747
85,-0.8916543,-0.9703238,"('insignificant', 'prestigious')",-0.12855178,-0.11529676,0.27909836,0.005747428,-0.2470359,-0.3599577,0.1129218
