,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
22,-0.69021386,-0.81368715,"('untrustworthy', 'trustworthy')",0.13391478,0.12812059,-0.67042583,-0.99883884,-0.57675666,-0.6706653,-0.4508704,-0.5887676,0.1378972
35,0.6828013,0.42179236,"('corrupt', 'incorrupt')",-0.66459113,-0.79789495,0.27966112,0.6130522,-0.9477586,-1.2438136,-0.1624718,-0.251716,0.0892442
40,-0.65555525,-0.58968925,"('stingy', 'generous')",-0.16811094,-0.13333046,-0.66790736,-0.6618443,-1.9314568,-1.9703338,-0.8557576,-0.8387995,-0.0169581
19,0.64629894,0.7504778,"('inhospitable', 'hospitable')",-0.85849,-0.80814,0.8455488,1.0486041,-0.3066368,-0.31352562,0.0816802,0.1693541,-0.0876739
31,-0.63743544,-0.7772923,"('evil', 'good')",-0.9084831,-0.9783689,-0.6854555,-0.46700686,-0.79856217,-0.9430629,-0.7574841,-0.7914327,0.0339486
80,0.626573,0.6544861,"('dominated', 'dominating')",0.8090535,0.88847184,0.6245902,0.3566107,-0.40675128,-0.34118545,0.4133663,0.3895958,0.0237705
55,-0.6213329,-0.41167432,"('incompetent', 'clever')",0.82979804,1.0199516,-0.533227,-0.8825413,0.22522978,0.48535576,-0.024883,0.0527729,-0.0776559
15,-0.59722906,-0.7050736,"('boring', 'funny')",0.45411456,0.35932863,-0.41576216,-0.32236835,-0.1331292,-0.098242424,-0.1730015,-0.1915889,0.0185874
60,-0.57994545,-0.47273302,"('inefficient', 'efficient')",0.47321343,0.56824845,0.04670073,-0.45472407,-0.11151303,0.10841053,-0.0428861,-0.0626995,0.0198134
13,-0.5794283,-0.5464563,"('impolite', 'polite')",-0.14611754,-0.09616491,-0.13000004,-0.4283305,-0.51099235,-0.5131907,-0.3416346,-0.3960356,0.054401
87,0.5717374,0.87270564,"('unsuccessful', 'successful')",2.0249481,2.1723065,0.47106117,0.5820473,1.0488213,1.0835553,1.029142,1.1776537,-0.1485117
5,-0.5549022,-0.5647541,"('distant', 'outgoing')",-0.6343286,-0.63847625,0.6279969,0.9007105,-0.23478636,-0.29845303,-0.1990051,-0.1502432,-0.0487619
88,-0.54757965,-0.46280247,"('low', 'eminent')",-0.40141988,-0.3408983,-1.1155725,-1.0762408,-0.51126426,-0.39739645,-0.643959,-0.5693345,-0.0746245
18,-0.54349893,-0.5967264,"('disagreeable', 'welcoming')",0.58850557,0.5891079,-0.071677685,-0.019644722,-0.65726763,-0.6231277,-0.1709847,-0.1625977,-0.008387
61,0.5335868,0.5426155,"('illogical', 'logical')",0.3298598,0.3368008,-0.10725833,-0.21830286,0.6072462,0.56373554,0.3408586,0.3062122,0.0346464
14,-0.5276264,-0.41916063,"('antisocial', 'social')",1.1202005,1.1332816,-0.11617538,-0.3562032,-0.00028131437,0.13483848,0.1190294,0.1231891,-0.0041597
37,0.5272366,0.4822003,"('fake', 'genuine')",-0.17567784,-0.16792378,0.18040112,-0.045372084,0.033046886,-0.03760279,0.1412517,0.0578254,0.0834263
58,-0.50258166,-0.010233818,"('undiscriminating', 'discriminating')",-0.787583,-0.7314337,-1.0239,-0.88259375,0.14968748,0.27576476,-0.5410943,-0.3371241,-0.2039702
43,-0.5004795,-0.23203331,"('irresponsible', 'responsible')",-0.42539334,-0.40133408,-0.41711393,-0.74207765,0.48289004,0.7147669,-0.2150242,-0.1651696,-0.0498546
45,-0.48481548,-0.2443438,"('incompetent', 'competent')",0.10499169,0.2636994,-0.5155843,-0.78504616,0.0016826726,0.112557724,-0.2234313,-0.1632832,-0.0601481
81,-0.46241787,-0.35738033,"('submissive', 'aggressive')",0.76730037,0.845326,-0.12549509,-0.37357873,-0.64172083,-0.57416046,-0.1155834,-0.1149484,-0.000635
49,-0.46207365,-0.4789701,"('unable', 'able')",0.0967928,0.16343811,-0.35589185,-0.39394772,-0.26652634,-0.20433873,-0.2469248,-0.2284546,-0.0184702
76,-0.4617489,-0.21463653,"('anxious', 'daring')",1.4008899,1.5661385,-0.48466167,-0.60643107,-0.5805037,-0.33568996,-0.0315061,0.1023452,-0.1338513
26,0.4338463,0.5700964,"('hardhearted', 'benevolent')",0.8426557,0.88833445,-0.6499397,-0.4583455,1.5701803,1.7770978,0.5491856,0.6942958,-0.1451102
29,-0.40447038,-0.3032849,"('unfair', 'fair')",-0.60375124,-0.5788446,-0.16754381,-0.08632126,-0.073363245,0.027584463,-0.3122821,-0.2352166,-0.0770655
44,-0.38983396,-0.4061119,"('prejudiced', 'unprejudiced')",-1.1833211,-1.1903857,0.97626567,1.0195209,-1.9306399,-1.8389206,-0.6318823,-0.6039743,-0.027908
79,0.37876993,0.27132347,"('wavering', 'unwavering')",-0.06298123,-0.06319713,-0.11961746,0.07853815,-0.3037954,-0.36009693,-0.026906,-0.0183581,-0.0085479
24,0.37605956,0.31093898,"('dishonest', 'honest')",-0.6830879,-0.7170532,0.35779902,0.04769238,0.4850672,0.5510417,0.1339595,0.048155,0.0858045
7,-0.34417588,-0.05895506,"('insensitive', 'sensitive')",-0.3999148,-0.29595867,-0.20306431,-0.40435573,0.50818366,0.61223245,-0.1097428,-0.0367593,-0.0729835
62,0.31937766,0.3539118,"('incompetent', 'brilliant')",-0.13375747,-0.107022196,-0.44597885,-0.7637407,0.5679454,0.57596284,0.0768967,0.0147779,0.0621188
2,0.3155962,0.4403603,"('unlikable', 'likable')",0.5633147,0.5130752,-0.09311643,-0.06311208,0.47851938,0.5649404,0.3160785,0.363816,-0.0477375
21,-0.31197736,-0.19997494,"('immoral', 'moral')",0.7250024,0.8438241,-0.1650339,-0.5946804,-0.5463025,-0.4676313,-0.0745778,-0.1046157,0.0300379
71,0.3037452,0.56434596,"('diffident', 'self-confident')",-0.532601,-0.40842786,0.2355306,0.48857757,0.27590865,0.37483028,0.0706459,0.2548315,-0.1841856
83,-0.2720023,-0.1932508,"('powerless', 'powerful')",-0.24777831,-0.18547702,-1.1157751,-1.0765792,-0.8718169,-0.8461649,-0.6268432,-0.575368,-0.0514752
54,-0.26225078,-0.03561661,"('incapable', 'capable')",-0.5946772,-0.56999457,-0.64619493,-0.4991016,0.7035204,0.75262517,-0.1999006,-0.0880219,-0.1118787
70,-0.25532353,0.045305774,"('lethargic', 'energetic')",0.09070089,0.20336375,-0.1642609,-0.3689897,0.2424435,0.48203427,-0.02161,0.0904285,-0.1120385
66,-0.20012599,-0.027046844,"('inactive', 'active')",0.8676884,0.9231224,0.73652405,0.945765,-0.0032427683,-0.0650868,0.3502109,0.4441884,-0.0939775
9,0.18595435,0.23420344,"('unaffectionate', 'caring')",-0.8915877,-0.9470991,-1.224922,-1.2291905,1.2534138,1.1828676,-0.1692854,-0.1898046,0.0205192
75,0.1782091,0.5414973,"('meek', 'impulsive')",-0.64924216,-0.61088324,0.35311812,0.7806775,-0.75280136,-0.63576394,-0.2176791,0.0188819,-0.236561
50,-0.16417328,-0.27428934,"('clumsy', 'skillful')",1.1749367,1.1950328,0.18084654,0.3160111,0.06607406,-0.03127859,0.314421,0.301369,0.013052
8,-0.15495199,-0.0035362951,"('unaffectionate', 'affectionate')",-0.5183159,-0.5417218,-1.3185908,-1.1159468,0.6265676,0.6158312,-0.3413228,-0.2613434,-0.0799794
3,-0.14936925,-0.057943743,"('repellent', 'pleasant')",-0.15232119,-0.0436375,-0.46298236,-0.6790794,0.71057004,0.87466353,-0.0135257,0.0235007,-0.0370264
68,0.14428884,0.07369631,"('dependent', 'independent')",-0.10635792,-0.15132254,0.14690372,0.07585418,-0.71195906,-0.8022253,-0.1317811,-0.2009993,0.0692182
20,-0.14340425,-0.13256252,"('rough', 'thoughtful')",0.6102482,0.69210994,-0.42022502,-0.4705273,0.725192,0.6892829,0.1929527,0.1945758,-0.0016231
42,-0.11456084,-0.062903196,"('unreliable', 'reliable')",0.7401568,0.86708516,0.5602451,0.48202795,-3.2183678,-3.0902443,-0.5081317,-0.4510086,-0.0571231
12,0.09142729,0.26988694,"('unsupportive', 'supportive')",0.2845003,0.43045795,0.032968026,-0.029246304,-1.445959,-1.3658257,-0.2592658,-0.1736818,-0.085584
59,-0.08760288,-0.33421695,"('foolish', 'wise')",-0.066549405,-0.21788323,0.28055924,0.48622936,-0.016667154,-0.17805043,0.0274349,-0.0609803,0.0884152
17,0.030333504,0.07023065,"('nasty', 'nice')",0.5125279,0.525748,-0.3756621,-0.19703972,-0.4099676,-0.54669714,-0.0606921,-0.0369395,-0.0237526
6,-0.02968289,-0.07468493,"('distant', 'open')",-0.62654173,-0.6572043,0.22949535,0.4902229,-0.57884365,-0.65509427,-0.2513932,-0.2241901,-0.0272031
72,-0.028822115,0.019629972,"('unambitious', 'ambitious')",-0.89412934,-0.8913699,-0.5758535,-0.6480432,-0.63029283,-0.62825066,-0.5322745,-0.5370085,0.004734
65,0.022691522,-0.0015877336,"('insecure', 'secure')",0.49799028,0.4763826,-0.37672415,-0.6695004,-0.11841357,0.015038684,0.006386,-0.0449167,0.0513027
23,0.022087276,0.050129157,"('insincere', 'sincere')",-1.0487429,-1.0305518,-1.2092127,-1.4817082,5.355955,5.409217,0.7800217,0.7367715,0.0432502
56,0.014042489,-0.0024361834,"('impractical', 'practical')",-0.2974393,-0.28199127,-0.05539699,-0.4321643,-0.4089984,-0.32269973,-0.1869481,-0.2598229,0.0728748
85,-0.006976079,0.07065909,"('insignificant', 'prestigious')",-0.73661494,-0.74481297,-0.41987476,-0.010053389,-0.68155926,-0.8184069,-0.4612563,-0.3756535,-0.0856028
38,0.006602768,-0.053097088,"('untruthful', 'truthful')",-1.7079977,-1.7163968,-0.60400856,-0.5932778,0.025755314,-0.05668342,-0.569912,-0.6048638,0.0349518
